1.36926	1.260549	0.970356	0.7767794	0.9747478
1.050348	1.285337	1.069126	0.9984573	1.039998
1.221285	0.9771651	0.7810954	0.9812227	1.033934
1.248112	1.074613	1.008363	1.022463	0.9563769
0.7340857	0.9608004	1.021904	1.391032	1.070032
0.9945302	1.017028	0.7110912	1.074843	0.7946742
0.9774139	1.008294	1.094801	0.7930388	0.7298225
0.6421254	0.7587985	0.7993318	0.7830764	0.6429665
0.8003223	0.9720724	1.025847	1.13643	0.8035257
1.053432	0.8958632	0.8329248	0.8636108	1.105335
1.006821	1.038495	1.076919	0.8923261	0.8333824
1.181201	0.9611316	0.7532098	0.972893	0.9936709
1.192398	1.036794	0.9953027	0.98712	0.928534
0.6943907	0.9406613	0.9698321	1.323509	1.020403
0.9696605	0.9698748	0.6954466	1.078754	0.7666524
0.9339408	0.9827159	1.093982	0.7699363	0.7218817
0.6022516	0.7034733	0.7619015	0.770405	0.6080119
0.7800043	0.9363031	1.007972	1.143315	0.788127
0.9857297	0.8460557	0.8078762	0.816279	1.040076
0.9663208	0.975712	1.054314	0.8474379	0.813253
0.9334069	0.6967705	0.9451999	0.9514815	1.284348
1.023954	0.9776299	0.9504044	0.7438995	1.129366
0.7943749	0.9408531	1.03234	1.148025	0.7965391
0.7700003	0.627481	0.7078925	0.8090321	0.8219544
0.6321216	0.8073926	0.9428812	1.057262	1.197023
0.8143955	0.9694185	0.8724559	0.8386952	0.8196583
1.045666	0.9763297	0.9582812	1.107034	0.8727184
0.8429524	0.773003	1.185057	0.8584588	1.159886
1.103872	1.210305	0.8672165	0.7994697	0.6653434
0.900704	0.8543429	0.8580133	0.6765775	0.8718424
1.16228	1.12916	1.259669	0.8854388	1.19721
0.9527471	0.9097345	0.8990946	1.280906	1.202318
1.192667	1.185521	0.959603	0.9205851	1.204762
0.7293625	0.7783349	1.083854	1.249534	0.7438378
1.072899	1.176948	1.495709	1.788227	1.089736
0.8706057	0.9780229	1.097019	0.7621193	1.119794
1.203215	0.869303	1.538299	0.9881201	1.111111
0.7570538	0.7950366	1.12345	1.313206	0.776368
0.681166	0.7982363	0.8144701	0.6412228	0.8739406
0.8545987	0.6823398	1.199336	0.81081	0.8310384
0.8742243	1.004536	1.147608	0.7815663	1.135317
1.242814	0.8777604	1.600792	1.019472	1.166539
0.9791598	0.913135	0.9116719	1.05977	0.8420399
0.8155853	1.192697	0.9759555	0.9139253	1.07196
