"geneID","spearman_rho","pvalue","padj","fdr","module_size"
"Vitvi03g01872",-0.740343236686949,2.45302599601653e-07,0.00165456603431315,1.17930579779983e-06,16
"Vitvi03g04020",-0.563283869189166,0.00034775734695725,1,0.000670944881357738,83
"Vitvi03g04029",-0.773446603340947,3.19602962058211e-08,0.000215572197908264,2.76729393977234e-07,933
"Vitvi03g04032",-0.602582743783759,0.000100689603007756,0.679151372287312,0.000225781706212537,214
"Vitvi03g04033",-0.401500636615636,0.0152203400780548,1,0.0183421822094837,168
"Vitvi03g04037",-0.401500636615636,0.0152203400780548,1,0.0183421822094837,1682
"Vitvi03g04047",-0.750289519408583,1.37448227308175e-07,0.000927088293193644,7.28270458125407e-07,83
"Vitvi03g04050",-0.750289519408583,1.37448227308175e-07,0.000927088293193644,7.28270458125407e-07,100
"Vitvi03g04051",0.28474739872575,0.0923292901888461,1,0.0984446826310096,84
"Vitvi03g04053",-0.301348321400354,0.0740899184807144,1,0.0798428662969194,41
"Vitvi03g04055",-0.402733580912167,0.0148816193651659,1,0.0181529574849934,97
"Vitvi03g04064",-0.498684357771616,0.0019636796132521,1,0.00321871664432209,25
"Vitvi03g04085",-0.42573780810809,0.00963192720412472,1,0.01223260195666,86
"Vitvi03g04087",-0.719413407498765,7.65599059629684e-07,0.00516396565720222,3.08480624683528e-06,320
"Vitvi03g04088",-0.617046562867391,6.11763032283906e-05,0.412634165275494,0.000146480001872735,70
"Vitvi03g04090",-0.411175350750953,0.0127285678576514,1,0.015590010931516,4
"Vitvi03g04099",-0.563283869189166,0.00034775734695725,1,0.000670944881357738,3
"Vitvi03g04111",0.372476494209687,0.0252748166470031,1,0.0291366669430929,7
"Vitvi03g04143",-0.750289519408583,1.37448227308175e-07,0.000927088293193644,7.28270458125407e-07,16
"Vitvi03g04145",-0.516597122400606,0.00125690591977388,1,0.00211734026695175,656
"Vitvi03g04147",-0.465267252741493,0.0042454593014046,1,0.00594223344842789,49
"Vitvi03g04148",0.21926387772875,0.198842557667697,1,0.206432669150165,15
"Vitvi03g04159",-0.651655019664749,1.66986778522566e-05,0.112632582113471,4.86533832023631e-05,10
"Vitvi03g04163",0.646642651042071,2.03561248738774e-05,0.137302062274303,5.80803985931911e-05,14
"Vitvi03g04196",-0.750289519408583,1.37448227308175e-07,0.000927088293193644,7.28270458125407e-07,112
"Vitvi03g04197",-0.385951398872728,0.0200786217961855,1,0.0236931952440993,3
"Vitvi03g04198",-0.718648196784035,7.96599470119536e-07,0.00537306342595627,3.19444912363635e-06,4
"Vitvi03g04199",0.478898349698169,0.00312849885508842,1,0.00453410502311375,55
"Vitvi03g04210",0.440199493156902,0.00721598030084792,1,0.00939972713967158,9
"Vitvi03g04223",-0.544541179824902,0.000595760055322695,1,0.00108137824896436,4
"Vitvi03g04228",0.411175350750953,0.0127285678576514,1,0.015590010931516,4
"Vitvi03g04245",0.447460197997607,0.00621301428154913,1,0.00822992563414158,12
"Vitvi03g04246",0.768033586424181,4.56200737137454e-08,0.000307707397199213,3.81297889961853e-07,12
"Vitvi03g04266",-0.803875153790643,3.54813370040871e-09,2.39321618092567e-05,4.1050020256015e-08,65
"Vitvi03g04267",0.731763852262692,3.96103875756544e-07,0.00267172064197789,1.72993206485866e-06,14
"Vitvi03g04268",0.751190756638406,1.30247919478487e-07,0.000878522216882397,7.28270458125407e-07,23
"Vitvi03g04289",-0.552471922567315,0.000476236747738388,1,0.000884420942592356,9
"Vitvi03g04291",-0.750289519408583,1.37448227308175e-07,0.000927088293193644,7.28270458125407e-07,83
"Vitvi03g04295",-0.368699757173111,0.0269158215782952,1,0.0309913309227724,10
"Vitvi03g04297",-0.537084619459437,0.000731709404133355,1,0.00129605565411751,171
"Vitvi03g04302",-0.285404066991838,0.0915479263669638,1,0.0976269981573394,43
"Vitvi03g04364",0.430497602000505,0.00877034378520732,1,0.0111699336916963,67
"Vitvi03g04369",-0.629625739172543,3.88591668087226e-05,0.262105080124834,9.92822273200129e-05,16
"Vitvi03g04372",-0.473547362200556,0.00353201719882765,1,0.00507638099426649,7
"Vitvi03g04393",-0.561529442963871,0.000366228411633447,1,0.000704968788946232,43
"Vitvi03g04395",-0.459548921427535,0.00480814938579871,1,0.00659300012344223,62
"Vitvi03g04396",-0.459548921427535,0.00480814938579871,1,0.00659300012344223,60
"Vitvi03g04400",-0.750289519408583,1.37448227308175e-07,0.000927088293193644,7.28270458125407e-07,97
"Vitvi03g04402",-0.553243893846833,0.000465829636318486,1,0.000874971010016204,5
"Vitvi03g04404",-0.595908959859492,0.00012570381227052,0.847872213764657,0.000275551580683997,3
"Vitvi03g04405",-0.61851137625457,5.80856920924257e-05,0.391787993163411,0.000140829616521715,3
"Vitvi03g04422",0.712642073221467,1.08301422601156e-06,0.00730493095444798,4.15525082733105e-06,180
"Vitvi03g04424",-0.854242196177249,3.44851741255845e-11,2.32602499477067e-07,1.36024853495363e-09,30
"Vitvi03g04427",0.523984994594573,0.00103817108302138,1,0.00178539056400876,21
"Vitvi03g04434",-0.310178168494329,0.0656079477842121,1,0.0712372195435465,7
"Vitvi03g04450",-0.750289519408583,1.37448227308175e-07,0.000927088293193644,7.28270458125407e-07,74
"Vitvi03g04455",0.132767281212218,0.440163709723962,1,0.44604931221276,4
"Vitvi03g04460",0.550833644050274,0.000499011088934101,1,0.000924932617439005,35
"Vitvi03g04462",0.727071795148225,5.10902637354983e-07,0.00344603828895936,2.17415664918572e-06,27
"Vitvi03g04463",-0.615008437531859,6.57237398953932e-05,0.443306625594427,0.00015576480168462,38
"Vitvi03g04464",-0.735762263243213,3.17546950623144e-07,0.00214185418195311,1.45902873430048e-06,60
"Vitvi03g04466",0.861011812544602,1.62270868075847e-11,1.09451700517159e-07,1.05242019728039e-09,26
