"family","contrast","n_genes","pct_genes_for_50pct","pct_genes_for_75pct","pct_genes_for_80pct","pct_genes_for_90pct","pct_genes_for_95pct"
"inter_experiment","ExpB_vs_ExpA",25487,6.68576136854082,16.2671165692314,19.582532271354,30.3095695844941,41.2563267548162
"intra_ExpA","split1",25487,5.5596971004826,14.4112684898183,17.77376701848,28.8578490995409,40.0007847137757
"intra_ExpA","split2",25487,5.36744222544827,13.7717267626633,16.9105818652646,27.5238356809354,38.5608349354573
"intra_ExpA","split3",25487,4.32769647271158,11.0134578412524,13.720720367246,23.5806489582925,34.5587946796406
"intra_ExpA","split4",25487,4.48463922784164,11.0487699611567,13.5441597677247,22.5997567387295,33.1894691411308
"intra_ExpA","split5",25487,3.68030760780005,9.00459057558755,10.9820692902264,18.3701494879743,27.8024090712912
"intra_ExpA","split6",25487,4.90446109781457,12.8379173696394,15.9257660768235,26.5272491858595,37.6819555067289
"intra_ExpA","split7",25487,3.81763251853886,10.2208969278456,12.7555224231961,21.8385843763487,32.5420802762193
"intra_ExpA","split8",25487,3.99026954918194,10.2169733589673,12.6181975124573,21.5325460038451,32.0790991485856
"intra_ExpA","split9",25487,3.57044767920901,9.02813198885706,11.1233177698434,18.8605955977557,28.3320908698552
"intra_ExpA","split10",25487,3.71169615882607,9.41656530780398,11.6608467061639,19.9945070035704,30.074155451799
"intra_ExpA","split11",25487,3.96672813591243,10.1541962569153,12.5632675481618,21.5835523992624,32.2321183348374
"intra_ExpA","split12",25487,4.147212304312,10.4131518028799,12.8614587829089,21.9562914426963,32.7971122533056
"intra_ExpA","split13",25487,4.19429513085102,10.9820692902264,13.6344018519245,23.011731470946,33.70738023306
"intra_ExpA","split14",25487,3.87256248283439,9.97763565739397,12.3357005532232,20.8655392945423,30.8745635029623
"intra_ExpA","split15",25487,4.00596382469494,10.4523874916624,12.9987836936477,22.0269156825048,32.3733668144544
"intra_ExpA","split16",25487,4.94762035547534,12.9713187115,15.9689253344842,26.1858986934516,37.0894966061129
"intra_ExpA","split17",25487,4.16683014870326,11.0369992545219,13.7285675050025,23.5374897006317,34.6686546082316
"intra_ExpA","split18",25487,4.00988739357319,10.3817632518539,12.8810766273002,22.0269156825048,32.8049593910621
"intra_ExpA","split19",25487,3.80978538078236,9.42441244556048,11.6686938439204,20.2495389806568,30.7254678855887
"intra_ExpA","split20",25487,3.50374700827873,8.89865421587476,11.0252285478872,18.9547612508338,28.5439635892808
"intra_ExpA","split21",25487,3.64891905677404,9.12622121081336,11.256719111704,19.1509396947463,28.8617726684192
"intra_ExpA","split22",25487,3.69600188331306,9.53427237415153,11.833483736807,20.5202652332562,31.0707419468749
"intra_ExpA","split23",25487,4.11582375328599,10.8212029662181,13.4382234080119,23.0313493153372,34.1036606897634
"intra_ExpA","split24",25487,3.84509750068662,10.040412759446,12.5122611527445,21.5207752972103,32.008474908777
"intra_ExpA","split25",25487,3.96280456703417,10.0992662926198,12.4612547573273,21.218660493585,31.5258759367521
"intra_ExpA","split26",25487,3.70777258994782,8.80841213167497,10.8015851218268,18.1151175108879,27.1667909130145
"intra_ExpA","split27",25487,3.35857495978342,8.1570996978852,10.0129477772982,17.1695374112293,26.6488798210853
"intra_ExpA","split28",25487,3.97849884254718,10.3032918742889,12.8104523874917,22.1367756110959,32.9775964217052
"intra_ExpA","split29",25487,3.91964530937341,10.5230117314709,13.1047200533605,22.482049672382,33.0403735237572
"intra_ExpA","split30",25487,4.42186212578962,11.5274453643034,14.1523129438537,23.3726998077451,33.9074822458508
"intra_ExpA","split31",25487,4.47286852120689,11.6726174127987,14.4622748852356,24.1299486012477,34.813826656727
"intra_ExpA","split32",25487,4.14328873543375,10.6250245223055,13.2655863773689,22.8626358535724,33.7740809039903
"intra_ExpA","split33",25487,4.83383685800604,12.0571271628673,14.8624789108173,24.9342802212893,36.0811394044022
"intra_ExpA","split34",25487,4.76321261819751,12.7476752854396,15.9257660768235,26.8685996782674,38.2234080119277
"intra_ExpA","split35",25487,6.11684388119433,15.7492054773022,19.1470161258681,30.2114803625378,41.2680974614509
"intra_ExpB","split1",25487,4.55918703652843,12.7751402675874,16.0238552987798,26.4291599639032,37.0581080550869
"intra_ExpB","split2",25487,4.31592576607682,12.7594459920744,16.012084592145,26.597873425668,37.4033821163731
"intra_ExpB","split3",25487,3.554753403696,10.4209989406364,13.2185035508298,22.6899988229293,33.1070741946875
"intra_ExpB","split4",25487,3.29187428885314,9.25177541491741,11.6686938439204,19.7826342841449,29.3482952093224
"intra_ExpB","split5",25487,3.70384902106956,10.9781457213481,13.9835994820889,23.9808529838741,34.7235845725272
"intra_ExpB","split6",25487,3.7823203986346,11.0566170989132,13.9325930866716,23.6591203358575,34.3194569780673
"intra_ExpB","split7",25487,2.75042178365441,7.6941185702515,9.76968650684663,16.6594734570565,25.1657707851061
"intra_ExpB","split8",25487,2.98191234747126,8.40428453721505,10.648565935575,18.2602895593832,27.6336956095264
"intra_ExpB","split9",25487,3.29187428885314,9.45187742770824,12.0335857495978,21.1284184093852,31.6043473143171
"intra_ExpB","split10",25487,4.2531486640248,12.4063247930317,15.6236512731981,26.0799623337388,36.9874838152784
