1	Vitvi00g04274
1	Vitvi00g04313
1	Vitvi00g04448
1	Vitvi00g04463
1	Vitvi00g04490
1	Vitvi00g04629
1	Vitvi00g04686
1	Vitvi00g04688
1	Vitvi00g04704
1	Vitvi00g04734
1	Vitvi00g04735
1	Vitvi00g04765
1	Vitvi00g04771
1	Vitvi00g04796
1	Vitvi00g04835
1	Vitvi00g04851
1	Vitvi01g00024
1	Vitvi01g00037
1	Vitvi01g00053
1	Vitvi01g00058
1	Vitvi01g00061
1	Vitvi01g00071
1	Vitvi01g00082
1	Vitvi01g00106
1	Vitvi01g00140
1	Vitvi01g00140
1	Vitvi01g00140
1	Vitvi01g00159
1	Vitvi01g00159
1	Vitvi01g00160
1	Vitvi01g00161
1	Vitvi01g00163
1	Vitvi01g00167
1	Vitvi01g00178
1	Vitvi01g00188
1	Vitvi01g00189
1	Vitvi01g00281
1	Vitvi01g00288
1	Vitvi01g00335
1	Vitvi01g00372
1	Vitvi01g00386
1	Vitvi01g00407
1	Vitvi01g00437
1	Vitvi01g00444
1	Vitvi01g00445
1	Vitvi01g00454
1	Vitvi01g00466
1	Vitvi01g00467
1	Vitvi01g00481
1	Vitvi01g00499
1	Vitvi01g00500
1	Vitvi01g00519
1	Vitvi01g00526
1	Vitvi01g00528
1	Vitvi01g00530
1	Vitvi01g00547
1	Vitvi01g00558
1	Vitvi01g00595
1	Vitvi01g00604
1	Vitvi01g00617
1	Vitvi01g00620
1	Vitvi01g00637
1	Vitvi01g00642
1	Vitvi01g00675
1	Vitvi01g00682
1	Vitvi01g00772
1	Vitvi01g00780
1	Vitvi01g00812
1	Vitvi01g00818
1	Vitvi01g00833
1	Vitvi01g00864
1	Vitvi01g00882
1	Vitvi01g00889
1	Vitvi01g00906
1	Vitvi01g00916
1	Vitvi01g00964
1	Vitvi01g00985
1	Vitvi01g00993
1	Vitvi01g01026
1	Vitvi01g01030
1	Vitvi01g01031
1	Vitvi01g01035
1	Vitvi01g01048
1	Vitvi01g01049
1	Vitvi01g01153
1	Vitvi01g01299
1	Vitvi01g01351
1	Vitvi01g01351
1	Vitvi01g01351
1	Vitvi01g01351
1	Vitvi01g01351
1	Vitvi01g01351
1	Vitvi01g01351
1	Vitvi01g01351
1	Vitvi01g01351
1	Vitvi01g01351
1	Vitvi01g01352
1	Vitvi01g01352
1	Vitvi01g01352
1	Vitvi01g01352
1	Vitvi01g01352
1	Vitvi01g01352
1	Vitvi01g01352
1	Vitvi01g01352
1	Vitvi01g01352
1	Vitvi01g01352
1	Vitvi01g01360
1	Vitvi01g01362
1	Vitvi01g01373
1	Vitvi01g01400
1	Vitvi01g01414
1	Vitvi01g01432
1	Vitvi01g01476
