"","greenyellow","green","pink","turquoise","purple","midnightblue","orange","tan","yellow","black","mediumpurple3","brown","blue","darkgreen","bisque4","lightpink4","skyblue2","red","violet","darkgrey","honeydew1","darkorange2","lightcyan","white","skyblue","thistle2","lavenderblush3","lightyellow","grey60","darkred","salmon","magenta","darkmagenta","plum1","sienna3","palevioletred3","royalblue","skyblue1","lightcyan1","lightgreen","darkslateblue","saddlebrown","plum2","darkseagreen4","darkturquoise","navajowhite2","cyan","maroon","brown4","steelblue","orangered4","lightsteelblue1","paleturquoise","ivory","salmon4","darkolivegreen","yellowgreen","skyblue3","darkorange","yellow4","antiquewhite4","thistle1","coral1","coral2","mediumorchid","floralwhite"
"Vitvi08g01333",0,0,0,0.000154487872701993,0,0,0,0,0.0203139427516159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178571428571429,0,0,0,0,0,0,0,0,0,0.0805555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi08g01617",0,0,0,0.00139751552795031,0,0,0,0,0.0198300283286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi08g01846",0,0,0,0.000622858922454064,0,0,0,0,0,0.00404858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00865800865800866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi08g01897",0,0,0,0.00544662309368192,0,0,0,0,0.00738007380073801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00374531835205993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi08g02218",0,0,0,0.000307834385100816,0,0,0,0,0.050185873605948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670103092783505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi08g02288",0,0,0,0.000154583397743082,0,0,0,0,0,0.00127064803049555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015748031496063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169550173010381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi09g00419",0.0204460966542751,0.00632244467860906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00564971751412429,0,0,0,0,0.204030226700252,0,0,0,0,0,0,0,0,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi09g00867",0,0,0,0.00154297176361673,0,0,0,0,0.0584905660377358,0,0,0,0,0,0,0,0,0.00115740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151975683890578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi09g01646",0,0,0,0,0.00172117039586919,0,0,0,0,0,0,0,0.00172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi09g01698",0,0,0.0401284109149278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072992700729927,0,0,0,0,0,0,0,0
"Vitvi09g04280",0,0,0,0,0,0,0,0,0.0534351145038168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi10g00562",0,0,0,0.22698239601184,0,0,0,0,0.000399042298483639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000489476260401371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi10g00984",0,0,0,0.000154225786551511,0,0,0,0,0.0638703527168732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi10g01812",0,0,0,0.0669781931464174,0,0,0,0,0,0.000856898029134533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196850393700787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi10g04044",0,0,0,0,0,0,0,0,0.0610104861773117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi10g04085",0,0,0,0.00217627856365615,0,0,0,0,0.0150659133709981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi10g04276",0,0,0,0.144859813084112,0,0,0,0,0.000505050505050505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131926121372032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi10g04282",0,0,0,0,0,0,0,0,0,0,0,0,0.007885657959586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi10g04464",0,0.0112866817155756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00923076923076923,0,0,0,0,0.132743362831858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi10g04504",0,0,0,0.000614439324116743,0,0,0,0,0.0884030418250951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi11g00075",0,0,0,0,0,0,0,0,0,0,0,0.000655307994757536,0.073909830007391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi11g00217",0,0,0,0.00137909898866074,0,0,0,0,0.102079395085066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142450142450142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi11g00285",0,0,0,0.029736883076444,0,0,0,0.00165016501650165,0.00241545893719807,0.00107411385606874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128040973111396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi11g00286",0,0,0,0.0179585571757483,0,0,0,0,0.0794871794871795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025062656641604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00551470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi11g01637",0,0,0,0,0,0,0,0,0.00277264325323475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101492537313433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g00368",0,0,0,0,0,0,0,0,0.0204081632653061,0,0,0,0,0,0,0,0,0,0,0.00760456273764259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102362204724409,0,0,0,0,0,0,0,0,0,0.00523560209424084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g01776",0,0,0,0,0,0,0,0,0.000862068965517241,0,0,0,0,0,0,0,0,0.141414141414141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g01881",0.0292598967297762,0.004,0,0,0.00835654596100279,0,0.0433526011560694,0,0,0,0,0.000726744186046512,0.0263350402340892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g01882",0.04149377593361,0.00331491712707182,0,0,0.00159489633173844,0,0.0192307692307692,0,0,0,0,0,0.00636163445069733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g01921",0.00196078431372549,0.00109170305676856,0.00292397660818713,0.000463105896881754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447761194029851,0,0,0.0028169014084507,0,0.125319693094629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g02011",0.0160642570281124,0.00109769484083425,0.00442477876106195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121134020618557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g02633",0.0251450676982592,0.00429184549356223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00632911392405063,0.00735294117647059,0,0,0,0.150375939849624,0,0,0,0,0,0,0,0,0.010989010989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04108",0.0599613152804642,0.00421052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157766990291262,0,0,0,0,0,0,0,0,0.0025974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04404",0.0204460966542751,0.00526315789473684,0.00138312586445367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113636363636364,0,0,0,0,0.201005025125628,0,0,0,0,0,0,0,0,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04463",0.0217821782178218,0.001085776330076,0.00290275761973875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04498",0.0019723865877712,0.00109529025191676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148148148148148,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04515",0,0,0.00152905198776758,0.000155062800434176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186915887850467,0,0,0,0,0.073490813648294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04518",0,0,0.0207006369426752,0.000155400155400155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040650406504065,0,0,0,0,0,0,0,0,0,0.0115273775216138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04543",0.00403225806451613,0,0.05320813771518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241935483870968,0,0,0,0,0.0289156626506024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04545",0.00601202404809619,0,0.0134730538922156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396825396825397,0,0,0,0,0.0966921119592875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04595",0,0,0,0,0,0,0,0,0.0323501427212179,0,0,0,0,0,0,0,0,0.00363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04598",0.0251937984496124,0.00429645542427497,0,0,0.00152905198776758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00740740740740741,0,0,0,0.156565656565657,0,0,0,0,0,0,0,0,0.00273224043715847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04607",0.0131578947368421,0.00425079702444208,0.00140252454417952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181818181818182,0,0,0,0,0.193877551020408,0,0,0,0,0,0,0,0,0.00265957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04630",0,0,0,0,0,0,0,0,0.00169779286926995,0,0,0,0,0,0,0,0,0.163934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g00004",0,0,0,0.0771984435797665,0,0,0,0,0.000644745325596389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00646950092421442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g00551",0,0,0,0.0135514018691589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297176820208024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00558659217877095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01098",0.00107411385606874,0.00299850074962519,0,0,0.00857959961868446,0,0.00144092219020173,0,0,0,0,0,0.115394058433587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01468",0,0,0,0,0,0,0,0,0.0929791271347249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013953488372093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01608",0,0,0,0,0,0,0,0,0.0247148288973384,0,0,0.000796812749003984,0,0,0,0,0,0.00121951219512195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136054421768707,0,0,0,0,0,0,0,0,0
"Vitvi13g01616",0,0,0,0,0,0,0,0,0.0477099236641221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01638",0,0,0,0.000308689612594536,0,0,0,0,0.0590476190476191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01984",0,0,0,0,0,0,0,0,0.0534351145038168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g04528",0,0,0,0,0,0,0,0,0.10636277302944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112612612612613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g04529",0,0,0,0,0,0,0,0,0.108365019011407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00896860986547085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g04677",0,0,0,0.000309071240921032,0,0,0,0,0.0514285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g04698",0,0,0,0.00262751159196291,0,0,0,0,0.0477975632614808,0,0,0,0,0,0,0,0,0,0,0.00354609929078014,0,0,0,0,0,0,0,0,0,0,0,0.00152905198776758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g04706",0,0,0,0.000461112818936366,0,0,0,0,0.0846812559467174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi14g00438",0,0,0,0,0,0,0,0,0,0,0,0,0.058896007885658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi14g01926",0,0,0,0.000311477962934122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi14g04416",0,0.00113250283125708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317460317460317,0,0.0108695652173913,0,0,0.124423963133641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi15g01247",0,0,0.0907692307692308,0,0.0045662100456621,0,0.00337837837837838,0,0,0,0,0,0.00436152168645505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262008733624454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi16g00901",0,0,0,0,0,0,0,0,0.00381679389312977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi16g04295",0,0,0,0.080411407199626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi16g04448",0.00634249471458774,0.00341296928327645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396039603960396,0,0,0,0,0.0411311053984576,0,0,0,0,0,0,0,0,0.00319488817891374,0,0,0,0,0.004149377593361,0,0,0,0,0,0,0,0.00588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi17g00339",0.00442477876106195,0,0,0,0.00172711571675302,0,0,0,0,0,0,0,0.00098497906919478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi17g00461",0,0,0,0.000619195046439629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00632911392405063,0,0,0,0,0,0,0,0
"Vitvi17g00704",0,0,0,0.0922766749379653,0,0,0,0,0.013317191283293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108459869848156,0,0,0,0,0,0,0.00117785630153121,0,0.00581395348837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi17g00936",0,0,0,0,0,0,0,0,0,0,0,0.00608519269776876,0.183001719479243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122699386503067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi17g01373",0.0018348623853211,0,0,0,0.00298507462686567,0,0.00324675324675325,0,0,0,0,0,0.0233874938453964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g00174",0,0,0,0.000771010023130301,0,0,0,0,0.0645773979107312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g00191",0.0382165605095541,0.00111856823266219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582278481012658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g00462",0,0,0,0.00449055435119232,0,0,0,0,0.0371057513914657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273224043715847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g00473",0,0,0,0.0110419906687403,0,0,0,0,0,0.00738007380073801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g02222",0,0,0,0,0,0,0,0,0.0467557251908397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g02825",0,0,0,0.000622761949244901,0,0,0,0,0.00570342205323194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g02837",0.0010183299389002,0,0,0,0,0,0,0,0,0,0,0.00685714285714286,0.128469663473348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g04551",0,0,0.12280701754386,0,0.00152905198776758,0,0,0,0,0,0,0,0.000967117988394584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g04640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144121365360303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g00270",0.000807102502017756,0.00060790273556231,0,0,0.000732600732600733,0,0.004004004004004,0,0,0,0,0.00497760079641613,0.190429447852761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g00476",0,0,0,0,0,0,0,0,0.0657769304099142,0,0,0,0.000242306760358614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g00709",0,0,0,0,0,0,0,0,0.0629170638703527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340136054421769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g01484",0.00201005025125628,0.000713266761768902,0,0,0.00089126559714795,0,0.00529100529100529,0,0,0,0,0.00338983050847458,0.131630648330059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
