"variant","method","matrix","module","mean_within_module_corr","median_within_module_corr","n_genes_used_for_corr"
"WGCNA_unprotected_power1","WGCNA","unprotected","brown",0.365734386501509,0.374532415898648,300
"WGCNA_unprotected_power1","WGCNA","unprotected","darkgrey",0.43371154589851,0.423888263984809,66
"WGCNA_unprotected_power1","WGCNA","unprotected","blue",0.472022673564074,0.484189976044121,300
"WGCNA_unprotected_power1","WGCNA","unprotected","lightyellow",0.366309984496209,0.362975880772698,186
"WGCNA_unprotected_power1","WGCNA","unprotected","green",0.317783004103645,0.320983415416703,300
"WGCNA_unprotected_power1","WGCNA","unprotected","midnightblue",0.339987565073875,0.350413733684249,239
"WGCNA_unprotected_power1","WGCNA","unprotected","darkturquoise",0.393598696705652,0.381338310777612,72
"WGCNA_unprotected_power1","WGCNA","unprotected","grey60",0.479018150647306,0.483316495092257,214
"WGCNA_unprotected_power1","WGCNA","unprotected","greenyellow",0.308661063610123,0.309040955255161,300
"WGCNA_unprotected_power1","WGCNA","unprotected","lightcyan",0.375546493534578,0.375738039491322,236
"WGCNA_unprotected_power1","WGCNA","unprotected","lightgreen",0.480868660316721,0.49349387706693,191
"WGCNA_unprotected_power1","WGCNA","unprotected","cyan",0.334506628761723,0.34181603881598,244
"WGCNA_unprotected_power1","WGCNA","unprotected","salmon",0.36532824368026,0.365994258700246,269
"WGCNA_unprotected_power1","WGCNA","unprotected","darkred",0.353619569485847,0.347663492703626,92
"WGCNA_unprotected_power1","WGCNA","unprotected","pink",0.329975911294097,0.328786332222897,300
"WGCNA_unprotected_power1","WGCNA","unprotected","tan",0.342658186882456,0.345685872978292,300
"WGCNA_unprotected_power1","WGCNA","unprotected","darkgreen",0.352264499153221,0.350394082289097,77
"WGCNA_unprotected_power1","WGCNA","unprotected","royalblue",0.404691290650755,0.403667144387506,161
"WGCNA_unprotected_power10","WGCNA","unprotected","greenyellow",0.343854910052896,0.340716328280831,300
"WGCNA_unprotected_power10","WGCNA","unprotected","green",0.382182605818362,0.386197585225233,300
"WGCNA_unprotected_power10","WGCNA","unprotected","pink",0.369575618807064,0.368993930816444,300
"WGCNA_unprotected_power10","WGCNA","unprotected","turquoise",0.479003582085365,0.49494772917911,300
"WGCNA_unprotected_power10","WGCNA","unprotected","purple",0.430124077739423,0.446589523703534,300
"WGCNA_unprotected_power10","WGCNA","unprotected","midnightblue",0.481898251630265,0.489611918988957,300
"WGCNA_unprotected_power10","WGCNA","unprotected","orange",0.593026843609363,0.607675918074232,210
"WGCNA_unprotected_power10","WGCNA","unprotected","tan",0.387918130453219,0.380362042870675,300
"WGCNA_unprotected_power10","WGCNA","unprotected","yellow",0.409501620409293,0.412910840465055,300
"WGCNA_unprotected_power10","WGCNA","unprotected","black",0.462595445824799,0.466579708693892,300
"WGCNA_unprotected_power10","WGCNA","unprotected","mediumpurple3",0.375580033920041,0.369528187288551,107
"WGCNA_unprotected_power10","WGCNA","unprotected","brown",0.478813005841616,0.49450322821075,300
"WGCNA_unprotected_power10","WGCNA","unprotected","blue",0.47954431410754,0.495893994226631,300
"WGCNA_unprotected_power10","WGCNA","unprotected","darkgreen",0.494226909955361,0.507795396804311,215
"WGCNA_unprotected_power10","WGCNA","unprotected","bisque4",0.422754403476104,0.430271817155554,86
"WGCNA_unprotected_power10","WGCNA","unprotected","lightpink4",0.430669299813047,0.447483044210368,55
"WGCNA_unprotected_power10","WGCNA","unprotected","skyblue2",0.491156557565798,0.512589624615855,42
"WGCNA_unprotected_power10","WGCNA","unprotected","red",0.403787732444412,0.405833129906738,300
"WGCNA_unprotected_power10","WGCNA","unprotected","violet",0.429642334131688,0.43479561774166,131
"WGCNA_unprotected_power10","WGCNA","unprotected","darkgrey",0.485857938318926,0.486059908478545,213
"WGCNA_unprotected_power10","WGCNA","unprotected","honeydew1",0.597827918908322,0.604298206443161,51
"WGCNA_unprotected_power10","WGCNA","unprotected","darkorange2",0.464554718088843,0.46258697699663,93
"WGCNA_unprotected_power10","WGCNA","unprotected","lightcyan",0.398934941845752,0.391525019124117,297
"WGCNA_unprotected_power10","WGCNA","unprotected","white",0.317804003390789,0.315326654235709,196
"WGCNA_unprotected_power10","WGCNA","unprotected","skyblue",0.509579562478545,0.52112509450474,161
"WGCNA_unprotected_power10","WGCNA","unprotected","thistle2",0.593275655066026,0.625348108547399,76
"WGCNA_unprotected_power10","WGCNA","unprotected","lavenderblush3",0.532079863275734,0.560442956097448,54
"WGCNA_unprotected_power10","WGCNA","unprotected","lightyellow",0.40295792956951,0.413104019346647,235
"WGCNA_unprotected_power10","WGCNA","unprotected","grey60",0.410449417197683,0.41741360968988,292
"WGCNA_unprotected_power10","WGCNA","unprotected","darkred",0.461981111797956,0.472733800725552,224
"WGCNA_unprotected_power10","WGCNA","unprotected","salmon",0.437154712910462,0.430868795753675,300
"WGCNA_unprotected_power10","WGCNA","unprotected","magenta",0.477967608610846,0.492832821419763,300
"WGCNA_unprotected_power10","WGCNA","unprotected","darkmagenta",0.479622238688117,0.488407098482334,125
"WGCNA_unprotected_power10","WGCNA","unprotected","plum1",0.414719562005822,0.414683292406264,112
"WGCNA_unprotected_power10","WGCNA","unprotected","sienna3",0.474768633997843,0.477717469974556,120
"WGCNA_unprotected_power10","WGCNA","unprotected","palevioletred3",0.441475978220927,0.442217721762713,67
"WGCNA_unprotected_power10","WGCNA","unprotected","royalblue",0.444567473718632,0.440209160637178,228
"WGCNA_unprotected_power10","WGCNA","unprotected","skyblue1",0.545098217742767,0.568413923495062,37
"WGCNA_unprotected_power10","WGCNA","unprotected","lightcyan1",0.423804529669406,0.430426206616621,96
"WGCNA_unprotected_power10","WGCNA","unprotected","lightgreen",0.480716378245375,0.484969378263348,285
"WGCNA_unprotected_power10","WGCNA","unprotected","darkslateblue",0.452615987666051,0.460240008423519,85
"WGCNA_unprotected_power10","WGCNA","unprotected","saddlebrown",0.344717332508115,0.339627266227626,155
"WGCNA_unprotected_power10","WGCNA","unprotected","plum2",0.42659367938462,0.424803382298674,81
"WGCNA_unprotected_power10","WGCNA","unprotected","darkseagreen4",0.441178622530941,0.445084620226294,49
"WGCNA_unprotected_power10","WGCNA","unprotected","darkturquoise",0.470517235280971,0.476138494209042,213
"WGCNA_unprotected_power10","WGCNA","unprotected","navajowhite2",0.427771224573293,0.441927730152664,67
"WGCNA_unprotected_power10","WGCNA","unprotected","cyan",0.389536362729054,0.390398783178377,300
"WGCNA_unprotected_power10","WGCNA","unprotected","maroon",0.511368423469928,0.514524161278242,58
"WGCNA_unprotected_power10","WGCNA","unprotected","brown4",0.411794320057372,0.414861546832778,90
"WGCNA_unprotected_power10","WGCNA","unprotected","steelblue",0.488585288084014,0.504366910999681,148
"WGCNA_unprotected_power10","WGCNA","unprotected","orangered4",0.431669358634198,0.439635840659806,110
"WGCNA_unprotected_power10","WGCNA","unprotected","lightsteelblue1",0.49384799538477,0.509190860934302,99
"WGCNA_unprotected_power10","WGCNA","unprotected","paleturquoise",0.452868693094734,0.456442228024984,142
"WGCNA_unprotected_power10","WGCNA","unprotected","ivory",0.416281996837815,0.424488599524333,95
"WGCNA_unprotected_power10","WGCNA","unprotected","salmon4",0.45601680994471,0.478052712646803,73
"WGCNA_unprotected_power10","WGCNA","unprotected","darkolivegreen",0.47930825129277,0.488587876966335,125
"WGCNA_unprotected_power10","WGCNA","unprotected","yellowgreen",0.410511244177037,0.416986903783042,119
"WGCNA_unprotected_power10","WGCNA","unprotected","skyblue3",0.38911966407978,0.38669009969417,112
"WGCNA_unprotected_power10","WGCNA","unprotected","darkorange",0.416601991568341,0.417340405944978,203
