"","paleturquoise","red","tan","turquoise","lightgreen","magenta","green","grey60","greenyellow","brown","thistle1","yellow","blue","darkorange","salmon4","skyblue","darkgreen","darkmagenta","salmon","orange","darkolivegreen","bisque4","brown4","black","pink","royalblue","sienna3","plum1","darkturquoise","purple","lightsteelblue1","lightyellow","ivory","midnightblue","orangered4","lightcyan","darkred","violet","cyan","yellowgreen","skyblue3","lightcyan1","saddlebrown","thistle2","darkorange2","darkslateblue","darkgrey","steelblue","mediumpurple3","white","plum2","floralwhite","palevioletred3"
"Vitvi00g04005",0.00602409638554217,0.0154015401540154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144508670520231,0,0,0,0,0,0,0.0272277227722772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi00g04500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173652694610778,0,0,0
"Vitvi00g04634",0,0,0,0,0,0,0,0,0,0,0,0,0.000254323499491353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216867469879518,0,0,0
"Vitvi00g04728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123152709359606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182352941176471,0,0,0
"Vitvi01g00463",0,0,0,0,0,0,0.0779768177028451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00591016548463357,0,0,0,0,0.00135135135135135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi01g00508",0,0.00448095593726662,0,0,0,0,0,0,0,0,0,0.00224340998317443,0.113415258576549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi01g00612",0,0,0,0.0127974044700793,0,0,0.00283018867924528,0,0,0.0266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi01g00656",0,0,0,0.226043345871395,0,0,0.004828797190518,0,0,0.018348623853211,0,0,0,0,0,0,0,0,0.0110658124635993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi01g01038",0,0.00180995475113122,0,0,0,0,0,0,0,0,0,0,0.0519447287615148,0,0,0,0,0,0,0,0.0087463556851312,0,0,0,0.00101522842639594,0,0,0,0,0,0,0.0113421550094518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi01g01701",0,0,0,0.000180147721131328,0,0,0.0353430353430353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0,0,0,0.00280898876404494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi01g04056",0,0,0,0.00497070832593645,0,0,0.000905797101449275,0,0,0.0791666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi01g04115",0,0,0,0.00287976961843053,0,0,0.0550363447559709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi01g04132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324675324675325,0,0,0,0,0,0,0,0,0,0.0720720720720721,0,0,0,0,0,0
"Vitvi02g00032",0,0,0,0.178346243920014,0,0,0.0106924643584521,0,0,0.00560119492158327,0,0,0,0,0,0,0,0,0.0112994350282486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi02g00056",0.0681818181818182,0.00318809776833156,0.00515463917525773,0,0,0,0,0,0,0,0,0,0.000506842372022301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi02g00086",0,0,0,0.0097684515195369,0,0,0.00884955752212389,0,0,0.00931315483119907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00431499460625674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi02g00429",0,0.00665680473372781,0,0,0,0,0,0,0,0,0,0.00111049416990561,0.116939611054248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126903553299492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi02g00446",0,0.0145161290322581,0.00222965440356745,0,0,0,0,0,0,0,0,0,0.0828252032520325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03003003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi02g01355",0,0,0,0.0506603944273566,0,0,0,0,0.00235017626321974,0.000510725229826353,0,0,0,0,0,0,0,0,0.037147102526003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi02g01360",0,0,0,0.00236106066109699,0,0,0.00208116545265349,0,0,0.00300120048019208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi02g04106",0,0.0115295926210607,0,0,0,0,0,0,0,0,0,0.00342465753424658,0.101198062707112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00813008130081301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi03g00318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00943396226415094,0,0.00680272108843537,0,0,0,0,0.0072463768115942,0,0,0,0,0
"Vitvi03g00692",0,0,0,0.0699909338168631,0,0,0.00824587706146927,0,0,0.00244140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi03g00752",0,0,0,0,0,0,0.0688559322033898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109529025191676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi03g01258",0,0,0,0.000180472838837755,0,0,0.0270833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609756097560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232558139534884,0,0,0,0,0,0
"Vitvi03g01809",0,0.00307062436028659,0.00161290322580645,0,0,0,0,0,0,0.000575373993095512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492610837438424,0,0.00652173913043478,0,0,0,0,0.197969543147208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi03g04266",0,0,0,0.000538793103448276,0,0,0.0706751054852321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00118764845605701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342465753424658,0,0,0,0,0,0
"Vitvi03g04466",0,0,0,0.000543379822495925,0,0,0.004149377593361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695652173913043,0,0,0,0,0,0
"Vitvi04g00017",0,0,0,0.00795803942846808,0,0,0,0,0,0.0117302052785924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00118483412322275,0,0,0,0,0.00823045267489712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254237288135593,0,0,0,0,0,0,0,0,0
"Vitvi04g01254",0,0,0,0,0,0,0.027455121436114,0,0,0,0,0.000733675715333822,0,0,0,0,0,0,0,0,0,0,0,0.00114025085518814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210526315789474,0
"Vitvi04g01325",0,0,0,0,0,0,0,0,0,0,0,0,0.000762001524003048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00963855421686747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215116279069767,0,0,0
"Vitvi04g01375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171149144254279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197674418604651,0,0,0
"Vitvi04g01550",0,0.00955223880597015,0,0,0,0,0,0,0,0,0,0.00234962406015038,0.19587366276108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00810810810810811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi04g01555",0,0,0,0.000179953212164837,0,0,0.0603174603174603,0.0023696682464455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi04g01887",0,0.00839630562552477,0,0,0,0,0,0,0,0,0,0,0.0737997957099081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161550888529887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi04g02114",0,0,0,0.00145032632342277,0,0,0.0125523012552301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00632111251580278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi04g04009",0,0,0,0.000716589036187746,0,0,0.0048780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910151691948658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi04g04010",0,0,0,0.00018018018018018,0,0,0.0517970401691332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022271714922049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi04g04011",0,0,0,0.000359906424329674,0,0,0.0602536997885835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110253583241455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi04g04029",0,0,0,0.000544365813826892,0,0,0.00104493207941484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127388535031847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442477876106195,0,0,0,0,0,0
"Vitvi05g00028",0,0.0150517403574788,0,0,0,0,0,0,0,0,0,0.0126498002663116,0.0386670058509285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi05g00108",0,0.00646725949878739,0,0,0,0,0,0,0,0,0,0,0.0844818785094436,0.00193423597678917,0,0,0,0,0,0,0,0,0,0,0.0017825311942959,0,0,0,0,0,0,0.0166163141993958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi05g00145",0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0.0143516145566376,0.0133928571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi05g00726",0,0.0128893662728249,0,0,0,0,0,0,0,0,0,0,0.00765892264488129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248618784530387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi05g01400",0,0.00317124735729387,0.00340136054421769,0,0,0,0,0,0,0,0,0,0.00304491245876681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10498687664042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi05g01579",0.0505050505050505,0,0.0033167495854063,0,0,0,0,0,0,0.00583771161704612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123152709359606,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi05g01674",0.00840336134453781,0.046218487394958,0.0031496062992126,0,0,0,0,0,0,0,0,0.00209059233449477,0.00933636134241736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192307692307692,0,0,0,0,0,0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi05g04232",0.0897435897435897,0,0,0,0,0,0,0,0,0.00178359096313912,0,0,0.000254517688979384,0,0,0.00552486187845304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00480769230769231,0,0,0,0,0,0,0,0,0,0,0.0698924731182796,0,0,0
"Vitvi06g01410",0,0,0,0.0106555896694961,0,0,0.0327706057596822,0,0,0.00229357798165138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132100396301189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
