"variant","method","matrix","module","n_genes","n_DE_panel_genes","fraction_DE_panel"
"WGCNA_protected_power8","WGCNA","protected","pink",771,98,0.127107652399481
"WGCNA_protected_power8","WGCNA","protected","royalblue",295,23,0.0779661016949153
"WGCNA_protected_power8","WGCNA","protected","sienna3",111,0,0
"WGCNA_protected_power8","WGCNA","protected","plum1",95,7,0.0736842105263158
"WGCNA_protected_power8","WGCNA","protected","darkturquoise",253,1,0.00395256916996047
"WGCNA_protected_power8","WGCNA","protected","purple",661,64,0.0968229954614221
"WGCNA_protected_power8","WGCNA","protected","lightsteelblue1",79,0,0
"WGCNA_protected_power8","WGCNA","protected","lightyellow",320,31,0.096875
"WGCNA_protected_power8","WGCNA","protected","ivory",68,0,0
"WGCNA_protected_power8","WGCNA","protected","midnightblue",375,62,0.165333333333333
"WGCNA_protected_power8","WGCNA","protected","orangered4",93,3,0.032258064516129
"WGCNA_protected_power8","WGCNA","protected","lightcyan",364,49,0.134615384615385
"WGCNA_protected_power8","WGCNA","protected","darkred",292,20,0.0684931506849315
"WGCNA_protected_power8","WGCNA","protected","violet",133,0,0
"WGCNA_protected_power8","WGCNA","protected","cyan",384,80,0.208333333333333
"WGCNA_protected_power8","WGCNA","protected","yellowgreen",108,1,0.00925925925925926
"WGCNA_protected_power8","WGCNA","protected","skyblue3",104,28,0.269230769230769
"WGCNA_protected_power8","WGCNA","protected","lightcyan1",75,6,0.08
"WGCNA_protected_power8","WGCNA","protected","saddlebrown",145,17,0.117241379310345
"WGCNA_protected_power8","WGCNA","protected","thistle2",47,12,0.25531914893617
"WGCNA_protected_power8","WGCNA","protected","darkorange2",58,0,0
"WGCNA_protected_power8","WGCNA","protected","darkslateblue",49,0,0
"WGCNA_protected_power8","WGCNA","protected","darkgrey",221,38,0.171945701357466
"WGCNA_protected_power8","WGCNA","protected","steelblue",136,17,0.125
"WGCNA_protected_power8","WGCNA","protected","mediumpurple3",91,0,0
"WGCNA_protected_power8","WGCNA","protected","white",165,34,0.206060606060606
"WGCNA_protected_power8","WGCNA","protected","plum2",49,0,0
"WGCNA_protected_power8","WGCNA","protected","floralwhite",67,1,0.0149253731343284
"WGCNA_protected_power8","WGCNA","protected","palevioletred3",30,0,0
"WGCNA_unprotected_power8","WGCNA","unprotected","salmon",387,60,0.155038759689922
"WGCNA_unprotected_power8","WGCNA","unprotected","brown",1288,32,0.0248447204968944
"WGCNA_unprotected_power8","WGCNA","unprotected","magenta",496,145,0.292338709677419
"WGCNA_unprotected_power8","WGCNA","unprotected","turquoise",6249,1666,0.266602656425028
"WGCNA_unprotected_power8","WGCNA","unprotected","greenyellow",407,5,0.0122850122850123
"WGCNA_unprotected_power8","WGCNA","unprotected","royalblue",264,3,0.0113636363636364
"WGCNA_unprotected_power8","WGCNA","unprotected","tan",404,40,0.099009900990099
"WGCNA_unprotected_power8","WGCNA","unprotected","black",768,185,0.240885416666667
"WGCNA_unprotected_power8","WGCNA","unprotected","red",807,145,0.179677819083024
"WGCNA_unprotected_power8","WGCNA","unprotected","floralwhite",77,0,0
"WGCNA_unprotected_power8","WGCNA","unprotected","blue",4275,437,0.102222222222222
"WGCNA_unprotected_power8","WGCNA","unprotected","yellow",1105,8,0.00723981900452489
"WGCNA_unprotected_power8","WGCNA","unprotected","pink",701,114,0.16262482168331
"WGCNA_unprotected_power8","WGCNA","unprotected","skyblue3",109,2,0.018348623853211
"WGCNA_unprotected_power8","WGCNA","unprotected","steelblue",147,4,0.0272108843537415
"WGCNA_unprotected_power8","WGCNA","unprotected","green",854,129,0.151053864168618
"WGCNA_unprotected_power8","WGCNA","unprotected","yellowgreen",121,0,0
"WGCNA_unprotected_power8","WGCNA","unprotected","darkorange",191,16,0.0837696335078534
"WGCNA_unprotected_power8","WGCNA","unprotected","darkgrey",203,18,0.0886699507389163
"WGCNA_unprotected_power8","WGCNA","unprotected","lightcyan",300,4,0.0133333333333333
"WGCNA_unprotected_power8","WGCNA","unprotected","grey60",272,40,0.147058823529412
"WGCNA_unprotected_power8","WGCNA","unprotected","skyblue",176,11,0.0625
"WGCNA_unprotected_power8","WGCNA","unprotected","paleturquoise",139,9,0.0647482014388489
"WGCNA_unprotected_power8","WGCNA","unprotected","mediumpurple3",103,5,0.0485436893203883
"WGCNA_unprotected_power8","WGCNA","unprotected","darkgreen",224,1,0.00446428571428571
"WGCNA_unprotected_power8","WGCNA","unprotected","purple",474,74,0.156118143459916
"WGCNA_unprotected_power8","WGCNA","unprotected","cyan",379,1,0.00263852242744063
"WGCNA_unprotected_power8","WGCNA","unprotected","darkmagenta",132,0,0
"WGCNA_unprotected_power8","WGCNA","unprotected","white",190,29,0.152631578947368
"WGCNA_unprotected_power8","WGCNA","unprotected","thistle2",67,10,0.149253731343284
"WGCNA_unprotected_power8","WGCNA","unprotected","sienna3",127,0,0
"WGCNA_unprotected_power8","WGCNA","unprotected","lightyellow",267,1,0.00374531835205993
"WGCNA_unprotected_power8","WGCNA","unprotected","maroon",51,1,0.0196078431372549
"WGCNA_unprotected_power8","WGCNA","unprotected","midnightblue",343,49,0.142857142857143
"WGCNA_unprotected_power8","WGCNA","unprotected","navajowhite2",54,0,0
"WGCNA_unprotected_power8","WGCNA","unprotected","saddlebrown",165,9,0.0545454545454545
"WGCNA_unprotected_power8","WGCNA","unprotected","lightgreen",270,48,0.177777777777778
"WGCNA_unprotected_power8","WGCNA","unprotected","lightcyan1",97,1,0.0103092783505155
"WGCNA_unprotected_power8","WGCNA","unprotected","thistle1",65,6,0.0923076923076923
"WGCNA_unprotected_power8","WGCNA","unprotected","bisque4",73,9,0.123287671232877
"WGCNA_unprotected_power8","WGCNA","unprotected","honeydew1",44,0,0
"WGCNA_unprotected_power8","WGCNA","unprotected","orange",201,52,0.258706467661692
"WGCNA_unprotected_power8","WGCNA","unprotected","brown4",75,0,0
"WGCNA_unprotected_power8","WGCNA","unprotected","lightpink4",45,0,0
"WGCNA_unprotected_power8","WGCNA","unprotected","plum1",109,2,0.018348623853211
"WGCNA_unprotected_power8","WGCNA","unprotected","darkred",246,40,0.16260162601626
"WGCNA_unprotected_power8","WGCNA","unprotected","ivory",78,0,0
"WGCNA_unprotected_power8","WGCNA","unprotected","darkslateblue",70,1,0.0142857142857143
"WGCNA_unprotected_power8","WGCNA","unprotected","violet",133,22,0.165413533834586
"WGCNA_unprotected_power8","WGCNA","unprotected","salmon4",63,3,0.0476190476190476
"WGCNA_unprotected_power8","WGCNA","unprotected","plum2",68,6,0.0882352941176471
"WGCNA_unprotected_power8","WGCNA","unprotected","darkturquoise",207,53,0.256038647342995
"WGCNA_unprotected_power8","WGCNA","unprotected","lightsteelblue1",98,3,0.0306122448979592
"WGCNA_unprotected_power8","WGCNA","unprotected","orangered4",105,12,0.114285714285714
"WGCNA_unprotected_power8","WGCNA","unprotected","palevioletred3",56,7,0.125
"WGCNA_unprotected_power8","WGCNA","unprotected","darkolivegreen",133,1,0.0075187969924812
"WGCNA_unprotected_power8","WGCNA","unprotected","coral1",38,1,0.0263157894736842
"WGCNA_unprotected_power8","WGCNA","unprotected","darkseagreen4",41,0,0
"WGCNA_unprotected_power8","WGCNA","unprotected","lavenderblush3",45,3,0.0666666666666667
"WGCNA_unprotected_power8","WGCNA","unprotected","darkorange2",76,19,0.25
