"variant","method","matrix","module","size"
"GCNA_protected","GCNA","protected","Vitvi10g04085",37
"GCNA_protected","GCNA","protected","Vitvi10g04282",41
"GCNA_protected","GCNA","protected","Vitvi10g04504",102
"GCNA_protected","GCNA","protected","Vitvi11g00075",221
"GCNA_protected","GCNA","protected","Vitvi11g00217",128
"GCNA_protected","GCNA","protected","Vitvi11g00285",253
"GCNA_protected","GCNA","protected","Vitvi11g00286",189
"GCNA_protected","GCNA","protected","Vitvi11g01637",29
"GCNA_protected","GCNA","protected","Vitvi12g00368",60
"GCNA_protected","GCNA","protected","Vitvi12g01881",126
"GCNA_protected","GCNA","protected","Vitvi12g01882",47
"GCNA_protected","GCNA","protected","Vitvi12g01921",53
"GCNA_protected","GCNA","protected","Vitvi12g02011",45
"GCNA_protected","GCNA","protected","Vitvi12g04108",96
"GCNA_protected","GCNA","protected","Vitvi12g04404",96
"GCNA_protected","GCNA","protected","Vitvi12g04463",63
"GCNA_protected","GCNA","protected","Vitvi12g04498",55
"GCNA_protected","GCNA","protected","Vitvi12g04515",31
"GCNA_protected","GCNA","protected","Vitvi12g04543",67
"GCNA_protected","GCNA","protected","Vitvi12g04545",53
"GCNA_protected","GCNA","protected","Vitvi12g04595",31
"GCNA_protected","GCNA","protected","Vitvi12g04598",79
"GCNA_protected","GCNA","protected","Vitvi12g04607",85
"GCNA_protected","GCNA","protected","Vitvi13g00551",84
"GCNA_protected","GCNA","protected","Vitvi13g01098",433
"GCNA_protected","GCNA","protected","Vitvi13g01468",113
"GCNA_protected","GCNA","protected","Vitvi13g01608",30
"GCNA_protected","GCNA","protected","Vitvi13g01616",50
"GCNA_protected","GCNA","protected","Vitvi13g01638",60
"GCNA_protected","GCNA","protected","Vitvi13g01984",52
"GCNA_protected","GCNA","protected","Vitvi13g02083",91
"GCNA_protected","GCNA","protected","Vitvi13g02285",68
"GCNA_protected","GCNA","protected","Vitvi13g04289",100
"GCNA_protected","GCNA","protected","Vitvi13g04528",128
"GCNA_protected","GCNA","protected","Vitvi13g04529",117
"GCNA_protected","GCNA","protected","Vitvi13g04540",58
"GCNA_protected","GCNA","protected","Vitvi13g04677",46
"GCNA_protected","GCNA","protected","Vitvi13g04698",69
"GCNA_protected","GCNA","protected","Vitvi13g04706",86
"GCNA_protected","GCNA","protected","Vitvi14g00679",683
"GCNA_protected","GCNA","protected","Vitvi14g01926",6
"GCNA_protected","GCNA","protected","Vitvi14g02663",74
"GCNA_protected","GCNA","protected","Vitvi14g04416",30
"GCNA_protected","GCNA","protected","Vitvi16g00160",36
"GCNA_protected","GCNA","protected","Vitvi16g00901",6
"GCNA_protected","GCNA","protected","Vitvi16g04295",535
"GCNA_protected","GCNA","protected","Vitvi16g04388",103
"GCNA_protected","GCNA","protected","Vitvi16g04448",27
"GCNA_protected","GCNA","protected","Vitvi17g00339",9
"GCNA_protected","GCNA","protected","Vitvi17g00461",44
"GCNA_protected","GCNA","protected","Vitvi17g00704",453
"GCNA_protected","GCNA","protected","Vitvi17g00936",652
"GCNA_protected","GCNA","protected","Vitvi17g01373",88
"GCNA_protected","GCNA","protected","Vitvi17g04171",110
"GCNA_protected","GCNA","protected","Vitvi18g00174",81
"GCNA_protected","GCNA","protected","Vitvi18g00191",41
"GCNA_protected","GCNA","protected","Vitvi18g00462",70
"GCNA_protected","GCNA","protected","Vitvi18g00473",127
"GCNA_protected","GCNA","protected","Vitvi18g02825",11
"GCNA_protected","GCNA","protected","Vitvi19g00270",670
"GCNA_protected","GCNA","protected","Vitvi19g00476",65
"GCNA_protected","GCNA","protected","Vitvi19g00709",68
"GCNA_protected","GCNA","protected","Vitvi19g01484",505
"GCNA_protected","GCNA","protected","Vitvi19g01610",103
"GCNA_protected","GCNA","protected","Vitvi19g01612",72
"GCNA_protected","GCNA","protected","Vitvi19g01720",98
"GCNA_protected","GCNA","protected","Vitvi19g01790",78
"GCNA_protected","GCNA","protected","Vitvi19g04259",123
"GCNA_protected","GCNA","protected","Vitvi19g04530",90
"GCNA_protected","GCNA","protected","Vitvi19g04572",90
"WGCNA_protected_power1","WGCNA","protected","green",1239
"WGCNA_protected_power1","WGCNA","protected","brown",1734
"WGCNA_protected_power1","WGCNA","protected","pink",784
"WGCNA_protected_power1","WGCNA","protected","turquoise",7412
"WGCNA_protected_power1","WGCNA","protected","tan",446
"WGCNA_protected_power1","WGCNA","protected","purple",615
"WGCNA_protected_power1","WGCNA","protected","magenta",721
"WGCNA_protected_power1","WGCNA","protected","blue",4388
"WGCNA_protected_power1","WGCNA","protected","red",842
"WGCNA_protected_power1","WGCNA","protected","midnightblue",295
"WGCNA_protected_power1","WGCNA","protected","salmon",391
"WGCNA_protected_power1","WGCNA","protected","darkturquoise",85
"WGCNA_protected_power1","WGCNA","protected","yellow",1435
"WGCNA_protected_power1","WGCNA","protected","greenyellow",612
"WGCNA_protected_power1","WGCNA","protected","darkred",97
"WGCNA_protected_power1","WGCNA","protected","black",814
"WGCNA_protected_power1","WGCNA","protected","orange",39
"WGCNA_protected_power1","WGCNA","protected","royalblue",110
"WGCNA_protected_power1","WGCNA","protected","lightyellow",133
"WGCNA_protected_power1","WGCNA","protected","lightgreen",140
"WGCNA_protected_power1","WGCNA","protected","cyan",383
"WGCNA_protected_power1","WGCNA","protected","lightcyan",161
"WGCNA_protected_power1","WGCNA","protected","grey60",145
"WGCNA_protected_power1","WGCNA","protected","darkgreen",86
"WGCNA_protected_power1","WGCNA","protected","darkgrey",82
"WGCNA_protected_power12","WGCNA","protected","lightyellow",307
"WGCNA_protected_power12","WGCNA","protected","brown",837
"WGCNA_protected_power12","WGCNA","protected","black",666
"WGCNA_protected_power12","WGCNA","protected","turquoise",6252
"WGCNA_protected_power12","WGCNA","protected","darkred",292
"WGCNA_protected_power12","WGCNA","protected","lightcyan",362
"WGCNA_protected_power12","WGCNA","protected","bisque4",75
"WGCNA_protected_power12","WGCNA","protected","green",806
"WGCNA_protected_power12","WGCNA","protected","yellow",814
"WGCNA_protected_power12","WGCNA","protected","blue",4532
"WGCNA_protected_power12","WGCNA","protected","violet",163
"WGCNA_protected_power12","WGCNA","protected","red",755
"WGCNA_protected_power12","WGCNA","protected","darkgreen",272
"WGCNA_protected_power12","WGCNA","protected","plum1",140
"WGCNA_protected_power12","WGCNA","protected","maroon",57
"WGCNA_protected_power12","WGCNA","protected","sienna3",150
"WGCNA_protected_power12","WGCNA","protected","paleturquoise",166
"WGCNA_protected_power12","WGCNA","protected","magenta",544
"WGCNA_protected_power12","WGCNA","protected","lavenderblush3",47
"WGCNA_protected_power12","WGCNA","protected","white",204
"WGCNA_protected_power12","WGCNA","protected","midnightblue",376
"WGCNA_protected_power12","WGCNA","protected","darkseagreen4",43
"WGCNA_protected_power12","WGCNA","protected","yellowgreen",145
"WGCNA_protected_power12","WGCNA","protected","darkturquoise",267
"WGCNA_protected_power12","WGCNA","protected","darkslateblue",70
"WGCNA_protected_power12","WGCNA","protected","cyan",377
"WGCNA_protected_power12","WGCNA","protected","salmon",382
"WGCNA_protected_power12","WGCNA","protected","purple",480
"WGCNA_protected_power12","WGCNA","protected","orangered4",138
"WGCNA_protected_power12","WGCNA","protected","darkorange2",93
"WGCNA_protected_power12","WGCNA","protected","lightsteelblue1",121
"WGCNA_protected_power12","WGCNA","protected","greenyellow",454
"WGCNA_protected_power12","WGCNA","protected","tan",415
"WGCNA_protected_power12","WGCNA","protected","brown4",93
"WGCNA_protected_power12","WGCNA","protected","skyblue",199
"WGCNA_protected_power12","WGCNA","protected","orange",253
"WGCNA_protected_power12","WGCNA","protected","grey60",330
"WGCNA_protected_power12","WGCNA","protected","floralwhite",94
"WGCNA_protected_power12","WGCNA","protected","ivory",102
"WGCNA_protected_power12","WGCNA","protected","royalblue",292
"WGCNA_protected_power12","WGCNA","protected","skyblue3",141
"WGCNA_protected_power12","WGCNA","protected","palevioletred3",61
"WGCNA_protected_power12","WGCNA","protected","plum2",69
"WGCNA_protected_power12","WGCNA","protected","darkolivegreen",156
"WGCNA_protected_power12","WGCNA","protected","pink",640
"WGCNA_protected_power12","WGCNA","protected","darkorange",206
"WGCNA_protected_power12","WGCNA","protected","honeydew1",45
"WGCNA_protected_power12","WGCNA","protected","darkmagenta",156
"WGCNA_protected_power12","WGCNA","protected","lightgreen",312
"WGCNA_protected_power12","WGCNA","protected","navajowhite2",57
"WGCNA_protected_power12","WGCNA","protected","coral2",32
"WGCNA_protected_power12","WGCNA","protected","steelblue",167
"WGCNA_protected_power12","WGCNA","protected","thistle1",64
"WGCNA_protected_power12","WGCNA","protected","darkgrey",266
"WGCNA_protected_power12","WGCNA","protected","saddlebrown",178
"WGCNA_protected_power12","WGCNA","protected","mediumpurple3",131
"WGCNA_protected_power12","WGCNA","protected","antiquewhite4",38
"WGCNA_protected_power12","WGCNA","protected","salmon4",62
"WGCNA_protected_power12","WGCNA","protected","thistle2",67
"WGCNA_protected_power12","WGCNA","protected","coral1",42
"WGCNA_protected_power12","WGCNA","protected","lightcyan1",117
"WGCNA_protected_power12","WGCNA","protected","lightpink4",52
"WGCNA_protected_power20","WGCNA","protected","mediumpurple3",87
"WGCNA_protected_power20","WGCNA","protected","yellow",832
"WGCNA_protected_power20","WGCNA","protected","magenta",515
"WGCNA_protected_power20","WGCNA","protected","turquoise",5618
"WGCNA_protected_power20","WGCNA","protected","grey60",237
"WGCNA_protected_power20","WGCNA","protected","cyan",343
"WGCNA_protected_power20","WGCNA","protected","orangered4",89
"WGCNA_protected_power20","WGCNA","protected","black",654
"WGCNA_protected_power20","WGCNA","protected","green",794
"WGCNA_protected_power20","WGCNA","protected","brown",1274
"WGCNA_protected_power20","WGCNA","protected","blue",3719
"WGCNA_protected_power20","WGCNA","protected","orange",186
"WGCNA_protected_power20","WGCNA","protected","darkred",216
"WGCNA_protected_power20","WGCNA","protected","sienna3",114
"WGCNA_protected_power20","WGCNA","protected","navajowhite2",42
"WGCNA_protected_power20","WGCNA","protected","steelblue",168
"WGCNA_protected_power20","WGCNA","protected","red",683
"WGCNA_protected_power20","WGCNA","protected","tan",379
"WGCNA_protected_power20","WGCNA","protected","darkmagenta",117
"WGCNA_protected_power20","WGCNA","protected","pink",586
"WGCNA_protected_power20","WGCNA","protected","greenyellow",390
"WGCNA_protected_power20","WGCNA","protected","darkgrey",197
"WGCNA_protected_power20","WGCNA","protected","darkorange",180
"WGCNA_protected_power20","WGCNA","protected","yellowgreen",113
"WGCNA_protected_power20","WGCNA","protected","skyblue",173
"WGCNA_protected_power20","WGCNA","protected","salmon",357
"WGCNA_protected_power20","WGCNA","protected","darkturquoise",206
"WGCNA_protected_power20","WGCNA","protected","plum2",63
"WGCNA_protected_power20","WGCNA","protected","darkorange2",76
"WGCNA_protected_power20","WGCNA","protected","royalblue",217
"WGCNA_protected_power20","WGCNA","protected","honeydew1",30
"WGCNA_protected_power20","WGCNA","protected","darkolivegreen",125
"WGCNA_protected_power20","WGCNA","protected","saddlebrown",171
"WGCNA_protected_power20","WGCNA","protected","purple",500
"WGCNA_protected_power20","WGCNA","protected","lightcyan",261
"WGCNA_protected_power20","WGCNA","protected","salmon4",47
"WGCNA_protected_power20","WGCNA","protected","thistle1",49
"WGCNA_protected_power20","WGCNA","protected","plum1",94
"WGCNA_protected_power20","WGCNA","protected","lightgreen",231
"WGCNA_protected_power20","WGCNA","protected","lightcyan1",84
"WGCNA_protected_power20","WGCNA","protected","floralwhite",77
"WGCNA_protected_power20","WGCNA","protected","lightpink4",37
"WGCNA_protected_power20","WGCNA","protected","white",176
"WGCNA_protected_power20","WGCNA","protected","ivory",77
"WGCNA_protected_power20","WGCNA","protected","brown4",75
"WGCNA_protected_power20","WGCNA","protected","paleturquoise",134
"WGCNA_protected_power20","WGCNA","protected","violet",127
"WGCNA_protected_power20","WGCNA","protected","midnightblue",265
"WGCNA_protected_power20","WGCNA","protected","darkslateblue",65
"WGCNA_protected_power20","WGCNA","protected","palevioletred3",46
"WGCNA_protected_power20","WGCNA","protected","lightyellow",220
"WGCNA_protected_power20","WGCNA","protected","darkgreen",215
"WGCNA_protected_power20","WGCNA","protected","lightsteelblue1",87
"WGCNA_protected_power20","WGCNA","protected","skyblue3",109
"WGCNA_protected_power20","WGCNA","protected","bisque4",67
"WGCNA_protected_power20","WGCNA","protected","thistle2",52
"WGCNA_protected_power20","WGCNA","protected","lavenderblush3",34
"WGCNA_protected_power20","WGCNA","protected","maroon",39
"WGCNA_protected_power8","WGCNA","protected","paleturquoise",136
"WGCNA_protected_power8","WGCNA","protected","red",892
"WGCNA_protected_power8","WGCNA","protected","tan",533
"WGCNA_protected_power8","WGCNA","protected","turquoise",5499
"WGCNA_protected_power8","WGCNA","protected","lightgreen",363
"WGCNA_protected_power8","WGCNA","protected","magenta",672
"WGCNA_protected_power8","WGCNA","protected","green",943
"WGCNA_protected_power8","WGCNA","protected","grey60",364
"WGCNA_protected_power8","WGCNA","protected","greenyellow",545
"WGCNA_protected_power8","WGCNA","protected","brown",1651
"WGCNA_protected_power8","WGCNA","protected","thistle1",41
"WGCNA_protected_power8","WGCNA","protected","yellow",1334
"WGCNA_protected_power8","WGCNA","protected","blue",3896
"WGCNA_protected_power8","WGCNA","protected","darkorange",165
"WGCNA_protected_power8","WGCNA","protected","salmon4",40
"WGCNA_protected_power8","WGCNA","protected","skyblue",148
"WGCNA_protected_power8","WGCNA","protected","darkgreen",259
"WGCNA_protected_power8","WGCNA","protected","darkmagenta",116
"WGCNA_protected_power8","WGCNA","protected","salmon",390
"WGCNA_protected_power8","WGCNA","protected","orange",188
"WGCNA_protected_power8","WGCNA","protected","darkolivegreen",131
"WGCNA_protected_power8","WGCNA","protected","bisque4",53
"WGCNA_protected_power8","WGCNA","protected","brown4",54
"WGCNA_protected_power8","WGCNA","protected","black",848
"WGCNA_protected_power8","WGCNA","protected","pink",771
"WGCNA_protected_power8","WGCNA","protected","royalblue",295
"WGCNA_protected_power8","WGCNA","protected","sienna3",111
"WGCNA_protected_power8","WGCNA","protected","plum1",95
"WGCNA_protected_power8","WGCNA","protected","darkturquoise",253
"WGCNA_protected_power8","WGCNA","protected","purple",661
"WGCNA_protected_power8","WGCNA","protected","lightsteelblue1",79
"WGCNA_protected_power8","WGCNA","protected","lightyellow",320
"WGCNA_protected_power8","WGCNA","protected","ivory",68
"WGCNA_protected_power8","WGCNA","protected","midnightblue",375
"WGCNA_protected_power8","WGCNA","protected","orangered4",93
"WGCNA_protected_power8","WGCNA","protected","lightcyan",364
"WGCNA_protected_power8","WGCNA","protected","darkred",292
"WGCNA_protected_power8","WGCNA","protected","violet",133
"WGCNA_protected_power8","WGCNA","protected","cyan",384
"WGCNA_protected_power8","WGCNA","protected","yellowgreen",108
"WGCNA_protected_power8","WGCNA","protected","skyblue3",104
"WGCNA_protected_power8","WGCNA","protected","lightcyan1",75
"WGCNA_protected_power8","WGCNA","protected","saddlebrown",145
"WGCNA_protected_power8","WGCNA","protected","thistle2",47
"WGCNA_protected_power8","WGCNA","protected","darkorange2",58
"WGCNA_protected_power8","WGCNA","protected","darkslateblue",49
"WGCNA_protected_power8","WGCNA","protected","darkgrey",221
"WGCNA_protected_power8","WGCNA","protected","steelblue",136
"WGCNA_protected_power8","WGCNA","protected","mediumpurple3",91
"WGCNA_protected_power8","WGCNA","protected","white",165
"WGCNA_protected_power8","WGCNA","protected","plum2",49
"WGCNA_protected_power8","WGCNA","protected","floralwhite",67
"WGCNA_protected_power8","WGCNA","protected","palevioletred3",30
"WGCNA_unprotected_power8","WGCNA","unprotected","salmon",387
"WGCNA_unprotected_power8","WGCNA","unprotected","brown",1288
"WGCNA_unprotected_power8","WGCNA","unprotected","magenta",496
"WGCNA_unprotected_power8","WGCNA","unprotected","turquoise",6249
"WGCNA_unprotected_power8","WGCNA","unprotected","greenyellow",407
"WGCNA_unprotected_power8","WGCNA","unprotected","royalblue",264
"WGCNA_unprotected_power8","WGCNA","unprotected","tan",404
"WGCNA_unprotected_power8","WGCNA","unprotected","black",768
"WGCNA_unprotected_power8","WGCNA","unprotected","red",807
"WGCNA_unprotected_power8","WGCNA","unprotected","floralwhite",77
"WGCNA_unprotected_power8","WGCNA","unprotected","blue",4275
"WGCNA_unprotected_power8","WGCNA","unprotected","yellow",1105
"WGCNA_unprotected_power8","WGCNA","unprotected","pink",701
"WGCNA_unprotected_power8","WGCNA","unprotected","skyblue3",109
"WGCNA_unprotected_power8","WGCNA","unprotected","steelblue",147
"WGCNA_unprotected_power8","WGCNA","unprotected","green",854
"WGCNA_unprotected_power8","WGCNA","unprotected","yellowgreen",121
"WGCNA_unprotected_power8","WGCNA","unprotected","darkorange",191
"WGCNA_unprotected_power8","WGCNA","unprotected","darkgrey",203
"WGCNA_unprotected_power8","WGCNA","unprotected","lightcyan",300
"WGCNA_unprotected_power8","WGCNA","unprotected","grey60",272
"WGCNA_unprotected_power8","WGCNA","unprotected","skyblue",176
"WGCNA_unprotected_power8","WGCNA","unprotected","paleturquoise",139
"WGCNA_unprotected_power8","WGCNA","unprotected","mediumpurple3",103
"WGCNA_unprotected_power8","WGCNA","unprotected","darkgreen",224
"WGCNA_unprotected_power8","WGCNA","unprotected","purple",474
"WGCNA_unprotected_power8","WGCNA","unprotected","cyan",379
"WGCNA_unprotected_power8","WGCNA","unprotected","darkmagenta",132
"WGCNA_unprotected_power8","WGCNA","unprotected","white",190
"WGCNA_unprotected_power8","WGCNA","unprotected","thistle2",67
"WGCNA_unprotected_power8","WGCNA","unprotected","sienna3",127
"WGCNA_unprotected_power8","WGCNA","unprotected","lightyellow",267
"WGCNA_unprotected_power8","WGCNA","unprotected","maroon",51
"WGCNA_unprotected_power8","WGCNA","unprotected","midnightblue",343
"WGCNA_unprotected_power8","WGCNA","unprotected","navajowhite2",54
"WGCNA_unprotected_power8","WGCNA","unprotected","saddlebrown",165
"WGCNA_unprotected_power8","WGCNA","unprotected","lightgreen",270
"WGCNA_unprotected_power8","WGCNA","unprotected","lightcyan1",97
"WGCNA_unprotected_power8","WGCNA","unprotected","thistle1",65
"WGCNA_unprotected_power8","WGCNA","unprotected","bisque4",73
"WGCNA_unprotected_power8","WGCNA","unprotected","honeydew1",44
"WGCNA_unprotected_power8","WGCNA","unprotected","orange",201
"WGCNA_unprotected_power8","WGCNA","unprotected","brown4",75
"WGCNA_unprotected_power8","WGCNA","unprotected","lightpink4",45
"WGCNA_unprotected_power8","WGCNA","unprotected","plum1",109
"WGCNA_unprotected_power8","WGCNA","unprotected","darkred",246
"WGCNA_unprotected_power8","WGCNA","unprotected","ivory",78
"WGCNA_unprotected_power8","WGCNA","unprotected","darkslateblue",70
"WGCNA_unprotected_power8","WGCNA","unprotected","violet",133
"WGCNA_unprotected_power8","WGCNA","unprotected","salmon4",63
"WGCNA_unprotected_power8","WGCNA","unprotected","plum2",68
"WGCNA_unprotected_power8","WGCNA","unprotected","darkturquoise",207
"WGCNA_unprotected_power8","WGCNA","unprotected","lightsteelblue1",98
"WGCNA_unprotected_power8","WGCNA","unprotected","orangered4",105
"WGCNA_unprotected_power8","WGCNA","unprotected","palevioletred3",56
"WGCNA_unprotected_power8","WGCNA","unprotected","darkolivegreen",133
"WGCNA_unprotected_power8","WGCNA","unprotected","coral1",38
"WGCNA_unprotected_power8","WGCNA","unprotected","darkseagreen4",41
"WGCNA_unprotected_power8","WGCNA","unprotected","lavenderblush3",45
"WGCNA_unprotected_power8","WGCNA","unprotected","darkorange2",76
