"geneID","spearman_rho","pvalue","padj","fdr","module_size"
"Vitvi00g00859",-0.82902360477862,4.23397938922474e-10,1.80028803629836e-06,4.58088558854544e-09,404
"Vitvi00g01805",-0.417136157630304,0.0113721556085047,1,0.013097076285851,4
"Vitvi00g04006",-0.788450249954806,1.13052940705564e-08,4.80701103880057e-05,6.35008063249746e-08,9
"Vitvi00g04017",0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,12
"Vitvi00g04022",-0.854242196177249,3.44851741255845e-11,1.46630960381985e-07,5.55420304477225e-10,42
"Vitvi00g04024",0.866359712001401,8.69442361037607e-12,3.69686891913191e-08,2.0768926511977e-10,14
"Vitvi00g04035",0.866359712001401,8.69442361037607e-12,3.69686891913191e-08,2.0768926511977e-10,4
"Vitvi00g04037",-0.866359712001401,8.69442361037601e-12,3.69686891913188e-08,2.0768926511977e-10,10
"Vitvi00g04039",0.62921932258709,3.94453922621833e-05,0.167721807898803,7.55163475456115e-05,21
"Vitvi00g04044",0.478898349698169,0.00312849885508842,1,0.00392864061778971,41
"Vitvi00g04045",0.569833681621598,0.000285923238424701,1,0.000455676765285544,99
"Vitvi00g04049",-0.638571442967416,2.77964224488528e-05,0.118190388252522,5.50234582181201e-05,163
"Vitvi00g04146",0.39182592248032,0.0181099832764267,1,0.0201791532734188,14
"Vitvi00g04231",-0.169307497368039,0.323571829826416,1,0.326489658382041,4
"Vitvi00g04274",0.750289519408583,1.37448227308174e-07,0.000584429862514355,4.85406862553457e-07,3
"Vitvi00g04275",0.750289519408583,1.37448227308174e-07,0.000584429862514355,4.85406862553457e-07,6
"Vitvi00g04315",-0.487897282267239,0.00253992909673463,1,0.00352933938539728,28
"Vitvi00g04336",0.420850064886269,0.010590608809886,1,0.0122069039467702,4
"Vitvi00g04337",-0.679189738805513,5.25759685945589e-06,0.0223553018464064,1.25135594739614e-05,516
"Vitvi00g04360",0.539664117584992,0.00068185379122198,1,0.00101585224957108,34
"Vitvi00g04361",-0.750289519408583,1.37448227308175e-07,0.000584429862514362,4.85406862553457e-07,11
"Vitvi00g04369",-0.82902360477862,4.23397938922474e-10,1.80028803629836e-06,4.58088558854544e-09,149
"Vitvi00g04376",-0.478136307567548,0.00318339348719661,1,0.00398697764582032,18
"Vitvi00g04449",0.750289519408583,1.37448227308174e-07,0.000584429862514355,4.85406862553457e-07,63
"Vitvi00g04469",-0.523984994594573,0.00103817108302138,1,0.00150197463253043,8
"Vitvi00g04498",-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,9
"Vitvi00g04500",-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,17
"Vitvi00g04501",-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,5
"Vitvi00g04505",0.0957159469204366,0.578685799431449,1,0.580460490488918,3
"Vitvi00g04509",0.404477066018619,0.0144134798599693,1,0.0163779038921939,22
"Vitvi00g04564",-0.614426869139345,6.70761366360175e-05,0.285207732976347,0.000121831581792544,36
"Vitvi00g04598",0.750289519408583,1.37448227308174e-07,0.000584429862514355,4.85406862553457e-07,19
"Vitvi00g04602",-0.866359712001401,8.69442361037601e-12,3.69686891913188e-08,2.0768926511977e-10,5
"Vitvi00g04610",-0.503280624130037,0.00175527745304602,1,0.00247954808317332,3
"Vitvi00g04617",0.294741559459447,0.0809782379356655,1,0.084474844873025,3
"Vitvi00g04625",0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,13
"Vitvi00g04634",-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,15
"Vitvi00g04636",0.811139465780844,1.98345837029641e-09,8.43366499050032e-06,1.4079574274625e-08,5
"Vitvi00g04696",-0.731763852262692,3.96103875756545e-07,0.00168423367971683,1.22320173824875e-06,5
"Vitvi00g04704",0.750289519408583,1.37448227308174e-07,0.000584429862514355,4.85406862553457e-07,65
"Vitvi00g04705",-0.74411429702662,1.9754523623761e-07,0.000839962344482318,6.63723534252229e-07,3
"Vitvi00g04706",0.750289519408583,1.37448227308174e-07,0.000584429862514355,4.85406862553457e-07,34
"Vitvi00g04707",-0.713224436808306,1.05158989446501e-06,0.00447136023126522,2.88847560159252e-06,4
"Vitvi00g04709",-0.427807951094464,0.00924874139340531,1,0.0107889296035005,25
"Vitvi00g04728",-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,18
"Vitvi00g04737",0.750289519408583,1.37448227308174e-07,0.000584429862514355,4.85406862553457e-07,28
"Vitvi00g04744",-0.689897685138033,3.24336512260011e-06,0.0137907885012957,8.00393993110609e-06,35
"Vitvi00g04748",-0.77082643582936,3.80135964952999e-08,0.000161633812298015,1.89933974498255e-07,181
"Vitvi00g04752",-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,26
"Vitvi00g04763",-0.866359712001401,8.69442361037601e-12,3.69686891913188e-08,2.0768926511977e-10,3
"Vitvi00g04765",0.275729352856521,0.103584434864025,1,0.107241542985593,35
