"coeff."	"p-value"	"p-wilcox"	"padj (FDR)"	"padjW (FDR)"	"log2FCH (Rpv1_vs_wt)"	"proteID"
"Vitvi01g00079"	-0.302528685117787	0.159159083791143	0.2	0.351209695863085	0.404873520538408	0.302528685117786	"A5AY98"
"Vitvi01g00080"	0.199849588030365	0.239046734030353	0.7	0.440598252066509	0.807792035983596	-0.199849588030366	"F6HEZ1"
"Vitvi01g01847"	0.0453266139470358	0.663944263708523	1	0.791358643504357	1	-0.0453266139470365	"F6HEZ0"
"Vitvi01g00081"	0.258435574036897	0.0710527018817374	0.1	0.239015298059631	0.266758409785933	-0.2584355740369	"D7T9S4"
"Vitvi01g00082"	0.0344221898911731	0.739523574817174	0.7	0.841929540998461	0.807792035983596	-0.0344221898911741	"D7T9S3"
"Vitvi01g01848"	0.668672665938232	0.045471935685872	0.1	0.189727357989679	0.266758409785933	-0.668672665938233	"F6HEY9"
"Vitvi01g01849"	5.0293248160367e-05	0.990136574404888	1	0.995156278204152	1	-5.02932481600826e-05	"F6HEY8"
"Vitvi01g04015"	0.13643113504841	0.179047227224725	0.2	0.373196884846183	0.404873520538408	-0.13643113504841	"F6HEY5"
"Vitvi01g01850"	0.0858307147056336	0.191125587377313	0.1	0.38765815347054	0.266758409785933	-0.0858307147056336	"F6HEY9"
"Vitvi01g04016"	-0.0110231507398322	0.190535870612123	0.7	0.386941890272285	0.807792035983596	0.0110231507398324	"F6HEY9"
"Vitvi01g04017"	-0.0964166684762275	0.790375413693067	1	0.875299796907908	1	0.096416668476226	"F6HEY6"
"Vitvi01g01852"	1.84132065198236	0.0249251149973965	0.1	0.139581710756873	0.266758409785933	-1.84132065198236	"F6HEY5"
"Vitvi01g01853"	0.471078201138073	0.211306630759999	0.4	0.410043628709622	0.624856733524355	-0.471078201138074	"F6HEY9"
"Vitvi01g04018"	0.469803406410084	0.0571425830940346	0.1	0.214296970046975	0.266758409785933	-0.469803406410084	"F6HEY5"
"Vitvi01g00083"	2.14602268858173	0.0290434864522377	0.1	0.151071158212802	0.266758409785933	-2.14602268858173	"F6HEY4"
"Vitvi01g04022"	-0.338678994768765	0.0318895146257418	0.1	0.158052406863833	0.266758409785933	0.338678994768763	"F6HEY3"
"Vitvi01g01854"	-0.204266823634581	0.303023895624399	0.4	0.50547120885995	0.624856733524355	0.20426682363458	"F6HEY2"
"Vitvi01g01855"	0.0350643469664338	0.655617785983598	0.7	0.785139201968001	0.807792035983596	-0.0350643469664345	"F6HEY1"
"Vitvi01g00085"	-0.203025058342168	0.138731330235865	0.4	0.326486802445544	0.624856733524355	0.203025058342167	"F6HEY0"
"Vitvi01g01856"	0.0371109446305535	0.828408870183445	0.7	0.899736471659073	0.807792035983596	-0.0371109446305535	"F6HEX9"
"Vitvi01g00086"	-0.051374808238501	0.596959611673414	0.4	0.743624562464135	0.624856733524355	0.051374808238501	"D7T9R5"
"Vitvi01g01857"	0.234205992351876	0.486228649531504	0.4	0.659485722483151	0.624856733524355	-0.234205992351876	"D7T9R4"
"Vitvi01g01858"	-0.251959145886656	0.324253480700861	0.4	0.524728794537187	0.624856733524355	0.251959145886653	"F6HEX8"
"Vitvi01g00087"	-0.593705997918653	0.0630832093001611	0.1	0.225174118448742	0.266758409785933	0.593705997918649	"D7T9R2"
"Vitvi01g00088"	1.05254252370851	0.00356652432450647	0.1	0.0595628810657574	0.266758409785933	-1.05254252370851	"F6HFU1"
"Vitvi01g00089"	-0.278184414987809	0.0586560512542654	0.1	0.217664521451059	0.266758409785933	0.278184414987806	"F6HFU0"
"Vitvi01g01859"	-0.0653890146070017	0.572500618115118	0.7	0.725548624906785	0.807792035983596	0.0653890146069998	"F6HFT9"
"Vitvi01g00090"	-0.181802077514178	0.458700175118613	0.4	0.635420299755386	0.624856733524355	0.181802077514177	"D7T9Q8"
"Vitvi01g00091"	0.115586015054069	0.727686501293142	0.7	0.834187316117935	0.807792035983596	-0.11558601505407	"D7T9Q7"
"Vitvi01g00092"	-0.0760122832399113	0.449565396524283	0.7	0.628824462111496	0.807792035983596	0.0760122832399102	"D7T9Q5"
"Vitvi01g00095"	1.05526106159314	0.0069215447264885	0.1	0.0776686809967934	0.266758409785933	-1.05526106159314	"D7T9Q3"
"Vitvi01g00097"	0.0736908792965676	0.0652427912847722	0.1	0.229172967131705	0.266758409785933	-0.0736908792965671	"D7T9Q0"
"Vitvi01g00098"	-0.181416938874202	0.0431608431262087	0.1	0.184947781851933	0.266758409785933	0.1814169388742	"D7T9P9"
"Vitvi01g04023"	-0.202742589351934	0.169827033977621	0.2	0.362584943473962	0.404873520538408	0.202742589351934	NA
"Vitvi01g04024"	-0.0604110062558141	0.710067569161769	1	0.82300284424636	1	0.060411006255813	NA
"Vitvi01g00099"	0.134219413828661	0.423751659279187	0.7	0.609529536517345	0.807792035983596	-0.134219413828664	"A5BDR5"
"Vitvi01g04025"	-0.0957960235500215	0.488405127975088	0.4	0.661330665173724	0.624856733524355	0.0957960235500206	"F6HFT6"
"Vitvi01g00101"	0.306033453696523	0.286826238357343	0.2	0.489401827709024	0.404873520538408	-0.306033453696523	"F6HFT5"
"Vitvi01g00102"	0.525027091255593	0.0328495149816058	0.1	0.160500178781487	0.266758409785933	-0.525027091255593	"F6HFT5"
"Vitvi01g00103"	0.159350557659932	0.345395532143976	0.4	0.543580447478693	0.624856733524355	-0.159350557659934	"F6HFT4"
"Vitvi01g00104"	0.931957821088219	0.274147690979903	0.7	0.477164677436187	0.807792035983596	-0.93195782108822	"F6HFT3"
"Vitvi01g00105"	0.174358118499894	0.41993755587385	0.2	0.606476043027747	0.404873520538408	-0.174358118499894	"D7T9P2"
"Vitvi01g01862"	0.13555998114454	0.799428230280093	0.7	0.880666695777721	0.807792035983596	-0.13555998114454	"A5BMU1"
"Vitvi01g00106"	0.669616066660432	0.0692762069858097	0.2	0.235884975164203	0.404873520538408	-0.669616066660433	"D7T9P1"
"Vitvi01g04028"	0.577350136418473	0.0214361288947934	0.1	0.130332264520804	0.266758409785933	-0.577350136418473	"D7FBB4"
"Vitvi01g01865"	0.787951066332593	0.0652789404762866	0.1	0.229238404901227	0.266758409785933	-0.787951066332593	"F6HFT2"
"Vitvi01g00108"	-0.214574494284937	0.123492499883798	0.1	0.309725438897749	0.266758409785933	0.214574494284932	"A5B663"
"Vitvi01g01866"	-0.0256420347369187	0.775174217690934	0.7	0.86553458645535	0.807792035983596	0.0256420347369168	"D7T9N8"
"Vitvi01g00110"	-0.0594252335073878	0.696117099128072	0.7	0.812555794954392	0.807792035983596	0.0594252335073868	"D7T9N6"
"Vitvi01g00111"	0.0984194471193684	0.495856611299414	0.7	0.667081619427018	0.807792035983596	-0.0984194471193683	"F6HFS9"
"Vitvi01g00112"	-0.267906083982401	0.0363919217438272	0.1	0.169270474784582	0.266758409785933	0.2679060839824	"D7T9N2"
"Vitvi01g00113"	-0.0550945712928627	0.687478342358904	0.7	0.806790472271858	0.807792035983596	0.0550945712928588	"D7T9N0"
"Vitvi01g00114"	0.0589445952901468	0.543073936061209	0.7	0.703249071990562	0.807792035983596	-0.0589445952901482	"F6HF68"
"Vitvi01g04029"	-0.118589201252954	0.263540099136274	0.2	0.46570199569837	0.404873520538408	0.118589201252954	NA
"Vitvi01g04030"	0.19242370992647	0.362064864622621	0.4	0.557579624531907	0.624856733524355	-0.19242370992647	NA
"Vitvi01g00115"	0.316597561635463	0.00639131829901088	0.1	0.0753059021012228	0.266758409785933	-0.316597561635465	"D7T9M8"
"Vitvi01g00116"	-0.0779613792296676	0.327975702303429	0.4	0.528464759163748	0.624856733524355	0.0779613792296665	"F6HF67"
"Vitvi01g00119"	-0.105081827652804	0.449652161875691	0.4	0.628834515240759	0.624856733524355	0.105081827652802	"F6HF66"
"Vitvi01g04031"	-0.28417361618364	0.340759495520419	0.7	0.539267975222173	0.807792035983596	0.28417361618364	NA
"Vitvi01g00120"	-0.203772284937937	0.105006669366087	0.1	0.289084151004842	0.266758409785933	0.203772284937934	"D7T9M5"
"Vitvi01g00121"	-0.0693310233317029	0.319792328355167	0.4	0.520579025421106	0.624856733524355	0.0693310233316993	"A5B0U6"
"Vitvi01g00122"	-0.276404645522036	0.0407367944678202	0.1	0.179639256555157	0.266758409785933	0.276404645522033	"A5AHN8"
"Vitvi01g00124"	-0.0867948371465348	0.311974363031548	0.4	0.51365654373805	0.624856733524355	0.0867948371465346	"D7T9M0"
"Vitvi01g00128"	0.010535573757431	0.931653934628839	1	0.962486264747455	1	-0.0105355737574335	"D7T9L8"
"Vitvi01g01871"	0.0575984705805926	0.570343020721559	0.7	0.723933368454678	0.807792035983596	-0.0575984705805926	"F6HF62"
"Vitvi01g04032"	-0.117589921931968	0.352357432592113	0.4	0.54899033421666	0.624856733524355	0.117589921931967	"F6HF62"
"Vitvi01g01873"	-0.0476972072647238	0.739372222793692	0.7	0.841799394632593	0.807792035983596	0.0476972072647235	"F6HF62"
"Vitvi01g00129"	-0.334277583804261	0.0588061053883142	0.1	0.217999153136325	0.266758409785933	0.33427758380426	"F6HLW7"
"Vitvi01g00130"	0.0646994009090652	0.48976425785882	0.7	0.66265688624666	0.807792035983596	-0.0646994009090669	"F6HF61"
"Vitvi01g00131"	-0.0110615779238081	0.901835837966782	1	0.945480631535303	1	0.0110615779238064	"F6HF60"
"Vitvi01g00132"	0.0985333189074174	0.44113481962093	0.7	0.622498786796073	0.807792035983596	-0.0985333189074211	"F6HF59"
"Vitvi01g00133"	0.0470729050482797	0.766061916703177	1	0.859570302925573	1	-0.0470729050482799	"D7T9L4"
"Vitvi01g00134"	0.121972632240765	0.504340993065343	0.7	0.673338066809192	0.807792035983596	-0.121972632240768	"D7T9L3"
"Vitvi01g00135"	0.0972715323515654	0.0151811708328192	0.1	0.110336868801321	0.266758409785933	-0.0972715323515665	"D7T9L2"
"Vitvi01g01874"	0.0729687925812551	0.50545137806072	0.7	0.674021694896594	0.807792035983596	-0.072968792581257	"D7T9L1"
"Vitvi01g00136"	0.147441370066832	0.127293983797122	0.2	0.313782381667928	0.404873520538408	-0.147441370066833	"A5BQJ0"
"Vitvi01g01875"	-0.0256858301274751	0.839904249033105	1	0.907407183494012	1	0.0256858301274727	"F6HF58"
"Vitvi01g00137"	-0.254199935599661	0.00717147055267354	0.1	0.0790449534106711	0.266758409785933	0.254199935599662	"D7T9K9"
"Vitvi01g00138"	0.248778715536998	0.0498559725832219	0.1	0.199981751460812	0.266758409785933	-0.248778715537	"D7T9K7"
"Vitvi01g00139"	-0.0956121816007354	0.48840547202472	1	0.661330665173724	1	0.0956121816007318	"D7T9K6"
"Vitvi01g01876"	0.281991347836576	0.0830815306331865	0.1	0.25927010692791	0.266758409785933	-0.281991347836577	"D7T9K5"
"Vitvi01g01877"	-0.256537426161899	0.270757633195679	0.4	0.473500167274641	0.624856733524355	0.256537426161898	"D7T9K4"
"Vitvi01g01878"	0.104793805514708	0.63418444693243	0.7	0.770543819842824	0.807792035983596	-0.104793805514708	"F6HF56"
"Vitvi01g01880"	-0.20465037315806	0.312976552596982	0.4	0.514546465820822	0.624856733524355	0.20465037315806	"D7UBL1"
"Vitvi01g04033"	0.0524291669658334	0.223902972445518	0.1	0.423851047882434	0.266758409785933	-0.0524291669658333	NA
"Vitvi01g01881"	-0.149761280518041	0.498467473864501	1	0.66894334992616	1	0.149761280518041	"D7T9K2"
"Vitvi01g00140"	-0.0859601887217256	0.499316123408672	0.7	0.669704455613835	0.807792035983596	0.0859601887217227	"D7T9J8"
"Vitvi01g04034"	-0.325692316604584	0.215727431540164	0.4	0.414978767713508	0.624856733524355	0.325692316604584	"F6HFS8"
"Vitvi01g00142"	0.0533793132775974	0.801512541068987	1	0.882442748421655	1	-0.0533793132776008	"F6HFS7"
"Vitvi01g00143"	-0.112133175861168	0.0593224216537153	0.1	0.218747005015595	0.266758409785933	0.112133175861166	"D7T9J5"
"Vitvi01g00145"	0.716144045400789	0.0840555575738791	0.2	0.260807432552862	0.404873520538408	-0.71614404540079	"D7T9J4"
"Vitvi01g04036"	0.651426686979866	0.00455790856237437	0.1	0.065158506334265	0.266758409785933	-0.651426686979866	NA
"Vitvi01g04037"	0.160046721049922	0.448424180709721	0.7	0.627970857201739	0.807792035983596	-0.160046721049923	NA
"Vitvi01g00146"	0.180223280655965	0.1169067211934	0.1	0.301472190696584	0.266758409785933	-0.180223280655966	"F6HFS4"
"Vitvi01g00147"	0.236165105819213	0.283310651624795	0.4	0.486106315839549	0.624856733524355	-0.236165105819213	"F6HFS3"
"Vitvi01g00148"	1.28080972387327	0.00262449129040051	0.1	0.0532405523864271	0.266758409785933	-1.28080972387327	"D7T9J1"
"Vitvi01g00149"	-0.595137504353426	0.000789537779488005	0.1	0.0344421528567513	0.266758409785933	0.595137504353422	"F6HFS2"
"Vitvi01g00150"	-0.102037299146524	0.611333612658299	1	0.754017500572892	1	0.102037299146523	"F6HFS1"
"Vitvi01g01887"	-0.118473410599531	0.765460563959169	0.7	0.859382105549251	0.807792035983596	0.11847341059953	"A5BPH3"
"Vitvi01g00151"	0.173827030494483	0.136226922514564	0.4	0.324096714248324	0.624856733524355	-0.173827030494483	"F6HFR9"
"Vitvi01g00152"	0.745339422266369	0.0477881960268246	0.1	0.195157506527149	0.266758409785933	-0.745339422266369	"F6HFR8"
"Vitvi01g04038"	0.690185983496169	0.0479778313222027	0.1	0.195626654389331	0.266758409785933	-0.690185983496169	NA
"Vitvi01g00155"	-0.0765645633193027	0.411628619743127	0.4	0.599939256477744	0.624856733524355	0.0765645633192999	"D7T9I6"
"Vitvi01g00156"	0.0606533092454601	0.872855494756548	0.7	0.927998514759247	0.807792035983596	-0.0606533092454615	"F6HFR7"
"Vitvi01g01888"	0.489464760975718	0.133048804252147	0.7	0.320721643190351	0.807792035983596	-0.48946476097572	"F6HFR6"
"Vitvi01g01889"	-0.0013645324092462	0.514289849900079	0.7	0.681261676772836	0.807792035983596	0.00136453240924639	"F6HF62"
"Vitvi01g00157"	-0.342971323834441	0.382601279260748	0.7	0.57610590672169	0.807792035983596	0.342971323834441	"D7T9I4"
"Vitvi01g00160"	0.352551143169198	0.266210044156215	0.4	0.468616349086774	0.624856733524355	-0.352551143169199	"D7T9I1"
"Vitvi01g00161"	-0.150651654785202	0.124103930248091	0.2	0.310601513003495	0.404873520538408	0.1506516547852	"F6HFR3"
"Vitvi01g04039"	-0.18649897503797	0.0686199502830106	0.1	0.234611376921362	0.266758409785933	0.186498975037967	"D7T9H9"
"Vitvi01g00162"	-0.579045965082457	0.0728317751874794	0.1	0.24226957224878	0.266758409785933	0.579045965082456	"F6HF53"
"Vitvi01g01893"	0.0849114598927996	0.523999330718341	0.7	0.68896842112085	0.807792035983596	-0.0849114598927994	"A5C8X7"
"Vitvi01g00163"	-0.701084111019934	0.0553575400671182	0.1	0.210487382748285	0.266758409785933	0.701084111019933	"F6HF51"
"Vitvi01g04040"	0.172698205942911	0.281836141372296	0.4	0.484807071818288	0.624856733524355	-0.172698205942913	"F6HF50"
"Vitvi01g04041"	0.20600045272818	0.303286219191021	0.4	0.505839031995223	0.624856733524355	-0.206000452728182	"F6HF50"
"Vitvi01g00166"	-0.193631297969549	0.0796289475088394	0.1	0.253578636912472	0.266758409785933	0.193631297969548	"F6HF49"
"Vitvi01g00167"	-0.108506541441895	0.369973082018247	0.7	0.564900261586762	0.807792035983596	0.108506541441892	"D7T9H2"
"Vitvi01g00168"	-0.133205461173067	0.205679360438174	0.2	0.404161120346901	0.404873520538408	0.133205461173066	"F6HF48"
"Vitvi01g00169"	0.0890520768573751	0.439469911942512	0.4	0.621108576483221	0.624856733524355	-0.0890520768573762	"D7T9H0"
"Vitvi01g00170"	0.198902745582897	0.0711380387931767	0.1	0.239127981654289	0.266758409785933	-0.198902745582901	"D7T9G8"
"Vitvi01g00171"	-0.254024017207271	0.294087907517234	0.4	0.496451196737098	0.624856733524355	0.254024017207266	"F6HF47"
"Vitvi01g00172"	0.139504589780757	0.301206288742255	0.1	0.503691441631801	0.266758409785933	-0.139504589780757	"D7T9G6"
"Vitvi01g00173"	-0.138549903740869	0.040207371951821	0.1	0.178487992639051	0.266758409785933	0.138549903740866	"F6HF46"
"Vitvi01g00174"	-0.0549617743258696	0.402771647437906	0.7	0.592708274295819	0.807792035983596	0.0549617743258679	"D7T9G4"
"Vitvi01g04042"	-0.0927998045932445	0.463160337626308	0.4	0.638792182741796	0.624856733524355	0.092799804593243	NA
"Vitvi01g00175"	0.017937258929896	0.886983360451931	0.7	0.93639936903609	0.807792035983596	-0.0179372589299014	"A5AP38"
"Vitvi01g00176"	0.0796055961153305	0.427492698632827	0.7	0.612351876431247	0.807792035983596	-0.0796055961153339	"F6HF44"
"Vitvi01g00178"	-0.0373541793458429	0.58992959313664	1	0.73833600472489	1	0.0373541793458436	"F6HF43"
"Vitvi01g00179"	0.0529496148398238	0.459887165461611	0.7	0.636188995769144	0.807792035983596	-0.0529496148398236	"F6HF42"
"Vitvi01g00181"	0.647587379572056	0.364271120384022	0.4	0.559482935881619	0.624856733524355	-0.647587379572056	"F6HF40"
"Vitvi01g00182"	0.057329320540098	0.583130929868054	1	0.733440031900274	1	-0.0573293205400986	"F6HF39"
