"coeff."	"p-value"	"p-wilcox"	"padj (FDR)"	"padjW (FDR)"	"log2FCH (Rpv1_vs_wt)"	"proteID"
"Vitvi01g00023"	-0.0715747556026562	0.506629697828089	1	0.79704175558875	1	0.0715747556026542	"D7T9Y7"
"Vitvi01g00024"	-0.190006392963811	0.00720875951721058	0.1	0.166525822952211	0.447945908935296	0.190006392963811	"F6HEZ6"
"Vitvi01g00025"	-0.03044054734482	0.92010443470811	0.7	0.974400654160354	0.900029479683585	0.0304405473448206	"D7T9Y5"
"Vitvi01g00026"	0.611121383911064	0.00720817585162703	0.1	0.166525822952211	0.447945908935296	-0.611121383911065	"A5BJC3"
"Vitvi01g00027"	0.0705852508943519	0.43200365053038	0.4	0.753533557054246	0.732666060054595	-0.0705852508943536	"F6HFV3"
"Vitvi01g04008"	0.0304097272755988	0.843447186925369	1	0.947827826198969	1	-0.0304097272755994	"F6HDF3"
"Vitvi01g00028"	-0.113569608861554	0.533801961920528	0.7	0.811128716009652	0.900029479683585	0.113569608861553	"D7T9Y2"
"Vitvi01g00029"	0.158563978420098	0.209072511471885	0.4	0.578731407895436	0.732666060054595	-0.1585639784201	"F6HFV2"
"Vitvi01g00031"	1.0596933535857	0.150581786776552	0.4	0.50731337565323	0.732666060054595	-1.0596933535857	"F6HFV1"
"Vitvi01g00033"	-0.116043094752733	0.700287803947593	1	0.889603472888571	1	0.116043094752733	"D7T9X8"
"Vitvi01g00034"	0.784993834002248	0.15953092889711	0.4	0.519283370335477	0.732666060054595	-0.784993834002249	"F6HFV0"
"Vitvi01g00035"	-0.0784284997604366	0.348978345320448	0.7	0.707609973554223	0.900029479683585	0.0784284997604328	"D7T9X6"
"Vitvi01g00036"	1.30592891442306	0.134031567469733	0.2	0.484926322288877	0.581468725697145	-1.30592891442306	"D7T9X5"
"Vitvi01g00037"	0.507344539567221	0.128615260583607	0.2	0.477408901306724	0.581468725697145	-0.507344539567221	"F6HFU9"
"Vitvi01g00038"	0.256774289616867	0.0205845900653631	0.1	0.239097590270489	0.447945908935296	-0.256774289616866	"F6H489"
"Vitvi01g01840"	-0.422823225685086	0.0914105758195165	0.2	0.423085135942859	0.581468725697145	0.422823225685087	"F6HFU7"
"Vitvi01g00039"	-0.169838175664135	0.109761486766351	0.2	0.452668435709437	0.581468725697145	0.169838175664134	"F6HFU6"
"Vitvi01g00041"	0.0538658153471998	0.552084654010638	0.7	0.819205222885256	0.900029479683585	-0.0538658153472014	"F6HFU5"
"Vitvi01g04009"	0.0335039712629552	0.768295556208442	0.7	0.917923157546933	0.900029479683585	-0.0335039712629568	NA
"Vitvi01g00042"	0.0286310983276987	0.772455344912646	1	0.919128082618062	1	-0.0286310983276987	"D7T9W8"
"Vitvi01g00043"	0.01364517374078	0.749622857469685	1	0.910380571613337	1	-0.0136451737407821	"D7T9W7"
"Vitvi01g00045"	-0.0444550473167577	0.703896381861	0.7	0.891461279432827	0.900029479683585	0.0444550473167578	"D7T9W6"
"Vitvi01g00046"	-0.782698125145678	0.0022191257984658	0.1	0.114090968605209	0.447945908935296	0.782698125145677	"D7T9W5"
"Vitvi01g00047"	-0.179724731761828	0.458891352163493	1	0.768832832261363	1	0.179724731761826	"F6HFU4"
"Vitvi01g00048"	0.669208643854649	0.0359829397415016	0.1	0.294010096604807	0.447945908935296	-0.669208643854649	"F6HFU3"
"Vitvi01g00049"	0.453876649368298	0.00863575046741271	0.1	0.176800173441664	0.447945908935296	-0.453876649368299	"D7T9W2"
"Vitvi01g00050"	0.27767797171275	0.468143270743082	1	0.77492362032888	1	-0.277677971712752	"D7T9W1"
"Vitvi01g00051"	0.0387594541940309	0.852627240187015	1	0.950042621978352	1	-0.0387594541940324	"A5AZD0"
"Vitvi01g01841"	0.146074606222998	0.106199412969752	0.4	0.446231926462017	0.732666060054595	-0.146074606222999	"D7T9V9"
"Vitvi01g00052"	-0.092671914399167	0.937598687095716	1	0.979716500663145	1	0.0926719143991672	"F6HF88"
"Vitvi01g00053"	0.583170670444695	0.305541951083146	0.4	0.671740512298986	0.732666060054595	-0.583170670444696	"D7T9V7"
"Vitvi01g00054"	-0.178100684845847	0.215504044576866	0.4	0.583196443998772	0.732666060054595	0.178100684845846	"D7T9V6"
"Vitvi01g00055"	-0.0550339590335065	0.789899732093203	1	0.925244442466632	1	0.0550339590335049	"F6HF87"
"Vitvi01g01842"	-0.109428689368015	0.686916175885147	0.7	0.884083818781112	0.900029479683585	0.109428689368014	"F6HF86"
"Vitvi01g00056"	0.217778579639631	0.441240204922354	0.4	0.758411489169989	0.732666060054595	-0.217778579639633	"D7T9V3"
"Vitvi01g00058"	-0.107312361715769	0.366396846762478	0.4	0.717429218402685	0.732666060054595	0.107312361715765	"F6HF85"
"Vitvi01g01843"	-0.405299631396332	0.131803300312715	0.2	0.481995607306239	0.581468725697145	0.40529963139633	"F6HF84"
"Vitvi01g00059"	-0.0229199938934307	0.970860172142095	1	0.990359829314279	1	0.0229199938934301	"A5BGC6"
"Vitvi01g00060"	-0.19058207499407	0.14228449606846	0.2	0.496062213910943	0.581468725697145	0.190582074994067	"A5BGC5"
"Vitvi01g00061"	0.712897311968864	0.330724973951068	0.4	0.691904675023609	0.732666060054595	-0.712897311968867	"F6HF82"
"Vitvi01g00062"	-0.0488803063258355	0.73822982289093	0.7	0.906020871427325	0.900029479683585	0.0488803063258327	"F6HF81"
"Vitvi01g00063"	0.0144568518771897	0.968942393248582	1	0.989937279961043	1	-0.0144568518771901	"F6HF80"
"Vitvi01g01844"	-0.484079540026093	0.382779041419251	0.4	0.726076017316642	0.732666060054595	0.484079540026094	"F6HF79"
"Vitvi01g00064"	-0.209612805063269	0.478567452822172	0.7	0.782385261866807	0.900029479683585	0.209612805063268	"F6HF78"
"Vitvi01g00065"	-0.778147745435524	0.0129368358526653	0.1	0.205302642467192	0.447945908935296	0.778147745435523	"F6HF77"
"Vitvi01g00066"	-1.26125777727493	0.211251488735822	0.2	0.580460594777633	0.581468725697145	1.26125777727492	"F6HF76"
"Vitvi01g00067"	-0.822205281292398	0.222270895553267	0.7	0.591629304292797	0.900029479683585	0.822205281292397	"F6HF75"
"Vitvi01g04012"	-0.330727341272118	0.127966728427062	0.2	0.476609161626283	0.581468725697145	0.330727341272116	"F6HF74"
"Vitvi01g04013"	-0.665694928042735	0.110097911938791	0.2	0.452996483638147	0.581468725697145	0.665694928042733	"F6HF74"
"Vitvi01g00070"	0.00889401027979833	0.973523940781142	1	0.991366954872041	1	-0.00889401027979986	"F6HF73"
"Vitvi01g04014"	0.125357636563369	0.636236318680322	1	0.861040983826104	1	-0.12535763656337	NA
"Vitvi01g00071"	0.0429862651443984	0.746998723492068	0.7	0.90938823944287	0.900029479683585	-0.0429862651443997	"F6HF72"
"Vitvi01g00073"	-0.0107906029156866	0.898582065453897	1	0.966978948550992	1	0.0107906029156867	"D7T9T6"
"Vitvi01g01845"	-0.0921914899353417	0.861086768234687	1	0.952641398407607	1	0.0921914899353409	"D7T9T5"
"Vitvi01g01846"	-0.42528497576547	0.068120158460651	0.1	0.375291879317216	0.447945908935296	0.425284975765466	"F6HF70"
"Vitvi01g00074"	0.216515162138264	0.292176995453222	0.4	0.660559809418175	0.732666060054595	-0.216515162138265	"F6HF69"
"Vitvi01g00075"	0.3442167368782	0.0763160456972819	0.1	0.393910424537986	0.447945908935296	-0.344216736878201	"A5BTC6"
"Vitvi01g00076"	-0.0390745407112022	0.537576211428452	0.7	0.81167826223172	0.900029479683585	0.0390745407111996	"F6HEZ4"
"Vitvi01g00077"	-0.141470885177868	0.22906167915272	0.7	0.597469799108493	0.900029479683585	0.141470885177865	"D7T9T0"
"Vitvi01g00078"	0.0551610706219266	0.843878655145238	0.7	0.948113537974228	0.900029479683585	-0.055161070621927	"F6HEZ3"
"Vitvi01g00079"	0.36847706231381	0.166802452346947	0.2	0.528706616440141	0.581468725697145	-0.36847706231381	"A5AY98"
"Vitvi01g00080"	0.0234774995356979	0.769364045235512	0.7	0.918289062703221	0.900029479683585	-0.0234774995356997	"F6HEZ1"
"Vitvi01g01847"	-0.236135489401455	0.377603757368989	0.4	0.723078339744673	0.732666060054595	0.236135489401454	"F6HEZ0"
"Vitvi01g00081"	-0.238381311161735	0.269677475677531	0.4	0.639427289838749	0.732666060054595	0.238381311161733	"D7T9S4"
"Vitvi01g00082"	-0.1551862419832	0.0400419725126743	0.1	0.306479741807818	0.447945908935296	0.155186241983198	"D7T9S3"
"Vitvi01g01848"	0.895723210614729	0.0220318165479571	0.1	0.241634758790892	0.447945908935296	-0.89572321061473	"F6HEY9"
"Vitvi01g01849"	0.0694930250429534	0.324492493830822	0.7	0.687415532345081	0.900029479683585	-0.0694930250429533	"F6HEY8"
"Vitvi01g04015"	0.779643647747396	0.100707903744851	0.1	0.437306741515117	0.447945908935296	-0.779643647747396	"F6HEY5"
"Vitvi01g01850"	-0.067656216446974	0.19811645927418	0.4	0.566541512492748	0.732666060054595	0.0676562164469739	"F6HEY9"
"Vitvi01g04016"	0.133573768197212	0.284123597951636	0.4	0.653138288936113	0.732666060054595	-0.133573768197212	"F6HEY9"
"Vitvi01g04017"	1.67946878284102	0.0135931275834005	0.1	0.209889743793494	0.447945908935296	-1.67946878284102	"F6HEY6"
"Vitvi01g01852"	2.60037892239203	0.000328074907263532	0.1	0.0727575614252488	0.447945908935296	-2.60037892239203	"F6HEY5"
"Vitvi01g01853"	1.04835274709491	0.086807273537589	0.2	0.416340953092198	0.581468725697145	-1.04835274709491	"F6HEY9"
"Vitvi01g04018"	0.88655548294164	0.00187693421174289	0.1	0.107950530521098	0.447945908935296	-0.88655548294164	"F6HEY5"
"Vitvi01g00083"	3.78724371915983	0.000923974137566631	0.1	0.0919371832927041	0.447945908935296	-3.78724371915983	"F6HEY4"
"Vitvi01g04022"	-0.22307658908588	0.313267778335524	0.4	0.678500696756761	0.732666060054595	0.223076589085876	"F6HEY3"
"Vitvi01g01854"	-0.224388214743717	0.231256756530832	0.4	0.599968121868214	0.732666060054595	0.224388214743716	"F6HEY2"
"Vitvi01g01855"	0.891614997704096	0.072877462853285	0.1	0.386926996036384	0.447945908935296	-0.891614997704099	"F6HEY1"
"Vitvi01g00085"	0.0267101337295027	0.810867005542057	0.7	0.934577347193573	0.900029479683585	-0.0267101337295035	"F6HEY0"
"Vitvi01g01856"	0.167357910965806	0.214116998376714	0.4	0.582214020211994	0.732666060054595	-0.167357910965807	"F6HEX9"
"Vitvi01g00086"	0.0243083886505649	0.893195700747032	1	0.966066962470664	1	-0.0243083886505673	"D7T9R5"
"Vitvi01g01857"	0.140597988448092	0.481727826738999	0.7	0.783606276304253	0.900029479683585	-0.140597988448093	"D7T9R4"
"Vitvi01g01858"	-0.0246409157171904	0.911895823974162	1	0.972389137263349	1	0.024640915717189	"F6HEX8"
"Vitvi01g00087"	-0.0924889746004697	0.818965900036902	0.4	0.937798916468984	0.732666060054595	0.0924889746004673	"D7T9R2"
"Vitvi01g00088"	1.47276144856499	0.00777563267128834	0.1	0.171436409179857	0.447945908935296	-1.47276144856499	"F6HFU1"
"Vitvi01g00089"	0.215451317028645	0.163241919609253	0.2	0.524189351571188	0.581468725697145	-0.215451317028646	"F6HFU0"
"Vitvi01g01859"	0.839380040013833	0.137856923209403	0.4	0.490010795556453	0.732666060054595	-0.839380040013834	"F6HFT9"
"Vitvi01g00090"	0.401779380483512	0.0345524808488598	0.1	0.289447151746022	0.447945908935296	-0.401779380483513	"D7T9Q8"
"Vitvi01g00091"	0.213132020635053	0.530205159020713	0.7	0.810278612606883	0.900029479683585	-0.213132020635053	"D7T9Q7"
"Vitvi01g00092"	0.0444815611130461	0.545693963096986	0.7	0.81520635649144	0.900029479683585	-0.0444815611130469	"D7T9Q5"
"Vitvi01g00095"	0.89129234063739	0.121228455586543	0.2	0.467011585066588	0.581468725697145	-0.89129234063739	"D7T9Q3"
"Vitvi01g00097"	-0.110419336516338	0.416462914438146	0.7	0.74478357192181	0.900029479683585	0.110419336516337	"D7T9Q0"
"Vitvi01g00098"	-0.124643030884068	0.335980978333828	0.7	0.695977695085724	0.900029479683585	0.124643030884068	"D7T9P9"
"Vitvi01g04023"	0.0533662828188497	0.605191512437876	0.7	0.844808902177832	0.900029479683585	-0.0533662828188501	NA
"Vitvi01g04024"	-0.156857854580734	0.237625884684923	0.2	0.605376925264773	0.581468725697145	0.156857854580733	NA
"Vitvi01g00099"	-0.0500991536690445	0.50029104582343	0.7	0.792600498854046	0.900029479683585	0.0500991536690432	"A5BDR5"
"Vitvi01g04025"	-0.0640054994573424	0.653995721925073	1	0.868521260511814	1	0.0640054994573429	"F6HFT6"
"Vitvi01g00101"	-0.137369238467624	0.778993121459801	1	0.921087971500262	1	0.137369238467624	"F6HFT5"
"Vitvi01g00102"	0.321520500551386	0.339846800999527	0.7	0.699695101137806	0.900029479683585	-0.321520500551387	"F6HFT5"
"Vitvi01g00103"	0.27114381798073	0.236705315979868	0.2	0.604882457421426	0.581468725697145	-0.271143817980734	"F6HFT4"
"Vitvi01g00104"	-0.721845785419634	0.279444594607413	0.4	0.649534605827603	0.732666060054595	0.721845785419633	"F6HFT3"
"Vitvi01g00105"	0.0585683308975326	0.867675317021145	1	0.955382653433301	1	-0.0585683308975331	"D7T9P2"
"Vitvi01g01862"	-0.83529741141991	0.263626134818713	0.4	0.634454769520341	0.732666060054595	0.83529741141991	"A5BMU1"
"Vitvi01g00106"	-0.0213805701845844	0.934805175637324	1	0.979025759044828	1	0.0213805701845828	"D7T9P1"
"Vitvi01g04028"	-0.9878911037062	0.00558421023136886	0.1	0.153135568667043	0.447945908935296	0.9878911037062	"D7FBB4"
"Vitvi01g01865"	0.485932381899667	0.181242286634275	0.4	0.546720851578072	0.732666060054595	-0.485932381899667	"F6HFT2"
"Vitvi01g00108"	-0.1466793079104	0.0824319480684297	0.2	0.406398200641058	0.581468725697145	0.1466793079104	"A5B663"
"Vitvi01g01866"	0.0802392844551152	0.341098144775319	0.4	0.701242895715655	0.732666060054595	-0.0802392844551161	"D7T9N8"
"Vitvi01g00110"	0.0295758369455128	0.917820231990585	1	0.973747686515823	1	-0.0295758369455132	"D7T9N6"
"Vitvi01g00111"	0.288085557437827	0.0322016249722357	0.1	0.28219766262757	0.447945908935296	-0.288085557437827	"F6HFS9"
"Vitvi01g00112"	-0.110248612467368	0.193847014674001	0.2	0.56127100563356	0.581468725697145	0.110248612467368	"D7T9N2"
"Vitvi01g00113"	-0.628306808703597	0.00029689987112075	0.1	0.0709923468031868	0.447945908935296	0.628306808703595	"D7T9N0"
"Vitvi01g00114"	-0.164437191088394	0.260383226451775	0.4	0.631098328518708	0.732666060054595	0.164437191088394	"F6HF68"
"Vitvi01g04029"	-0.0652080168450548	0.592931188156269	1	0.839814692729021	1	0.0652080168450535	NA
"Vitvi01g04030"	0.0690066674390124	0.60089125618656	0.7	0.842797039757268	0.900029479683585	-0.0690066674390133	NA
"Vitvi01g00115"	0.120068941723764	0.379169648972155	0.4	0.724216520250516	0.732666060054595	-0.120068941723765	"D7T9M8"
"Vitvi01g00116"	-0.150475865726068	0.449921461883363	0.7	0.762757838789905	0.900029479683585	0.150475865726067	"F6HF67"
"Vitvi01g00119"	0.0307535641011647	0.822385326941104	0.7	0.939171303858631	0.900029479683585	-0.0307535641011665	"F6HF66"
"Vitvi01g04031"	-0.0529349146464101	0.914577102502587	0.7	0.972790643230102	0.900029479683585	0.0529349146464098	NA
"Vitvi01g00120"	0.172824913822432	0.23848417014394	0.4	0.60655965093758	0.732666060054595	-0.172824913822433	"D7T9M5"
"Vitvi01g00121"	-0.0837138138137362	0.219810687574841	0.4	0.588945006977169	0.732666060054595	0.0837138138137341	"A5B0U6"
"Vitvi01g00122"	-0.376798313717602	0.0726633729014638	0.1	0.386332345684357	0.447945908935296	0.3767983137176	"A5AHN8"
"Vitvi01g00124"	0.0972800234800977	0.197852015819427	0.2	0.566449184468448	0.581468725697145	-0.0972800234800992	"D7T9M0"
"Vitvi01g00128"	0.0754773984040643	0.471363612368718	0.7	0.777651895856575	0.900029479683585	-0.0754773984040664	"D7T9L8"
"Vitvi01g01871"	-0.080607151884344	0.639731464126879	1	0.862086423357595	1	0.080607151884344	"F6HF62"
"Vitvi01g04032"	0.148064628547277	0.035732547165746	0.1	0.293190321764877	0.447945908935296	-0.148064628547277	"F6HF62"
"Vitvi01g01873"	0.271477714526673	0.169091548898921	0.2	0.531842995060343	0.581468725697145	-0.271477714526673	"F6HF62"
"Vitvi01g00129"	1.2390707589427	0.0389821364519626	0.1	0.302999957463247	0.447945908935296	-1.2390707589427	"F6HLW7"
"Vitvi01g00130"	0.146151460791698	0.0835798183030954	0.2	0.409511377115466	0.581468725697145	-0.1461514607917	"F6HF61"
"Vitvi01g00131"	0.0245635810670764	0.74058444097559	0.7	0.906808430917755	0.900029479683585	-0.0245635810670777	"F6HF60"
"Vitvi01g00132"	0.129438732568072	0.524653023163088	1	0.806464254693414	1	-0.129438732568074	"F6HF59"
"Vitvi01g00133"	0.149903586208039	0.395333898866359	0.7	0.732527989763771	0.900029479683585	-0.14990358620804	"D7T9L4"
"Vitvi01g00134"	-0.167160292318335	0.598134465545316	0.7	0.842042850296314	0.900029479683585	0.167160292318334	"D7T9L3"
"Vitvi01g00135"	0.0774115152892309	0.13947206410455	0.2	0.492551280809403	0.581468725697145	-0.0774115152892332	"D7T9L2"
"Vitvi01g01874"	0.0124772491202196	0.926012222436155	1	0.975958844414707	1	-0.0124772491202201	"D7T9L1"
"Vitvi01g00136"	-0.260829566493367	0.00964353442192432	0.1	0.184348007505991	0.447945908935296	0.260829566493365	"A5BQJ0"
"Vitvi01g01875"	-0.126208554267081	0.0660049126015582	0.1	0.371379217602814	0.447945908935296	0.12620855426708	"F6HF58"
"Vitvi01g00137"	0.336067407996292	0.131338465170612	0.1	0.481065731906554	0.447945908935296	-0.336067407996293	"D7T9K9"
"Vitvi01g00138"	0.0317557622735672	0.577825307188439	1	0.832018843612538	1	-0.0317557622735674	"D7T9K7"
"Vitvi01g00139"	-0.112349226958034	0.14370674356481	0.1	0.498430983743871	0.447945908935296	0.112349226958035	"D7T9K6"
"Vitvi01g01876"	-0.0434692936830336	0.83461754592476	1	0.943844980570234	1	0.0434692936830334	"D7T9K5"
"Vitvi01g01877"	-0.310726697578937	0.411908944829081	0.7	0.741861333601667	0.900029479683585	0.310726697578934	"D7T9K4"
"Vitvi01g01878"	-0.919348407018612	0.0386095137710201	0.1	0.302416152611142	0.447945908935296	0.919348407018608	"F6HF56"
"Vitvi01g01880"	-0.0437638877601969	0.832859336940432	1	0.942898377174742	1	0.0437638877601967	"D7UBL1"
"Vitvi01g04033"	-0.38695953064687	0.197040845342912	0.1	0.564956927991526	0.447945908935296	0.38695953064687	NA
"Vitvi01g01881"	-1.38560964659661	0.00817455305850275	0.1	0.174486035063588	0.447945908935296	1.38560964659661	"D7T9K2"
"Vitvi01g00140"	0.244614795620617	0.265881834623976	0.2	0.63588573663634	0.581468725697145	-0.244614795620617	"D7T9J8"
"Vitvi01g04034"	0.355170397116745	0.459598583841454	0.7	0.769291818888245	0.900029479683585	-0.355170397116747	"F6HFS8"
"Vitvi01g00142"	-0.141132452286536	0.00140859239199443	0.1	0.100628479084365	0.447945908935296	0.141132452286534	"F6HFS7"
"Vitvi01g00143"	-0.187596954786301	0.24898564687093	0.4	0.617836657781659	0.732666060054595	0.187596954786301	"D7T9J5"
"Vitvi01g00145"	0.279652200179359	0.741551501986767	0.7	0.90702715795851	0.900029479683585	-0.27965220017936	"D7T9J4"
"Vitvi01g04036"	-0.00816859247683728	0.988807505075156	1	0.995847583140077	1	0.00816859247683688	NA
"Vitvi01g04037"	0.0518473672297549	0.685962479923623	1	0.883500534699033	1	-0.0518473672297572	NA
"Vitvi01g00146"	-0.224738542003068	0.209180239346431	0.4	0.578731407895436	0.732666060054595	0.224738542003067	"F6HFS4"
"Vitvi01g00147"	-0.480349551833444	0.0062741298344218	0.1	0.159427357642691	0.447945908935296	0.480349551833443	"F6HFS3"
"Vitvi01g00148"	-0.518747650293274	0.374180148407087	0.7	0.721467460206086	0.900029479683585	0.518747650293273	"D7T9J1"
"Vitvi01g00149"	0.244173541659632	0.294336344588056	0.4	0.662096802256557	0.732666060054595	-0.244173541659634	"F6HFS2"
"Vitvi01g00150"	-0.0188267052072275	0.908616552958848	1	0.97142891241803	1	0.0188267052072275	"F6HFS1"
"Vitvi01g01887"	0.579060094346129	0.263418928347303	0.2	0.63411946880522	0.581468725697145	-0.57906009434613	"A5BPH3"
"Vitvi01g00151"	0.115188512706117	0.335797552392758	0.4	0.695818049613278	0.732666060054595	-0.115188512706116	"F6HFR9"
"Vitvi01g00152"	0.241552123232495	0.589856145884486	1	0.838317790781031	1	-0.241552123232497	"F6HFR8"
"Vitvi01g04038"	0.141521139835049	0.699989254551546	1	0.889510110778045	1	-0.14152113983505	NA
"Vitvi01g00155"	0.270648085069701	0.0740504284100095	0.1	0.388236641067365	0.447945908935296	-0.2706480850697	"D7T9I6"
"Vitvi01g00156"	-1.93018213902452	0.101274565322431	0.2	0.437697278022011	0.581468725697145	1.93018213902451	"F6HFR7"
"Vitvi01g01888"	-1.15941915082881	0.183618792997465	0.4	0.548758979309301	0.732666060054595	1.1594191508288	"F6HFR6"
"Vitvi01g01889"	0.0466977141645155	0.374645171108009	0.4	0.721618684570456	0.732666060054595	-0.0466977141645153	"F6HF62"
"Vitvi01g00157"	0.381999260367826	0.400867632127641	0.7	0.735616169303473	0.900029479683585	-0.381999260367827	"D7T9I4"
"Vitvi01g00160"	-0.189503570827103	0.684351362217764	0.7	0.88255424787486	0.900029479683585	0.1895035708271	"D7T9I1"
"Vitvi01g00161"	-0.0544089703893022	0.750868622379237	1	0.910855025182963	1	0.0544089703893	"F6HFR3"
"Vitvi01g04039"	-0.24435117247283	0.180748542813912	0.4	0.546095031568332	0.732666060054595	0.244351172472827	"D7T9H9"
"Vitvi01g00162"	0.442061045422141	0.0217899697526791	0.1	0.241113677666333	0.447945908935296	-0.442061045422143	"F6HF53"
"Vitvi01g01893"	-0.205192616640532	0.144084282828488	0.2	0.498726801801356	0.581468725697145	0.205192616640531	"A5C8X7"
"Vitvi01g00163"	-0.114402396073434	0.793438510127344	1	0.926685625761434	1	0.114402396073432	"F6HF51"
"Vitvi01g04040"	-0.0806407525844111	0.202699725956619	0.4	0.571491966656985	0.732666060054595	0.0806407525844115	"F6HF50"
"Vitvi01g04041"	-0.130261382221934	0.428786176291991	0.7	0.751621580163057	0.900029479683585	0.130261382221933	"F6HF50"
"Vitvi01g00166"	0.149691067216012	0.0463562809725561	0.1	0.322889943244829	0.447945908935296	-0.149691067216015	"F6HF49"
"Vitvi01g00167"	0.0973306074926925	0.336978287446384	0.7	0.696719981368763	0.900029479683585	-0.0973306074926921	"D7T9H2"
"Vitvi01g00168"	0.210909763621898	0.0748900354752094	0.1	0.390631321178145	0.447945908935296	-0.210909763621901	"F6HF48"
"Vitvi01g00169"	-0.338950969842837	0.437748061681539	0.7	0.756583384594426	0.900029479683585	0.338950969842836	"D7T9H0"
"Vitvi01g00170"	-0.0703930867172353	0.780504718274553	0.7	0.921729687025453	0.900029479683585	0.0703930867172318	"D7T9G8"
"Vitvi01g00171"	0.183304121547463	0.0848857094004587	0.1	0.412363217867618	0.447945908935296	-0.183304121547467	"F6HF47"
"Vitvi01g00172"	0.111712591454359	0.293805923207321	0.4	0.662024822344541	0.732666060054595	-0.111712591454359	"D7T9G6"
"Vitvi01g00173"	0.142444522196766	0.381150882178857	0.7	0.725003870535941	0.900029479683585	-0.142444522196767	"F6HF46"
"Vitvi01g00174"	0.0149610073880651	0.76894916464396	0.4	0.91817842650768	0.732666060054595	-0.0149610073880666	"D7T9G4"
"Vitvi01g04042"	0.318511315664856	0.00962926618374022	0.1	0.184348007505991	0.447945908935296	-0.318511315664857	NA
"Vitvi01g00175"	0.0422213285883645	0.879040744688982	1	0.960085468412086	1	-0.0422213285883668	"A5AP38"
"Vitvi01g00176"	0.175860172893399	0.0500989505758917	0.1	0.332076858566492	0.447945908935296	-0.175860172893399	"F6HF44"
"Vitvi01g00178"	0.084468523902015	0.605255274684832	1	0.844808902177832	1	-0.0844685239020162	"F6HF43"
"Vitvi01g00179"	0.0590432640764985	0.557342951921238	0.7	0.820771396107309	0.900029479683585	-0.0590432640764984	"F6HF42"
"Vitvi01g00181"	-0.789173568262048	0.0387982196185686	0.1	0.302999957463247	0.447945908935296	0.789173568262047	"F6HF40"
"Vitvi01g00182"	0.294548154257765	0.0485308101250873	0.1	0.328293554395218	0.447945908935296	-0.294548154257766	"F6HF39"
"Vitvi01g00183"	0.209926768386299	0.0979830190349634	0.2	0.432892362059533	0.581468725697145	-0.2099267683863	"F6HF38"
"Vitvi01g00186"	-0.0152850808848728	0.866034095524882	0.7	0.954724334223213	0.900029479683585	0.0152850808848708	"F6HF36"
"Vitvi01g00187"	-0.461178238110761	0.104874755224043	0.2	0.443803877626345	0.581468725697145	0.46117823811076	"F6HF35"
