common_name	vitvi_id	source	genotype	timing	log2FC_apeglm	padj_threshold_test	DE_primary
EIX1	Vitvi01g04416	AlphaFold_EIX1	Rpv12	6	0.289368990795043	1	FALSE
EIX1	Vitvi01g04416	AlphaFold_EIX1	Rpv12	24	-0.794164979455123	1	FALSE
EIX1	Vitvi01g04416	AlphaFold_EIX1	Rpv12+1	0	0.323524178542052	1	FALSE
EIX1	Vitvi01g04416	AlphaFold_EIX1	Rpv12+1	6	-0.130948095417534	1	FALSE
EIX1	Vitvi01g04416	AlphaFold_EIX1	Rpv12+1	24	-3.91694961424531	0.000380912175759478	TRUE
EIX1	Vitvi01g04416	AlphaFold_EIX1	Rpv12+1+3	0	-0.144525458195353	1	FALSE
EIX1	Vitvi01g04416	AlphaFold_EIX1	Rpv12+1+3	6	-0.580285991445271	1	FALSE
EIX1	Vitvi01g04416	AlphaFold_EIX1	Rpv12+1+3	24	-1.31853842491925	0.705850857608949	TRUE
EIX1	Vitvi01g04419	AlphaFold_EIX1	Rpv12	0	3.81831661201996	0.0156359670155427	TRUE
EIX1	Vitvi01g04419	AlphaFold_EIX1	Rpv12	6	0.359026309594649	1	FALSE
EIX1	Vitvi01g04419	AlphaFold_EIX1	Rpv12	24	0.276513227452919	1	FALSE
EIX1	Vitvi01g04419	AlphaFold_EIX1	Rpv12+1	0	0.644448695866664	1	FALSE
EIX1	Vitvi01g04419	AlphaFold_EIX1	Rpv12+1	6	0.0186549910290793	1	FALSE
EIX1	Vitvi01g04419	AlphaFold_EIX1	Rpv12+1	24	-0.991949537093038	0.971455379352327	FALSE
EIX1	Vitvi01g04419	AlphaFold_EIX1	Rpv12+1+3	0	0.019276285246774	1	FALSE
EIX1	Vitvi01g04419	AlphaFold_EIX1	Rpv12+1+3	6	-0.36744325169793	1	FALSE
EIX1	Vitvi01g04419	AlphaFold_EIX1	Rpv12+1+3	24	0.276504649019539	1	FALSE
EIX1	Vitvi01g04429	AlphaFold_EIX1	Rpv12	0	2.19274752098464	0.221539157040907	TRUE
EIX1	Vitvi01g04429	AlphaFold_EIX1	Rpv12	6	0.746179058703413	1	FALSE
EIX1	Vitvi01g04429	AlphaFold_EIX1	Rpv12	24	-0.335224974485801	1	FALSE
EIX1	Vitvi01g04429	AlphaFold_EIX1	Rpv12+1	0	0.144968738698722	1	FALSE
EIX1	Vitvi01g04429	AlphaFold_EIX1	Rpv12+1	6	-0.022769372085622	1	FALSE
EIX1	Vitvi01g04429	AlphaFold_EIX1	Rpv12+1	24	-3.41042826857432	0.00870830701601175	TRUE
EIX1	Vitvi01g04429	AlphaFold_EIX1	Rpv12+1+3	0	-0.206731058573737	1	FALSE
EIX1	Vitvi01g04429	AlphaFold_EIX1	Rpv12+1+3	6	-1.07833558844481	0.88576801531198	FALSE
EIX1	Vitvi01g04429	AlphaFold_EIX1	Rpv12+1+3	24	-0.998455564556034	0.970667007913075	FALSE
EIX1	Vitvi07g00060	AlphaFold_EIX1	Rpv12	0	1.68985259186915	0.18407389014335	TRUE
EIX1	Vitvi07g00060	AlphaFold_EIX1	Rpv12	6	0.450459417160755	1	FALSE
EIX1	Vitvi07g00060	AlphaFold_EIX1	Rpv12	24	-0.317485789591438	1	FALSE
EIX1	Vitvi07g00060	AlphaFold_EIX1	Rpv12+1	0	1.21294998666598	1	TRUE
EIX1	Vitvi07g00060	AlphaFold_EIX1	Rpv12+1	6	0.175778502363007	1	FALSE
EIX1	Vitvi07g00060	AlphaFold_EIX1	Rpv12+1	24	-0.286586192050216	1	FALSE
EIX1	Vitvi07g00060	AlphaFold_EIX1	Rpv12+1+3	0	0.115644571974029	1	FALSE
EIX1	Vitvi07g00060	AlphaFold_EIX1	Rpv12+1+3	6	-0.348815675331955	1	FALSE
EIX1	Vitvi07g00060	AlphaFold_EIX1	Rpv12+1+3	24	-0.229641679250092	1	FALSE
EIX1	Vitvi07g01920	AlphaFold_EIX1	Rpv12	0	1.54225605932318	0.276288713837121	TRUE
EIX1	Vitvi07g01920	AlphaFold_EIX1	Rpv12	6	0.786077655492496	1	FALSE
EIX1	Vitvi07g01920	AlphaFold_EIX1	Rpv12	24	-0.377265756225123	1	FALSE
EIX1	Vitvi07g01920	AlphaFold_EIX1	Rpv12+1	0	0.0795769445955109	1	FALSE
EIX1	Vitvi07g01920	AlphaFold_EIX1	Rpv12+1	6	0.0429044724571486	1	FALSE
EIX1	Vitvi07g01920	AlphaFold_EIX1	Rpv12+1	24	-1.02138714256541	1	TRUE
EIX1	Vitvi07g01920	AlphaFold_EIX1	Rpv12+1+3	0	-0.233388326460666	1	FALSE
EIX1	Vitvi07g01920	AlphaFold_EIX1	Rpv12+1+3	6	-0.131254706536162	1	FALSE
EIX1	Vitvi07g01920	AlphaFold_EIX1	Rpv12+1+3	24	-0.355676164803447	1	FALSE
EIX1	Vitvi08g00671	AlphaFold_EIX1	Rpv12	0	0.629949785661811	1	FALSE
EIX1	Vitvi08g00671	AlphaFold_EIX1	Rpv12	6	0.291760684136072	1	FALSE
EIX1	Vitvi08g00671	AlphaFold_EIX1	Rpv12	24	0.0887210517822725	1	FALSE
EIX1	Vitvi08g00671	AlphaFold_EIX1	Rpv12+1	0	0.225072744668011	1	FALSE
EIX1	Vitvi08g00671	AlphaFold_EIX1	Rpv12+1	6	0.412515168472527	1	FALSE
EIX1	Vitvi08g00671	AlphaFold_EIX1	Rpv12+1	24	0.255257044701479	1	FALSE
