"anchor","anchor_label","partner","r_protected"
"Vitvi17g00964","SOBIR1","Vitvi04g01625",0.878994203333655
"Vitvi17g00964","SOBIR1","Vitvi04g01941",0.884203633904558
"Vitvi17g00964","SOBIR1","Vitvi04g04013",0.836893226128314
"Vitvi17g00964","SOBIR1","Vitvi05g00478",0.907750031375499
"Vitvi17g00964","SOBIR1","Vitvi06g00558",0.88222227687979
"Vitvi17g00964","SOBIR1","Vitvi06g01648",0.847463361837261
"Vitvi17g00964","SOBIR1","Vitvi06g01917",0.928624461277645
"Vitvi17g00964","SOBIR1","Vitvi07g01602",0.888279386368821
"Vitvi17g00964","SOBIR1","Vitvi07g01869",0.862826044646945
"Vitvi17g00964","SOBIR1","Vitvi07g01920",0.859385910835864
"Vitvi17g00964","SOBIR1","Vitvi07g02294",0.869873388729121
"Vitvi17g00964","SOBIR1","Vitvi07g02538",0.890001082023529
"Vitvi17g00964","SOBIR1","Vitvi07g04089",0.856681150186321
"Vitvi17g00964","SOBIR1","Vitvi08g00723",0.819519135148224
"Vitvi17g00964","SOBIR1","Vitvi08g00851",0.8431780908893
"Vitvi17g00964","SOBIR1","Vitvi08g01884",0.871940608239969
"Vitvi17g00964","SOBIR1","Vitvi08g02069",0.858588989876051
"Vitvi17g00964","SOBIR1","Vitvi08g02336",0.869018112842549
"Vitvi17g00964","SOBIR1","Vitvi09g00144",0.853228172583211
"Vitvi17g00964","SOBIR1","Vitvi09g00258",0.850004459601636
"Vitvi17g00964","SOBIR1","Vitvi09g01335",0.861679070955148
"Vitvi17g00964","SOBIR1","Vitvi09g01344",0.835875941580409
"Vitvi17g00964","SOBIR1","Vitvi09g01401",0.890661039321571
"Vitvi17g00964","SOBIR1","Vitvi09g01555",0.909033517690744
"Vitvi17g00964","SOBIR1","Vitvi09g01556",0.908305058590014
"Vitvi17g00964","SOBIR1","Vitvi09g01560",0.841666139395618
"Vitvi17g00964","SOBIR1","Vitvi09g01664",0.868625205985228
"Vitvi17g00964","SOBIR1","Vitvi09g01951",0.910210998365049
"Vitvi17g00964","SOBIR1","Vitvi09g01954",0.897277347823377
"Vitvi17g00964","SOBIR1","Vitvi09g04210",0.845513738976397
"Vitvi17g00964","SOBIR1","Vitvi09g04219",0.883234435142366
"Vitvi17g00964","SOBIR1","Vitvi09g04536",0.857111591818281
"Vitvi17g00964","SOBIR1","Vitvi09g04545",0.882704171195435
"Vitvi17g00964","SOBIR1","Vitvi09g04548",0.847712036337699
"Vitvi17g00964","SOBIR1","Vitvi09g04565",0.872942158827893
"Vitvi17g00964","SOBIR1","Vitvi10g00210",0.88412845093474
"Vitvi17g00964","SOBIR1","Vitvi10g04093",0.875187657039732
"Vitvi17g00964","SOBIR1","Vitvi11g01623",0.870663870254324
"Vitvi17g00964","SOBIR1","Vitvi11g01641",0.865381080637228
"Vitvi17g00964","SOBIR1","Vitvi12g00730",0.844665074567901
"Vitvi17g00964","SOBIR1","Vitvi12g02231",0.872355160871409
"Vitvi17g00964","SOBIR1","Vitvi12g02578",0.896652216832355
"Vitvi17g00964","SOBIR1","Vitvi13g01825",0.881346320892056
"Vitvi17g00964","SOBIR1","Vitvi13g01980",0.845630234164677
"Vitvi17g00964","SOBIR1","Vitvi14g01373",0.82208853841451
"Vitvi17g00964","SOBIR1","Vitvi14g01840",0.935253066647596
"Vitvi17g00964","SOBIR1","Vitvi14g01911",0.853608667745766
"Vitvi17g00964","SOBIR1","Vitvi14g01916",0.846785003430651
"Vitvi17g00964","SOBIR1","Vitvi14g01967",0.859667511833885
"Vitvi17g00964","SOBIR1","Vitvi14g02934",0.867473874845724
"Vitvi17g00964","SOBIR1","Vitvi14g03030",0.882170951158404
"Vitvi17g00964","SOBIR1","Vitvi14g03042",0.936967316525513
"Vitvi17g00964","SOBIR1","Vitvi14g03055",0.949271963914325
"Vitvi17g00964","SOBIR1","Vitvi14g03056",0.853008351934487
"Vitvi17g00964","SOBIR1","Vitvi14g03057",0.837497210730758
"Vitvi17g00964","SOBIR1","Vitvi14g03072",0.821588959771766
"Vitvi17g00964","SOBIR1","Vitvi15g01003",0.849235968523186
"Vitvi17g00964","SOBIR1","Vitvi15g01540",0.856136787768193
"Vitvi17g00964","SOBIR1","Vitvi16g01296",0.891951053564061
"Vitvi17g00964","SOBIR1","Vitvi16g01417",0.844395765432139
"Vitvi17g00964","SOBIR1","Vitvi16g01695",0.824355914267036
"Vitvi17g00964","SOBIR1","Vitvi16g01699",0.851681990827181
"Vitvi13g00189","WRKY55","Vitvi00g04369",0.871106254293501
"Vitvi13g00189","WRKY55","Vitvi00g04564",0.846908300180858
"Vitvi13g00189","WRKY55","Vitvi01g00477",0.847807549298516
"Vitvi13g00189","WRKY55","Vitvi01g00591",0.814991434823876
"Vitvi13g00189","WRKY55","Vitvi01g00842",0.84874350868991
"Vitvi13g00189","WRKY55","Vitvi01g01592",0.90022448827896
"Vitvi13g00189","WRKY55","Vitvi01g01671",0.852484828650905
"Vitvi13g00189","WRKY55","Vitvi01g01952",0.877815999047554
"Vitvi13g00189","WRKY55","Vitvi01g04094",0.8438246463867
"Vitvi13g00189","WRKY55","Vitvi01g04309",0.856272597746749
"Vitvi13g00189","WRKY55","Vitvi01g04414",0.830571364273868
"Vitvi13g00189","WRKY55","Vitvi02g01323",0.856844354011884
"Vitvi13g00189","WRKY55","Vitvi03g00202",0.797138597437481
"Vitvi13g00189","WRKY55","Vitvi03g00207",0.89451755788008
"Vitvi13g00189","WRKY55","Vitvi03g00548",0.845856392540655
"Vitvi13g00189","WRKY55","Vitvi03g01434",0.85588673448097
"Vitvi13g00189","WRKY55","Vitvi04g00021",0.883120190480632
"Vitvi13g00189","WRKY55","Vitvi04g00029",0.853517591894606
"Vitvi13g00189","WRKY55","Vitvi04g00133",0.874559588679544
"Vitvi13g00189","WRKY55","Vitvi04g00217",0.868564708855419
"Vitvi13g00189","WRKY55","Vitvi04g01635",0.874549819849175
"Vitvi13g00189","WRKY55","Vitvi04g02232",0.879039550661314
"Vitvi13g00189","WRKY55","Vitvi04g02247",0.866955786863211
"Vitvi13g00189","WRKY55","Vitvi05g00544",0.895979106526951
"Vitvi13g00189","WRKY55","Vitvi05g01285",0.802868607393959
"Vitvi13g00189","WRKY55","Vitvi05g01314",0.826958653591575
"Vitvi13g00189","WRKY55","Vitvi05g01656",0.849095490893766
"Vitvi13g00189","WRKY55","Vitvi06g00452",0.86282410440753
"Vitvi13g00189","WRKY55","Vitvi06g00674",0.854537103470113
"Vitvi13g00189","WRKY55","Vitvi06g01559",0.877859942108894
"Vitvi13g00189","WRKY55","Vitvi06g01574",0.887932086888594
"Vitvi13g00189","WRKY55","Vitvi07g01280",0.865143952048006
"Vitvi13g00189","WRKY55","Vitvi07g01330",0.831620168136352
"Vitvi13g00189","WRKY55","Vitvi07g01614",0.883752042269378
"Vitvi13g00189","WRKY55","Vitvi07g01742",0.877195782646807
"Vitvi13g00189","WRKY55","Vitvi07g02005",0.853483669430942
"Vitvi13g00189","WRKY55","Vitvi07g02294",0.855607649199567
"Vitvi13g00189","WRKY55","Vitvi07g02637",0.866465609729806
"Vitvi13g00189","WRKY55","Vitvi07g02649",0.869031521781966
"Vitvi13g00189","WRKY55","Vitvi07g04380",0.867405946585999
"Vitvi13g00189","WRKY55","Vitvi07g04569",0.841720670577047
"Vitvi13g00189","WRKY55","Vitvi08g00222",0.827503997538449
"Vitvi13g00189","WRKY55","Vitvi08g01250",0.861358071760925
"Vitvi13g00189","WRKY55","Vitvi08g01297",0.85333630104484
"Vitvi13g00189","WRKY55","Vitvi08g01702",0.851628543941457
"Vitvi13g00189","WRKY55","Vitvi08g01794",0.825719826298307
"Vitvi13g00189","WRKY55","Vitvi08g02069",0.844959595182264
"Vitvi13g00189","WRKY55","Vitvi08g02333",0.904993689252175
"Vitvi13g00189","WRKY55","Vitvi08g02336",0.86345426500175
"Vitvi13g00189","WRKY55","Vitvi09g01555",0.880160819711014
"Vitvi13g00189","WRKY55","Vitvi09g04545",0.879994346053444
"Vitvi13g00189","WRKY55","Vitvi09g04565",0.887579288703068
"Vitvi13g00189","WRKY55","Vitvi10g00053",0.88667882955232
"Vitvi13g00189","WRKY55","Vitvi10g00210",0.856727385955396
"Vitvi13g00189","WRKY55","Vitvi10g00241",0.858821809295253
"Vitvi13g00189","WRKY55","Vitvi10g00576",0.886207691453367
"Vitvi13g00189","WRKY55","Vitvi10g00652",0.842793662231304
"Vitvi13g00189","WRKY55","Vitvi10g00655",0.903460413947827
"Vitvi13g00189","WRKY55","Vitvi10g00931",0.880543066983989
"Vitvi13g00189","WRKY55","Vitvi10g01077",0.878503216677423
"Vitvi13g00189","WRKY55","Vitvi10g01700",0.875548344090701
"Vitvi13g00189","WRKY55","Vitvi10g01770",0.846022051614083
"Vitvi13g00189","WRKY55","Vitvi10g02015",0.861452212385914
"Vitvi13g00189","WRKY55","Vitvi10g02024",0.84876167916807
"Vitvi13g00189","WRKY55","Vitvi10g04150",0.872633844841067
"Vitvi13g00189","WRKY55","Vitvi10g04385",0.855384625640936
"Vitvi13g00189","WRKY55","Vitvi10g04478",0.882619271681104
"Vitvi13g00189","WRKY55","Vitvi10g04490",0.839155064012588
"Vitvi13g00189","WRKY55","Vitvi10g04641",0.826105798105914
"Vitvi13g00189","WRKY55","Vitvi11g01295",0.838571097131228
"Vitvi13g00189","WRKY55","Vitvi12g02227",0.860143037666221
"Vitvi13g00189","WRKY55","Vitvi12g02440",0.882552765083994
"Vitvi13g00189","WRKY55","Vitvi12g04232",0.824003475240904
"Vitvi13g00189","WRKY55","Vitvi13g00113",0.836752341422237
"Vitvi13g00189","WRKY55","Vitvi13g00417",0.843926566481465
"Vitvi13g00189","WRKY55","Vitvi13g01764",0.893055975281614
"Vitvi13g00189","WRKY55","Vitvi13g01916",0.877987070659777
"Vitvi13g00189","WRKY55","Vitvi14g01003",0.899561292554086
"Vitvi13g00189","WRKY55","Vitvi14g01365",0.845145058358333
"Vitvi13g00189","WRKY55","Vitvi14g01911",0.848207367184018
"Vitvi13g00189","WRKY55","Vitvi14g01967",0.862314154240987
"Vitvi13g00189","WRKY55","Vitvi14g02920",0.87670705274017
"Vitvi13g00189","WRKY55","Vitvi14g02928",0.868738301603408
"Vitvi13g00189","WRKY55","Vitvi14g03031",0.866275403484241
"Vitvi13g00189","WRKY55","Vitvi14g03032",0.892523435169249
"Vitvi13g00189","WRKY55","Vitvi14g03033",0.842896984161239
"Vitvi13g00189","WRKY55","Vitvi14g03055",0.853875581173929
"Vitvi13g00189","WRKY55","Vitvi14g03057",0.853421454328941
"Vitvi13g00189","WRKY55","Vitvi14g03074",0.861178329832412
"Vitvi13g00189","WRKY55","Vitvi14g03121",0.870878545061532
"Vitvi13g00189","WRKY55","Vitvi14g04518",0.870092565249887
"Vitvi13g00189","WRKY55","Vitvi14g04635",0.855536104109269
"Vitvi13g00189","WRKY55","Vitvi15g01540",0.81422147747285
"Vitvi13g00189","WRKY55","Vitvi16g01150",0.878526405020935
"Vitvi13g00189","WRKY55","Vitvi16g01194",0.869011681192181
"Vitvi13g00189","WRKY55","Vitvi16g01417",0.867570835617419
"Vitvi13g00189","WRKY55","Vitvi16g01967",0.837989567293018
"Vitvi13g00189","WRKY55","Vitvi16g04400",0.872164733781513
"Vitvi13g00189","WRKY55","Vitvi16g04406",0.823611898398385
"Vitvi13g00189","WRKY55","Vitvi17g00658",0.820497181199824
"Vitvi13g00189","WRKY55","Vitvi17g01392",0.850651248307515
"Vitvi13g00189","WRKY55","Vitvi17g01396",0.86865688900737
"Vitvi13g00189","WRKY55","Vitvi18g00271",0.835246546467587
"Vitvi13g00189","WRKY55","Vitvi18g00446",0.827242735979761
"Vitvi13g00189","WRKY55","Vitvi18g00683",0.845666021558928
"Vitvi13g00189","WRKY55","Vitvi18g00983",0.837424085022501
"Vitvi13g00189","WRKY55","Vitvi18g03244",0.879424055782244
"Vitvi13g00189","WRKY55","Vitvi18g04763",0.841504361945978
"Vitvi13g00189","WRKY55","Vitvi19g01873",0.851928468328545
"Vitvi13g00189","WRKY55","Vitvi19g02292",0.860033449449231
"Vitvi07g01847","WRKY51","Vitvi02g01404",0.864692245996494
"Vitvi07g01847","WRKY51","Vitvi03g00614",0.876084437528723
"Vitvi07g01847","WRKY51","Vitvi04g00133",0.829198979860278
"Vitvi07g01847","WRKY51","Vitvi05g00617",0.839389416369304
"Vitvi07g01847","WRKY51","Vitvi06g00233",0.777329630330786
"Vitvi07g01847","WRKY51","Vitvi06g01598",0.87198185725861
"Vitvi07g01847","WRKY51","Vitvi07g03153",0.827234409428708
"Vitvi07g01847","WRKY51","Vitvi07g04089",0.806040690824829
"Vitvi07g01847","WRKY51","Vitvi08g00868",0.892598102984583
"Vitvi07g01847","WRKY51","Vitvi08g02069",0.852287524888548
"Vitvi07g01847","WRKY51","Vitvi09g00876",0.862734581323676
"Vitvi07g01847","WRKY51","Vitvi09g01401",0.842991990841673
"Vitvi07g01847","WRKY51","Vitvi11g00901",0.877648429709871
"Vitvi07g01847","WRKY51","Vitvi12g01611",0.81059741867661
"Vitvi07g01847","WRKY51","Vitvi12g02578",0.860630837546258
"Vitvi07g01847","WRKY51","Vitvi13g04617",0.830803563893161
"Vitvi07g01847","WRKY51","Vitvi14g00441",0.818687930087976
"Vitvi07g01847","WRKY51","Vitvi14g03047",0.81309041918704
"Vitvi07g01847","WRKY51","Vitvi15g00595",0.898105585946837
"Vitvi07g01847","WRKY51","Vitvi16g01127",0.881116597797956
"Vitvi07g01847","WRKY51","Vitvi16g01336",0.891855834140585
"Vitvi07g01847","WRKY51","Vitvi16g01960",0.882784672710264
"Vitvi07g01847","WRKY51","Vitvi17g00203",0.844523258986247
"Vitvi07g01847","WRKY51","Vitvi17g00278",0.846017254923812
"Vitvi07g01847","WRKY51","Vitvi18g00050",0.875379820372147
"Vitvi14g01926","PRE6","Vitvi01g01791",0.876641619243002
"Vitvi14g01926","PRE6","Vitvi06g00465",0.824380001828055
"Vitvi14g01926","PRE6","Vitvi07g00283",0.833689568170071
"Vitvi14g01926","PRE6","Vitvi09g00436",0.886742462296503
"Vitvi14g01926","PRE6","Vitvi10g04143",0.866893765085505
"Vitvi14g01926","PRE6","Vitvi15g00916",0.84817679223399
"Vitvi01g01038","NAC29","Vitvi01g00375",0.757096335156539
"Vitvi01g01038","NAC29","Vitvi01g00381",0.799520684597861
"Vitvi01g01038","NAC29","Vitvi01g00481",0.85854866108265
"Vitvi01g01038","NAC29","Vitvi01g00509",0.878226057806134
"Vitvi01g01038","NAC29","Vitvi01g00519",0.805077973309781
"Vitvi01g01038","NAC29","Vitvi01g00717",0.87744471998126
"Vitvi01g01038","NAC29","Vitvi01g00788",0.829980062981039
"Vitvi01g01038","NAC29","Vitvi01g00814",0.851634708567769
"Vitvi01g01038","NAC29","Vitvi01g00918",0.845615768870489
"Vitvi01g01038","NAC29","Vitvi01g01018",0.846940465583139
"Vitvi01g01038","NAC29","Vitvi01g01037",0.922265985421928
"Vitvi01g01038","NAC29","Vitvi01g01459",0.81075898218476
"Vitvi01g01038","NAC29","Vitvi01g01488",0.905282160966649
"Vitvi01g01038","NAC29","Vitvi01g01659",0.793352941878033
"Vitvi01g01038","NAC29","Vitvi01g01680",0.83574888238949
"Vitvi01g01038","NAC29","Vitvi01g01729",0.819365781373553
"Vitvi01g01038","NAC29","Vitvi01g01826",0.837204382104806
"Vitvi01g01038","NAC29","Vitvi01g01958",0.866664362874053
"Vitvi01g01038","NAC29","Vitvi01g01993",0.847497508664462
"Vitvi01g01038","NAC29","Vitvi01g02001",0.805149296512334
"Vitvi01g01038","NAC29","Vitvi01g02061",0.836510097278708
"Vitvi01g01038","NAC29","Vitvi01g04013",0.795518723157428
"Vitvi01g01038","NAC29","Vitvi01g04058",0.902815485251078
"Vitvi01g01038","NAC29","Vitvi01g04109",0.813660344549317
"Vitvi01g01038","NAC29","Vitvi01g04446",0.81724678682374
"Vitvi01g01038","NAC29","Vitvi02g00078",0.837872689062285
"Vitvi01g01038","NAC29","Vitvi02g00079",0.839312090884574
"Vitvi01g01038","NAC29","Vitvi02g00228",0.863665437522334
"Vitvi01g01038","NAC29","Vitvi02g00263",0.84989399220482
"Vitvi01g01038","NAC29","Vitvi02g00286",0.857798287284595
"Vitvi01g01038","NAC29","Vitvi02g00297",0.825232378254374
"Vitvi01g01038","NAC29","Vitvi02g00429",0.886955378448013
"Vitvi01g01038","NAC29","Vitvi02g00446",0.848471651798968
"Vitvi01g01038","NAC29","Vitvi02g00454",0.828731120693699
"Vitvi01g01038","NAC29","Vitvi02g00468",0.832878244674843
"Vitvi01g01038","NAC29","Vitvi02g00500",0.837135082468937
"Vitvi01g01038","NAC29","Vitvi02g00507",0.827755451199238
"Vitvi01g01038","NAC29","Vitvi02g00669",0.837865914334914
"Vitvi01g01038","NAC29","Vitvi02g00704",0.795308419480573
"Vitvi01g01038","NAC29","Vitvi02g00954",0.801941955306293
"Vitvi01g01038","NAC29","Vitvi02g01005",0.81597227443759
"Vitvi01g01038","NAC29","Vitvi02g01288",0.826702411378927
"Vitvi01g01038","NAC29","Vitvi02g01368",0.783212339482545
"Vitvi01g01038","NAC29","Vitvi02g01847",0.855274929856096
"Vitvi01g01038","NAC29","Vitvi03g00156",0.849434731841661
"Vitvi01g01038","NAC29","Vitvi03g00213",0.861855642727978
"Vitvi01g01038","NAC29","Vitvi03g00312",0.864581394521498
"Vitvi01g01038","NAC29","Vitvi03g00426",0.837426351222598
"Vitvi01g01038","NAC29","Vitvi03g00476",0.794277405014466
"Vitvi01g01038","NAC29","Vitvi03g00513",0.808428438968434
"Vitvi01g01038","NAC29","Vitvi03g00533",0.772783125674655
"Vitvi01g01038","NAC29","Vitvi03g00997",0.798167374824764
"Vitvi01g01038","NAC29","Vitvi03g04038",0.830831781599651
"Vitvi01g01038","NAC29","Vitvi04g00202",0.801938663828802
"Vitvi01g01038","NAC29","Vitvi04g00256",0.831367707851922
"Vitvi01g01038","NAC29","Vitvi04g00781",0.854190657071371
"Vitvi01g01038","NAC29","Vitvi04g01330",0.778826182593199
"Vitvi01g01038","NAC29","Vitvi04g01466",0.827205695142681
"Vitvi01g01038","NAC29","Vitvi04g01500",0.821806691205332
"Vitvi01g01038","NAC29","Vitvi04g01550",0.887595985819439
"Vitvi01g01038","NAC29","Vitvi04g01579",0.834969813451372
"Vitvi01g01038","NAC29","Vitvi04g01696",0.913247818903856
"Vitvi01g01038","NAC29","Vitvi04g01819",0.812151668505776
"Vitvi01g01038","NAC29","Vitvi04g01887",0.808917944620746
"Vitvi01g01038","NAC29","Vitvi04g01906",0.872622557962118
"Vitvi01g01038","NAC29","Vitvi04g01909",0.790989044488442
"Vitvi01g01038","NAC29","Vitvi04g02280",0.858162465940167
"Vitvi01g01038","NAC29","Vitvi04g04438",0.828443121700585
"Vitvi01g01038","NAC29","Vitvi05g00040",0.827714124005542
"Vitvi01g01038","NAC29","Vitvi05g00108",0.897327973455669
"Vitvi01g01038","NAC29","Vitvi05g00311",0.867270211364196
"Vitvi01g01038","NAC29","Vitvi05g00443",0.798230241391624
"Vitvi01g01038","NAC29","Vitvi05g00453",0.82709583184619
"Vitvi01g01038","NAC29","Vitvi05g00503",0.894867161702213
"Vitvi01g01038","NAC29","Vitvi05g00626",0.853858973106031
"Vitvi01g01038","NAC29","Vitvi05g00825",0.861969347829646
"Vitvi01g01038","NAC29","Vitvi05g00858",0.768826932455509
"Vitvi01g01038","NAC29","Vitvi05g00966",0.887762051726448
"Vitvi01g01038","NAC29","Vitvi05g01304",0.884311025014587
"Vitvi01g01038","NAC29","Vitvi05g01337",0.828927755896365
"Vitvi01g01038","NAC29","Vitvi05g01507",0.822846905619118
"Vitvi01g01038","NAC29","Vitvi05g01560",0.832061772824637
"Vitvi01g01038","NAC29","Vitvi05g01641",0.809879993594146
"Vitvi01g01038","NAC29","Vitvi05g01675",0.792230820129545
"Vitvi01g01038","NAC29","Vitvi05g02128",0.864090641582399
"Vitvi01g01038","NAC29","Vitvi05g04045",0.830690215743537
"Vitvi01g01038","NAC29","Vitvi06g00029",0.849907250541798
"Vitvi01g01038","NAC29","Vitvi06g00136",0.85060171048794
"Vitvi01g01038","NAC29","Vitvi06g00224",0.817307579040005
"Vitvi01g01038","NAC29","Vitvi06g00290",0.840024635647568
"Vitvi01g01038","NAC29","Vitvi06g00339",0.857468859893245
"Vitvi01g01038","NAC29","Vitvi06g00369",0.805043103333166
"Vitvi01g01038","NAC29","Vitvi06g00429",0.796354603744939
"Vitvi01g01038","NAC29","Vitvi06g00542",0.901421892132149
"Vitvi01g01038","NAC29","Vitvi06g00827",0.802198397733094
"Vitvi01g01038","NAC29","Vitvi06g00920",0.869187221197152
"Vitvi01g01038","NAC29","Vitvi06g00991",0.825598420720096
"Vitvi01g01038","NAC29","Vitvi06g01050",0.813828047967292
"Vitvi01g01038","NAC29","Vitvi06g01148",0.835744958240752
"Vitvi01g01038","NAC29","Vitvi06g01172",0.848167628878589
"Vitvi01g01038","NAC29","Vitvi06g01238",0.841671978264155
"Vitvi01g01038","NAC29","Vitvi06g01480",0.785778408943063
"Vitvi01g01038","NAC29","Vitvi06g01516",0.903231207820126
"Vitvi01g01038","NAC29","Vitvi06g01689",0.88531347949263
"Vitvi01g01038","NAC29","Vitvi06g01690",0.866089802932439
"Vitvi01g01038","NAC29","Vitvi06g01762",0.800924208837244
"Vitvi01g01038","NAC29","Vitvi07g00113",0.832968474251805
"Vitvi01g01038","NAC29","Vitvi07g00116",0.850937595166361
"Vitvi01g01038","NAC29","Vitvi07g00137",0.849833207708766
"Vitvi01g01038","NAC29","Vitvi07g00217",0.877703966907445
"Vitvi01g01038","NAC29","Vitvi07g00234",0.849064931479591
"Vitvi01g01038","NAC29","Vitvi07g00405",0.881402662318026
"Vitvi01g01038","NAC29","Vitvi07g00423",0.844753724345564
"Vitvi01g01038","NAC29","Vitvi07g00434",0.837895777714653
"Vitvi01g01038","NAC29","Vitvi07g01114",0.796974773052197
"Vitvi01g01038","NAC29","Vitvi07g01814",0.821588783277835
"Vitvi01g01038","NAC29","Vitvi07g01985",0.823363820522859
"Vitvi01g01038","NAC29","Vitvi07g02140",0.897854673332032
"Vitvi01g01038","NAC29","Vitvi07g03026",0.838366581815049
"Vitvi01g01038","NAC29","Vitvi07g04587",0.834484875653921
"Vitvi01g01038","NAC29","Vitvi07g04591",0.819206313515539
"Vitvi01g01038","NAC29","Vitvi08g00145",0.801140611727284
"Vitvi01g01038","NAC29","Vitvi08g00718",0.841953598166891
"Vitvi01g01038","NAC29","Vitvi08g00835",0.828552097171321
"Vitvi01g01038","NAC29","Vitvi08g01011",0.899097354239831
"Vitvi01g01038","NAC29","Vitvi08g01069",0.825973843016441
"Vitvi01g01038","NAC29","Vitvi08g01314",0.882120958514223
"Vitvi01g01038","NAC29","Vitvi08g01366",0.839539704154565
"Vitvi01g01038","NAC29","Vitvi08g01409",0.822351870231478
"Vitvi01g01038","NAC29","Vitvi08g01591",0.82018894661942
"Vitvi01g01038","NAC29","Vitvi08g01684",0.851580210536271
"Vitvi01g01038","NAC29","Vitvi08g01722",0.829910079753597
"Vitvi01g01038","NAC29","Vitvi08g01787",0.820029471638033
"Vitvi01g01038","NAC29","Vitvi08g01803",0.797967315047741
"Vitvi01g01038","NAC29","Vitvi08g01838",0.839639353570644
"Vitvi01g01038","NAC29","Vitvi08g01841",0.854561019861344
"Vitvi01g01038","NAC29","Vitvi08g01843",0.830192284971404
"Vitvi01g01038","NAC29","Vitvi08g01857",0.88682187142476
"Vitvi01g01038","NAC29","Vitvi08g02035",0.793353249590623
"Vitvi01g01038","NAC29","Vitvi08g04062",0.794172015504973
"Vitvi01g01038","NAC29","Vitvi09g00134",0.789910251422029
"Vitvi01g01038","NAC29","Vitvi09g00139",0.816497261153444
"Vitvi01g01038","NAC29","Vitvi09g00149",0.82006770537581
"Vitvi01g01038","NAC29","Vitvi09g00312",0.806734942756095
"Vitvi01g01038","NAC29","Vitvi09g00355",0.845909891848132
"Vitvi01g01038","NAC29","Vitvi09g00551",0.82012246040492
"Vitvi01g01038","NAC29","Vitvi09g01273",0.836292647476932
"Vitvi01g01038","NAC29","Vitvi09g01495",0.814163196816585
"Vitvi01g01038","NAC29","Vitvi09g01496",0.814782259530566
"Vitvi01g01038","NAC29","Vitvi09g01654",0.88313605108657
"Vitvi01g01038","NAC29","Vitvi10g00398",0.776829731228831
"Vitvi01g01038","NAC29","Vitvi10g00509",0.886272764464834
"Vitvi01g01038","NAC29","Vitvi10g00618",0.851011024057723
"Vitvi01g01038","NAC29","Vitvi10g00694",0.821912330625932
"Vitvi01g01038","NAC29","Vitvi10g00757",0.845767278956433
"Vitvi01g01038","NAC29","Vitvi10g00835",0.813446817192081
"Vitvi01g01038","NAC29","Vitvi10g01540",0.822933203828247
"Vitvi01g01038","NAC29","Vitvi10g01790",0.801239416756191
"Vitvi01g01038","NAC29","Vitvi10g01901",0.839831565968087
"Vitvi01g01038","NAC29","Vitvi10g02283",0.829297316820168
"Vitvi01g01038","NAC29","Vitvi10g04259",0.86445570638522
"Vitvi01g01038","NAC29","Vitvi10g04381",0.809340945822819
"Vitvi01g01038","NAC29","Vitvi11g00067",0.83552016746068
"Vitvi01g01038","NAC29","Vitvi11g00068",0.854629602754615
"Vitvi01g01038","NAC29","Vitvi11g00080",0.862057213405215
"Vitvi01g01038","NAC29","Vitvi11g00164",0.832130239918476
"Vitvi01g01038","NAC29","Vitvi11g00293",0.7923439556062
"Vitvi01g01038","NAC29","Vitvi11g00314",0.837265889696385
"Vitvi01g01038","NAC29","Vitvi11g00331",0.830597399981834
"Vitvi01g01038","NAC29","Vitvi11g00339",0.860243823727912
"Vitvi01g01038","NAC29","Vitvi11g00394",0.807582882036213
"Vitvi01g01038","NAC29","Vitvi11g00583",0.801601000955384
"Vitvi01g01038","NAC29","Vitvi11g00614",0.821259281008582
"Vitvi01g01038","NAC29","Vitvi11g00723",0.824374329653387
"Vitvi01g01038","NAC29","Vitvi11g00786",0.863195732486841
"Vitvi01g01038","NAC29","Vitvi11g01429",0.844678692952006
"Vitvi01g01038","NAC29","Vitvi11g01448",0.890900339928658
"Vitvi01g01038","NAC29","Vitvi11g04093",0.848762585073818
"Vitvi01g01038","NAC29","Vitvi12g00081",0.794852499242225
"Vitvi01g01038","NAC29","Vitvi12g00086",0.885315446631181
"Vitvi01g01038","NAC29","Vitvi12g00284",0.842110813207805
"Vitvi01g01038","NAC29","Vitvi12g00463",0.840352280387828
"Vitvi01g01038","NAC29","Vitvi12g00478",0.890886659989338
"Vitvi01g01038","NAC29","Vitvi12g01613",0.814269143420941
"Vitvi01g01038","NAC29","Vitvi12g04201",0.888996833960298
"Vitvi01g01038","NAC29","Vitvi13g00097",0.796637459889483
"Vitvi01g01038","NAC29","Vitvi13g00126",0.832333477193426
"Vitvi01g01038","NAC29","Vitvi13g00565",0.794209523125072
"Vitvi01g01038","NAC29","Vitvi13g00918",0.852772645437908
"Vitvi01g01038","NAC29","Vitvi13g01126",0.894008118063843
"Vitvi01g01038","NAC29","Vitvi13g01556",0.905010727116945
"Vitvi01g01038","NAC29","Vitvi13g01755",0.823316506214364
"Vitvi01g01038","NAC29","Vitvi13g01819",0.77945539739677
"Vitvi01g01038","NAC29","Vitvi13g01823",0.833030992642678
"Vitvi01g01038","NAC29","Vitvi14g00050",0.832113842521788
"Vitvi01g01038","NAC29","Vitvi14g00318",0.855164177775239
"Vitvi01g01038","NAC29","Vitvi14g00920",0.833029112392029
"Vitvi01g01038","NAC29","Vitvi14g00973",0.804451396723846
"Vitvi01g01038","NAC29","Vitvi14g01188",0.828835996760778
"Vitvi01g01038","NAC29","Vitvi14g01422",0.806530586567326
