"gene","is_DE_panel_gene","R2_precorrection","R2_unprotected_ComBat","R2_protected_ComBat"
"Vitvi19g01339",FALSE,0.456395028825671,0.452116565944372,0.473248137569636
"Vitvi19g04450",FALSE,0.647127336260076,0.644226671622075,0.661067748031597
"Vitvi19g02198",FALSE,0.321473977966028,0.323665641353192,0.339175143306203
"Vitvi19g04455",TRUE,0.7731538549301,0.766631453432757,0.819203762688177
"Vitvi19g01316",FALSE,0.437346083080172,0.392983861747052,0.459393703802189
"Vitvi19g02193",FALSE,0.37551613262116,0.527231883434158,0.695527972353673
"Vitvi19g01307",TRUE,0.941204147049859,0.829724662525196,0.960501750701485
"Vitvi19g01299",FALSE,0.488142516495512,0.498935557946843,0.519277411520509
"Vitvi19g02186",FALSE,0.918171869680562,0.897434585538958,0.932465093172509
"Vitvi19g02185",FALSE,0.707528023137965,0.675505651614052,0.814428182908184
"Vitvi19g04465",FALSE,0.270891315358775,0.26965002268694,0.287404045874545
"Vitvi19g01446",FALSE,0.67292433730618,0.678985930368114,0.68319157646457
"Vitvi19g04467",FALSE,0.2256498217736,0.203668425691184,0.207089229264683
"Vitvi19g01450",TRUE,0.808410175167347,0.753998640789625,0.830349772766449
"Vitvi19g04471",TRUE,0.747282506150475,0.787163759121906,0.814627355775848
"Vitvi19g01456",FALSE,0.590277353812454,0.572354982722979,0.694460138265828
"Vitvi19g04477",FALSE,0.320776105824174,0.316366942966864,0.339215445611448
"Vitvi19g01464",FALSE,0.653267812349632,0.712100493088384,0.726361565691737
"Vitvi19g01465",FALSE,0.549781492892265,0.581349933323233,0.6146270497633
"Vitvi19g01471",FALSE,0.598891093580715,0.565903323918396,0.590091207201132
"Vitvi19g04480",FALSE,0.612657316283013,0.620394624603701,0.662151303456746
"Vitvi19g04481",FALSE,0.29367166335875,0.299765769235666,0.319681723978909
"Vitvi19g04482",FALSE,0.621709923992506,0.619262633826933,0.663047005471166
"Vitvi19g01479",FALSE,0.733276784195795,0.701907784788653,0.735913756057281
"Vitvi19g01480",FALSE,0.625708232368673,0.655391069222891,0.668841361715682
"Vitvi19g01483",FALSE,0.534131044702912,0.524211966414733,0.645870988912994
"Vitvi19g01484",TRUE,0.748845264915062,0.794918845588478,0.84166145487261
"Vitvi19g01486",FALSE,0.596361086593984,0.59337837140653,0.610547577322757
"Vitvi19g04487",FALSE,0.619436934685463,0.677413480006503,0.713307898444914
"Vitvi19g04488",FALSE,0.630167118420363,0.630340607588581,0.64494557554779
"Vitvi19g02251",FALSE,0.579897694633874,0.545950169422962,0.594954968424307
"Vitvi19g04489",FALSE,0.614249728273155,0.556402421373467,0.643824979908644
"Vitvi19g01499",FALSE,0.637848059915814,0.707200052529326,0.71859551651619
"Vitvi19g02252",FALSE,0.649986690279766,0.663503809745048,0.702877880084307
"Vitvi19g01500",FALSE,0.724895819842059,0.787996445075139,0.843259823623405
"Vitvi19g01501",FALSE,0.468516387834959,0.483074619870146,0.519378630592576
"Vitvi19g01505",FALSE,0.777719645531193,0.744972713989522,0.777709202876771
"Vitvi19g04492",FALSE,0.254878883429916,0.273116636665569,0.317071872189069
"Vitvi19g01507",FALSE,0.605203993279278,0.687249788294455,0.716348958359692
"Vitvi19g04493",FALSE,0.524905601246981,0.547863198749137,0.535404298962173
"Vitvi19g04494",FALSE,0.516484688132207,0.482399112509632,0.561228820532716
"Vitvi19g01512",FALSE,0.78779913134639,0.823483012455585,0.828200054862312
"Vitvi19g01514",FALSE,0.600911993939946,0.528079340338736,0.60436781044426
"Vitvi19g02259",FALSE,0.523973631655828,0.452884969727645,0.495055302966823
"Vitvi19g04498",FALSE,0.708222051288163,0.72226979227515,0.721273106272187
"Vitvi19g01522",FALSE,0.349116506350117,0.381678917168899,0.403095427731541
"Vitvi19g01523",FALSE,0.634667125171156,0.654875352677962,0.650471145528597
"Vitvi19g02261",TRUE,0.784827141653449,0.828785163635122,0.840116437392377
"Vitvi19g01524",FALSE,0.19753248476111,0.196143940755286,0.215204195621152
"Vitvi19g01525",FALSE,0.633565444498623,0.71065353614059,0.727848376090907
"Vitvi19g04501",FALSE,0.816581937219312,0.817525252702888,0.829666521362305
"Vitvi19g01531",FALSE,0.624448842717166,0.712313471947071,0.688157607877791
"Vitvi19g01532",FALSE,0.696761690822555,0.772195302404774,0.782262204095142
"Vitvi19g01533",FALSE,0.458971053368584,0.462627908059196,0.487236967572307
"Vitvi19g04508",FALSE,0.672150891607625,0.702290992119105,0.710656949251312
"Vitvi19g04509",FALSE,0.778608609287332,0.747702841929911,0.822703643743159
"Vitvi19g01545",FALSE,0.297069836094416,0.33068794892953,0.34045400526279
"Vitvi19g04513",FALSE,0.712036275635137,0.754600564494007,0.759938741336773
"Vitvi19g01548",FALSE,0.675710787352185,0.686440455813126,0.685403896468817
"Vitvi19g01549",FALSE,0.571521832721026,0.70839096977851,0.76499308675213
"Vitvi19g01550",FALSE,0.543627543469189,0.626528394267963,0.685750236124321
"Vitvi19g01551",FALSE,0.463136050400659,0.487647007394793,0.607213636135705
"Vitvi19g01552",FALSE,0.5305740718414,0.58198364130676,0.610067816333743
"Vitvi19g02269",FALSE,0.513048705653374,0.496293893222309,0.518343637232275
"Vitvi19g01555",FALSE,0.471022656923213,0.433765756377894,0.675083835616595
"Vitvi19g01557",FALSE,0.656909943877749,0.632897663599435,0.655706291005581
"Vitvi19g01559",FALSE,0.468769579939527,0.420994509164621,0.498442486940169
"Vitvi19g04515",FALSE,0.515693324066983,0.544588473341847,0.567572260846118
"Vitvi19g04516",FALSE,0.547220621249414,0.580782401520074,0.641533957252261
"Vitvi19g04517",FALSE,0.835365083842486,0.838451300937778,0.891043145373163
"Vitvi19g02270",TRUE,0.958511204472334,0.942411660903365,0.965014179073796
"Vitvi19g01561",FALSE,0.595453708754884,0.610701163925919,0.631720719664343
"Vitvi19g02272",FALSE,0.545838767940236,0.542457932814973,0.554829109299346
"Vitvi19g02273",FALSE,0.570964295299423,0.590532998245319,0.606988123306695
"Vitvi19g01564",FALSE,0.38764238352426,0.362620770548771,0.393038317247744
"Vitvi19g04519",FALSE,0.533416057614986,0.585170247074834,0.69769923311718
