"matrix","grouping","level","n","method","r","slope"
"rlog_design_noBE","condition","GLOBAL",36,"pearson",0.0372724088552818,0.0084338347732851
"rlog_design_noBE","condition","Rpv12.0",3,"pearson",0.0272476903440894,0.000677204898755756
"rlog_design_noBE","condition","Rpv12.1.0",3,"pearson",-0.027741374579774,-0.00114558756130499
"rlog_design_noBE","condition","Rpv12.1.24",3,"pearson",0.0339623205234599,0.0112766553585437
"rlog_design_noBE","condition","Rpv12.1.3.0",3,"pearson",-0.0478299066872597,-0.00191182848406024
"rlog_design_noBE","condition","Rpv12.1.3.24",3,"pearson",0.0223343202749242,0.00353917497498141
"rlog_design_noBE","condition","Rpv12.1.3.6",3,"pearson",0.0259094888025614,0.00170984698082601
"rlog_design_noBE","condition","Rpv12.1.6",3,"pearson",0.0203304895271935,0.00296940603314723
"rlog_design_noBE","condition","Rpv12.24",3,"pearson",-0.0730965813009787,-0.00097789744614533
"rlog_design_noBE","condition","Rpv12.6",3,"pearson",0.0622825228949686,0.00970528921752591
"rlog_design_noBE","condition","Susceptible.0",3,"pearson",0.0427988298857746,0.0125779298957747
"rlog_design_noBE","condition","Susceptible.24",3,"pearson",0.0328526978526973,0.0085106895987989
"rlog_design_noBE","condition","Susceptible.6",3,"pearson",-0.172951788665968,-0.00151144106576211
"rlog_design_noBE","myTime","GLOBAL",36,"spearman",0.136513862541429,0.0084338347732851
"rlog_design_noBE","myTime","0",12,"spearman",0.119093869109798,0.00868966703254768
"rlog_design_noBE","myTime","6",12,"spearman",0.12814946695806,0.0044525871068152
"rlog_design_noBE","myTime","24",12,"spearman",0.142057082276669,0.0102917698837103
"rlog_design_noBE","myTime","GLOBAL",36,"pearson",0.0372724088552818,0.0084338347732851
"rlog_design_noBE","myTime","0",12,"pearson",0.0354285598845258,0.00868966703254768
"rlog_design_noBE","myTime","6",12,"pearson",0.0201724241215242,0.0044525871068152
"rlog_design_noBE","myTime","24",12,"pearson",0.0407561244071227,0.0102917698837103
"rlog_design_noBE","myResistance","GLOBAL",36,"spearman",0.136513862541429,0.0084338347732851
"rlog_design_noBE","myResistance","Rpv1",9,"spearman",0.179868687738124,0.00824217773534229
"rlog_design_noBE","myResistance","Rpv1.12",9,"spearman",0.158184751309565,0.00769827841219125
"rlog_design_noBE","myResistance","Rpv1.12.3",9,"spearman",0.132459250878634,-0.000920882155458769
"rlog_design_noBE","myResistance","Susceptible",9,"spearman",0.143165258443361,0.00993069925330132
"rlog_design_noBE","myResistance","GLOBAL",36,"pearson",0.0372724088552818,0.0084338347732851
"rlog_design_noBE","myResistance","Rpv1",9,"pearson",0.0576145448577683,0.00824217773534229
"rlog_design_noBE","myResistance","Rpv1.12",9,"pearson",0.0481734086873031,0.00769827841219125
"rlog_design_noBE","myResistance","Rpv1.12.3",9,"pearson",-0.00898802071620905,-0.000920882155458769
"rlog_design_noBE","myResistance","Susceptible",9,"pearson",0.054909671515934,0.00993069925330132
"vst_design_noBE","condition","GLOBAL",36,"spearman",0.144467289297093,0.0201525579039791
"vst_design_noBE","condition","Rpv12.0",3,"spearman",0.0373754246601977,0.000942094386556863
"vst_design_noBE","condition","Rpv12.1.0",3,"spearman",-0.0723997349654885,-0.00243121108622064
"vst_design_noBE","condition","Rpv12.1.24",3,"spearman",0.151060208435571,0.0261410577856232
"vst_design_noBE","condition","Rpv12.1.3.0",3,"spearman",0.00836417449127515,-0.00371415002899757
"vst_design_noBE","condition","Rpv12.1.3.24",3,"spearman",0.0829222697803794,0.0072002791864568
"vst_design_noBE","condition","Rpv12.1.3.6",3,"spearman",0.174061671682892,0.00406599409863398
"vst_design_noBE","condition","Rpv12.1.6",3,"spearman",0.14954304083447,0.0079144001316671
"vst_design_noBE","condition","Rpv12.24",3,"spearman",-0.216504101181079,-0.00273279142237477
"vst_design_noBE","condition","Rpv12.6",3,"spearman",0.183270789979493,0.0214183040452187
"vst_design_noBE","condition","Susceptible.0",3,"spearman",0.074931480563206,0.0247839655910488
"vst_design_noBE","condition","Susceptible.24",3,"spearman",0.130643274316346,0.0227821766701889
"vst_design_noBE","condition","Susceptible.6",3,"spearman",-0.370969442990603,-0.00396672260918858
"vst_design_noBE","condition","GLOBAL",36,"pearson",0.0681175789101485,0.0201525579039791
"vst_design_noBE","condition","Rpv12.0",3,"pearson",0.0243950334872552,0.000942094386556863
"vst_design_noBE","condition","Rpv12.1.0",3,"pearson",-0.0547105852174656,-0.00243121108622064
"vst_design_noBE","condition","Rpv12.1.24",3,"pearson",0.0579572643537968,0.0261410577856232
"vst_design_noBE","condition","Rpv12.1.3.0",3,"pearson",-0.0820362549970141,-0.00371415002899757
"vst_design_noBE","condition","Rpv12.1.3.24",3,"pearson",0.037060478019332,0.0072002791864568
"vst_design_noBE","condition","Rpv12.1.3.6",3,"pearson",0.0485424334595271,0.00406599409863398
"vst_design_noBE","condition","Rpv12.1.6",3,"pearson",0.0451312619024778,0.0079144001316671
"vst_design_noBE","condition","Rpv12.24",3,"pearson",-0.200781004303672,-0.00273279142237477
"vst_design_noBE","condition","Rpv12.6",3,"pearson",0.105904371329318,0.0214183040452187
"vst_design_noBE","condition","Susceptible.0",3,"pearson",0.063867346214283,0.0247839655910488
"vst_design_noBE","condition","Susceptible.24",3,"pearson",0.0655657223639322,0.0227821766701889
"vst_design_noBE","condition","Susceptible.6",3,"pearson",-0.322888840234034,-0.00396672260918858
"vst_design_noBE","myTime","GLOBAL",36,"spearman",0.144467289297093,0.0201525579039791
"vst_design_noBE","myTime","0",12,"spearman",0.103826773212091,0.0198134157392187
"vst_design_noBE","myTime","6",12,"spearman",0.112925160207893,0.0122837800412765
"vst_design_noBE","myTime","24",12,"spearman",0.147079668044314,0.0252878601745383
"vst_design_noBE","myTime","GLOBAL",36,"pearson",0.0681175789101485,0.0201525579039791
"vst_design_noBE","myTime","0",12,"pearson",0.061828396019705,0.0198134157392187
"vst_design_noBE","myTime","6",12,"pearson",0.0443219930667188,0.0122837800412765
"vst_design_noBE","myTime","24",12,"pearson",0.0750325122502857,0.0252878601745383
"vst_design_noBE","myResistance","GLOBAL",36,"spearman",0.144467289297093,0.0201525579039791
"vst_design_noBE","myResistance","Rpv1",9,"spearman",0.180877323083261,0.018497525722667
"vst_design_noBE","myResistance","Rpv1.12",9,"spearman",0.157903313816394,0.0173063118732389
"vst_design_noBE","myResistance","Rpv1.12.3",9,"spearman",0.0933082074559316,0.00019719248219731
"vst_design_noBE","myResistance","Susceptible",9,"spearman",0.126843613928139,0.0220164601744237
"vst_design_noBE","myResistance","GLOBAL",36,"pearson",0.0681175789101485,0.0201525579039791
"vst_design_noBE","myResistance","Rpv1",9,"pearson",0.102055058202971,0.018497525722667
"vst_design_noBE","myResistance","Rpv1.12",9,"pearson",0.0817080334157022,0.0173063118732389
"vst_design_noBE","myResistance","Rpv1.12.3",9,"pearson",0.00158658359789497,0.00019719248219731
"vst_design_noBE","myResistance","Susceptible",9,"pearson",0.0914776270925095,0.0220164601744237
"raw_CB","condition","GLOBAL",36,"spearman",0.97326195954763,38193.3804529316
"raw_CB","condition","Rpv12.0",3,"spearman",0.941545388248222,13506.195386252
"raw_CB","condition","Rpv12.1.0",3,"spearman",0.951425189448409,8512.87441941366
"raw_CB","condition","Rpv12.1.24",3,"spearman",0.933300982696988,35598.9953765669
"raw_CB","condition","Rpv12.1.3.0",3,"spearman",0.954844646172855,29100.2293929951
"raw_CB","condition","Rpv12.1.3.24",3,"spearman",0.94052000357251,8110.36957302612
"raw_CB","condition","Rpv12.1.3.6",3,"spearman",0.964883047078836,43438.8136681256
"raw_CB","condition","Rpv12.1.6",3,"spearman",0.941667054890427,28489.5066320423
"raw_CB","condition","Rpv12.24",3,"spearman",0.982832528229477,14730.0610866937
"raw_CB","condition","Rpv12.6",3,"spearman",0.957135059468155,24016.3695584232
"raw_CB","condition","Susceptible.0",3,"spearman",0.919702572360718,17286.1965610325
"raw_CB","condition","Susceptible.24",3,"spearman",0.907557686617988,32279.0099470886
"raw_CB","condition","Susceptible.6",3,"spearman",0.963217888960056,2567.55318291346
"raw_CB","condition","GLOBAL",36,"pearson",0.68760050592992,38193.3804529316
"raw_CB","condition","Rpv12.0",3,"pearson",0.56210177223235,13506.195386252
"raw_CB","condition","Rpv12.1.0",3,"pearson",0.697666478391423,8512.87441941366
"raw_CB","condition","Rpv12.1.24",3,"pearson",0.559299365427074,35598.9953765669
"raw_CB","condition","Rpv12.1.3.0",3,"pearson",0.7660549192841,29100.2293929951
"raw_CB","condition","Rpv12.1.3.24",3,"pearson",0.722662953152997,8110.36957302612
"raw_CB","condition","Rpv12.1.3.6",3,"pearson",0.788361758423066,43438.8136681256
"raw_CB","condition","Rpv12.1.6",3,"pearson",0.614348004316974,28489.5066320423
"raw_CB","condition","Rpv12.24",3,"pearson",0.812426825043132,14730.0610866937
"raw_CB","condition","Rpv12.6",3,"pearson",0.425742408221732,24016.3695584232
"raw_CB","condition","Susceptible.0",3,"pearson",0.59098762545785,17286.1965610325
"raw_CB","condition","Susceptible.24",3,"pearson",0.611014219728328,32279.0099470886
"raw_CB","condition","Susceptible.6",3,"pearson",0.637116418636421,2567.55318291346
"raw_CB","myTime","GLOBAL",36,"spearman",0.97326195954763,38193.3804529316
"raw_CB","myTime","0",12,"spearman",0.974258094231952,36769.5575789856
"raw_CB","myTime","6",12,"spearman",0.972880768318826,33089.324749105
"raw_CB","myTime","24",12,"spearman",0.96893542571599,33672.4420898098
"raw_CB","myTime","GLOBAL",36,"pearson",0.68760050592992,38193.3804529316
"raw_CB","myTime","0",12,"pearson",0.680029943651486,36769.5575789856
"raw_CB","myTime","6",12,"pearson",0.704791398089219,33089.324749105
"raw_CB","myTime","24",12,"pearson",0.685609572165626,33672.4420898098
"raw_CB","myResistance","GLOBAL",36,"spearman",0.97326195954763,38193.3804529316
"raw_CB","myResistance","Rpv1",9,"spearman",0.979288997982748,30066.8528739873
"raw_CB","myResistance","Rpv1.12",9,"spearman",0.971433188458752,34876.6438886798
"raw_CB","myResistance","Rpv1.12.3",9,"spearman",0.978220243465539,25526.0258744517
"raw_CB","myResistance","Susceptible",9,"spearman",0.957461086173924,18969.6363202155
"raw_CB","myResistance","GLOBAL",36,"pearson",0.68760050592992,38193.3804529316
"raw_CB","myResistance","Rpv1",9,"pearson",0.48235813595285,30066.8528739873
"raw_CB","myResistance","Rpv1.12",9,"pearson",0.587159245412778,34876.6438886798
"raw_CB","myResistance","Rpv1.12.3",9,"pearson",0.79956312959344,25526.0258744517
"raw_CB","myResistance","Susceptible",9,"pearson",0.810935185647555,18969.6363202155
"raw_CB_mod","condition","GLOBAL",36,"spearman",0.971109245919164,39655.4397059602
"raw_CB_mod","condition","Rpv12.0",3,"spearman",0.92756964553939,13633.730463213
"raw_CB_mod","condition","Rpv12.1.0",3,"spearman",0.946822762338319,8891.84770189628
"raw_CB_mod","condition","Rpv12.1.24",3,"spearman",0.931081758307992,25784.0637325407
"raw_CB_mod","condition","Rpv12.1.3.0",3,"spearman",0.947230127932105,33454.6019276186
"raw_CB_mod","condition","Rpv12.1.3.24",3,"spearman",0.913246606118437,5742.41994300483
"raw_CB_mod","condition","Rpv12.1.3.6",3,"spearman",0.952519012542249,53870.0359755945
"raw_CB_mod","condition","Rpv12.1.6",3,"spearman",0.939803974612343,19982.9896570865
"raw_CB_mod","condition","Rpv12.24",3,"spearman",0.975670899520646,13784.7565689384
"raw_CB_mod","condition","Rpv12.6",3,"spearman",0.946432431594045,20109.9827651224
"raw_CB_mod","condition","Susceptible.0",3,"spearman",0.904816609970831,14399.8497113243
"raw_CB_mod","condition","Susceptible.24",3,"spearman",0.903816434203247,31798.9435966081
"raw_CB_mod","condition","Susceptible.6",3,"spearman",0.958852516773459,2364.4888339431
"raw_CB_mod","condition","GLOBAL",36,"pearson",0.687806779922497,39655.4397059602
"raw_CB_mod","condition","Rpv12.0",3,"pearson",0.50699090335682,13633.730463213
"raw_CB_mod","condition","Rpv12.1.0",3,"pearson",0.692609370801921,8891.84770189628
"raw_CB_mod","condition","Rpv12.1.24",3,"pearson",0.574760754585416,25784.0637325407
"raw_CB_mod","condition","Rpv12.1.3.0",3,"pearson",0.735790737285433,33454.6019276186
"raw_CB_mod","condition","Rpv12.1.3.24",3,"pearson",0.627740720688072,5742.41994300483
"raw_CB_mod","condition","Rpv12.1.3.6",3,"pearson",0.7695504627566,53870.0359755945
"raw_CB_mod","condition","Rpv12.1.6",3,"pearson",0.686129769179575,19982.9896570865
"raw_CB_mod","condition","Rpv12.24",3,"pearson",0.807461662638927,13784.7565689384
"raw_CB_mod","condition","Rpv12.6",3,"pearson",0.453958928097778,20109.9827651224
"raw_CB_mod","condition","Susceptible.0",3,"pearson",0.623071205124886,14399.8497113243
"raw_CB_mod","condition","Susceptible.24",3,"pearson",0.653077547471203,31798.9435966081
"raw_CB_mod","condition","Susceptible.6",3,"pearson",0.662678560484687,2364.4888339431
"raw_CB_mod","myTime","GLOBAL",36,"spearman",0.971109245919164,39655.4397059602
"raw_CB_mod","myTime","0",12,"spearman",0.969987481001394,38056.4251948985
"raw_CB_mod","myTime","6",12,"spearman",0.970195629704122,30634.5226427336
"raw_CB_mod","myTime","24",12,"spearman",0.966440452382433,31961.5978808171
"raw_CB_mod","myTime","GLOBAL",36,"pearson",0.687806779922497,39655.4397059602
"raw_CB_mod","myTime","0",12,"pearson",0.606926620946182,38056.4251948985
"raw_CB_mod","myTime","6",12,"pearson",0.725412603768576,30634.5226427336
"raw_CB_mod","myTime","24",12,"pearson",0.720551252960191,31961.5978808171
"raw_CB_mod","myResistance","GLOBAL",36,"spearman",0.971109245919164,39655.4397059602
"raw_CB_mod","myResistance","Rpv1",9,"spearman",0.973631688548334,33201.3465236493
"raw_CB_mod","myResistance","Rpv1.12",9,"spearman",0.968735113057212,34944.2501853817
"raw_CB_mod","myResistance","Rpv1.12.3",9,"spearman",0.969849662279378,28306.5459455643
"raw_CB_mod","myResistance","Susceptible",9,"spearman",0.952326080192517,19225.5794173073
"raw_CB_mod","myResistance","GLOBAL",36,"pearson",0.687806779922497,39655.4397059602
"raw_CB_mod","myResistance","Rpv1",9,"pearson",0.479342331890109,33201.3465236493
"raw_CB_mod","myResistance","Rpv1.12",9,"pearson",0.570858728037097,34944.2501853817
"raw_CB_mod","myResistance","Rpv1.12.3",9,"pearson",0.791853964133953,28306.5459455643
"raw_CB_mod","myResistance","Susceptible",9,"pearson",0.811979054551774,19225.5794173073
"log2raw_CB","condition","GLOBAL",36,"spearman",-0.671857791571426,-0.14566945344623
"log2raw_CB","condition","Rpv12.0",3,"spearman",-0.363081849297785,-0.0744032130444728
"log2raw_CB","condition","Rpv12.1.0",3,"spearman",-0.345530799896585,-0.0820262133952624
"log2raw_CB","condition","Rpv12.1.24",3,"spearman",-0.460671235047013,-0.122829395186595
"log2raw_CB","condition","Rpv12.1.3.0",3,"spearman",-0.241536551951928,-0.0858315688895572
"log2raw_CB","condition","Rpv12.1.3.24",3,"spearman",-0.506344718782402,-0.079376259326796
"log2raw_CB","condition","Rpv12.1.3.6",3,"spearman",-0.292996750857514,-0.0873464883673054
"log2raw_CB","condition","Rpv12.1.6",3,"spearman",-0.474826986721205,-0.0893515758224204
"log2raw_CB","condition","Rpv12.24",3,"spearman",-0.302296422952286,-0.0595804423389301
"log2raw_CB","condition","Rpv12.6",3,"spearman",-0.385934186732948,-0.0995380436160457
"log2raw_CB","condition","Susceptible.0",3,"spearman",-0.501954115216745,-0.113062335872874
"log2raw_CB","condition","Susceptible.24",3,"spearman",-0.453470117145388,-0.128145458498162
"log2raw_CB","condition","Susceptible.6",3,"spearman",-0.52731825657925,-0.0690431474350033
"log2raw_CB","condition","GLOBAL",36,"pearson",-0.361347947622892,-0.14566945344623
"log2raw_CB","condition","Rpv12.0",3,"pearson",-0.44900961139409,-0.0744032130444728
"log2raw_CB","condition","Rpv12.1.0",3,"pearson",-0.430585453840899,-0.0820262133952624
"log2raw_CB","condition","Rpv12.1.24",3,"pearson",-0.284908546344675,-0.122829395186595
"log2raw_CB","condition","Rpv12.1.3.0",3,"pearson",-0.391031478932443,-0.0858315688895572
"log2raw_CB","condition","Rpv12.1.3.24",3,"pearson",-0.338685992337873,-0.079376259326796
"log2raw_CB","condition","Rpv12.1.3.6",3,"pearson",-0.334529362471587,-0.0873464883673054
"log2raw_CB","condition","Rpv12.1.6",3,"pearson",-0.329340474030968,-0.0893515758224204
"log2raw_CB","condition","Rpv12.24",3,"pearson",-0.437896763662851,-0.0595804423389301
"log2raw_CB","condition","Rpv12.6",3,"pearson",-0.253613723217777,-0.0995380436160457
"log2raw_CB","condition","Susceptible.0",3,"pearson",-0.303226994877222,-0.113062335872874
"log2raw_CB","condition","Susceptible.24",3,"pearson",-0.259297307335555,-0.128145458498162
"log2raw_CB","condition","Susceptible.6",3,"pearson",-0.515592685707995,-0.0690431474350033
"log2raw_CB","myTime","GLOBAL",36,"spearman",-0.671857791571426,-0.14566945344623
"log2raw_CB","myTime","0",12,"spearman",-0.61612927893901,-0.139219844531628
"log2raw_CB","myTime","6",12,"spearman",-0.657729681844799,-0.139047272861515
"log2raw_CB","myTime","24",12,"spearman",-0.660748489750486,-0.158345499080125
"log2raw_CB","myTime","GLOBAL",36,"pearson",-0.361347947622892,-0.14566945344623
"log2raw_CB","myTime","0",12,"pearson",-0.298901918811926,-0.139219844531628
"log2raw_CB","myTime","6",12,"pearson",-0.366524675884821,-0.139047272861515
"log2raw_CB","myTime","24",12,"pearson",-0.360992417371236,-0.158345499080125
"log2raw_CB","myResistance","GLOBAL",36,"spearman",-0.671857791571426,-0.14566945344623
"log2raw_CB","myResistance","Rpv1",9,"spearman",-0.566201956192991,-0.107672652232314
"log2raw_CB","myResistance","Rpv1.12",9,"spearman",-0.584660587472629,-0.104943096985552
"log2raw_CB","myResistance","Rpv1.12.3",9,"spearman",-0.614474952893596,-0.0942382949021301
"log2raw_CB","myResistance","Susceptible",9,"spearman",-0.621975220220569,-0.113179147787947
"log2raw_CB","myResistance","GLOBAL",36,"pearson",-0.361347947622892,-0.14566945344623
"log2raw_CB","myResistance","Rpv1",9,"pearson",-0.347512840258077,-0.107672652232314
"log2raw_CB","myResistance","Rpv1.12",9,"pearson",-0.334630786720829,-0.104943096985552
"log2raw_CB","myResistance","Rpv1.12.3",9,"pearson",-0.471328191156132,-0.0942382949021301
"log2raw_CB","myResistance","Susceptible",9,"pearson",-0.370004827095734,-0.113179147787947
"log2raw_CB_mod","condition","GLOBAL",36,"spearman",-0.671822370039203,-0.157614049216026
"log2raw_CB_mod","condition","Rpv12.0",3,"spearman",-0.361130840049351,-0.0775986175885684
"log2raw_CB_mod","condition","Rpv12.1.0",3,"spearman",-0.336398612339195,-0.0848337344564471
"log2raw_CB_mod","condition","Rpv12.1.24",3,"spearman",-0.45791774430016,-0.110298109827477
"log2raw_CB_mod","condition","Rpv12.1.3.0",3,"spearman",-0.241288236853594,-0.0908277926371164
"log2raw_CB_mod","condition","Rpv12.1.3.24",3,"spearman",-0.512093410544523,-0.0722255092259035
"log2raw_CB_mod","condition","Rpv12.1.3.6",3,"spearman",-0.295791243502286,-0.0865818827752715
"log2raw_CB_mod","condition","Rpv12.1.6",3,"spearman",-0.461189322796688,-0.0850476016074256
"log2raw_CB_mod","condition","Rpv12.24",3,"spearman",-0.311655657183522,-0.0541946549776496
"log2raw_CB_mod","condition","Rpv12.6",3,"spearman",-0.4118890929607,-0.0821387245376048
"log2raw_CB_mod","condition","Susceptible.0",3,"spearman",-0.545225043169892,-0.10337944948296
"log2raw_CB_mod","condition","Susceptible.24",3,"spearman",-0.46698403695966,-0.1202126719777
"log2raw_CB_mod","condition","Susceptible.6",3,"spearman",-0.527746825740118,-0.0621277108745673
"log2raw_CB_mod","condition","GLOBAL",36,"pearson",-0.353647968358126,-0.157614049216026
"log2raw_CB_mod","condition","Rpv12.0",3,"pearson",-0.451443425462521,-0.0775986175885684
"log2raw_CB_mod","condition","Rpv12.1.0",3,"pearson",-0.42857024004109,-0.0848337344564471
"log2raw_CB_mod","condition","Rpv12.1.24",3,"pearson",-0.289572412064939,-0.110298109827477
"log2raw_CB_mod","condition","Rpv12.1.3.0",3,"pearson",-0.389800112731326,-0.0908277926371164
"log2raw_CB_mod","condition","Rpv12.1.3.24",3,"pearson",-0.358705422813625,-0.0722255092259035
"log2raw_CB_mod","condition","Rpv12.1.3.6",3,"pearson",-0.323196418853254,-0.0865818827752715
"log2raw_CB_mod","condition","Rpv12.1.6",3,"pearson",-0.308664937681249,-0.0850476016074256
"log2raw_CB_mod","condition","Rpv12.24",3,"pearson",-0.446756490521521,-0.0541946549776496
"log2raw_CB_mod","condition","Rpv12.6",3,"pearson",-0.304647791939559,-0.0821387245376048
"log2raw_CB_mod","condition","Susceptible.0",3,"pearson",-0.321889324688156,-0.10337944948296
"log2raw_CB_mod","condition","Susceptible.24",3,"pearson",-0.264214885199948,-0.1202126719777
"log2raw_CB_mod","condition","Susceptible.6",3,"pearson",-0.519802347712268,-0.0621277108745673
"log2raw_CB_mod","myTime","GLOBAL",36,"spearman",-0.671822370039203,-0.157614049216026
"log2raw_CB_mod","myTime","0",12,"spearman",-0.605518540280435,-0.152683670787808
"log2raw_CB_mod","myTime","6",12,"spearman",-0.665556892108585,-0.144053840337461
"log2raw_CB_mod","myTime","24",12,"spearman",-0.66228699394771,-0.163360423820515
"log2raw_CB_mod","myTime","GLOBAL",36,"pearson",-0.353647968358126,-0.157614049216026
"log2raw_CB_mod","myTime","0",12,"pearson",-0.273509766717953,-0.152683670787808
"log2raw_CB_mod","myTime","6",12,"pearson",-0.362458902332224,-0.144053840337461
"log2raw_CB_mod","myTime","24",12,"pearson",-0.355043515178812,-0.163360423820515
"log2raw_CB_mod","myResistance","GLOBAL",36,"spearman",-0.671822370039203,-0.157614049216026
"log2raw_CB_mod","myResistance","Rpv1",9,"spearman",-0.556117332783889,-0.119440478013053
"log2raw_CB_mod","myResistance","Rpv1.12",9,"spearman",-0.563507455080641,-0.103380136783482
"log2raw_CB_mod","myResistance","Rpv1.12.3",9,"spearman",-0.613536078181009,-0.0942343399774365
"log2raw_CB_mod","myResistance","Susceptible",9,"spearman",-0.628249139169682,-0.110139661523001
"log2raw_CB_mod","myResistance","GLOBAL",36,"pearson",-0.353647968358126,-0.157614049216026
"log2raw_CB_mod","myResistance","Rpv1",9,"pearson",-0.304845551296443,-0.119440478013053
"log2raw_CB_mod","myResistance","Rpv1.12",9,"pearson",-0.302460629401893,-0.103380136783482
"log2raw_CB_mod","myResistance","Rpv1.12.3",9,"pearson",-0.481881640439782,-0.0942343399774365
"log2raw_CB_mod","myResistance","Susceptible",9,"pearson",-0.378053540349614,-0.110139661523001
"sizeFactor_CB","condition","GLOBAL",36,"spearman",-0.681123266606936,-0.149950975519034
"sizeFactor_CB","condition","Rpv12.0",3,"spearman",-0.379324461994535,-0.0793578661285263
"sizeFactor_CB","condition","Rpv12.1.0",3,"spearman",-0.451032880777068,-0.0806495215239406
"sizeFactor_CB","condition","Rpv12.1.24",3,"spearman",-0.474582734964362,-0.116797872070623
"sizeFactor_CB","condition","Rpv12.1.3.0",3,"spearman",-0.295319163481024,-0.0839423225921528
"sizeFactor_CB","condition","Rpv12.1.3.24",3,"spearman",-0.558953853070498,-0.0784138441029017
"sizeFactor_CB","condition","Rpv12.1.3.6",3,"spearman",-0.478957661932479,-0.102654608415317
"sizeFactor_CB","condition","Rpv12.1.6",3,"spearman",-0.520064869005828,-0.0880503285411874
"sizeFactor_CB","condition","Rpv12.24",3,"spearman",-0.540210853518185,-0.0716491863394989
"sizeFactor_CB","condition","Rpv12.6",3,"spearman",-0.47681418153509,-0.103080345111388
"sizeFactor_CB","condition","Susceptible.0",3,"spearman",-0.521231001926187,-0.124396013925427
"sizeFactor_CB","condition","Susceptible.24",3,"spearman",-0.450802108844217,-0.131854435126688
"sizeFactor_CB","condition","Susceptible.6",3,"spearman",-0.611392372306961,-0.072596603033015
"sizeFactor_CB","condition","GLOBAL",36,"pearson",-0.364665061802378,-0.149950975519034
"sizeFactor_CB","condition","Rpv12.0",3,"pearson",-0.458883774734006,-0.0793578661285263
"sizeFactor_CB","condition","Rpv12.1.0",3,"pearson",-0.447681716763603,-0.0806495215239406
"sizeFactor_CB","condition","Rpv12.1.24",3,"pearson",-0.277495161402028,-0.116797872070623
"sizeFactor_CB","condition","Rpv12.1.3.0",3,"pearson",-0.398569768386243,-0.0839423225921528
"sizeFactor_CB","condition","Rpv12.1.3.24",3,"pearson",-0.33890688619936,-0.0784138441029017
"sizeFactor_CB","condition","Rpv12.1.3.6",3,"pearson",-0.35338803184927,-0.102654608415317
"sizeFactor_CB","condition","Rpv12.1.6",3,"pearson",-0.331594283831394,-0.0880503285411874
"sizeFactor_CB","condition","Rpv12.24",3,"pearson",-0.499968747071394,-0.0716491863394989
"sizeFactor_CB","condition","Rpv12.6",3,"pearson",-0.268816356107101,-0.103080345111388
"sizeFactor_CB","condition","Susceptible.0",3,"pearson",-0.324886916832771,-0.124396013925427
"sizeFactor_CB","condition","Susceptible.24",3,"pearson",-0.261381511844388,-0.131854435126688
"sizeFactor_CB","condition","Susceptible.6",3,"pearson",-0.51975572560686,-0.072596603033015
"sizeFactor_CB","myTime","GLOBAL",36,"spearman",-0.681123266606936,-0.149950975519034
"sizeFactor_CB","myTime","0",12,"spearman",-0.636419134646937,-0.143009265671983
"sizeFactor_CB","myTime","6",12,"spearman",-0.680256368175266,-0.142760936814291
"sizeFactor_CB","myTime","24",12,"spearman",-0.666419016850743,-0.162136231238532
"sizeFactor_CB","myTime","GLOBAL",36,"pearson",-0.364665061802378,-0.149950975519034
"sizeFactor_CB","myTime","0",12,"pearson",-0.309040970049438,-0.143009265671983
"sizeFactor_CB","myTime","6",12,"pearson",-0.365127425543177,-0.142760936814291
"sizeFactor_CB","myTime","24",12,"pearson",-0.363326772408704,-0.162136231238532
"sizeFactor_CB","myResistance","GLOBAL",36,"spearman",-0.681123266606936,-0.149950975519034
"sizeFactor_CB","myResistance","Rpv1",9,"spearman",-0.599899562857343,-0.115981485730071
"sizeFactor_CB","myResistance","Rpv1.12",9,"spearman",-0.597582759798024,-0.10156194855423
"sizeFactor_CB","myResistance","Rpv1.12.3",9,"spearman",-0.662149549290695,-0.0966613438312037
"sizeFactor_CB","myResistance","Susceptible",9,"spearman",-0.640900144257919,-0.119626462040449
"sizeFactor_CB","myResistance","GLOBAL",36,"pearson",-0.364665061802378,-0.149950975519034
"sizeFactor_CB","myResistance","Rpv1",9,"pearson",-0.36739481205339,-0.115981485730071
"sizeFactor_CB","myResistance","Rpv1.12",9,"pearson",-0.329628843457886,-0.10156194855423
"sizeFactor_CB","myResistance","Rpv1.12.3",9,"pearson",-0.471227139990782,-0.0966613438312037
"sizeFactor_CB","myResistance","Susceptible",9,"pearson",-0.383647124710775,-0.119626462040449
"sizeFactor_CB_mod","condition","GLOBAL",36,"spearman",-0.681118617753146,-0.16244816043464
"sizeFactor_CB_mod","condition","Rpv12.0",3,"spearman",-0.377623240175801,-0.0802744132676259
"sizeFactor_CB_mod","condition","Rpv12.1.0",3,"spearman",-0.443062156285284,-0.0818357561557451
"sizeFactor_CB_mod","condition","Rpv12.1.24",3,"spearman",-0.481846549426349,-0.103636345533952
"sizeFactor_CB_mod","condition","Rpv12.1.3.0",3,"spearman",-0.296106711473589,-0.0866178616961027
"sizeFactor_CB_mod","condition","Rpv12.1.3.24",3,"spearman",-0.570437958973395,-0.0720485314959691
"sizeFactor_CB_mod","condition","Rpv12.1.3.6",3,"spearman",-0.470582410274476,-0.0982804709812711
"sizeFactor_CB_mod","condition","Rpv12.1.6",3,"spearman",-0.518891296307436,-0.0819194540036034
