"coeff."	"p-value"	"p-wilcox"	"padj (FDR)"	"padjW (FDR)"	"log2FCH (Rpv1_vs_wt)"	"proteID"
"Vitvi01g00081"	-0.600877730667	0.0241809526944748	0.1	0.132051617500357	0.27000619067272	0.600877730666999	"D7T9S4"
"Vitvi01g00082"	0.240858595748819	0.0360251479281973	0.1	0.161097419024777	0.27000619067272	-0.240858595748819	"D7T9S3"
"Vitvi01g01848"	0.126225947809479	0.574493482273863	0.7	0.717917957004189	0.807934547699907	-0.12622594780948	"F6HEY9"
"Vitvi01g01849"	0.0550051428449702	0.418892057676821	0.7	0.595630637760527	0.807934547699907	-0.05500514284497	"F6HEY8"
"Vitvi01g04015"	-0.628814141702992	0.159143921255808	0.7	0.3517727236543	0.807934547699907	0.62881414170299	"F6HEY5"
"Vitvi01g01850"	-0.592162715450417	0.0265525460824808	0.1	0.138424805516774	0.27000619067272	0.592162715450417	"F6HEY9"
"Vitvi01g04016"	0.049822772085915	0.669165327194522	0.7	0.788014177604716	0.807934547699907	-0.049822772085915	"F6HEY9"
"Vitvi01g04017"	1.09816164491165	0.0141458469994173	0.1	0.103057536227102	0.27000619067272	-1.09816164491165	"F6HEY6"
"Vitvi01g01852"	2.55564022155204	0.000214985905860632	0.1	0.0196326693831036	0.27000619067272	-2.55564022155204	"F6HEY5"
"Vitvi01g01853"	-0.71518769309261	0.166051981057833	0.4	0.358680502872674	0.640455212922173	0.715187693092609	"F6HEY9"
"Vitvi01g04018"	0.940098606147226	0.00135959820105518	0.1	0.03573898149997	0.27000619067272	-0.940098606147226	"F6HEY5"
"Vitvi01g00083"	3.52582686201301	0.000287519223141059	0.1	0.0206139467133654	0.27000619067272	-3.52582686201301	"F6HEY4"
"Vitvi01g04022"	-0.202552971555389	0.0918474730751578	0.1	0.263924071912134	0.27000619067272	0.202552971555386	"F6HEY3"
"Vitvi01g01854"	-0.0778390853231288	0.666382723575181	1	0.786027642066527	1	0.0778390853231254	"F6HEY2"
"Vitvi01g01855"	0.924547847292065	0.0558859221709481	0.1	0.202531324926124	0.27000619067272	-0.924547847292066	"F6HEY1"
"Vitvi01g00085"	-0.00881004907216636	0.789885788861378	1	0.869637507651316	1	0.0088100490721672	"F6HEY0"
"Vitvi01g01856"	0.0618264512952621	0.473482124969672	0.7	0.639331820398441	0.807934547699907	-0.0618264512952642	"F6HEX9"
"Vitvi01g00086"	-0.131128163880469	0.377961350851667	0.7	0.564745732375651	0.807934547699907	0.131128163880465	"D7T9R5"
"Vitvi01g01857"	0.770086345719296	0.0514247273801568	0.1	0.193633331166162	0.27000619067272	-0.770086345719296	"D7T9R4"
"Vitvi01g01858"	0.306558515096783	0.205115801070877	0.4	0.404005895000507	0.640455212922173	-0.306558515096784	"F6HEX8"
"Vitvi01g00087"	0.212821932774331	0.499737028982927	1	0.660213223718085	1	-0.212821932774334	"D7T9R2"
"Vitvi01g00088"	1.85198047614788	0.00240531928077986	0.1	0.0448403496077883	0.27000619067272	-1.85198047614788	"F6HFU1"
"Vitvi01g00089"	-0.0119940779678546	0.926847512975264	1	0.956716336661789	1	0.011994077967854	"F6HFU0"
"Vitvi01g01859"	0.527408011331568	0.309279955632945	0.7	0.509313398268138	0.807934547699907	-0.527408011331568	"F6HFT9"
"Vitvi01g00090"	0.624585750215106	0.0048197085627629	0.1	0.0614936024385036	0.27000619067272	-0.624585750215107	"D7T9Q8"
"Vitvi01g00091"	0.0862485382328548	0.635530410316273	0.7	0.763890853911396	0.807934547699907	-0.0862485382328533	"D7T9Q7"
"Vitvi01g00092"	-0.208749394254553	0.0141056801437169	0.1	0.102850806263842	0.27000619067272	0.20874939425455	"D7T9Q5"
"Vitvi01g00095"	0.929461040269869	0.103260984945367	0.1	0.281395055194764	0.27000619067272	-0.92946104026987	"D7T9Q3"
"Vitvi01g00097"	0.100145889982488	0.219247520508564	0.4	0.418489304463063	0.640455212922173	-0.100145889982491	"D7T9Q0"
"Vitvi01g00098"	-0.0814158247925694	0.544304936474306	0.4	0.695096422145038	0.640455212922173	0.0814158247925683	"D7T9P9"
"Vitvi01g04023"	0.0198404761073164	0.895628730615485	1	0.938033628891244	1	-0.0198404761073165	NA
"Vitvi01g04024"	-0.324958605109931	0.0589299727842454	0.1	0.208172038038731	0.27000619067272	0.32495860510993	NA
"Vitvi01g00099"	-0.0797096005698658	0.284431320239896	0.4	0.486425514269889	0.640455212922173	0.0797096005698634	"A5BDR5"
"Vitvi01g04025"	0.0780483746077361	0.406974826072689	0.4	0.586402072625393	0.640455212922173	-0.0780483746077358	"F6HFT6"
"Vitvi01g00101"	-0.27163755756265	0.320904417603442	0.7	0.520403278444846	0.807934547699907	0.27163755756265	"F6HFT5"
"Vitvi01g00102"	0.0622344096202114	0.608676169837726	0.7	0.744078756766456	0.807934547699907	-0.0622344096202134	"F6HFT5"
"Vitvi01g00103"	0.643572446454298	0.00999188892530038	0.1	0.0858148149938252	0.27000619067272	-0.6435724464543	"F6HFT4"
"Vitvi01g00104"	-0.765707889098524	0.10756517102677	0.1	0.28720405461497	0.27000619067272	0.765707889098524	"F6HFT3"
"Vitvi01g00105"	0.209285552997084	0.518553769041219	1	0.675294032447856	1	-0.209285552997084	"D7T9P2"
"Vitvi01g01862"	-0.775168898163387	0.264518110729712	0.7	0.467114814743629	0.807934547699907	0.775168898163387	"A5BMU1"
"Vitvi01g00106"	-0.406947853557838	0.0309058803641791	0.1	0.149138112345603	0.27000619067272	0.406947853557837	"D7T9P1"
"Vitvi01g04028"	-0.145573291196177	0.294782073895356	0.4	0.496438129336995	0.640455212922173	0.145573291196177	"D7FBB4"
"Vitvi01g01865"	1.29119609224642	0.00830545224850897	0.1	0.0786885821226521	0.27000619067272	-1.29119609224642	"F6HFT2"
"Vitvi01g00108"	-0.0657042021740021	0.292668062666716	0.4	0.493926901323699	0.640455212922173	0.0657042021740004	"A5B663"
"Vitvi01g01866"	0.434490580568411	9.23808040290886e-05	0.1	0.0144325457883884	0.27000619067272	-0.434490580568413	"D7T9N8"
"Vitvi01g00110"	-0.639442948687617	0.0349509301958981	0.1	0.158874883413059	0.27000619067272	0.639442948687616	"D7T9N6"
"Vitvi01g00111"	0.306908549106133	0.0244880060602947	0.1	0.132957156361252	0.27000619067272	-0.306908549106133	"F6HFS9"
"Vitvi01g00112"	0.0810357261481326	0.0257017344579134	0.1	0.136343060247534	0.27000619067272	-0.0810357261481318	"D7T9N2"
"Vitvi01g00113"	-0.527739549118329	0.00143680908795404	0.1	0.0363991475542431	0.27000619067272	0.527739549118328	"D7T9N0"
"Vitvi01g00114"	0.114239435435695	0.465432379335771	0.4	0.632141631149848	0.640455212922173	-0.114239435435696	"F6HF68"
"Vitvi01g04029"	-0.0421581544836777	0.82718245950185	0.7	0.893525046755713	0.807934547699907	0.0421581544836771	NA
"Vitvi01g04030"	0.272406706261027	0.118624267509347	0.2	0.301964028460391	0.422660098522168	-0.272406706261027	NA
"Vitvi01g00115"	0.359438038717532	0.0102582165951709	0.1	0.0868199450449635	0.27000619067272	-0.359438038717533	"D7T9M8"
"Vitvi01g00116"	-0.303884086155268	0.00935143836500378	0.1	0.0831524942486524	0.27000619067272	0.303884086155266	"F6HF67"
"Vitvi01g00119"	-0.268395002599001	0.0242395724696674	0.1	0.132180228981706	0.27000619067272	0.268395002599	"F6HF66"
"Vitvi01g04031"	-0.55286360602951	0.0416356778481612	0.1	0.172963450584285	0.27000619067272	0.55286360602951	NA
"Vitvi01g00120"	0.0564435710553291	0.370423933527738	0.7	0.563953615181249	0.807934547699907	-0.0564435710553326	"D7T9M5"
"Vitvi01g00121"	-0.0626548879398351	0.309484791050222	0.4	0.509358483435318	0.640455212922173	0.0626548879398339	"A5B0U6"
"Vitvi01g00122"	-0.3104582697217	0.109781173654035	0.1	0.290217550596267	0.27000619067272	0.3104582697217	"A5AHN8"
"Vitvi01g00124"	-0.0111414044399663	0.873652242017392	1	0.924600862270115	1	0.0111414044399663	"D7T9M0"
"Vitvi01g00128"	0.00712613780002916	0.930461078541688	1	0.958782326522186	1	-0.00712613780003224	"D7T9L8"
"Vitvi01g01871"	0.120556815015075	0.242964553467048	0.4	0.444407590667448	0.640455212922173	-0.120556815015075	"F6HF62"
"Vitvi01g04032"	0.0967368916025276	0.263963225465265	0.4	0.466512706638786	0.640455212922173	-0.0967368916025276	"F6HF62"
"Vitvi01g01873"	0.31369708793754	0.118820708734741	0.2	0.302255485893757	0.422660098522168	-0.31369708793754	"F6HF62"
"Vitvi01g00129"	0.653632849168732	0.183687519084736	0.4	0.379483594136611	0.640455212922173	-0.653632849168734	"F6HLW7"
"Vitvi01g00130"	-0.142729575849169	0.0569545311295364	0.1	0.204759324787586	0.27000619067272	0.142729575849167	"F6HF61"
"Vitvi01g00131"	0.139324739540446	0.12851466147563	0.2	0.315554504254695	0.422660098522168	-0.139324739540447	"F6HF60"
"Vitvi01g00132"	0.061434994450598	0.663044387052147	1	0.783597911970719	1	-0.0614349944506021	"F6HF59"
"Vitvi01g00133"	0.526343263085883	0.000423261991310743	0.1	0.0229732891283606	0.27000619067272	-0.526343263085883	"D7T9L4"
"Vitvi01g00134"	-0.875466077688703	0.024796506826604	0.1	0.133848965995338	0.27000619067272	0.875466077688699	"D7T9L3"
"Vitvi01g00135"	0.0475156658391973	0.377387709359781	0.7	0.564436212116936	0.807934547699907	-0.0475156658391995	"D7T9L2"
"Vitvi01g01874"	-0.197610860928751	0.111401278036251	0.2	0.292318663322002	0.422660098522168	0.197610860928751	"D7T9L1"
"Vitvi01g00136"	0.181110441097466	0.137767377534442	0.2	0.326413264164672	0.422660098522168	-0.181110441097468	"A5BQJ0"
"Vitvi01g01875"	-0.230145770752239	0.0528492982245615	0.1	0.196752867790489	0.27000619067272	0.230145770752237	"F6HF58"
"Vitvi01g00137"	0.159200900475069	0.0505159792964874	0.1	0.191670677426385	0.27000619067272	-0.159200900475071	"D7T9K9"
"Vitvi01g00138"	-0.0630122957988672	0.276143450957352	0.4	0.478750856052931	0.640455212922173	0.0630122957988668	"D7T9K7"
"Vitvi01g00139"	-0.120546408914203	0.14445648409706	0.2	0.333475805604795	0.422660098522168	0.120546408914201	"D7T9K6"
"Vitvi01g01876"	0.275745945338244	0.0615643337816383	0.2	0.212840873896361	0.422660098522168	-0.275745945338243	"D7T9K5"
"Vitvi01g01877"	0.508030137796398	0.169351884922578	0.7	0.362554985579517	0.807934547699907	-0.5080301377964	"D7T9K4"
"Vitvi01g01878"	-0.580765803262888	0.112410600072678	0.1	0.293492267115825	0.27000619067272	0.580765803262885	"F6HF56"
"Vitvi01g01880"	-0.263654990767461	0.0797460766271414	0.2	0.243993344938111	0.422660098522168	0.26365499076746	"D7UBL1"
"Vitvi01g04033"	-0.00985316180069474	0.380781758367755	0.4	0.566142709773636	0.640455212922173	0.00985316180069462	NA
"Vitvi01g01881"	0.155373509629298	0.561898743913009	0.7	0.708737727501097	0.807934547699907	-0.1553735096293	"D7T9K2"
"Vitvi01g00140"	-0.38093034716811	0.118302030641448	0.4	0.301504269561361	0.640455212922173	0.38093034716811	"D7T9J8"
"Vitvi01g04034"	1.10687443649418	0.0535853028230413	0.1	0.197865639844246	0.27000619067272	-1.10687443649418	"F6HFS8"
"Vitvi01g00142"	0.295696089911131	0.117728872688984	0.1	0.300579668663908	0.27000619067272	-0.295696089911132	"F6HFS7"
"Vitvi01g00143"	-0.0952664338282006	0.492446022526389	1	0.65466830754247	1	0.0952664338282005	"D7T9J5"
"Vitvi01g00145"	-0.985495172662374	0.204850525673895	0.7	0.403608899741014	0.807934547699907	0.985495172662373	"D7T9J4"
"Vitvi01g04036"	-0.852637993479067	0.100096839848574	0.1	0.276536178022383	0.27000619067272	0.852637993479066	NA
"Vitvi01g04037"	-0.461059597659678	0.0127561861860387	0.1	0.0977404799856113	0.27000619067272	0.461059597659676	NA
"Vitvi01g00146"	-0.0838107582442679	0.314647499067953	0.7	0.514062913413145	0.807934547699907	0.0838107582442653	"F6HFS4"
"Vitvi01g00147"	-0.176700289377351	0.225759835157036	0.4	0.425006623945466	0.640455212922173	0.17670028937735	"F6HFS3"
"Vitvi01g00148"	-0.606425538600788	0.0751716296182031	0.1	0.236321993619178	0.27000619067272	0.606425538600787	"D7T9J1"
"Vitvi01g00149"	0.371333209013013	0.137231516886476	0.4	0.325918055645546	0.640455212922173	-0.371333209013015	"F6HFS2"
"Vitvi01g00150"	0.131080132945142	0.51625500497637	0.4	0.673264598614792	0.640455212922173	-0.131080132945143	"F6HFS1"
"Vitvi01g01887"	0.299237838864233	0.429911519098506	0.7	0.604402844272526	0.807934547699907	-0.299237838864233	"A5BPH3"
"Vitvi01g00151"	0.166934816215656	0.153372446038434	0.1	0.345274481328346	0.27000619067272	-0.166934816215656	"F6HFR9"
"Vitvi01g00152"	-0.342006256648514	0.438467881740583	0.7	0.610894826244668	0.807934547699907	0.342006256648514	"F6HFR8"
"Vitvi01g04038"	-0.363716901195644	0.0298666886572093	0.1	0.146144610222608	0.27000619067272	0.363716901195643	NA
"Vitvi01g00155"	0.2860062874461	0.0435265549626372	0.1	0.177200749349292	0.27000619067272	-0.286006287446101	"D7T9I6"
"Vitvi01g00156"	-0.429024037186447	0.134043195730193	0.2	0.322376287938923	0.422660098522168	0.429024037186448	"F6HFR7"
"Vitvi01g01888"	0.425144059918676	0.0924289530988975	0.1	0.264935182000634	0.27000619067272	-0.425144059918677	"F6HFR6"
"Vitvi01g01889"	0.0108612178945854	0.86335914281367	1	0.91834994749577	1	-0.0108612178945854	"F6HF62"
"Vitvi01g00157"	-0.724147605708807	0.116313283860071	0.2	0.299468941886481	0.422660098522168	0.724147605708803	"D7T9I4"
"Vitvi01g00160"	-0.039155925342771	0.899338324393009	1	0.940075279050955	1	0.0391559253427669	"D7T9I1"
"Vitvi01g00161"	0.0783078217526989	0.455145157148278	0.7	0.624372109644975	0.807934547699907	-0.0783078217527002	"F6HFR3"
"Vitvi01g04039"	-0.0799377180198962	0.622833722685441	0.7	0.755419711204825	0.807934547699907	0.0799377180198935	"D7T9H9"
"Vitvi01g00162"	-0.229064352556597	0.128897588978895	0.2	0.316012835487043	0.422660098522168	0.229064352556593	"F6HF53"
"Vitvi01g01893"	0.364496058909218	0.0576712264631352	0.2	0.20614663271093	0.422660098522168	-0.36449605890922	"A5C8X7"
"Vitvi01g00163"	0.261799712437665	0.403873326643186	0.7	0.583633701442815	0.807934547699907	-0.261799712437668	"F6HF51"
"Vitvi01g04040"	0.0993764716613855	0.454510118665592	0.7	0.623935125392639	0.807934547699907	-0.099376471661385	"F6HF50"
"Vitvi01g04041"	0.204526019483022	0.205479742152739	0.4	0.404354710995734	0.640455212922173	-0.204526019483023	"F6HF50"
"Vitvi01g00166"	0.115036215589913	0.0890106543472232	0.1	0.258899612494441	0.27000619067272	-0.115036215589916	"F6HF49"
"Vitvi01g00167"	-0.0596423183410359	0.30019016099286	0.4	0.500935870617405	0.640455212922173	0.0596423183410337	"D7T9H2"
"Vitvi01g00168"	-0.169213346326102	0.0229017981754103	0.1	0.129107530472277	0.27000619067272	0.169213346326099	"F6HF48"
"Vitvi01g00169"	0.242801518103647	0.548049742788756	0.7	0.697754324531591	0.807934547699907	-0.242801518103647	"D7T9H0"
"Vitvi01g00170"	-0.204364438774169	0.437604002007976	0.7	0.61026070123082	0.807934547699907	0.204364438774165	"D7T9G8"
"Vitvi01g00171"	-0.470857270329871	0.00614164631492685	0.1	0.0689079809080108	0.27000619067272	0.470857270329867	"F6HF47"
"Vitvi01g00172"	0.119392096444588	0.155093138955402	0.2	0.346950961986999	0.422660098522168	-0.119392096444589	"D7T9G6"
"Vitvi01g00173"	0.360314985185998	8.35018554518597e-06	0.1	0.00725285556219391	0.27000619067272	-0.360314985185999	"F6HF46"
"Vitvi01g00174"	-0.122489299313567	0.146783864719111	0.2	0.336798505553214	0.422660098522168	0.122489299313568	"D7T9G4"
"Vitvi01g04042"	-0.137399004643331	0.29470580091009	0.4	0.496373566584035	0.640455212922173	0.13739900464333	NA
"Vitvi01g00175"	0.468395133854267	0.0424377693688951	0.1	0.174945492535384	0.27000619067272	-0.468395133854267	"A5AP38"
"Vitvi01g00176"	0.0625001529019976	0.225530600757254	0.2	0.424750650681293	0.422660098522168	-0.0625001529019986	"F6HF44"
"Vitvi01g00178"	-0.018354106941548	0.814734092433359	1	0.886187142644689	1	0.0183541069415458	"F6HF43"
"Vitvi01g00179"	0.100133190009551	0.315095305689757	0.4	0.514393577953541	0.640455212922173	-0.100133190009551	"F6HF42"
