run_accession	sample_alias	library_name	experiment_title	fastq_bytes
SRR29258938	G5	G5-204-S23.R1	Illumina MiSeq sequencing: G5.T2_2	3549011282;3762136964
SRR29258940	G5	G5-208-S24.R1	Illumina MiSeq sequencing: G5.T2_1	2798492144;2954586633
SRR29258934	G5	G5-166-S26.R1	Illumina MiSeq sequencing: G5.T3_1	3078396126;3241624718
SRR29258939	G5	G5-205-S25.R1	Illumina MiSeq sequencing: G5.T3_2	3588563648;3792387378
SRR29258941	G5	G5-120-S19.R1	Illumina MiSeq sequencing: G5.T1_1	3136748777;3381714164
SRR29258935	G5	G5-25-S21.R1	Illumina MiSeq sequencing: G5.T1_2	4082228206;4320349602
SRR29258936	G5	G5-96-S27.R1	Illumina MiSeq sequencing: G5.T3_3	3602398593;3822319394
SRR29258937	G5	G5-121-S20.R1	Illumina MiSeq sequencing: G5.T1_3	3263442066;3441298003
