"set","gene","mean_within_condition_variance","median_within_condition_variance"
"Shared","Vitvi07g03086",0.115069546281742,0.0407543843645518
"Shared","Vitvi00g04704",0.0301566611122087,0.0268290756842449
"Shared","Vitvi00g04737",0.0273035516225776,0.0233040848272313
"Shared","Vitvi00g04869",0.275772677639483,0.0768300121252607
"Shared","Vitvi01g01852",0.0878699893028405,0.0557869257539783
"Shared","Vitvi01g00083",0.100007434294326,0.0253532510186403
"Shared","Vitvi01g01902",0.570019232316476,0.213832798252607
"Shared","Vitvi01g01932",0.168859672584554,0.0771180670593774
"Shared","Vitvi01g01998",0.233628267092931,0.0792671000317168
"Shared","Vitvi01g04132",0.285967327543935,0.0508842403945072
"Shared","Vitvi01g02047",0.101381494450868,0.0375507990667236
"Shared","Vitvi01g04190",0.0393200152086662,0.0211084122855875
"Shared","Vitvi01g04206",0.0208802634153018,0.00444068996807103
"Shared","Vitvi01g00812",0.110674054973516,0.0858481635574941
"Shared","Vitvi01g00889",0.225432386729001,0.0939194808736801
"Shared","Vitvi01g04283",0.0265661616361641,0.0212021665008952
"Shared","Vitvi01g04364",0.188703337572963,0.110089374552443
"Shared","Vitvi01g02201",0.189457922519837,0.108698047067045
"Shared","Vitvi01g01611",0.175914195248651,0.0702994863756029
"Shared","Vitvi01g02263",0.0804225363477726,0.0366989247724178
"Shared","Vitvi10g00086",0.278408421681414,0.0816885774883003
"Shared","Vitvi10g00134",0.586710664588153,0.0330474554661484
"Shared","Vitvi10g04043",0.0402867818996841,0.034262176361617
"Shared","Vitvi10g04064",0.101711376988323,0.0664417178840374
"Shared","Vitvi10g04074",0.220423866538402,0.0537009692779556
"Shared","Vitvi10g00178",0.112891322159139,0.0100763699902531
"Shared","Vitvi10g00179",0.10945240768628,0.0247969017807328
"Shared","Vitvi10g00183",0.128536529934228,0.0866241829473795
"Shared","Vitvi10g01697",0.033050036859523,0.0208040164342805
"Shared","Vitvi10g00233",0.235757738796037,0.0927276732354455
"Shared","Vitvi10g04114",0.0646084232068795,0.0227372601649448
"Shared","Vitvi10g04118",0.0381232996457722,0.0110048492617519
"Shared","Vitvi10g01702",0.116065494879724,0.072883232112971
"Shared","Vitvi10g04123",0.21041719159704,0.0624236014513581
"Shared","Vitvi10g00246",0.21815534430414,0.0930520163582401
"Shared","Vitvi10g04202",0.141482898627743,0.0808881165227869
"Shared","Vitvi10g04213",0.719970124704471,0.204661146277059
"Shared","Vitvi10g04276",0.167116821578211,0.086743108072299
"Shared","Vitvi10g04319",0.0623039243023633,0.0369391475480175
"Shared","Vitvi10g04321",0.0352434559391481,0.0267688485791119
"Shared","Vitvi10g00519",0.0922959595157239,0.0363872687847785
"Shared","Vitvi10g01787",0.0913724357312292,0.0423584974620109
"Shared","Vitvi10g00542",0.0435468370410492,0.0264608209936215
"Shared","Vitvi10g01789",0.0307342612607453,0.0338338796927886
"Shared","Vitvi10g00734",0.119087090018037,0.0660250808855253
"Shared","Vitvi10g00742",0.191499643640229,0.0855473063035599
"Shared","Vitvi10g04412",0.0902191542809557,0.0490801538966061
"Shared","Vitvi10g01862",0.761826961295787,0.184540548293436
"Shared","Vitvi10g01875",1.40181472067349,0.32288836749512
"Shared","Vitvi10g00806",0.0643578114034758,0.0486090636377341
"Shared","Vitvi10g01881",0.0449743438472448,0.0314165874945939
"Shared","Vitvi10g04463",0.0798249905691903,0.0458442849900391
"Shared","Vitvi10g04464",0.158969786819458,0.0424508275932726
"Shared","Vitvi10g00969",0.0528941719457247,0.0431050595040367
"Shared","Vitvi10g01952",0.0225701734022829,0.0137440677939229
"Shared","Vitvi10g01138",0.14036266290505,0.0456893298385011
"Shared","Vitvi10g01155",0.100090218053437,0.00788004691198766
"Shared","Vitvi10g01247",0.084281440599411,0.0272775660670896
"Shared","Vitvi10g04623",0.149606715056812,0.116780795598596
"Shared","Vitvi10g04650",0.442004096859531,0.0918083757582359
"Shared","Vitvi10g01477",0.130055211904005,0.0792123107796868
"Shared","Vitvi10g02047",0.0968509221901308,0.0427699468753758
"Shared","Vitvi10g01568",0.0531755084584135,0.0313548841908354
"Shared","Vitvi11g00050",0.162006175078756,0.0633874635496787
"Shared","Vitvi11g00074",1.43218939539015,0.240594006416485
"Shared","Vitvi11g01372",0.0895661161621008,0.0514254965503718
"Shared","Vitvi11g00192",0.240272851262429,0.135771332994631
"Shared","Vitvi11g00635",0.117970707965157,0.0389087793349651
"Shared","Vitvi11g04203",0.124129947571121,0.0536771437575442
"Shared","Vitvi11g04204",0.186548812178084,0.0627871514702518
"Shared","Vitvi11g01637",0.311165031965741,0.0862629754112819
"Shared","Vitvi12g04028",0.1149298609652,0.0789661336452704
"Shared","Vitvi12g02239",0.216042126970347,0.092228899670006
"Shared","Vitvi12g00405",0.149062417014319,0.110413040269173
"Shared","Vitvi12g00543",0.214525085838155,0.0961245766254136
"Shared","Vitvi12g04190",0.133607099396906,0.0201809285455766
"Shared","Vitvi12g02474",0.13370652504644,0.0806619266233629
"Shared","Vitvi12g04374",0.0479033349200649,0.0263779829190915
"Shared","Vitvi12g01802",0.0597985527113508,0.0478088095397062
"Shared","Vitvi12g04427",0.105493803194877,0.0620952297384783
"Shared","Vitvi12g01809",0.0656887021187745,0.0229649708379145
"Shared","Vitvi12g04432",0.175882262806945,0.0496363742216898
"Shared","Vitvi12g04462",0.0393035573569162,0.0462276774159648
"Shared","Vitvi12g04477",0.0927861237892103,0.0674404102551337
"Shared","Vitvi12g04479",0.0628124220712484,0.0166807905054306
"Shared","Vitvi12g04514",0.0209259728704627,0.0191683880643835
"Shared","Vitvi12g04517",0.0646537273205385,0.0344151744095584
"Shared","Vitvi12g04518",0.0623696912121813,0.0366620404815244
"Shared","Vitvi12g02682",0.0373540329482119,0.0308554045969068
"Shared","Vitvi12g04536",0.0236604926178495,0.0111472255098047
"Shared","Vitvi12g02698",0.117790119179778,0.0666689658672934
"Shared","Vitvi12g02703",0.0405201500670122,0.0338404217998757
"Shared","Vitvi12g02705",0.0371960962322352,0.0175541284147028
"Shared","Vitvi12g04565",0.0526032933445085,0.0330045962180232
"Shared","Vitvi12g04566",0.288099343938508,0.201022141161156
"Shared","Vitvi12g04567",0.249495946269254,0.236726263834814
"Shared","Vitvi12g04596",0.0886997948096626,0.0606416817675309
"Shared","Vitvi12g02743",0.149777806701694,0.0300208375624783
"Shared","Vitvi12g02085",0.0265821130484301,0.0162749796297465
"Shared","Vitvi12g04626",0.0395838303261109,0.0230432186386185
"Shared","Vitvi12g02753",0.112075283162644,0.0285121377568385
"Shared","Vitvi13g00004",0.765694592887121,0.163787982729159
"Shared","Vitvi13g04005",0.162268479235914,0.0306840657993216
"Shared","Vitvi13g01932",0.353203334699102,0.166890743083072
"Shared","Vitvi13g00242",0.0828008573189563,0.0506984880687785
"Shared","Vitvi13g00274",0.0861248926208622,0.073384133891539
"Shared","Vitvi13g01998",0.208814260086037,0.076294916484316
"Shared","Vitvi13g02024",0.119804689043586,0.0684907441155645
"Shared","Vitvi13g00452",0.40866447720227,0.0586238746178336
"Shared","Vitvi13g04144",0.0905834855058518,0.0400020511943955
"Shared","Vitvi13g00605",0.116934150849642,0.0761498715834944
"Shared","Vitvi13g02105",0.366744120368225,0.272191158523627
"Shared","Vitvi13g00807",0.500644940717061,0.0357969962886011
"Shared","Vitvi13g00818",0.347782679226354,0.0392616102508311
"Shared","Vitvi13g04267",0.0494383647449628,0.0271159830492801
"Shared","Vitvi13g02589",0.0683453147033307,0.0577280885982322
"Shared","Vitvi13g02189",0.107331555261388,0.0170146305624861
"Shared","Vitvi13g04338",0.0859285976474434,0.0540277932273119
"Shared","Vitvi13g04346",0.0667348068903647,0.030604743762474
"Shared","Vitvi13g01177",0.0365313848193071,0.0136675594295176
"Shared","Vitvi13g01200",0.0605979345276797,0.0118870804336605
"Shared","Vitvi13g04421",0.138533316733389,0.0491271771072809
"Shared","Vitvi13g01327",0.153433876490593,0.0101633567130421
"Shared","Vitvi13g01435",0.0753915274337442,0.0326943721868888
"Shared","Vitvi13g02332",0.119163553179057,0.047197063688247
"Shared","Vitvi13g04506",0.0968233711302132,0.0297233813224196
"Shared","Vitvi13g02351",0.052493349771849,0.022947482655079
"Shared","Vitvi13g04549",0.068927782877822,0.039847802245691
"Shared","Vitvi13g04656",0.14883430369189,0.102440048430157
"Shared","Vitvi13g04699",0.110128944193231,0.0815403462776484
"Shared","Vitvi13g04710",0.0761055549463352,0.0594650743533079
"Shared","Vitvi13g04713",0.072439332422164,0.0315490883792521
"Shared","Vitvi13g04715",0.0488777064116123,0.0177208466882682
"Shared","Vitvi13g04717",0.184199087170538,0.0736813976713976
"Shared","Vitvi13g02475",0.100055568035122,0.0259312979179959
"Shared","Vitvi13g02497",0.182401244566753,0.0448043732544128
"Shared","Vitvi13g04744",0.144350083879613,0.0382369702203219
"Shared","Vitvi13g01839",0.361925181422402,0.112487078244476
"Shared","Vitvi13g02574",0.330957301629135,0.0586904700743826
"Shared","Vitvi13g01857",0.130483994710324,0.0661105819846267
"Shared","Vitvi14g00109",0.0983990874354833,0.0425892668420905
"Shared","Vitvi14g00149",0.192637904192293,0.101374688885123
"Shared","Vitvi14g00301",0.128314402369483,0.0754727677796489
"Shared","Vitvi14g00303",0.169008536730882,0.137887383867679
"Shared","Vitvi14g02607",0.0796301914616178,0.0674497061664103
"Shared","Vitvi14g02645",0.179577293040081,0.0497349057740811
"Shared","Vitvi14g00458",0.04968200165489,0.0392220364081517
"Shared","Vitvi14g00511",0.254834369153415,0.0475802513192692
"Shared","Vitvi14g04206",0.256107296972503,0.136472209114917
"Shared","Vitvi14g04211",0.101566756025674,0.058097513039417
"Shared","Vitvi14g04241",0.0432712106716067,0.0342737256749585
"Shared","Vitvi14g04248",0.0251988311490823,0.0139500483814271
"Shared","Vitvi14g04262",0.200948846355259,0.0695472419937191
"Shared","Vitvi14g00685",0.0557667913552511,0.0477424350237773
"Shared","Vitvi14g00930",0.086597492286599,0.0636750971854559
"Shared","Vitvi14g02836",0.0626625936199456,0.040100362397714
"Shared","Vitvi14g01004",0.162260588558387,0.0542756257067757
"Shared","Vitvi14g01046",0.415353909608125,0.0163864686754725
"Shared","Vitvi14g02857",0.147074117025396,0.0549399618265308
"Shared","Vitvi14g04416",0.0358632694640823,0.0149397553740061
"Shared","Vitvi14g04428",0.061494853735317,0.0632108251450813
"Shared","Vitvi14g01174",0.0517200482966403,0.0295448283286625
"Shared","Vitvi14g01318",0.0670064943926978,0.0293056304164593
"Shared","Vitvi14g01361",0.0788096276589538,0.0222000332224244
"Shared","Vitvi14g04477",0.154727890743916,0.0542038145809523
"Shared","Vitvi14g02935",0.0424006047473761,0.0190142307280174
"Shared","Vitvi14g04573",0.0576482208360128,0.0376531946127893
"Shared","Vitvi14g01624",0.0530968562277992,0.031014812576501
"Shared","Vitvi14g01688",0.136704223901174,0.032312062503307
"Shared","Vitvi14g03015",0.0750349785091732,0.0158884262924474
"Shared","Vitvi14g01809",0.541919528818278,0.0713722564005543
"Shared","Vitvi14g03041",0.229971921603386,0.0638469348732923
"Shared","Vitvi14g03052",0.286146624864438,0.158333815325565
"Shared","Vitvi14g04661",0.198174958593317,0.028203158587127
"Shared","Vitvi14g04662",0.0754657592456342,0.043933385331316
"Shared","Vitvi14g01897",0.0718045565154981,0.0261541988092529
"Shared","Vitvi14g03061",0.0735225276907605,0.0315253712698324
"Shared","Vitvi14g04673",0.112074620065293,0.0315780385711504
"Shared","Vitvi15g00017",0.107870257405181,0.0495361941740473
"Shared","Vitvi15g00018",0.0258547125005107,0.0172337385628898
"Shared","Vitvi15g04047",0.0934787257132278,0.030681644590844
"Shared","Vitvi15g00110",0.0456788854903042,0.0202988045698303
"Shared","Vitvi15g01730",0.505083121455632,0.0635359116503141
"Shared","Vitvi15g04205",0.0616112544444014,0.0376541710429274
"Shared","Vitvi15g00263",0.333204461685514,0.148993425381229
"Shared","Vitvi15g01395",0.0444313489095712,0.0418137526638512
"Shared","Vitvi15g00787",0.133198905986622,0.0847881727623231
"Shared","Vitvi15g00795",0.147044236300538,0.114704582924165
"Shared","Vitvi15g01545",0.0602528609923701,0.0208739523877005
"Shared","Vitvi15g04544",0.0552465903903041,0.0391746678193879
"Shared","Vitvi15g04556",0.267612340645085,0.0874781101872128
"Shared","Vitvi15g01605",0.0587967559338168,0.0618932506070034
"Shared","Vitvi15g01606",0.127137371480911,0.02692107358279
"Shared","Vitvi15g01618",0.182200010932861,0.0624766010101821
"Shared","Vitvi15g04598",0.0918880149857241,0.0111161995330281
"Shared","Vitvi15g01089",0.0824176338496374,0.0565595929542779
"Shared","Vitvi15g01663",0.180210877734186,0.0449406803505216
"Shared","Vitvi15g01667",0.182750832435138,0.13942399321491
"Shared","Vitvi15g04624",0.0826848118838266,0.0403313306480437
"Shared","Vitvi15g01184",0.277446124493755,0.0244287097900038
"Shared","Vitvi16g00804",0.0875102303841037,0.0379247418969589
"Shared","Vitvi16g01877",0.214940961343011,0.0526833232416663
"Shared","Vitvi16g04376",0.12859231465675,0.0702547702795694
"Shared","Vitvi16g01081",0.0393263287785113,0.0355609198999783
"Shared","Vitvi16g01090",0.0493452983700335,0.0162021876551795
"Shared","Vitvi16g01922",0.0794728151948378,0.0415549993402824
"Shared","Vitvi16g01185",0.0575818245889762,0.0500565264642598
"Shared","Vitvi16g01233",0.0514700239008851,0.029838444677551
"Shared","Vitvi16g01371",0.328042821580215,0.0707646698854819
"Shared","Vitvi17g04200",0.22711503789871,0.0832977093578999
"Shared","Vitvi17g01015",0.185116600333517,0.115058209587875
"Shared","Vitvi17g04289",0.253553902916904,0.233030475173819
"Shared","Vitvi18g04003",0.16304522457637,0.0314407941769478
"Shared","Vitvi18g04004",0.108677823733382,0.00792491002477189
"Shared","Vitvi18g00087",0.0343061688099013,0.0130309174031226
"Shared","Vitvi18g00142",0.0927214798358423,0.045073175214504
"Shared","Vitvi18g04038",0.107343555108898,0.0530634045160891
"Shared","Vitvi18g00341",0.0524491084477841,0.0168247083823427
"Shared","Vitvi18g00816",0.0572397955952128,0.0340299736887406
"Shared","Vitvi18g00878",0.43513263782373,0.0502748146036702
"Shared","Vitvi18g02846",0.035274524344213,0.0192384901539541
"Shared","Vitvi18g04314",0.191596965711251,0.0560582867136006
"Shared","Vitvi18g04332",0.0557088375894618,0.0416310037966139
"Shared","Vitvi18g04595",0.0299570479548011,0.028459954191642
"Shared","Vitvi18g04597",0.136790968901496,0.0704391281087978
"Shared","Vitvi18g04598",0.163720789095198,0.053504909746078
"Shared","Vitvi18g04599",0.148206764567761,0.0506173045304146
"Shared","Vitvi18g04600",0.237067004250617,0.053838545829772
"Shared","Vitvi18g04601",0.232956713723475,0.046380296833907
"Shared","Vitvi18g03149",0.24038387525526,0.135456662731981
"Shared","Vitvi18g04655",0.0441809244992189,0.0246080164841
"Shared","Vitvi18g04663",0.0358845758721506,0.0249378296058373
"Shared","Vitvi18g04757",0.636648216189932,0.196701565310728
"Shared","Vitvi18g04758",0.992383713825918,0.106327031692195
"Shared","Vitvi18g02375",0.875286643008836,0.154048070185389
"Shared","Vitvi19g04005",0.0579487077731689,0.0493571222944595
"Shared","Vitvi19g00052",0.0551639742118464,0.0364238883993647
"Shared","Vitvi19g01851",0.412045286451213,0.0744550596596892
"Shared","Vitvi19g04072",0.0755724544636664,0.0619082011742676
"Shared","Vitvi19g04102",0.134049213436833,0.0187412939708663
"Shared","Vitvi19g00252",0.214369421083893,0.0744294871329672
"Shared","Vitvi19g00255",0.745882801949549,0.318839156564422
"Shared","Vitvi19g01902",0.0928664612329514,0.0917268238800864
"Shared","Vitvi19g04153",0.0534710565698864,0.0252301955030526
"Shared","Vitvi19g00339",0.0191435882009275,0.0126418828503692
"Shared","Vitvi19g04185",0.322543559054753,0.150849810158955
"Shared","Vitvi19g04196",0.173853243735311,0.0437476577195446
"Shared","Vitvi19g04214",0.229070936439804,0.067300708490835
"Shared","Vitvi19g02007",0.156661046688302,0.0485288243959427
"Shared","Vitvi19g00484",0.0426661583517162,0.0198911961845578
"Shared","Vitvi19g02038",0.474497954031101,0.337348476849064
"Shared","Vitvi19g00697",0.257758002841385,0.0606464087972393
"Shared","Vitvi19g00698",0.0900760509883345,0.0626262566100996
"Shared","Vitvi19g04446",0.172037960186253,0.0940762738240293
"Shared","Vitvi19g01571",0.42062280371363,0.0610292651252156
"Shared","Vitvi19g04533",0.112402639180559,0.0365835066121474
"Shared","Vitvi19g01601",0.0874270607808339,0.039025391340606
"Shared","Vitvi19g01602",0.087169149899733,0.0619622347147825
"Shared","Vitvi19g02300",0.0906423140672926,0.0443033115059517
"Shared","Vitvi19g04583",0.0735917597360691,0.0288983892943968
"Shared","Vitvi19g01710",0.109519099225184,0.068758598802464
"Shared","Vitvi02g00086",0.11208349505989,0.0424299140344332
"Shared","Vitvi02g01344",0.412176992873531,0.0986250306555822
"Shared","Vitvi02g00378",0.158554511502739,0.055765683268453
"Shared","Vitvi02g01407",0.156697003549425,0.101027948926575
"Shared","Vitvi02g00429",1.21258922531707,0.31417347141928
"Shared","Vitvi02g04136",0.0595286352063473,0.0208521280804658
"Shared","Vitvi02g00575",0.216693916430572,0.0419019121100626
"Shared","Vitvi02g00666",0.141298704079572,0.0750743772527358
"Shared","Vitvi02g04204",0.0531340225855196,0.0414831863065699
"Shared","Vitvi02g00805",0.0507302718065644,0.0366402348593449
"Shared","Vitvi02g01003",0.196443708467708,0.0783761169624587
"Shared","Vitvi02g04302",0.130746315460935,0.0449700475862012
"Shared","Vitvi02g04303",0.0661624138632609,0.034575246254325
"Shared","Vitvi02g01004",0.267153754929477,0.073278466861361
"Shared","Vitvi02g01179",0.318636330143151,0.0508033148377989
"Shared","Vitvi03g01346",0.104826426311399,0.0580749831424914
"Shared","Vitvi03g01380",0.0475111837232847,0.0197725962172473
"Shared","Vitvi03g00119",0.362268210013159,0.204078868812708
"Shared","Vitvi03g01454",0.131853863917382,0.107121767731247
"Shared","Vitvi03g01467",0.125356389889476,0.0683341708555599
"Shared","Vitvi03g00318",0.103460536880504,0.0777778775654824
"Shared","Vitvi03g00325",0.346863829736618,0.115139746471746
"Shared","Vitvi03g00353",0.132309063585607,0.0661874930983431
"Shared","Vitvi03g04143",0.166782348807483,0.120044157149855
"Shared","Vitvi03g04147",0.0480963698758884,0.031265912654112
"Shared","Vitvi03g00433",0.113318193628889,0.0584637238985105
"Shared","Vitvi03g04159",0.0913570774104072,0.0586373344764386
"Shared","Vitvi03g04162",0.549717691434228,0.214638724600723
"Shared","Vitvi03g04163",0.174985651990263,0.0246887740681329
"Shared","Vitvi03g00481",0.0448210532638612,0.0408218649709314
"Shared","Vitvi03g04213",0.0563814993802527,0.0378446627084398
"Shared","Vitvi03g01618",0.0568415012702639,0.0424288804377016
"Shared","Vitvi03g04232",0.0946176840367051,0.0365433949396225
"Shared","Vitvi03g00783",0.177917680455992,0.122611128101407
"Shared","Vitvi03g01695",0.0551684289063832,0.0312132452199035
"Shared","Vitvi03g04291",0.112846266623268,0.0555050886590164
"Shared","Vitvi03g04299",0.0428935215996454,0.0302326336031179
"Shared","Vitvi03g00886",0.122939134076057,0.0529593526323844
"Shared","Vitvi03g01769",0.134588595790928,0.0622399968821429
"Shared","Vitvi03g01059",0.173610030594476,0.0737157238678771
"Shared","Vitvi03g04402",0.298985002813795,0.184471918965078
"Shared","Vitvi03g04455",0.69372986845123,0.141356031103996
"Shared","Vitvi03g01200",0.160573872220692,0.0659872578284236
"Shared","Vitvi03g04466",0.107203451458329,0.0442833713328969
"Shared","Vitvi03g01258",0.283608822424486,0.033846505963748
"Shared","Vitvi03g01292",0.0580338251494428,0.0168952888490531
"Shared","Vitvi03g01872",0.947440029414617,0.860612511755642
"Shared","Vitvi04g04007",0.0635128603439502,0.0450799852979491
"Shared","Vitvi04g04029",0.063108371873722,0.0164235711174216
"Shared","Vitvi04g04030",0.0181825053097982,0
"Shared","Vitvi04g00109",0.0564117585882775,0.024317998027766
"Shared","Vitvi04g04045",0.307401264857268,0.162806578098255
"Shared","Vitvi04g00225",0.0665596774285956,0.0449416277294837
"Shared","Vitvi04g00252",0.445005391252435,0.104577478290656
"Shared","Vitvi04g00493",0.275597274825211,0.119992187755498
"Shared","Vitvi04g04185",0.177690696248252,0.0790780645242351
"Shared","Vitvi04g01980",0.0822116616755802,0.0429618145752662
"Shared","Vitvi04g01100",0.188461240152119,0.0636053088113966
"Shared","Vitvi04g02073",0.0786996383815153,0.0121124749121307
"Shared","Vitvi04g01202",0.216740632906347,0.0634314547910087
"Shared","Vitvi04g01233",0.347375830494458,0.0412502847341446
"Shared","Vitvi04g01325",0.0744852544100678,0.00712719999774231
"Shared","Vitvi04g04354",0.7815403714384,0.518841498727798
"Shared","Vitvi04g01375",0.0847086938769691,0.0236710606918766
"Shared","Vitvi04g04401",0.0917232678928055,0.0299975766147887
"Shared","Vitvi04g01519",0.111385719990517,0.0571481800181679
"Shared","Vitvi04g02205",0.250560824777754,0.0652185819054619
"Shared","Vitvi04g02226",0.338732388753585,0.0964860604374123
"Shared","Vitvi04g01701",0.130985465605135,0.0959923449424
"Shared","Vitvi05g01778",0.207414804944478,0.0621788556404785
"Shared","Vitvi05g00145",0.364126635447089,0.191200232338856
"Shared","Vitvi05g04029",0.0882870780687034,0.0646245259472696
"Shared","Vitvi05g01819",0.417173954663055,0.138538156014833
"Shared","Vitvi05g00274",0.191573757242482,0.0686207651987691
"Shared","Vitvi05g00563",0.296406812245079,0.121181224424543
"Shared","Vitvi05g04140",0.183263913139101,0.052502895606189
"Shared","Vitvi05g01927",0.0808441364411546,0.06967080744035
"Shared","Vitvi05g04206",0.084958833293068,0.0437955592750809
"Shared","Vitvi05g01991",0.0304732655842044,0.0144762705605428
"Shared","Vitvi05g00913",0.263925148825834,0.0219953304984171
"Shared","Vitvi05g01164",0.106941791601241,0.0240017651901752
"Shared","Vitvi05g02090",0.217042376481074,0.131043865832122
"Shared","Vitvi05g01256",0.135156006473459,0.0490144075335744
"Shared","Vitvi05g01266",0.562349898713736,0.0936825198638652
"Shared","Vitvi05g04399",0.203056923922253,0.01977559614151
"Shared","Vitvi05g02148",0.0863547686810912,0.0514293002358085
"Shared","Vitvi05g04405",0.0674921172659146,0.0431933622604959
"Shared","Vitvi05g04410",0.180579244700303,0.0700543816219837
"Shared","Vitvi05g01522",0.0719231984275507,0.0443830875613338
"Shared","Vitvi05g04493",0.0517992477987521,0.028106296937196
"Shared","Vitvi05g02215",0.157731367682033,0.0400694442784419
"Shared","Vitvi05g02222",0.149372008025256,0.0358591748228965
"Shared","Vitvi05g04537",0.0515733640125683,0.0406507590419151
"Shared","Vitvi05g01702",0.0770485752580228,0.0553098511893427
"Shared","Vitvi06g00015",0.124264439367124,0.10115892471748
"Shared","Vitvi06g00016",0.607405990321832,0.139089926962281
"Shared","Vitvi06g00039",0.144694425765629,0.0475462412867081
"Shared","Vitvi06g00040",0.193655238549952,0.073384254017212
"Shared","Vitvi06g00054",0.0795369330995111,0.0537017160868381
"Shared","Vitvi06g00155",0.752259175592689,0.182833100733178
"Shared","Vitvi06g00272",0.19103164540581,0.0673741731016408
"Shared","Vitvi06g04118",0.0149855311046628,0.00821740136982814
"Shared","Vitvi06g00560",0.361072274162024,0.184767234770947
"Shared","Vitvi06g00758",0.374902090622087,0.234427302188098
"Shared","Vitvi06g04344",0.142778792908093,0.0511308403317196
"Shared","Vitvi06g04356",0.146517896172615,0.146648559230796
"Shared","Vitvi06g01944",0.120411336879384,0.0342036977227465
"Shared","Vitvi06g01411",0.0578953762627214,0.0424700851134822
"Shared","Vitvi07g00123",0.0893598317017799,0.06137201345662
"Shared","Vitvi07g00236",0.074369035898995,0.0430606017263563
"Shared","Vitvi07g04137",0.0465472740311765,0.0214873048946765
"Shared","Vitvi07g00576",0.0634397595285768,0.0384144421090694
"Shared","Vitvi07g02067",0.124689902324826,0.0448991735350297
"Shared","Vitvi07g00636",0.184812948936667,0.111251871165486
"Shared","Vitvi07g00676",0.135365208164884,0.0433827853982169
"Shared","Vitvi07g00807",0.180773378545134,0.180421412562345
"Shared","Vitvi07g00814",0.292431525364578,0.176659210328903
"Shared","Vitvi07g04434",0.0873480753412918,0.0761872327864566
"Shared","Vitvi07g04439",0.168547268440538,0.0673500253480757
"Shared","Vitvi07g02461",0.054221943576178,0.0342605202282877
"Shared","Vitvi07g01380",0.311287576914351,0.100730086459386
"Shared","Vitvi07g04612",0.0297086355620555,0.0126754536525015
"Shared","Vitvi07g01723",0.419570731225584,0.0676420249660951
"Shared","Vitvi07g01791",0.301693718238024,0.18841806521084
"Shared","Vitvi07g02000",0.097796478669969,0.0398298309334986
"Shared","Vitvi08g04038",0.0461724569799768,0.0344444293045357
"Shared","Vitvi08g04075",0.0516867253755033,0.0226660274874449
"Shared","Vitvi08g00274",0.143420184675663,0.0474422980601665
"Shared","Vitvi08g00795",0.293482204261551,0.0353286256667982
"Shared","Vitvi08g02100",0.0507076049221839,0.0385690846505329
"Shared","Vitvi08g00957",0.67152312047221,0.31877112742576
"Shared","Vitvi08g01073",0.124830788113947,0.0390029151386022
"Shared","Vitvi08g01260",0.06713597770212,0.067020253340303
"Shared","Vitvi08g02217",0.0519860783583185,0.0355577910405321
"Shared","Vitvi08g01333",0.085858937342781,0.0394266399916888
"Shared","Vitvi08g04331",0.22571942959459,0.0986453004600109
"Shared","Vitvi08g01631",0.244996716060157,0.0730610210657743
"Shared","Vitvi08g01668",0.0575227017708663,0.0354826840387346
"Shared","Vitvi08g02397",0.114995186966518,0.0181223430462976
"Shared","Vitvi09g00064",0.346953014663503,0.131362392585338
"Shared","Vitvi09g00284",0.0580876631632946,0.0378836365378185
"Shared","Vitvi09g00383",0.273650639701793,0.0371678565066303
"Shared","Vitvi09g00391",0.0540735505808405,0.0363497055442732
"Shared","Vitvi09g04166",0.0483074394872735,0.0298082047000782
"Shared","Vitvi09g00540",0.0731124617544215,0.0414935427110853
"Shared","Vitvi09g01651",0.0633631392499804,0.0361012586874309
"Shared","Vitvi09g00870",0.0353394635202798,0.0178412544089127
"Shared","Vitvi09g04307",0.0395533930698515,0.0306756946096456
"Shared","Vitvi09g04337",0.0747783257669436,0.0407798617659837
"Shared","Vitvi09g00994",0.0311433780263317,0.0214922133312768
"Shared","Vitvi09g04374",0.091857959813094,0.0320185611774194
"Shared","Vitvi09g04376",0.044173938381921,0.0335918365593865
"Shared","Vitvi09g04415",0.0455635296680877,0.0291597231233904
"Shared","Vitvi09g01309",0.0407378731155445,0.0333364099221809
"Shared","Vitvi09g04550",0.28964471006598,0.211422125522635
"Shared","Vitvi09g01398",0.10958870295714,0.0365190541187715
"Shared","Vitvi09g02006",0.0885966251893303,0.078218359395065
"Shared","Vitvi09g02008",0.385805005471551,0.0896286670358468
"Shared","Vitvi09g02014",0.251909029288721,0.186407370128558
"Shared","Vitvi00g00444",0.0340744860007797,0.0297305125922162
"Shared","Vitvi00g04274",0.0745435874143017,0.0393788611473821
"Shared","Vitvi00g04498",0.0416010235908724,0.0200380143738084
"Shared","Vitvi00g04499",0.142365879559258,0.0179172140289738
"Shared","Vitvi00g04500",0.143510113086247,0.03207560762128
"Shared","Vitvi00g04505",0.418893414863179,0.0853082709171089
"Shared","Vitvi00g04508",0.0728449916864606,0.0636446224987646
"Shared","Vitvi07g02979",0.181042493302076,0.0260892887018829
"Shared","Vitvi00g04581",0.137928664917164,0.0921865414975601
"Shared","Vitvi00g04634",0.0831519932340361,0.0375098480937102
"Shared","Vitvi00g04707",0.0988488573617524,0.0509505819008529
"Shared","Vitvi00g04708",0.569011242490733,0.36231045468311
"Shared","Vitvi00g04728",0.306516073021998,0.0801874834597955
"Shared","Vitvi05g02286",0.122293867537306,0.0759916052997388
"Shared","Vitvi00g04881",0.343845719295882,0.0973088892220463
