"set","gene","mean_within_condition_variance","median_within_condition_variance"
"Shared","Vitvi04g01941",0.568470784587427,0.320975452552251
"Shared","Vitvi04g02071",0.209511180637212,0.112782901097055
"Shared","Vitvi04g01206",0.406026042392742,0.298898370059681
"Shared","Vitvi04g01254",0.158521557516927,0.0269367421985709
"Shared","Vitvi04g01287",0.385520071543358,0.18116483426834
"Shared","Vitvi04g01555",0.0488296722563231,0.0182365264354887
"Shared","Vitvi04g01626",0.235669705654963,0.185276694546157
"Shared","Vitvi05g00039",0.183055248582052,0.102411849090024
"Shared","Vitvi05g01768",0.422480998237988,0.165720610966015
"Shared","Vitvi05g00108",0.54023729589373,0.242947982519802
"Shared","Vitvi05g01815",0.0371736569616978,0.00196140731563975
"Shared","Vitvi05g00337",0.13169361863778,0.0469937629370343
"Shared","Vitvi05g01858",1.0232383291538,0.150562689678567
"Shared","Vitvi05g00482",0.380474142059473,0.310956531194222
"Shared","Vitvi05g00544",0.288480295661887,0.0914475746922534
"Shared","Vitvi05g00605",0.318020929526422,0.0847400315570938
"Shared","Vitvi05g04153",0.0691390817684739,0.0426255507361867
"Shared","Vitvi05g00637",0.267471077074683,0.0230451890407215
"Shared","Vitvi05g00710",0.9261127648597,0.383792974269114
"Shared","Vitvi05g00785",0.769100524445174,0.464110871681867
"Shared","Vitvi05g04232",0.189133619215053,0.0447999214488183
"Shared","Vitvi05g02001",0.109829190228712,0.0678636241390345
"Shared","Vitvi05g01088",0.10701781818117,0.0231741541281849
"Shared","Vitvi05g01116",0.138336656342054,0.0422885719633846
"Shared","Vitvi05g01400",0.441955754956926,0.106973581363966
"Shared","Vitvi05g01456",0.43747955686339,0.229092099528822
"Shared","Vitvi05g02195",0.110094329035018,0.0484963353290813
"Shared","Vitvi05g02197",0.588542115059139,0.094447604289834
"Shared","Vitvi05g02232",0.13980192836291,0.0791039087238769
"Shared","Vitvi05g01579",0.136949149719601,0.0438780274970463
"Shared","Vitvi05g04535",1.98280099945594,1.03773621199556
"Shared","Vitvi05g02269",0.663605988751473,0.0561060974316021
"Shared","Vitvi05g04567",0.642085301570512,0.0906275515826355
"Shared","Vitvi05g01672",0.088399434875148,0.0629650463866574
"Shared","Vitvi06g01574",0.681197025092331,0.132181426855216
"Shared","Vitvi06g04011",0.188749417892029,0.0301997953879234
