"gene","historical_3553","new_min_FDR","new_max_abs_log2FC","FDR_percentile","absLFC_percentile"
"Vitvi04g01948",FALSE,Inf,0.142816665357994,0.970728724827085,0.920516641828117
"Vitvi04g01955",FALSE,2.07650748950316e-05,1.23155494637431,0.153120103939776,0.304520615996026
"Vitvi04g01974",FALSE,0.41693653472226,0.333767485181625,0.915587145095342,0.80786426688066
"Vitvi04g01980",TRUE,2.82471039958964e-08,3.88674358160082,0.0613321105124384,0.0727196300966793
"Vitvi04g01984",FALSE,0.019215406429573,0.793571069383724,0.580725285643318,0.454965799228094
"Vitvi04g01985",FALSE,0.399440227799818,0.150482719157503,0.91241545339906,0.917688868508541
"Vitvi04g01986",FALSE,0.111225898639706,0.324815119643986,0.786885245901639,0.81565975008598
"Vitvi04g01989",FALSE,0.0265077398333473,0.357577861826412,0.616645649432535,0.786770606442738
"Vitvi04g01992",FALSE,0.014431296028177,2.1062419582225,0.549123008139402,0.176124422026061
"Vitvi04g01993",FALSE,0.0981383154554148,0.442908855621491,0.772306928044633,0.707898658718331
"Vitvi04g02010",FALSE,0.015657068930595,1.17643893637718,0.558332378004509,0.318583056287974
"Vitvi04g02011",FALSE,0.00114216359798442,0.706835934281722,0.328900607589132,0.503037945660896
"Vitvi04g02013",FALSE,Inf,0.114572931179155,0.970728724827085,0.930337422140701
"Vitvi04g02017",FALSE,0.0293331344099194,1.02461588829621,0.628988497840957,0.362451755894379
"Vitvi04g02022",FALSE,0.00587755142560913,0.490830545064213,0.457296801559097,0.664068172264894
"Vitvi04g02024",FALSE,0.0724604807545298,0.237006760449621,0.736673162902671,0.87932286292942
"Vitvi04g02027",FALSE,0.189273642929129,0.220582169479624,0.84575260804769,0.888570445947495
"Vitvi04g02028",FALSE,0.0575516402235649,0.397021955211027,0.709388971684054,0.751155947877259
"Vitvi04g02037",FALSE,0.235149077459445,0.324174458632666,0.868661393251557,0.816080094768619
"Vitvi04g02038",FALSE,0.00607749383396665,0.751470888634995,0.460544919561313,0.475753754442279
"Vitvi04g02039",FALSE,0.145130899915146,0.309420804728331,0.818181818181818,0.828231877412205
"Vitvi04g02054",FALSE,0.0102705896558192,3.90329489705276,0.511559478772594,0.072222859108105
"Vitvi04g02062",FALSE,0.000515210992106983,1.91602187881633,0.279873132332149,0.197065229852115
"Vitvi04g02063",FALSE,0.000610937433977665,1.04704767997965,0.289006075891322,0.35534410944247
"Vitvi04g02064",FALSE,0.0405184079340329,1.98591579641049,0.667583782337881,0.18865833619932
"Vitvi04g02065",TRUE,0.000969802367780445,3.30013843207989,0.317436661698957,0.09411899575834
"Vitvi04g02068",FALSE,0.0600034096201194,1.22514453954167,0.714433107875731,0.306507699950323
"Vitvi04g02069",FALSE,0.000695796028157847,5.7238856234623,0.29653406702587,0.0363024953188888
"Vitvi04g02070",FALSE,0.0419575080398909,1.72980554739522,0.671787229164278,0.220413466315106
"Vitvi04g02071",TRUE,0.0325394365156407,1.75610992126927,0.641254919943445,0.216515724712446
"Vitvi04g02072",FALSE,0.0320905201939867,1.45535306427856,0.639458901753984,0.261492605754901
"Vitvi04g02073",TRUE,2.3430629626746e-05,2.20291689241582,0.156750353471665,0.166494707478314
"Vitvi04g02074",FALSE,Inf,0.046097441622997,0.970728724827085,0.964882112423096
"Vitvi04g02075",FALSE,0.119804683159574,0.906658514103088,0.796132828919714,0.404333371546486
"Vitvi04g02076",FALSE,0.0657385063045039,0.209793595964944,0.72528564331843,0.894417058351485
"Vitvi04g02083",FALSE,0.0147762448692867,0.471520181603818,0.551530436776338,0.682066567312469
"Vitvi04g02084",FALSE,4.09353480739715e-05,0.748769408753158,0.173373075012419,0.477167641102067
"Vitvi04g02087",FALSE,0.64833575017586,0.125186055537517,0.935610837250181,0.92701287783255
"Vitvi04g02090",FALSE,0.0134180871074403,1.57870920550905,0.54205357484046,0.241507126753028
