"gene","genotype","timing","verdict","verdict_LRT","gene_shows_residual_batch_effect","gene_shows_residual_batch_effect_LRT"
"Vitvi00g00444","Rpv12",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00444","Rpv12+1+3",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g00444","Rpv12+1+3",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00444","Rpv12+1",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00444","Rpv12",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g00444","Rpv12+1",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g00444","Rpv12",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00444","Rpv12+1+3",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00444","Rpv12+1",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g00447","Rpv12",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00447","Rpv12",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00447","Rpv12+1+3",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00447","Rpv12",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00447","Rpv12+1+3",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00447","Rpv12+1+3",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00447","Rpv12+1",6,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g00447","Rpv12+1",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g00447","Rpv12+1",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g00615","Rpv12",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00615","Rpv12+1+3",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00615","Rpv12+1",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00615","Rpv12",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00615","Rpv12+1+3",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00615","Rpv12+1+3",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00615","Rpv12+1",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00615","Rpv12+1",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00615","Rpv12",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00786","Rpv12",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00786","Rpv12+1",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00786","Rpv12",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00786","Rpv12+1",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g00786","Rpv12+1+3",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00786","Rpv12+1+3",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00786","Rpv12+1",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00786","Rpv12",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00786","Rpv12+1+3",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00859","Rpv12+1",6,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g00859","Rpv12",24,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g00859","Rpv12+1+3",0,"batch_confound_risk_but_methods_agree_on_DE","batch_confound_risk_but_methods_agree_on_DE",TRUE,TRUE
"Vitvi00g00859","Rpv12+1",24,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g00859","Rpv12+1",0,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g00859","Rpv12+1+3",24,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g00859","Rpv12",0,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g00859","Rpv12",6,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g00859","Rpv12+1+3",6,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g00918","Rpv12",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00918","Rpv12+1",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00918","Rpv12+1+3",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00918","Rpv12+1",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00918","Rpv12+1",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00918","Rpv12+1+3",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00918","Rpv12+1+3",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00918","Rpv12",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g00918","Rpv12",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g01462","Rpv12",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g01462","Rpv12+1",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g01462","Rpv12+1+3",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g01462","Rpv12+1",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g01462","Rpv12",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g01462","Rpv12+1+3",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g01462","Rpv12+1+3",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g01462","Rpv12+1",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g01462","Rpv12",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g01805","Rpv12+1+3",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g01805","Rpv12+1+3",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g01805","Rpv12+1",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g01805","Rpv12",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g01805","Rpv12",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g01805","Rpv12+1",6,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g01805","Rpv12",6,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g01805","Rpv12+1",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g01805","Rpv12+1+3",6,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04001","Rpv12+1+3",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04001","Rpv12",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04001","Rpv12",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04001","Rpv12",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04001","Rpv12+1+3",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04001","Rpv12+1",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04001","Rpv12+1",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04001","Rpv12+1",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04001","Rpv12+1+3",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04005","Rpv12",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04005","Rpv12",6,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04005","Rpv12+1",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04005","Rpv12+1+3",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04005","Rpv12+1+3",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04005","Rpv12+1",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04005","Rpv12+1+3",6,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04005","Rpv12+1",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04005","Rpv12",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04006","Rpv12",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04006","Rpv12+1",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04006","Rpv12+1",6,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04006","Rpv12",6,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04006","Rpv12",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04006","Rpv12+1",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04006","Rpv12+1+3",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04006","Rpv12+1+3",6,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04006","Rpv12+1+3",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04007","Rpv12",24,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04007","Rpv12",0,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04007","Rpv12+1",6,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04007","Rpv12",6,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04007","Rpv12+1+3",6,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04007","Rpv12+1",0,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04007","Rpv12+1+3",0,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04007","Rpv12+1+3",24,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04007","Rpv12+1",24,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04011","Rpv12",6,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04011","Rpv12+1+3",6,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g04011","Rpv12+1+3",0,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g04011","Rpv12+1",6,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04011","Rpv12+1+3",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",TRUE,TRUE
"Vitvi00g04011","Rpv12",0,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04011","Rpv12+1",0,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g04011","Rpv12+1",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",TRUE,TRUE
"Vitvi00g04011","Rpv12",24,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04017","Rpv12+1+3",0,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g04017","Rpv12+1+3",6,"batch_confound_risk_but_methods_agree_on_DE","batch_confound_risk_but_methods_agree_on_DE",TRUE,TRUE
"Vitvi00g04017","Rpv12",24,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04017","Rpv12",6,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g04017","Rpv12+1+3",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",TRUE,TRUE
"Vitvi00g04017","Rpv12+1",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",TRUE,TRUE
"Vitvi00g04017","Rpv12+1",6,"batch_confound_risk_but_methods_agree_on_DE","batch_confound_risk_but_methods_agree_on_DE",TRUE,TRUE
"Vitvi00g04017","Rpv12",0,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g04017","Rpv12+1",0,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g04018","Rpv12+1+3",6,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g04018","Rpv12",6,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04018","Rpv12+1+3",0,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g04018","Rpv12+1+3",24,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04018","Rpv12+1",0,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04018","Rpv12+1",24,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04018","Rpv12",24,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04018","Rpv12",0,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04018","Rpv12+1",6,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04019","Rpv12",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04019","Rpv12+1+3",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04019","Rpv12",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04019","Rpv12+1+3",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04019","Rpv12+1",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04019","Rpv12+1",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04019","Rpv12+1",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04019","Rpv12+1+3",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04019","Rpv12",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04022","Rpv12+1",0,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g04022","Rpv12+1+3",0,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g04022","Rpv12",24,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04022","Rpv12+1+3",6,"batch_confound_risk_but_methods_agree_on_DE","batch_confound_risk_but_methods_agree_on_DE",TRUE,TRUE
"Vitvi00g04022","Rpv12",0,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g04022","Rpv12+1",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",TRUE,TRUE
"Vitvi00g04022","Rpv12",6,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04022","Rpv12+1+3",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",TRUE,TRUE
"Vitvi00g04022","Rpv12+1",6,"batch_confound_risk_but_methods_agree_on_DE","batch_confound_risk_but_methods_agree_on_DE",TRUE,TRUE
"Vitvi00g04023","Rpv12",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04023","Rpv12",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04023","Rpv12+1",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04023","Rpv12+1+3",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04023","Rpv12",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04023","Rpv12+1+3",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04023","Rpv12+1+3",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04023","Rpv12+1",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04023","Rpv12+1",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04024","Rpv12+1",6,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04024","Rpv12",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04024","Rpv12+1+3",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04024","Rpv12+1",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04024","Rpv12+1+3",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04024","Rpv12",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04024","Rpv12+1",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04024","Rpv12",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04024","Rpv12+1+3",6,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04025","Rpv12+1+3",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04025","Rpv12",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04025","Rpv12",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04025","Rpv12",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04025","Rpv12+1+3",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04025","Rpv12+1",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04025","Rpv12+1",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04025","Rpv12+1",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04025","Rpv12+1+3",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04030","Rpv12+1+3",0,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g04030","Rpv12",6,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04030","Rpv12+1+3",6,"batch_confound_risk_but_methods_agree_on_DE","batch_confound_risk_but_methods_agree_on_DE",TRUE,TRUE
"Vitvi00g04030","Rpv12+1",6,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04030","Rpv12+1+3",24,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04030","Rpv12",24,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04030","Rpv12+1",24,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04030","Rpv12",0,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04030","Rpv12+1",0,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04032","Rpv12",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04032","Rpv12+1",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04032","Rpv12",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04032","Rpv12+1",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04032","Rpv12+1+3",6,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04032","Rpv12+1+3",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04032","Rpv12+1+3",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04032","Rpv12",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04032","Rpv12+1",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04033","Rpv12",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04033","Rpv12+1+3",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04033","Rpv12+1",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04033","Rpv12+1+3",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04033","Rpv12",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04033","Rpv12+1+3",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04033","Rpv12",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04033","Rpv12+1",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04033","Rpv12+1",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04035","Rpv12+1+3",0,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g04035","Rpv12",24,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04035","Rpv12",6,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04035","Rpv12+1",6,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g04035","Rpv12",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",TRUE,TRUE
"Vitvi00g04035","Rpv12+1+3",6,"batch_confound_risk_but_methods_agree_on_DE","batch_confound_risk_but_methods_agree_on_DE",TRUE,TRUE
"Vitvi00g04035","Rpv12+1",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",TRUE,TRUE
"Vitvi00g04035","Rpv12+1+3",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",TRUE,TRUE
"Vitvi00g04035","Rpv12+1",0,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g04036","Rpv12+1+3",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04036","Rpv12",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04036","Rpv12+1",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04036","Rpv12+1+3",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04036","Rpv12",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04036","Rpv12+1",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04036","Rpv12",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04036","Rpv12+1",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04036","Rpv12+1+3",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04037","Rpv12",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04037","Rpv12",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04037","Rpv12+1",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04037","Rpv12",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04037","Rpv12+1+3",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04037","Rpv12+1+3",24,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04037","Rpv12+1",0,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04037","Rpv12+1+3",6,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04037","Rpv12+1",6,"DE_call_low_batch_risk","DE_call_low_batch_risk",FALSE,FALSE
"Vitvi00g04038","Rpv12",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04038","Rpv12+1",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04038","Rpv12+1+3",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04038","Rpv12+1",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04038","Rpv12",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04038","Rpv12",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04038","Rpv12+1",0,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04038","Rpv12+1+3",6,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04038","Rpv12+1+3",24,"not_DE_either_method","not_DE_either_method",FALSE,FALSE
"Vitvi00g04039","Rpv12+1",24,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04039","Rpv12",24,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04039","Rpv12+1+3",24,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04039","Rpv12+1+3",0,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g04039","Rpv12",6,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04039","Rpv12+1",6,"batch_confound_risk_prefer_unprotected_ttest_null_call","batch_confound_risk_prefer_unprotected_ttest_null_call",TRUE,TRUE
"Vitvi00g04039","Rpv12+1",0,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
"Vitvi00g04039","Rpv12+1+3",6,"not_DE_either_method","not_DE_either_method",TRUE,TRUE
