"gene","baseMean","log2FC_MLE","log2FC_apeglm","lfcSE_apeglm","statistic_zero_null","pvalue_zero_null","padj_zero_null","pvalue_threshold_test","padj_threshold_test","FSOS_svalue","DE_primary_threshold_test","DE_zero_null_plus_effect_filter","DE_primary","leading_signal","genotype","timing","max_Cooks_distance","exceeds_DESeq2_0.99_F_cutoff","mixed_cell_batch_by_condition_pvalue","mixed_cell_batch_by_condition_padj","batch_interaction_warning"
"Vitvi17g00964",6301.26636268174,1.83906778192375,1.73938277249025,0.343725092661908,5.50456653678423,3.70077675650918e-08,1.3327767516091e-06,0.00601202283388389,0.103015629734105,0.00344172151236262,FALSE,TRUE,TRUE,FALSE,"Rpv12",0,0.796877972255485,FALSE,0.0499104880194147,0.206533754161298,FALSE
"Vitvi17g00964",6301.26636268174,-1.47187528319722,-1.35428528432376,0.32266826353601,-4.62840654399072,3.68490087804133e-06,7.60311708805914e-05,0.0689253952558007,0.828682762781078,0.0274861843801636,FALSE,TRUE,TRUE,FALSE,"Rpv12+1",24,0.796877972255485,FALSE,0.0499104880194147,0.206533754161298,FALSE
"Vitvi17g00964",6301.26636268174,-0.862323204586786,-0.7414252305525,0.331350948273768,-2.5798471172485,0.0098844063871213,0.0362078095817291,0.659791168375056,1,0.340952346726698,FALSE,FALSE,FALSE,FALSE,"Rpv12+1+3",6,0.796877972255485,FALSE,0.0499104880194147,0.206533754161298,FALSE
"Vitvi17g00964",6301.26636268174,-0.715825898691603,-0.570961779199267,0.32664869229982,-2.14026930664983,0.0323330089689274,0.106035032328752,0.802243257084626,1,0.482845357364446,FALSE,FALSE,FALSE,FALSE,"Rpv12+1+3",0,0.796877972255485,FALSE,0.0499104880194147,0.206533754161298,FALSE
"Vitvi17g00964",6301.26636268174,-1.1555634674987,-1.01877607299936,0.332830858751093,-3.63459365960236,0.000278419101250849,0.00241827735568097,0.312316869488478,1,0.144172649182792,FALSE,TRUE,TRUE,FALSE,"Rpv12",24,0.796877972255485,FALSE,0.0499104880194147,0.206533754161298,FALSE
"Vitvi17g00964",6301.26636268174,0.619261040758655,0.426574166475514,0.30361027019482,1.94758112411707,0.0514651041641996,0.172524929291821,0.884430131814359,1,0.639593388374478,FALSE,FALSE,FALSE,FALSE,"Rpv12",6,0.796877972255485,FALSE,0.0499104880194147,0.206533754161298,FALSE
"Vitvi17g00964",6301.26636268174,0.0373133062603519,0.021033236137294,0.246982040505562,0.11167969385091,0.911077380551714,0.963000968780985,0.998972440529985,1,0.89309825501535,FALSE,FALSE,FALSE,FALSE,"Rpv12+1",6,0.796877972255485,FALSE,0.0499104880194147,0.206533754161298,FALSE
"Vitvi17g00964",6301.26636268174,0.71161184567101,0.572454288993327,0.326876102478362,2.12943830706348,0.0332180139575342,0.102796004504184,0.805925144092894,1,0.508219311716276,FALSE,FALSE,FALSE,FALSE,"Rpv12+1",0,0.796877972255485,FALSE,0.0499104880194147,0.206533754161298,FALSE
"Vitvi17g00964",6301.26636268174,-1.1995188882975,-1.08302336606426,0.319854648583534,-3.83943472723647,0.000123317908375754,0.00119797318247046,0.261534271009422,1,0.127621204993287,FALSE,TRUE,TRUE,FALSE,"Rpv12+1+3",24,0.796877972255485,FALSE,0.0499104880194147,0.206533754161298,FALSE
"Vitvi17g04216",302.395179146074,-1.60890093886956,-0.983077653128355,0.776279450690181,-2.34463272073442,0.0190458306404717,0.084299871300514,0.18751857219509,1,0.142602319990208,FALSE,FALSE,FALSE,FALSE,"Rpv12+1",24,1.12992655176513,FALSE,0.00230697441398597,0.025157233914666,TRUE
"Vitvi17g04216",302.395179146074,-1.09610081734888,-0.52582092013277,0.633543274042081,-1.50563710247866,0.132160358445807,0.257148398430681,0.449482388444627,1,0.332222887334252,FALSE,FALSE,FALSE,FALSE,"Rpv12+1+3",6,1.12992655176513,FALSE,0.00230697441398597,0.025157233914666,TRUE
"Vitvi17g04216",302.395179146074,-1.52180620165291,-0.774629340798072,0.767647579688488,-2.06140696293761,0.0392642311343446,0.121751072178457,0.240154503964435,1,0.215821172298305,FALSE,FALSE,FALSE,FALSE,"Rpv12+1+3",0,1.12992655176513,FALSE,0.00230697441398597,0.025157233914666,TRUE
"Vitvi17g04216",302.395179146074,0.398363950356603,0.0925146679347553,0.336800156098528,0.551161401683013,0.581523036980358,0.781572403458979,0.823920789841713,1,0.817518732075575,FALSE,FALSE,FALSE,FALSE,"Rpv12+1",6,1.12992655176513,FALSE,0.00230697441398597,0.025157233914666,TRUE
"Vitvi17g04216",302.395179146074,-2.17430681964689,-1.73022336331352,0.746217058978662,-3.22233649718927,0.00127149711637765,0.00756998621534072,0.0409018044412501,0.450511806451765,0.0434080275531023,FALSE,TRUE,TRUE,FALSE,"Rpv12+1+3",24,1.12992655176513,FALSE,0.00230697441398597,0.025157233914666,TRUE
"Vitvi17g04216",302.395179146074,3.05389104840718,2.69067189559342,0.786727617414942,4.22295289226776,2.41122231495979e-05,0.000305065575361101,0.00225468105027123,0.0504226884224128,0.00346463655935034,FALSE,TRUE,TRUE,FALSE,"Rpv12",0,1.12992655176513,FALSE,0.00230697441398597,0.025157233914666,TRUE
"Vitvi17g04216",302.395179146074,-1.32636914743118,-0.643159138832167,0.669570031150914,-1.93775029630494,0.0526536944014548,0.148942672006178,0.317088371630899,1,0.275107907237564,FALSE,FALSE,FALSE,FALSE,"Rpv12",24,1.12992655176513,FALSE,0.00230697441398597,0.025157233914666,TRUE
"Vitvi17g04216",302.395179146074,0.8007348327241,0.190344804053916,0.370213798356209,1.16651995055264,0.243404287146044,0.452696328711429,0.618557234025256,1,0.700672481706293,FALSE,FALSE,FALSE,FALSE,"Rpv12",6,1.12992655176513,FALSE,0.00230697441398597,0.025157233914666,TRUE
"Vitvi17g04216",302.395179146074,2.2414710453062,1.7087004564077,0.842056398930264,3.09777737745562,0.0019497783694664,0.0126100998586263,0.0431077637296,0.560186781620768,0.060686263038539,FALSE,TRUE,TRUE,FALSE,"Rpv12+1",0,1.12992655176513,FALSE,0.00230697441398597,0.025157233914666,TRUE
