"gene","baseMean","log2FC_MLE","log2FC_apeglm","lfcSE_apeglm","statistic_zero_null","pvalue_zero_null","padj_zero_null","DE_primary"
"Vitvi01g04001",41.0979075529345,-0.344231165256855,-0.215435022259963,0.271981049089049,-1.05494017022275,0.291452688825171,0.466526304174214,FALSE
"Vitvi01g04002",49.0140670446731,-0.244265538520334,-0.117674403871892,0.296596049165806,-0.585344784066885,0.558315907798468,0.7138814692811,FALSE
"Vitvi01g04003",2.74961081017081,-0.379699449905754,-0.0102383041745558,0.389692618623812,-0.161586934785706,0.871631146624873,0.929692037350731,FALSE
"Vitvi01g04004",0.230543072150457,-0.890584057867711,-0.021723885630764,0.395038037549662,-0.218255111385989,0.827230347247678,NA,FALSE
"Vitvi01g04005",18.6308241000954,0.188139198464581,0.0454097380529523,0.347543300492753,0.266180954483784,0.790099850194534,0.878126252495889,FALSE
"Vitvi01g00002",81.0840205844737,-0.314742666945589,-0.161815743694048,0.29760723882459,-0.788891374111887,0.430175497697415,0.604750900911492,FALSE
"Vitvi01g00005",1558.24760070071,0.615989236667687,0.560539552905405,0.17663118875871,3.48758244943711,0.000487408616743649,0.00301177961589224,FALSE
"Vitvi01g01834",451.409524619045,-0.216829697707651,-0.178781149796983,0.175932614256381,-1.13822059732684,0.25502838001721,0.425912009435618,FALSE
"Vitvi01g00006",1977.60279352094,0.0404623965418496,0.0374951393199591,0.109844896366621,0.353983994515583,0.723350878176099,0.834185205215622,FALSE
"Vitvi01g01835",6.70419777641035,-0.600858847570086,-0.0567843062768634,0.381420507826207,-0.490629020268021,0.623688857148774,0.762170144436865,FALSE
"Vitvi01g00008",12.8446454049697,-0.401906695410068,-0.0720927943671222,0.365568693952205,-0.473442915286427,0.635897218461815,0.772071021311257,FALSE
"Vitvi01g00011",7.1101993944908,1.65512297766543,0.290052611490464,0.505064760975283,1.71115793094228,0.0870519623610683,0.195466575217755,FALSE
"Vitvi01g00012",71.9153719825033,0.203004105796894,0.131675456750245,0.24581994460011,0.677553098607405,0.498055092298524,0.664074957500206,FALSE
"Vitvi01g01837",611.569915740412,0.123602048757644,0.0917959707617814,0.205765327922904,0.519898638796927,0.603134224196386,0.747155770236763,FALSE
"Vitvi01g00014",243.820583863332,0.169711186398659,0.116869507883642,0.229111022311897,0.622454263440184,0.533643208956873,0.694230883763122,FALSE
"Vitvi01g01838",1055.23383356125,-0.0240601448619545,-0.0206224471025853,0.131988724382588,-0.171780912442927,0.863609772112781,0.92464745015097,FALSE
"Vitvi01g00015",1.72889908814206,-4.18028116398855,-0.138370052003826,0.427387267275813,-2.05683802598278,0.0397018089633727,NA,FALSE
"Vitvi01g00023",1040.6939689996,-0.529784662239345,-0.510413949231846,0.103469985890009,-5.11064146981995,3.21066783186122e-07,5.43598473725582e-06,FALSE
"Vitvi01g00024",431.49526212764,-0.258274560364267,-0.233733302726862,0.133429175515023,-1.86880032568152,0.0616505995486805,0.151520353982494,FALSE
"Vitvi01g00025",363.01035649186,-0.35040128262504,-0.306246837949581,0.164237997789958,-2.05753490116827,0.0396348013020727,0.107949270742584,FALSE
"Vitvi01g00026",938.794374954405,0.0695473098207071,0.0588133559837324,0.158359943617483,0.40371289791442,0.686423853910443,0.80853259890204,FALSE
"Vitvi01g00027",109.683701684039,0.363385474235479,0.245902212242437,0.259954728922433,1.21530066147473,0.224251439726327,0.389292484421414,FALSE
"Vitvi01g04008",8.61673170777765,-0.481041292116856,-0.0596983244647657,0.375448324916749,-0.459464567865921,0.645900590604189,0.779144531968027,FALSE
"Vitvi01g00028",285.342912504433,-0.152178330540935,-0.133501274303533,0.14187843948765,-1.01266989953163,0.311217859966062,0.486994643079991,FALSE
"Vitvi01g00029",3113.18395968001,-0.0809404643951592,-0.0767718086365342,0.0893695466264448,-0.883413814462389,0.377012729550944,0.553471114964468,FALSE
"Vitvi01g00031",1.30395863302796,-3.79191531170161,-0.0522165041856162,0.399265406405778,-1.24875973008263,0.211752966935461,NA,FALSE
"Vitvi01g00033",2042.71026278365,-0.249340018853115,-0.23716524211864,0.095257402714286,-2.57273759076395,0.0100897675697061,0.0367493893329368,FALSE
"Vitvi01g00034",3607.90250424832,-0.621664786911774,-0.554749633204535,0.191751557359805,-3.24113978552829,0.00119052789429758,0.00640128397777991,FALSE
"Vitvi01g00035",1377.52604319302,0.274269698390968,0.252404695996817,0.124794781862552,2.1374033265824,0.0325652010882782,0.0927014771882926,FALSE
"Vitvi01g00036",501.216631846874,-1.3428243143116,-1.32045880252338,0.132237817570713,-10.2157435041274,1.68581729213401e-24,7.27836006459487e-22,TRUE
"Vitvi01g00037",888.330198077013,-0.535836579561308,-0.511642085769956,0.115884196339109,-4.61553995296607,3.92074602042143e-06,4.8647297881908e-05,FALSE
"Vitvi01g00038",5234.43496556503,0.141049333973385,0.130601088656627,0.111716186458954,1.21881137221676,0.22291579418304,0.387348798209988,FALSE
"Vitvi01g01840",74.0268364967422,-0.417517962818498,-0.268679071809741,0.280706470939547,-1.28430123032968,0.19903657651947,0.357807594741171,FALSE
"Vitvi01g00039",815.59060830906,-0.175755074362432,-0.125189116885051,0.219069028137412,-0.688114616953839,0.491380606424081,0.658582780004083,FALSE
"Vitvi01g00041",868.085248823556,-0.390985861367063,-0.201054678319836,0.309762043293456,-0.963645812800566,0.33522352997552,0.51124493869623,FALSE
"Vitvi01g04009",14.5866063319585,1.01351756255095,0.341355135920137,0.473107926434631,1.56421017107546,0.117768219388102,0.244231299307438,FALSE
"Vitvi01g00042",1946.68186940835,0.0757849200779018,0.0691536259543089,0.116592950063362,0.62245114456275,0.533645259199424,0.694230883763122,FALSE
"Vitvi01g00043",419.662392152033,0.115409220421457,0.104765364346485,0.123383360853026,0.892781356304117,0.371974272308041,0.548943422242668,FALSE
"Vitvi01g00045",425.819672037338,0.282529018332218,0.26247828374751,0.118111281835884,2.33520264205309,0.0195328371894316,0.0624675673846924,FALSE
"Vitvi01g00046",30.8730098603271,-1.21103836309729,-0.924828021753372,0.458222021143339,-2.84559585116741,0.00443284160890337,0.0189142147273011,FALSE
"Vitvi01g00047",42.7778815265457,-1.41611313829685,-1.20705763932779,0.414195738208787,-3.61525146716984,0.000300056218042675,0.00199245533108713,TRUE
"Vitvi01g00048",5075.55351409678,0.231095388609088,0.121914257461761,0.285366610864012,0.599210456026011,0.549032551054807,0.706573390200177,FALSE
"Vitvi01g00049",2879.8656085591,0.216273431689485,0.196816052689953,0.121630060631347,1.71890305499509,0.0856320258010333,0.193146467972751,FALSE
"Vitvi01g00050",390.364740766947,-1.0112762249153,-0.697866187304908,0.446561968495534,-2.39793623142175,0.0164877353331339,0.0545473338380424,FALSE
"Vitvi01g00051",1378.44594076758,-1.01089584050606,-0.983667600749147,0.133526580929032,-7.62438460119209,2.45201302701067e-14,2.04896887855652e-12,FALSE
"Vitvi01g01841",1221.88214045918,-0.223001466038668,-0.208019191138757,0.10966099906998,-1.98030587512735,0.0476691690378973,0.123828301609976,FALSE
"Vitvi01g00052",129.798622345601,-0.889316432764553,-0.779043425130334,0.260430312144184,-3.49655233217583,0.000471312038347499,0.0029254975671016,FALSE
"Vitvi01g00053",262.163946276713,-0.618649972054953,-0.415115157168346,0.322191324565259,-1.80228866660119,0.0715000007112547,0.168976281457901,FALSE
"Vitvi01g00054",601.272622058057,0.569952742630348,0.514026304469868,0.176790677000572,3.21176178066676,0.0013192371738606,0.00696956616165559,FALSE
"Vitvi01g00055",3304.69869838577,0.170034773152092,0.147059802811944,0.152474937122718,1.04521903051171,0.295921749889624,0.471412345536501,FALSE
"Vitvi01g01842",54.4891256158148,-1.09762039618862,-0.958893891920963,0.308845246374831,-3.68165415952465,0.000231725606552355,0.00160739386824207,FALSE
"Vitvi01g00056",4116.74535698863,0.408473379997945,0.382572964764965,0.123540610414948,3.26619345847305,0.00109003753246113,0.00596279223782338,FALSE
"Vitvi01g00058",1476.18290184089,0.029995531906402,0.0284264684310264,0.0946248149185886,0.307883049230117,0.758171324450246,0.857600614149388,FALSE
"Vitvi01g01843",43.7068034103724,-0.333070829569682,-0.142945310875329,0.318955876061178,-0.71338655371203,0.475606591309372,0.645741976302826,FALSE
"Vitvi01g00059",5.18175945177223,2.38146528295868,0.168320261490173,0.435835916165796,1.63651077259797,0.101732732981324,0.219407672222626,FALSE
"Vitvi01g00060",2827.46674870483,-0.367004985332192,-0.344190766091258,0.116909373032877,-3.09342355556862,0.00197861520654642,0.00979601506167406,FALSE
"Vitvi01g00061",21515.2279515941,-0.0680932521752416,-0.0536757951226122,0.180290041471572,-0.337300382587843,0.73589047131972,0.842972113465113,FALSE
"Vitvi01g00062",2208.42287127579,0.451201803675316,0.401610562668147,0.168414148403662,2.62799350881154,0.00858901546654912,0.0322195183567379,FALSE
"Vitvi01g00063",5.33235112260779,0.59466391188829,0.111265658448121,0.375123623467478,0.704490005539801,0.481127672011563,0.65052546223265,FALSE
"Vitvi01g01844",2132.94674114515,0.363644236508106,0.283432209849389,0.219017621472948,1.53593783919718,0.124553626587515,0.2547075746014,FALSE
"Vitvi01g00064",296.657923940479,-0.681486336990302,-0.521457556303253,0.295622950776534,-2.2836518759733,0.0223919984194113,0.0694229894018337,FALSE
"Vitvi01g00065",112.549578768788,1.43862558911778,1.36110250575447,0.254136065198754,5.78075994620093,7.43639374997436e-09,1.93495629338061e-07,TRUE
"Vitvi01g00066",645.059240767189,-0.3819257655808,-0.33564990275863,0.1650724548681,-2.24279852382307,0.0249098097197542,0.0754119340093948,FALSE
"Vitvi01g00067",100.432026874578,-0.690751986887505,-0.43612979375927,0.358243434676932,-1.80890647726473,0.0704655339622114,0.167124461728891,FALSE
"Vitvi01g04012",1052.46460352722,0.432323072107548,0.405757144310033,0.123722288257406,3.45916249916736,0.000541857886634859,0.00329324159775941,FALSE
"Vitvi01g04013",1273.58504216464,0.227669300141607,0.209002476026393,0.122936838251754,1.79216325597789,0.0731068186105255,0.171850410272816,FALSE
"Vitvi01g00070",1428.24923100797,0.38716489082739,0.370513265877313,0.0999383508037682,3.8395317776351,0.000123269174298388,0.000942570524628602,FALSE
"Vitvi01g04014",169.262141001905,0.488527609187157,0.412640862771276,0.20555403659764,2.31457115029665,0.0206364132451716,0.0652627968526763,FALSE
"Vitvi01g00071",2530.84459947458,0.391756278800882,0.377965892010623,0.0911273570128466,4.26914262892295,1.9622576834244e-05,0.000196343672237582,FALSE
"Vitvi01g00073",1.19785901748863,0.321826187368613,0.00445026711214072,0.39227592964317,0.0955566699664541,0.923872680013405,NA,FALSE
"Vitvi01g01845",572.856104846757,-0.334143271360885,-0.257858997294754,0.216072967819851,-1.41711939780877,0.156448022112996,0.300496720015027,FALSE
"Vitvi01g01846",71478.1223169832,-0.156290600145047,-0.138299045404524,0.125411477804725,-1.19101008415471,0.233649626133866,0.40046730843833,FALSE
"Vitvi01g00074",1825.56043385319,0.0410842959548888,0.0366101596272952,0.133818271591804,0.289034680032161,0.772554838771857,0.867305990808835,FALSE
"Vitvi01g00075",1954.44232930738,-0.417747040422621,-0.309779723022587,0.24483353377019,-1.568960029307,0.116657252898421,0.242531406641143,FALSE
"Vitvi01g00076",4012.20897013864,0.149004989278113,0.143410426923586,0.0820295305183446,1.78377208097553,0.0744607079726815,0.17434738833736,FALSE
"Vitvi01g00077",1571.43041343162,-0.463931644052707,-0.394946656324077,0.195860118752929,-2.30390133692538,0.0212281826485165,0.0666662307419279,FALSE
"Vitvi01g00078",19.1617554520871,-0.286529549568549,-0.116853720076047,0.318091271585563,-0.589821906243207,0.555310054535496,0.711815406391057,FALSE
"Vitvi01g00079",29.0693568138014,-1.19256140754017,-0.872286227270651,0.481339928432096,-2.68749623619659,0.00719899136028381,0.0279402837645508,FALSE
"Vitvi01g00080",559.367467728193,-0.529843658862073,-0.479948429570894,0.165853907174667,-3.17170596339444,0.00151546362307598,0.00783230301671321,FALSE
"Vitvi01g01847",96.8982079884262,-0.582443351491143,-0.488766946799958,0.226429004502263,-2.53948683649862,0.011101522288396,0.0397147292667889,FALSE
"Vitvi01g00081",1548.8479670608,-0.818064281254867,-0.610829308981689,0.34556264596923,-2.40969152078994,0.0159660137075399,0.0531531691528753,FALSE
"Vitvi01g00082",1253.68436436241,-0.719836310845146,-0.692122982151459,0.126005331803272,-5.73596419203741,9.69591466781156e-09,2.46242434167058e-07,FALSE
"Vitvi01g01848",3.48269888456718,1.11490449350674,0.0578779640388882,0.391155112044004,0.658458110510052,0.510243805641787,0.674595050254064,FALSE
"Vitvi01g01849",7.8413115703164,3.24861199889025,2.59319394640677,1.05290650140025,3.33800135972288,0.000843833364475407,0.00480535687820704,TRUE
"Vitvi01g04015",8.90835762713509,1.12131557305646,0.317375611275562,0.478081671924959,1.54669826695765,0.121936021208497,0.250446339393437,FALSE
"Vitvi01g01850",5.40621619156316,1.52041424757072,0.180667834201815,0.428712699020312,1.34415024132954,0.178899808329931,0.331027846219209,FALSE
"Vitvi01g01851",7.6908277304141,-0.761029902298452,-0.0760879192780845,0.384837644987023,-0.639476083419851,0.522513267500552,0.684798151582881,FALSE
"Vitvi01g04016",24.6271561512652,-0.658574628068935,-0.368714530478332,0.366243599806759,-1.57029056228613,0.116347528814942,0.242109989181323,FALSE
"Vitvi01g04017",372.850950431463,-0.054634604610204,-0.03947657434522,0.205419923101711,-0.227571393394331,0.819979461202004,0.896585740477606,FALSE
"Vitvi01g01852",15.0039502769959,0.358124260547865,0.0712121891162549,0.361510421024852,0.444570383042795,0.656630254690593,0.786876266145284,FALSE
