"gene","baseMean","log2FC_MLE","log2FC_apeglm","lfcSE_apeglm","statistic_zero_null","pvalue_zero_null","padj_zero_null","DE_primary","contrast"
"Vitvi01g04001",46.2358503803711,-0.129782928044511,-0.0820742460244062,0.305639210109185,-0.342284817062695,0.732136560514876,0.840376582043164,FALSE,"0hpi_mock_only_temporal_drift"
"Vitvi01g04002",46.9857422292354,-0.490398241686697,-0.287313736970636,0.369813046408461,-1.0790144509133,0.28058128566011,0.455339844156741,FALSE,"0hpi_mock_only_temporal_drift"
"Vitvi01g04003",1.59834492288171,-4.14808693931419,-0.049108855826712,0.504266542379576,-1.05403366925014,0.291867502491403,NA,FALSE,"0hpi_mock_only_temporal_drift"
"Vitvi01g04004",1.45766098276042,2.76403613107233,0.0471580971951023,0.5006977420416,0.8276744951286,0.407854866983811,NA,FALSE,"0hpi_mock_only_temporal_drift"
"Vitvi01g04005",21.8582891762286,0.485646459975378,0.151031095133961,0.439667234382636,0.637451037995761,0.523831092722725,0.687287592157702,FALSE,"0hpi_mock_only_temporal_drift"
"Vitvi01g00002",80.0951877006781,-0.452499670111213,-0.174274490273016,0.418941832278625,-0.696809782894685,0.485921842968588,0.657095272837513,FALSE,"0hpi_mock_only_temporal_drift"
"Vitvi01g00005",1887.54135882022,0.968136661526141,0.880165388312921,0.256585642885159,3.81575593557691,0.000135766650306957,0.00112958258177806,FALSE,"0hpi_mock_only_temporal_drift"
"Vitvi01g01834",398.822242218729,-0.767027979092896,-0.669112270043751,0.261766419164121,-2.91456757010534,0.00356181694311442,0.0166596537498659,FALSE,"0hpi_mock_only_temporal_drift"
"Vitvi01g00006",2055.50401714049,0.043474038257128,0.041606750074957,0.107867156299346,0.393718936602016,0.693788558932616,0.814464901613123,FALSE,"0hpi_mock_only_temporal_drift"
"Vitvi01g01835",9.07722276701195,0.264824368018897,0.0557981009988473,0.449601316273135,0.266981653052557,0.789483287270233,0.877096443392428,FALSE,"0hpi_mock_only_temporal_drift"
"Vitvi01g00008",11.1485679420074,-1.05896942531227,-0.454561339168358,0.55135334129473,-1.53595932490014,0.124548356603341,0.258593536804139,FALSE,"0hpi_mock_only_temporal_drift"
"Vitvi01g00011",6.17245287119837,1.35352607633934,0.285181590335109,0.546226763502498,1.2841700465563,0.199082463308302,0.359981633151344,FALSE,"0hpi_mock_only_temporal_drift"
"Vitvi01g00012",55.672676379245,-0.706151928550609,-0.336003139853173,0.447104435439352,-1.21355539974661,0.224917547045664,0.391103158971375,FALSE,"0hpi_mock_only_temporal_drift"
"Vitvi01g01837",475.859456813419,-0.810750670057098,-0.528712020071079,0.425423823314509,-1.78112898041149,0.0748913823489108,0.178454552239651,FALSE,"0hpi_mock_only_temporal_drift"
