"gene","bio1_0_mock","bio1_120_mock","bio1_12_mock","bio1_12_inoculated","bio1_24_mock","bio1_24_inoculated","bio1_48_mock","bio1_48_inoculated","bio1_96_mock","bio1_96_inoculated","bio2_0_mock","bio2_120_mock","bio2_12_mock","bio2_12_inoculated","bio2_24_mock","bio2_24_inoculated","bio2_48_mock","bio2_48_inoculated","bio2_96_mock","bio2_96_inoculated","bio3_0_mock","bio3_12_mock","bio3_12_inoculated","bio3_24_mock","bio3_24_inoculated","bio3_48_mock","bio3_48_inoculated","bio3_96_mock","bio3_96_inoculated"
"Vitvi03g00143",11.1641510471511,11.1889245583758,11.1317511186687,11.044168535763,11.1841074471829,11.0755574731867,11.2361446000659,11.1222898287375,11.3089992330214,11.2999926989746,11.1152580401158,11.2001363574917,11.0863193472999,11.0382928966087,11.1443631865983,11.0224664491079,11.2084305794513,11.1398161228203,11.2731237506355,11.2536153835786,11.1150237296729,11.0271773191947,10.9433593198964,11.0965306587395,11.083989630047,11.2197564628348,11.1325260199803,11.2839198262449,11.3237558715314
"Vitvi03g01399",11.2551231648396,10.8563505701857,10.6195134925259,10.8345357729045,10.8992290095682,10.9700715451102,10.7850223305017,10.8887217630497,10.5922106801159,10.9102453240537,11.4847715972718,11.1415682056134,10.729167258761,10.7719344938603,11.075650967378,11.0498227510201,10.8465519197898,11.1000777848117,11.0676430644092,11.1303875267827,11.5474152086882,10.8560865786309,10.8924246175244,11.1320593409682,10.9592253980195,11.0615061985966,11.0593940042943,10.8187121186446,11.0263794056072
"Vitvi03g00144",8.15965643341409,7.63376414165467,8.46704079962271,8.24144504351272,7.71564014161228,7.41571067176735,7.48690775631495,7.1478459575566,7.70907808670773,7.48439854628626,8.27271604787613,7.74786019526709,8.13601443839609,8.30771155703667,7.35444937018618,7.4423245854439,7.20276566421121,7.26499749336678,7.70865222020497,7.86590160962625,8.01706113936708,8.17670105464949,7.96724088266446,7.21003984766381,7.37055387129606,7.40386908127906,7.32458485445381,7.84720431649228,7.86469049827042
"Vitvi03g01400",5.89627919018281,5.14935654960971,5.827946166149,5.6395539589723,5.53894035944849,5.69927863438078,5.4269148247045,5.92355446521318,5.53526518950068,4.94046824413847,5.26259059498214,6.08381411617504,6.09711844931644,5.71450907702712,6.16692858672463,6.19780928063303,5.81070371135186,5.82484741187075,5.77119095313067,5.81162811451746,5.23340219144644,6.28615796814792,5.91878536735521,6.19626872582919,6.01452579262903,6.12527642741669,6.13810051185062,5.53428027735918,5.33871981170473
"Vitvi03g00146",10.3328869336428,10.5012951405037,10.336806144565,10.4646598371029,10.3078904828322,10.460213615056,10.5514380436254,10.5586964937785,10.4828480392136,10.6288630339016,10.5359828112792,10.6117261455585,10.4251901605679,10.4204950057978,10.4549810791137,10.5387322838063,10.4969894544158,10.5987795326376,10.6342528269089,10.6150709305189,10.4248352669135,10.3265828947475,10.5626573104329,10.4508319694521,10.5345234910921,10.4925485033063,10.7126207022564,10.4811253577525,10.6246022435032
"Vitvi03g00147",9.21898902326714,8.66097389521044,9.1217348528446,9.21901126400542,8.89487103170372,8.84413480431092,8.80276979599664,8.67728279010195,8.75768901531158,8.50538071407266,9.24702018967001,8.65634275475041,9.33805865825377,9.21233060127296,8.91203179133412,8.91250116691991,8.92734606050811,8.732595805542,8.8503596747132,8.61749114240255,9.29131811631346,9.39213184831271,9.29013133821945,8.8353492715852,8.77386092875896,8.87089996726828,8.79961277135186,8.71863229510756,8.60851546574155
"Vitvi03g00148",11.4065101902289,11.1550502836689,11.3372682006707,11.1923720461924,11.3062941715227,11.335197396652,11.0061467356645,11.1120628414589,11.1567505773805,10.7480493245128,11.6505242193302,11.3244905929122,11.4593222878942,11.3087023319546,11.4347409906845,11.5105743882643,11.3739735033736,11.3143346721306,11.442154654291,11.2470599731829,11.7078141939067,11.3968389372727,11.3891712869026,11.3740748800672,11.3523445456374,11.3347706797983,11.3917413293878,11.1806877107164,11.1493707291638
"Vitvi03g00149",6.78583929984605,7.18550812322796,6.93112535493418,6.40912831127793,6.87468305448357,7.39282235799531,7.66612973897301,7.05754905045773,7.08361566861589,7.54640418400237,6.6729196334,7.47815355443131,6.5140726843268,6.836987449298,6.63995099191269,6.79207461658026,6.84439176303446,7.1098618999482,7.26000801276055,7.7848642231401,6.7458829704627,6.3579821141508,6.4880117111066,6.71605756046251,6.69013689372044,7.15981890566529,6.74376216567282,7.05158836920887,7.10775855454807
"Vitvi03g00150",8.95422662410947,9.48494736895067,9.28727772052642,9.26757896477967,9.25284579629852,9.15047429559989,9.1126167919867,9.33811070871874,9.67736562227717,9.75455450846042,9.00195302862897,9.39285146610804,9.2447079201643,9.27326112328282,9.2234519976932,9.32983220550509,9.41889834286629,9.27575996934808,9.64997003199099,9.71173421363663,9.05224342196266,9.17160736798209,9.2518447054964,9.16751221876051,9.13126532194029,9.22571289378837,9.34774737857972,9.68805396652095,9.69528117959634
"Vitvi03g00151",10.1532405520583,10.5724758323954,10.2350398302372,10.3646619480633,10.0912662202562,10.1432932328438,10.353145996226,10.2050009473344,10.7472232721505,10.9092111320987,10.2687035957526,10.4811394040913,10.2168137650407,10.3062386994736,10.0301314088285,10.1386652982195,10.3241128598902,10.189269994916,10.5549209028477,10.8075663117397,10.2685731193578,10.2134752585121,10.2060631075467,10.0926284835426,10.0460689814859,10.3688895029337,10.3043798502022,10.674175994422,10.7894994553578
