gene,Athal_common_name_or_homolog,Chitarrini_12hpi_inocVsMock_log2FC,Chitarrini_12hpi_inocVsMock_padj,Own_Rpv12vsSusc_6hpi_log2FC,Own_Rpv12vsSusc_6hpi_padj,same_direction
Vitvi01g04017,RPM1,1.19,0.030140882784095,2.24,0.0123214270513293,True
Vitvi07g01644,GH3.1,1.04,0.00715725442510019,-5.1,3.27702606322195e-06,False
Vitvi10g01684,NA,2.25,0.000310681159019145,-1.12,0.0382690761552342,False
Vitvi11g00165,NA,1.36,0.00877262093672177,-1.38,0.00762371788222076,False
Vitvi13g01977,NA,2.51,0.000179528167718943,1.67,0.00907722923045461,True
