anchor,anchor_label,partner
Vitvi17g04216,EDS1,Vitvi00g04044
Vitvi17g04216,EDS1,Vitvi00g04369
Vitvi17g04216,EDS1,Vitvi00g04860
Vitvi17g04216,EDS1,Vitvi01g00056
Vitvi17g04216,EDS1,Vitvi01g00061
Vitvi17g04216,EDS1,Vitvi01g00160
Vitvi17g04216,EDS1,Vitvi01g00243
Vitvi17g04216,EDS1,Vitvi01g00397
Vitvi17g04216,EDS1,Vitvi01g00466
Vitvi17g04216,EDS1,Vitvi01g00477
Vitvi17g04216,EDS1,Vitvi01g00521
Vitvi17g04216,EDS1,Vitvi01g00528
Vitvi17g04216,EDS1,Vitvi01g00543
Vitvi17g04216,EDS1,Vitvi01g00955
Vitvi17g04216,EDS1,Vitvi01g01320
Vitvi17g04216,EDS1,Vitvi01g01591
Vitvi17g04216,EDS1,Vitvi01g01641
Vitvi17g04216,EDS1,Vitvi01g01796
Vitvi17g04216,EDS1,Vitvi01g02093
Vitvi17g04216,EDS1,Vitvi01g04094
Vitvi17g04216,EDS1,Vitvi01g04309
Vitvi17g04216,EDS1,Vitvi01g04325
Vitvi17g04216,EDS1,Vitvi02g00149
Vitvi17g04216,EDS1,Vitvi02g00311
Vitvi17g04216,EDS1,Vitvi02g00467
Vitvi17g04216,EDS1,Vitvi02g00533
Vitvi17g04216,EDS1,Vitvi02g00545
Vitvi17g04216,EDS1,Vitvi02g00708
Vitvi17g04216,EDS1,Vitvi02g00999
Vitvi17g04216,EDS1,Vitvi02g01230
Vitvi17g04216,EDS1,Vitvi02g01236
Vitvi17g04216,EDS1,Vitvi02g01323
Vitvi17g04216,EDS1,Vitvi03g00016
Vitvi17g04216,EDS1,Vitvi03g00033
Vitvi17g04216,EDS1,Vitvi03g00144
Vitvi17g04216,EDS1,Vitvi03g00207
Vitvi17g04216,EDS1,Vitvi03g00340
Vitvi17g04216,EDS1,Vitvi03g00548
Vitvi17g04216,EDS1,Vitvi03g00673
Vitvi17g04216,EDS1,Vitvi03g00842
Vitvi17g04216,EDS1,Vitvi03g01434
Vitvi17g04216,EDS1,Vitvi03g01597
Vitvi17g04216,EDS1,Vitvi04g00021
Vitvi17g04216,EDS1,Vitvi04g00022
Vitvi17g04216,EDS1,Vitvi04g00029
Vitvi17g04216,EDS1,Vitvi04g00034
Vitvi17g04216,EDS1,Vitvi04g00070
Vitvi17g04216,EDS1,Vitvi04g00133
Vitvi17g04216,EDS1,Vitvi04g00175
Vitvi17g04216,EDS1,Vitvi04g00300
Vitvi17g04216,EDS1,Vitvi04g00301
Vitvi17g04216,EDS1,Vitvi04g00314
Vitvi17g04216,EDS1,Vitvi04g00616
Vitvi17g04216,EDS1,Vitvi04g01198
Vitvi17g04216,EDS1,Vitvi04g01389
Vitvi17g04216,EDS1,Vitvi04g01577
Vitvi17g04216,EDS1,Vitvi04g01624
Vitvi17g04216,EDS1,Vitvi04g01635
Vitvi17g04216,EDS1,Vitvi04g01636
Vitvi17g04216,EDS1,Vitvi04g01695
Vitvi17g04216,EDS1,Vitvi04g01781
Vitvi17g04216,EDS1,Vitvi04g02232
Vitvi17g04216,EDS1,Vitvi04g02243
Vitvi17g04216,EDS1,Vitvi04g02247
Vitvi17g04216,EDS1,Vitvi04g04048
Vitvi17g04216,EDS1,Vitvi05g00062
Vitvi17g04216,EDS1,Vitvi05g00153
Vitvi17g04216,EDS1,Vitvi05g00276
Vitvi17g04216,EDS1,Vitvi05g00478
Vitvi17g04216,EDS1,Vitvi05g00544
Vitvi17g04216,EDS1,Vitvi05g00562
Vitvi17g04216,EDS1,Vitvi05g00569
Vitvi17g04216,EDS1,Vitvi05g00605
Vitvi17g04216,EDS1,Vitvi05g00652
Vitvi17g04216,EDS1,Vitvi05g01108
Vitvi17g04216,EDS1,Vitvi05g01656
Vitvi17g04216,EDS1,Vitvi05g01663
Vitvi17g04216,EDS1,Vitvi05g04575
Vitvi17g04216,EDS1,Vitvi06g00259
Vitvi17g04216,EDS1,Vitvi06g00300
Vitvi17g04216,EDS1,Vitvi06g00303
Vitvi17g04216,EDS1,Vitvi06g00340
Vitvi17g04216,EDS1,Vitvi06g00417
Vitvi17g04216,EDS1,Vitvi06g00447
Vitvi17g04216,EDS1,Vitvi06g00452
Vitvi17g04216,EDS1,Vitvi06g00483
Vitvi17g04216,EDS1,Vitvi06g00495
Vitvi17g04216,EDS1,Vitvi06g00558
Vitvi17g04216,EDS1,Vitvi06g00591
Vitvi17g04216,EDS1,Vitvi06g00648
Vitvi17g04216,EDS1,Vitvi06g00947
Vitvi17g04216,EDS1,Vitvi06g01212
Vitvi17g04216,EDS1,Vitvi06g01297
Vitvi17g04216,EDS1,Vitvi06g01559
Vitvi17g04216,EDS1,Vitvi06g01597
Vitvi17g04216,EDS1,Vitvi06g01937
Vitvi17g04216,EDS1,Vitvi06g04092
Vitvi17g04216,EDS1,Vitvi06g04143
Vitvi17g04216,EDS1,Vitvi07g00064
Vitvi17g04216,EDS1,Vitvi07g00260
Vitvi17g04216,EDS1,Vitvi07g00586
Vitvi17g04216,EDS1,Vitvi07g00626
Vitvi17g04216,EDS1,Vitvi07g00665
Vitvi17g04216,EDS1,Vitvi07g00691
Vitvi17g04216,EDS1,Vitvi07g01113
Vitvi17g04216,EDS1,Vitvi07g01280
Vitvi17g04216,EDS1,Vitvi07g01595
Vitvi17g04216,EDS1,Vitvi07g01599
Vitvi17g04216,EDS1,Vitvi07g01614
Vitvi17g04216,EDS1,Vitvi07g01697
Vitvi17g04216,EDS1,Vitvi07g01733
Vitvi17g04216,EDS1,Vitvi07g01752
Vitvi17g04216,EDS1,Vitvi07g02005
Vitvi17g04216,EDS1,Vitvi07g02247
Vitvi17g04216,EDS1,Vitvi07g02294
Vitvi17g04216,EDS1,Vitvi07g02637
Vitvi17g04216,EDS1,Vitvi07g03153
Vitvi17g04216,EDS1,Vitvi07g04089
Vitvi17g04216,EDS1,Vitvi07g04569
Vitvi17g04216,EDS1,Vitvi08g00235
Vitvi17g04216,EDS1,Vitvi08g00240
Vitvi17g04216,EDS1,Vitvi08g00256
Vitvi17g04216,EDS1,Vitvi08g00970
Vitvi17g04216,EDS1,Vitvi08g01109
Vitvi17g04216,EDS1,Vitvi08g01206
Vitvi17g04216,EDS1,Vitvi08g01213
Vitvi17g04216,EDS1,Vitvi08g01426
Vitvi17g04216,EDS1,Vitvi08g01701
Vitvi17g04216,EDS1,Vitvi08g01702
Vitvi17g04216,EDS1,Vitvi08g01768
Vitvi17g04216,EDS1,Vitvi08g01771
Vitvi17g04216,EDS1,Vitvi08g01794
Vitvi17g04216,EDS1,Vitvi08g01816
Vitvi17g04216,EDS1,Vitvi08g01884
Vitvi17g04216,EDS1,Vitvi08g02336
Vitvi17g04216,EDS1,Vitvi08g04349
Vitvi17g04216,EDS1,Vitvi09g00008
Vitvi17g04216,EDS1,Vitvi09g00018
Vitvi17g04216,EDS1,Vitvi09g00146
Vitvi17g04216,EDS1,Vitvi09g00147
Vitvi17g04216,EDS1,Vitvi09g00185
Vitvi17g04216,EDS1,Vitvi09g00190
Vitvi17g04216,EDS1,Vitvi09g01317
Vitvi17g04216,EDS1,Vitvi09g01351
Vitvi17g04216,EDS1,Vitvi09g01401
Vitvi17g04216,EDS1,Vitvi09g04545
Vitvi17g04216,EDS1,Vitvi10g00053
Vitvi17g04216,EDS1,Vitvi10g00102
Vitvi17g04216,EDS1,Vitvi10g00274
Vitvi17g04216,EDS1,Vitvi10g00576
Vitvi17g04216,EDS1,Vitvi10g00655
Vitvi17g04216,EDS1,Vitvi10g00663
Vitvi17g04216,EDS1,Vitvi10g00931
Vitvi17g04216,EDS1,Vitvi10g01507
Vitvi17g04216,EDS1,Vitvi10g01650
Vitvi17g04216,EDS1,Vitvi10g01674
Vitvi17g04216,EDS1,Vitvi10g01700
Vitvi17g04216,EDS1,Vitvi10g02048
Vitvi17g04216,EDS1,Vitvi10g02177
Vitvi17g04216,EDS1,Vitvi10g04093
Vitvi17g04216,EDS1,Vitvi10g04478
Vitvi17g04216,EDS1,Vitvi11g00016
Vitvi17g04216,EDS1,Vitvi11g00243
Vitvi17g04216,EDS1,Vitvi11g00360
Vitvi17g04216,EDS1,Vitvi11g00393
Vitvi17g04216,EDS1,Vitvi11g00408
Vitvi17g04216,EDS1,Vitvi11g00412
Vitvi17g04216,EDS1,Vitvi11g00480
Vitvi17g04216,EDS1,Vitvi12g00116
Vitvi17g04216,EDS1,Vitvi12g00145
Vitvi17g04216,EDS1,Vitvi12g00262
Vitvi17g04216,EDS1,Vitvi12g00303
Vitvi17g04216,EDS1,Vitvi12g00443
Vitvi17g04216,EDS1,Vitvi12g00445
Vitvi17g04216,EDS1,Vitvi12g00678
Vitvi17g04216,EDS1,Vitvi12g00721
Vitvi17g04216,EDS1,Vitvi12g00741
Vitvi17g04216,EDS1,Vitvi12g02028
Vitvi17g04216,EDS1,Vitvi12g02493
Vitvi17g04216,EDS1,Vitvi12g02578
Vitvi17g04216,EDS1,Vitvi12g02641
Vitvi17g04216,EDS1,Vitvi12g04354
Vitvi17g04216,EDS1,Vitvi13g00066
Vitvi17g04216,EDS1,Vitvi13g00113
Vitvi17g04216,EDS1,Vitvi13g00241
Vitvi17g04216,EDS1,Vitvi13g00495
Vitvi17g04216,EDS1,Vitvi13g00622
Vitvi17g04216,EDS1,Vitvi13g00717
Vitvi17g04216,EDS1,Vitvi13g00843
Vitvi17g04216,EDS1,Vitvi13g00934
Vitvi17g04216,EDS1,Vitvi13g01429
Vitvi17g04216,EDS1,Vitvi13g01611
Vitvi17g04216,EDS1,Vitvi13g01645
Vitvi17g04216,EDS1,Vitvi13g01731
Vitvi17g04216,EDS1,Vitvi13g01916
Vitvi17g04216,EDS1,Vitvi13g01979
Vitvi17g04216,EDS1,Vitvi13g01980
Vitvi17g04216,EDS1,Vitvi13g04040
Vitvi17g04216,EDS1,Vitvi13g04620
Vitvi17g04216,EDS1,Vitvi14g00113
Vitvi17g04216,EDS1,Vitvi14g00114
Vitvi17g04216,EDS1,Vitvi14g00363
Vitvi17g04216,EDS1,Vitvi14g01152
Vitvi17g04216,EDS1,Vitvi14g01198
Vitvi17g04216,EDS1,Vitvi14g01325
Vitvi17g04216,EDS1,Vitvi14g01358
Vitvi17g04216,EDS1,Vitvi14g01672
Vitvi17g04216,EDS1,Vitvi14g01840
Vitvi17g04216,EDS1,Vitvi14g01911
Vitvi17g04216,EDS1,Vitvi14g01967
Vitvi17g04216,EDS1,Vitvi14g02430
Vitvi17g04216,EDS1,Vitvi14g02444
Vitvi17g04216,EDS1,Vitvi14g02920
Vitvi17g04216,EDS1,Vitvi14g02928
Vitvi17g04216,EDS1,Vitvi14g02948
Vitvi17g04216,EDS1,Vitvi14g03030
Vitvi17g04216,EDS1,Vitvi14g03031
Vitvi17g04216,EDS1,Vitvi14g03041
Vitvi17g04216,EDS1,Vitvi14g03050
Vitvi17g04216,EDS1,Vitvi14g03055
Vitvi17g04216,EDS1,Vitvi14g03074
Vitvi17g04216,EDS1,Vitvi14g03121
Vitvi17g04216,EDS1,Vitvi14g04635
Vitvi17g04216,EDS1,Vitvi15g00424
Vitvi17g04216,EDS1,Vitvi15g00577
Vitvi17g04216,EDS1,Vitvi15g00774
Vitvi17g04216,EDS1,Vitvi15g00933
Vitvi17g04216,EDS1,Vitvi15g00943
Vitvi17g04216,EDS1,Vitvi15g00950
Vitvi17g04216,EDS1,Vitvi15g00952
Vitvi17g04216,EDS1,Vitvi15g01539
Vitvi17g04216,EDS1,Vitvi15g01542
Vitvi17g04216,EDS1,Vitvi15g01544
Vitvi17g04216,EDS1,Vitvi15g04001
Vitvi17g04216,EDS1,Vitvi15g04169
Vitvi17g04216,EDS1,Vitvi16g00071
Vitvi17g04216,EDS1,Vitvi16g00715
Vitvi17g04216,EDS1,Vitvi16g00855
Vitvi17g04216,EDS1,Vitvi16g00860
Vitvi09g04475,EIX1,Vitvi00g04469
Vitvi09g04475,EIX1,Vitvi01g01400
Vitvi09g04475,EIX1,Vitvi01g01618
Vitvi09g04475,EIX1,Vitvi01g04414
Vitvi09g04475,EIX1,Vitvi01g04416
Vitvi09g04475,EIX1,Vitvi01g04419
Vitvi09g04475,EIX1,Vitvi01g04429
Vitvi09g04475,EIX1,Vitvi07g00060
Vitvi09g04475,EIX1,Vitvi07g01920
Vitvi09g04475,EIX1,Vitvi08g00671
Vitvi09g04475,EIX1,Vitvi08g00703
Vitvi09g04475,EIX1,Vitvi08g02068
Vitvi09g04475,EIX1,Vitvi09g01335
Vitvi09g04475,EIX1,Vitvi09g01853
Vitvi09g04475,EIX1,Vitvi09g04205
Vitvi09g04475,EIX1,Vitvi09g04208
Vitvi09g04475,EIX1,Vitvi09g04219
Vitvi09g04475,EIX1,Vitvi09g04221
Vitvi09g04475,EIX1,Vitvi09g04535
Vitvi09g04475,EIX1,Vitvi09g04536
Vitvi09g04475,EIX1,Vitvi09g04541
Vitvi09g04475,EIX1,Vitvi09g04548
Vitvi09g04475,EIX1,Vitvi09g04565
Vitvi09g04475,EIX1,Vitvi10g02023
Vitvi09g04475,EIX1,Vitvi11g01641
Vitvi09g04475,EIX1,Vitvi13g04184
Vitvi09g04475,EIX1,Vitvi14g01967
Vitvi09g04475,EIX1,Vitvi14g03057
Vitvi09g04475,EIX1,Vitvi16g01964
Vitvi09g04475,EIX1,Vitvi16g04400
Vitvi09g04475,EIX1,Vitvi17g01392
Vitvi09g04475,EIX1,Vitvi18g01676
Vitvi09g04475,EIX1,Vitvi18g03244
Vitvi09g04475,EIX1,Vitvi19g02292
Vitvi14g03033,Fungal-lipase,Vitvi01g01952
Vitvi14g03033,Fungal-lipase,Vitvi01g02020
Vitvi14g03033,Fungal-lipase,Vitvi01g02252
Vitvi14g03033,Fungal-lipase,Vitvi01g04414
Vitvi14g03033,Fungal-lipase,Vitvi03g00936
Vitvi14g03033,Fungal-lipase,Vitvi03g04295
Vitvi14g03033,Fungal-lipase,Vitvi04g04013
Vitvi14g03033,Fungal-lipase,Vitvi05g00440
Vitvi14g03033,Fungal-lipase,Vitvi05g00600
Vitvi14g03033,Fungal-lipase,Vitvi06g00674
Vitvi14g03033,Fungal-lipase,Vitvi06g01678
Vitvi14g03033,Fungal-lipase,Vitvi07g01330
Vitvi14g03033,Fungal-lipase,Vitvi07g02425
Vitvi14g03033,Fungal-lipase,Vitvi07g02430
Vitvi14g03033,Fungal-lipase,Vitvi07g02649
Vitvi14g03033,Fungal-lipase,Vitvi07g04380
Vitvi14g03033,Fungal-lipase,Vitvi08g00911
Vitvi14g03033,Fungal-lipase,Vitvi08g01699
Vitvi14g03033,Fungal-lipase,Vitvi08g01848
Vitvi14g03033,Fungal-lipase,Vitvi08g02333
Vitvi14g03033,Fungal-lipase,Vitvi09g00253
Vitvi14g03033,Fungal-lipase,Vitvi09g01031
Vitvi14g03033,Fungal-lipase,Vitvi09g01310
Vitvi14g03033,Fungal-lipase,Vitvi09g01335
Vitvi14g03033,Fungal-lipase,Vitvi09g04565
Vitvi14g03033,Fungal-lipase,Vitvi10g00576
Vitvi14g03033,Fungal-lipase,Vitvi10g01077
Vitvi14g03033,Fungal-lipase,Vitvi10g02015
Vitvi14g03033,Fungal-lipase,Vitvi10g02024
Vitvi14g03033,Fungal-lipase,Vitvi10g04071
Vitvi14g03033,Fungal-lipase,Vitvi10g04478
Vitvi14g03033,Fungal-lipase,Vitvi12g02223
Vitvi14g03033,Fungal-lipase,Vitvi12g02227
Vitvi14g03033,Fungal-lipase,Vitvi12g04197
Vitvi14g03033,Fungal-lipase,Vitvi13g00189
Vitvi14g03033,Fungal-lipase,Vitvi13g00297
Vitvi14g03033,Fungal-lipase,Vitvi13g02046
Vitvi14g03033,Fungal-lipase,Vitvi13g02476
Vitvi14g03033,Fungal-lipase,Vitvi14g01967
Vitvi14g03033,Fungal-lipase,Vitvi14g02430
Vitvi14g03033,Fungal-lipase,Vitvi14g03032
Vitvi14g03033,Fungal-lipase,Vitvi14g03057
Vitvi14g03033,Fungal-lipase,Vitvi15g00715
Vitvi14g03033,Fungal-lipase,Vitvi17g01392
Vitvi14g03033,Fungal-lipase,Vitvi17g01396
Vitvi14g03033,Fungal-lipase,Vitvi17g04212
Vitvi14g03033,Fungal-lipase,Vitvi18g00615
Vitvi14g03033,Fungal-lipase,Vitvi18g03244
Vitvi14g03033,Fungal-lipase,Vitvi18g04767
Vitvi16g01127,SARD4,Vitvi01g00687
Vitvi16g01127,SARD4,Vitvi01g01027
Vitvi16g01127,SARD4,Vitvi01g01855
Vitvi16g01127,SARD4,Vitvi01g04413
Vitvi16g01127,SARD4,Vitvi01g04427
Vitvi16g01127,SARD4,Vitvi02g00445
Vitvi16g01127,SARD4,Vitvi03g00614
Vitvi16g01127,SARD4,Vitvi03g01572
Vitvi16g01127,SARD4,Vitvi04g01941
Vitvi16g01127,SARD4,Vitvi04g04396
Vitvi16g01127,SARD4,Vitvi05g00617
Vitvi16g01127,SARD4,Vitvi05g02232
Vitvi16g01127,SARD4,Vitvi07g00228
Vitvi16g01127,SARD4,Vitvi07g01847
Vitvi16g01127,SARD4,Vitvi07g01908
Vitvi16g01127,SARD4,Vitvi07g01920
Vitvi16g01127,SARD4,Vitvi07g02676
Vitvi16g01127,SARD4,Vitvi07g02717
Vitvi16g01127,SARD4,Vitvi07g03194
Vitvi16g01127,SARD4,Vitvi08g01009
Vitvi16g01127,SARD4,Vitvi08g01300
Vitvi16g01127,SARD4,Vitvi08g01411
Vitvi16g01127,SARD4,Vitvi08g04102
Vitvi16g01127,SARD4,Vitvi09g00233
Vitvi16g01127,SARD4,Vitvi09g01560
Vitvi16g01127,SARD4,Vitvi09g04357
Vitvi16g01127,SARD4,Vitvi11g00237
Vitvi16g01127,SARD4,Vitvi11g00304
Vitvi16g01127,SARD4,Vitvi11g00901
Vitvi16g01127,SARD4,Vitvi11g01686
Vitvi16g01127,SARD4,Vitvi12g00554
