"power","gene","WGCNA_module"
1,"Vitvi14g04416","lightcyan"
1,"Vitvi15g01247","black"
1,"Vitvi16g00901","magenta"
1,"Vitvi16g04295","turquoise"
1,"Vitvi16g04448","red"
1,"Vitvi17g00339","red"
1,"Vitvi17g00461","red"
1,"Vitvi17g00704","turquoise"
1,"Vitvi17g00936","blue"
1,"Vitvi17g01373","black"
1,"Vitvi18g00174","magenta"
1,"Vitvi18g00191","red"
1,"Vitvi18g00462","magenta"
1,"Vitvi18g00473","turquoise"
1,"Vitvi18g02222","magenta"
1,"Vitvi18g02825","turquoise"
1,"Vitvi18g02837","blue"
1,"Vitvi18g04551","black"
1,"Vitvi18g04640","green"
1,"Vitvi19g00270","blue"
1,"Vitvi19g00476","magenta"
1,"Vitvi19g00709","magenta"
1,"Vitvi19g01484","blue"
1,"Vitvi19g01610","magenta"
1,"Vitvi19g01612","magenta"
1,"Vitvi19g01720","red"
1,"Vitvi19g01790","magenta"
1,"Vitvi19g04572","magenta"
6,"Vitvi00g04005","pink"
6,"Vitvi00g04006","pink"
6,"Vitvi00g04313","darkgrey"
6,"Vitvi00g04500","midnightblue"
6,"Vitvi00g04634","midnightblue"
6,"Vitvi00g04728","midnightblue"
6,"Vitvi01g00463","green"
6,"Vitvi01g00508","blue"
6,"Vitvi01g00612","turquoise"
6,"Vitvi01g00656","turquoise"
6,"Vitvi01g01038","blue"
6,"Vitvi01g01701","green"
6,"Vitvi01g01751","yellow"
6,"Vitvi01g02242","yellow"
6,"Vitvi01g04056","red"
6,"Vitvi01g04115","green"
6,"Vitvi01g04132","darkgrey"
6,"Vitvi02g00032","turquoise"
6,"Vitvi02g00086","turquoise"
6,"Vitvi02g00429","blue"
6,"Vitvi02g00446","blue"
6,"Vitvi02g01355","turquoise"
6,"Vitvi02g01360","turquoise"
6,"Vitvi02g04106","blue"
6,"Vitvi02g04134","yellow"
6,"Vitvi02g04135","yellow"
6,"Vitvi03g00318","green"
6,"Vitvi03g00692","turquoise"
6,"Vitvi03g01258","darkgrey"
6,"Vitvi03g01809","pink"
6,"Vitvi03g04266","green"
6,"Vitvi03g04466","darkgrey"
6,"Vitvi04g00017","turquoise"
6,"Vitvi04g01325","midnightblue"
6,"Vitvi04g01375","midnightblue"
6,"Vitvi04g01550","blue"
6,"Vitvi04g01887","blue"
6,"Vitvi04g02114","turquoise"
6,"Vitvi04g04010","green"
6,"Vitvi04g04011","green"
6,"Vitvi04g04029","darkgrey"
6,"Vitvi05g00108","blue"
6,"Vitvi05g00675","blue"
6,"Vitvi05g00726","blue"
6,"Vitvi05g01579","pink"
6,"Vitvi05g01674","tan"
6,"Vitvi05g02234","yellow"
6,"Vitvi05g04062","pink"
6,"Vitvi05g04232","midnightblue"
6,"Vitvi05g04487","yellow"
6,"Vitvi05g04494","yellow"
6,"Vitvi06g01410","turquoise"
6,"Vitvi06g01618","green"
6,"Vitvi06g04121","green"
6,"Vitvi07g00283","turquoise"
6,"Vitvi07g00523","blue"
6,"Vitvi07g00890","yellow"
6,"Vitvi07g01267","turquoise"
6,"Vitvi07g01315","pink"
6,"Vitvi07g01342","turquoise"
6,"Vitvi07g01407","turquoise"
6,"Vitvi07g01719","purple"
6,"Vitvi07g01829","blue"
6,"Vitvi07g02323","yellow"
6,"Vitvi07g03086","purple"
6,"Vitvi08g00795","midnightblue"
6,"Vitvi08g00957","cyan"
6,"Vitvi08g01235","yellow"
6,"Vitvi08g01333","darkgrey"
6,"Vitvi08g01617","green"
6,"Vitvi08g01846","red"
6,"Vitvi08g01897","turquoise"
