"gene","genotype","pattern","category","group"
"Vitvi11g00420","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00424","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g00427","Rpv12+1","EDD","ER","Group_VI"
"Vitvi11g00438","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00439","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00443","Rpv12+1","EED","LR","Group_V"
"Vitvi11g00451","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00453","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00454","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00460","Rpv12+1","DDD","SCh","Group_VI"
"Vitvi11g00464","Rpv12+1","DEE","IEV","Group_V"
"Vitvi11g00466","Rpv12+1","EEU","LR","Group_VI"
"Vitvi11g00467","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00469","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00472","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00477","Rpv12+1","DEE","IEV","Group_V"
"Vitvi11g00478","Rpv12+1","DEE","IEV","Group_I"
"Vitvi11g00479","Rpv12+1","DEE","IEV","Group_II"
"Vitvi11g00480","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g00485","Rpv12+1","UEE","IEV","Group_III"
"Vitvi11g00486","Rpv12+1","EED","LR","Group_VI"
"Vitvi11g00488","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00497","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00499","Rpv12+1","EED","LR","Group_VI"
"Vitvi11g00505","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00506","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00513","Rpv12+1","EDE","TRS","Group_VI"
"Vitvi11g00515","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00518","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00526","Rpv12+1","EEU","LR","Group_VI"
"Vitvi11g00532","Rpv12+1","EEU","LR","Group_I"
"Vitvi11g00535","Rpv12+1","EUE","TRS","Group_VI"
"Vitvi11g00539","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00549","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00560","Rpv12+1","UEE","IEV","Group_V"
"Vitvi11g00564","Rpv12+1","DEE","IEV","Group_V"
"Vitvi11g00565","Rpv12+1","EDE","TRS","Group_VI"
"Vitvi11g00574","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00579","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00580","Rpv12+1","DEE","IEV","Group_V"
"Vitvi11g00581","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00582","Rpv12+1","UUU","SCh","Group_V"
"Vitvi11g00583","Rpv12+1","EUU","ER","Group_VI"
"Vitvi11g00584","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00587","Rpv12+1","DEE","IEV","Group_VI"
"Vitvi11g00591","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00598","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00603","Rpv12+1","EEE","EEE","Group_II"
"Vitvi11g00613","Rpv12+1","EUE","TRS","Group_V"
"Vitvi11g00619","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00622","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00623","Rpv12+1","DEE","IEV","Group_V"
"Vitvi11g00634","Rpv12+1","UEU","CP","Group_IV"
"Vitvi11g00635","Rpv12+1","EED","LR","Group_I"
"Vitvi11g00641","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g00668","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00672","Rpv12+1","DEE","IEV","Group_II"
"Vitvi11g00677","Rpv12+1","UEE","IEV","Group_V"
"Vitvi11g00678","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi11g00686","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00708","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00712","Rpv12+1","UEU","CP","Group_V"
"Vitvi11g00724","Rpv12+1","DDD","SCh","Group_V"
"Vitvi11g00726","Rpv12+1","EDD","ER","Group_III"
"Vitvi11g00728","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00730","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g00735","Rpv12+1","EEU","LR","Group_III"
"Vitvi11g00742","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00749","Rpv12+1","UEU","CP","Group_VI"
"Vitvi11g00751","Rpv12+1","EED","LR","Group_V"
"Vitvi11g00766","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00776","Rpv12+1","EEE","EEE","Group_III"
"Vitvi11g00783","Rpv12+1","UEE","IEV","Group_I"
"Vitvi11g00798","Rpv12+1","UEE","IEV","Group_V"
"Vitvi11g00805","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00811","Rpv12+1","EED","LR","Group_I"
"Vitvi11g00814","Rpv12+1","UEU","CP","Group_IV"
"Vitvi11g00815","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00821","Rpv12+1","UUU","SCh","Group_VI"
"Vitvi11g00825","Rpv12+1","UUU","SCh","Group_VI"
"Vitvi11g00835","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g00838","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g00843","Rpv12+1","UUU","SCh","Group_V"
"Vitvi11g00865","Rpv12+1","DDE","IEV","Group_V"
"Vitvi11g00878","Rpv12+1","EUE","TRS","Group_VI"
"Vitvi11g00900","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g00924","Rpv12+1","EED","LR","Group_II"
"Vitvi11g00927","Rpv12+1","DEE","IEV","Group_V"
"Vitvi11g00936","Rpv12+1","EDE","TRS","Group_VI"
"Vitvi11g01055","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g01072","Rpv12+1","DEE","IEV","Group_VI"
"Vitvi11g01075","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g01100","Rpv12+1","EEE","EEE","Group_II"
"Vitvi11g01132","Rpv12+1","EEU","LR","Group_VI"
"Vitvi11g01134","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g01139","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g01153","Rpv12+1","UEE","IEV","Group_II"
"Vitvi11g01155","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g01181","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01182","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g01184","Rpv12+1","DEE","IEV","Group_VI"
"Vitvi11g01186","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi11g01197","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01198","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01201","Rpv12+1","DEE","IEV","Group_VI"
"Vitvi11g01205","Rpv12+1","EUE","TRS","Group_VI"
"Vitvi11g01208","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01228","Rpv12+1","UEE","IEV","Group_I"
"Vitvi11g01231","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01235","Rpv12+1","EDE","TRS","Group_VI"
"Vitvi11g01243","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01251","Rpv12+1","EUE","TRS","Group_VI"
"Vitvi11g01257","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01258","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi11g01263","Rpv12+1","UEE","IEV","Group_V"
"Vitvi11g01265","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g01268","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g01279","Rpv12+1","UEE","IEV","Group_II"
"Vitvi11g01281","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01285","Rpv12+1","UEU","CP","Group_IV"
"Vitvi11g01286","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01287","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01290","Rpv12+1","EEU","LR","Group_V"
"Vitvi11g01293","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01295","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi11g01303","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g01307","Rpv12+1","EED","LR","Group_VI"
"Vitvi11g01310","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi11g01322","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01325","Rpv12+1","UEE","IEV","Group_V"
"Vitvi11g01327","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01328","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01329","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01330","Rpv12+1","EEU","LR","Group_VI"
"Vitvi11g01334","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g01335","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01336","Rpv12+1","UEE","IEV","Group_II"
"Vitvi11g01337","Rpv12+1","UEE","IEV","Group_V"
"Vitvi11g01341","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01345","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g01346","Rpv12+1","UEE","IEV","Group_V"
"Vitvi11g01349","Rpv12+1","UED","CP","Group_VI"
"Vitvi11g01351","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01362","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01363","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g01371","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01372","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01385","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g01393","Rpv12+1","EUE","TRS","Group_VI"
"Vitvi11g01394","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g01398","Rpv12+1","DED","CP","Group_IV"
"Vitvi11g01403","Rpv12+1","UEE","IEV","Group_V"
"Vitvi11g01404","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01410","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g01411","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01413","Rpv12+1","EED","LR","Group_V"
"Vitvi11g01415","Rpv12+1","DDD","SCh","Group_V"
"Vitvi11g01442","Rpv12+1","EEE","EEE","Group_III"
"Vitvi11g01446","Rpv12+1","EEU","LR","Group_VI"
"Vitvi11g01457","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g01458","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01463","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g01464","Rpv12+1","DDD","SCh","Group_V"
"Vitvi11g01468","Rpv12+1","UEU","CP","Group_IV"
"Vitvi11g01474","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi11g01475","Rpv12+1","EUU","ER","Group_VI"
"Vitvi11g01483","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g01488","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g01507","Rpv12+1","UEU","CP","Group_V"
"Vitvi11g01513","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01516","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi11g01522","Rpv12+1","UEE","IEV","Group_II"
"Vitvi11g01564","Rpv12+1","DDD","SCh","Group_V"
"Vitvi11g01582","Rpv12+1","UEE","IEV","Group_I"
"Vitvi11g01604","Rpv12+1","DDD","SCh","Group_VI"
"Vitvi11g01623","Rpv12+1","EED","LR","Group_VI"
"Vitvi11g01630","Rpv12+1","EDE","TRS","Group_III"
"Vitvi11g01632","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g01634","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01637","Rpv12+1","UUU","SCh","Group_VI"
"Vitvi11g01638","Rpv12+1","UEU","CP","Group_V"
"Vitvi11g01641","Rpv12+1","EED","LR","Group_VI"
"Vitvi11g01643","Rpv12+1","EUU","ER","Group_VI"
"Vitvi11g01645","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi11g01650","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g01657","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01658","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01667","Rpv12+1","UEE","IEV","Group_V"
"Vitvi11g01668","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g01671","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01674","Rpv12+1","UEE","IEV","Group_V"
"Vitvi11g01675","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g01676","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g01685","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g01686","Rpv12+1","EED","LR","Group_V"
"Vitvi11g01687","Rpv12+1","EED","LR","Group_V"
"Vitvi11g01692","Rpv12+1","EEU","LR","Group_VI"
"Vitvi11g01702","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04001","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g04006","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04013","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04015","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi11g04017","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04023","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g04030","Rpv12+1","EED","LR","Group_II"
"Vitvi11g04035","Rpv12+1","UEE","IEV","Group_III"
"Vitvi11g04036","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g04039","Rpv12+1","UEE","IEV","Group_I"
"Vitvi11g04041","Rpv12+1","EDE","TRS","Group_V"
"Vitvi11g04045","Rpv12+1","EUU","ER","Group_V"
"Vitvi11g04050","Rpv12+1","EEU","LR","Group_II"
"Vitvi11g04054","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04059","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g04061","Rpv12+1","UEU","CP","Group_V"
"Vitvi11g04068","Rpv12+1","EEU","LR","Group_V"
"Vitvi11g04073","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi11g04081","Rpv12+1","DEE","IEV","Group_V"
"Vitvi11g04085","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04099","Rpv12+1","UEE","IEV","Group_V"
"Vitvi11g04112","Rpv12+1","EEU","LR","Group_II"
"Vitvi11g04122","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04123","Rpv12+1","UUU","SCh","Group_V"
"Vitvi11g04125","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g04132","Rpv12+1","DEE","IEV","Group_V"
"Vitvi11g04137","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04141","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi11g04142","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04147","Rpv12+1","UEE","IEV","Group_V"
"Vitvi11g04157","Rpv12+1","EED","LR","Group_VI"
"Vitvi11g04164","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04165","Rpv12+1","EDE","TRS","Group_V"
"Vitvi11g04169","Rpv12+1","EDE","TRS","Group_VI"
"Vitvi11g04173","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi11g04175","Rpv12+1","DDD","SCh","Group_V"
"Vitvi11g04184","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g04200","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04201","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04202","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04203","Rpv12+1","UEU","CP","Group_IV"
"Vitvi11g04204","Rpv12+1","EEU","LR","Group_I"
"Vitvi11g04209","Rpv12+1","EED","LR","Group_III"
"Vitvi11g04217","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi11g04243","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04249","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04250","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi11g04251","Rpv12+1","DDD","SCh","Group_V"
"Vitvi11g04253","Rpv12+1","DEE","IEV","Group_V"
"Vitvi11g04263","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04266","Rpv12+1","EDE","TRS","Group_VI"
"Vitvi11g04267","Rpv12+1","DDD","SCh","Group_VI"
"Vitvi11g04268","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi11g04269","Rpv12+1","EED","LR","Group_VI"
"Vitvi11g04272","Rpv12+1","DED","CP","Group_IV"
"Vitvi11g04279","Rpv12+1","DEE","IEV","Group_V"
"Vitvi11g04284","Rpv12+1","DEE","IEV","Group_V"
"Vitvi11g04307","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04308","Rpv12+1","EDD","ER","Group_V"
"Vitvi11g04319","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04329","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04331","Rpv12+1","EDE","TRS","Group_VI"
"Vitvi11g04345","Rpv12+1","EUU","ER","Group_VI"
"Vitvi11g04347","Rpv12+1","EEE","EEE","Group_V"
"Vitvi11g04357","Rpv12+1","UEE","IEV","Group_I"
"Vitvi11g04359","Rpv12+1","EEE","EEE","Group_III"
"Vitvi11g04368","Rpv12+1","UUU","SCh","Group_V"
"Vitvi12g00006","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00015","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi12g00019","Rpv12+1","EUU","ER","Group_VI"
"Vitvi12g00022","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00029","Rpv12+1","EEE","EEE","Group_III"
"Vitvi12g00032","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00036","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00037","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00039","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00048","Rpv12+1","EUE","TRS","Group_VI"
"Vitvi12g00050","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi12g00056","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00060","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00061","Rpv12+1","DEE","IEV","Group_V"
"Vitvi12g00062","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00065","Rpv12+1","EED","LR","Group_III"
"Vitvi12g00076","Rpv12+1","EUE","TRS","Group_VI"
"Vitvi12g00080","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi12g00081","Rpv12+1","EEE","EEE","Group_III"
"Vitvi12g00082","Rpv12+1","EED","LR","Group_III"
"Vitvi12g00086","Rpv12+1","EUU","ER","Group_VI"
"Vitvi12g00099","Rpv12+1","EED","LR","Group_VI"
"Vitvi12g00101","Rpv12+1","EED","LR","Group_I"
"Vitvi12g00106","Rpv12+1","DEE","IEV","Group_V"
"Vitvi12g00116","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi12g00117","Rpv12+1","DEE","IEV","Group_III"
"Vitvi12g00118","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00120","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00137","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00138","Rpv12+1","UEE","IEV","Group_II"
"Vitvi12g00145","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi12g00146","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi12g00153","Rpv12+1","UED","CP","Group_V"
"Vitvi12g00183","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi12g00188","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00189","Rpv12+1","EED","LR","Group_V"
"Vitvi12g00193","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi12g00197","Rpv12+1","DEE","IEV","Group_II"
"Vitvi12g00208","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi12g00209","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00213","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi12g00217","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00220","Rpv12+1","EED","LR","Group_II"
"Vitvi12g00224","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi12g00226","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi12g00231","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi12g00233","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00236","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00248","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00251","Rpv12+1","UUE","IEV","Group_V"
"Vitvi12g00252","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi12g00253","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi12g00255","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi12g00256","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00261","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi12g00262","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi12g00269","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00270","Rpv12+1","DEE","IEV","Group_VI"
"Vitvi12g00274","Rpv12+1","EUE","TRS","Group_VI"
"Vitvi12g00276","Rpv12+1","UEE","IEV","Group_II"
"Vitvi12g00277","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00278","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00280","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi12g00289","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00292","Rpv12+1","UEE","IEV","Group_V"
"Vitvi12g00297","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00300","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi12g00303","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi12g00319","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00325","Rpv12+1","EEE","EEE","Group_II"
"Vitvi12g00326","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi12g00327","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi12g00339","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00342","Rpv12+1","EDE","TRS","Group_VI"
"Vitvi12g00343","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00346","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00349","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi12g00362","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi12g00363","Rpv12+1","UEE","IEV","Group_V"
"Vitvi12g00368","Rpv12+1","UUU","SCh","Group_III"
"Vitvi12g00373","Rpv12+1","UEE","IEV","Group_II"
"Vitvi12g00380","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00381","Rpv12+1","UEU","CP","Group_VI"
"Vitvi12g00382","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00388","Rpv12+1","UUE","IEV","Group_VI"
"Vitvi12g00389","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00391","Rpv12+1","UEU","CP","Group_IV"
"Vitvi12g00401","Rpv12+1","EED","LR","Group_V"
"Vitvi12g00405","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00406","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00409","Rpv12+1","EED","LR","Group_VI"
"Vitvi12g00410","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00414","Rpv12+1","EUU","ER","Group_VI"
"Vitvi12g00424","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi12g00426","Rpv12+1","DEE","IEV","Group_V"
"Vitvi12g00430","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi12g00440","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi12g00443","Rpv12+1","UEE","IEV","Group_II"
"Vitvi12g00445","Rpv12+1","EED","LR","Group_VI"
"Vitvi12g00448","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00453","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00456","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi12g00462","Rpv12+1","UEU","CP","Group_V"
"Vitvi12g00468","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00478","Rpv12+1","EUE","TRS","Group_VI"
"Vitvi12g00482","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi12g00483","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi12g00493","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00504","Rpv12+1","EEE","EEE","Group_IV"
"Vitvi12g00505","Rpv12+1","EDD","ER","Group_VI"
"Vitvi12g00506","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00519","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00522","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00524","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00533","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00543","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi12g00544","Rpv12+1","UEE","IEV","Group_V"
"Vitvi12g00554","Rpv12+1","EED","LR","Group_V"
"Vitvi12g00555","Rpv12+1","UEE","IEV","Group_II"
"Vitvi12g00558","Rpv12+1","DEE","IEV","Group_VI"
"Vitvi12g00559","Rpv12+1","EUE","TRS","Group_III"
"Vitvi12g00563","Rpv12+1","EED","LR","Group_I"
"Vitvi12g00566","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi12g00571","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00572","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi12g00586","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi12g00590","Rpv12+1","EEE","EEE","Group_III"
"Vitvi12g00594","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00606","Rpv12+1","EEE","EEE","Group_VI"
"Vitvi12g00623","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00624","Rpv12+1","EUU","ER","Group_III"
"Vitvi12g00625","Rpv12+1","UUE","IEV","Group_VI"
"Vitvi12g00626","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00627","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi12g00631","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi12g00632","Rpv12+1","UEE","IEV","Group_V"
"Vitvi12g00638","Rpv12+1","UEU","CP","Group_VI"
"Vitvi12g00649","Rpv12+1","EEE","EEE","Group_III"
"Vitvi12g00650","Rpv12+1","UEE","IEV","Group_V"
"Vitvi12g00654","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00656","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00657","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00667","Rpv12+1","EEU","LR","Group_V"
"Vitvi12g00675","Rpv12+1","UUU","SCh","Group_VI"
"Vitvi12g00678","Rpv12+1","UED","CP","Group_VI"
"Vitvi12g00686","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi12g00691","Rpv12+1","EUE","TRS","Group_VI"
"Vitvi12g00694","Rpv12+1","UEE","IEV","Group_II"
"Vitvi12g00707","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00710","Rpv12+1","EDD","ER","Group_VI"
"Vitvi12g00721","Rpv12+1","UEE","IEV","Group_VI"
"Vitvi12g00722","Rpv12+1","EED","LR","Group_III"
"Vitvi12g00725","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00741","Rpv12+1","EEE","EEE","Group_V"
"Vitvi12g00744","Rpv12+1","DED","CP","Group_IV"
"Vitvi12g00753","Rpv12+1","EEE","EEE","Group_V"
