0.1908126	0.8683627	0.5140263	0.3333447	0.5463886
0.5273225	0.7809239	0.7924803	0.8828997	0.7788132
0.6932015	0.5298308	0.2015819	0.540069	0.5119367
0.5987581	0.5957545	0.7167984	0.5967309	1.070458
0.8950412	1.108019	1.104124	1.55302	1.557221
1.760288	1.534142	0.5249012	1.160438	1.106105
1.022978	1.031195	1.110239	1.034685	0.5545752
0.5403018	0.8071934	0.8111944	0.9047282	0.7951589
1.153192	1.053564	1.069465	1.152956	1.066193
1.052228	1.060351	1.14105	1.054632	1.616516
1.546237	1.602561	1.561579	1.615896	1.543551
0.2031942	0.2816857	0	0.2851912	0.249568
0.235871	0.2321636	0.2175506	0.2364903	0.5033374
0.3744839	0.5341654	0.5227799	0.8711571	0.8746542
0.9420642	0.854926	0.246206	0.8284473	0.7666229
0.5829775	0.5904912	0.533878	0.5973308	0.2691473
0.247383	0.4137562	0.4170534	0.3749303	0.4043682
0.8069772	0.606831	0.6220278	0.5698626	0.6221067
0.5980042	0.6054231	0.5504654	0.6030548	1.06107
0.8551335	1.050465	0.8697722	1.063096	0.8550941
0.4941538	0.217733	0.5028579	0.4824061	0.6640033
0.6529404	0.7509749	0.6478557	0.2804208	0.9881054
0.9172148	0.5667894	0.559743	0.5337543	0.5812261
0.2812381	0.2504075	0.2500008	0.238738	0.2272394
0.2406963	0.9354451	0.5685188	0.5691557	0.5476149
0.5838781	0.5506258	0.5434847	0.5191515	0.5557599
0.8323516	0.6570396	0.8363904	0.6571183	0.8344612
0.6570837	0.5179818	1.100157	1.053504	1.065153
1.065311	1.121345	1.062739	0.5461216	0.5395288
0.9011962	0.8971378	0.9676623	0.8750412	1.099057
1.094205	1.102046	1.162528	1.092713	1.100549
1.100613	1.158303	1.088833	1.751554	1.658265
1.731538	1.665548	1.736813	1.641458	0.8245998
0.7675681	0.5972129	0.5971711	0.5436724	0.6016423
1.749656	1.212781	1.224639	1.161098	1.241874
1.168687	1.172767	1.106433	1.187555	1.291685
1.074373	1.298237	1.085673	1.307529	1.088151
0.8052342	0.6183782	0.6260196	0.5769688	0.6237301
0.614344	0.6142075	0.5623643	0.6094708	1.083145
0.8803226	1.070171	0.8874058	1.075247	0.8703594
1.207265	1.219028	1.157143	1.227056	1.321446
1.108582	1.321237	1.127565	1.338212	1.123282
1.322571	1.106915	1.319915	1.11812	1.329112
1.11139	1.725352	2.079087	1.710386	1.726802
