1.244037	1.260493	1.045277	1.645173	0.5688371
1.152957	1.318865	0.5595842	0.571651	1.133498
1.443035	1.20499	1.936943	0.6942501	1.336381
1.538218	0.6881312	0.6954181	1.272227	1.244505
1.93505	0.7090661	1.358683	1.552175	0.6991024
0.7084942	1.29548	1.776692	0.6103288	1.306828
1.405099	0.6004008	0.6083153	1.208928	1.123339
1.936832	2.205213	1.115505	1.117352	1.814063
0.6923685	0.848208	0.2462797	0.254351	0.6799556
1.548975	0.6815655	0.6905146	1.329535	0.8396527
0.8466355	1.504646	0.2472154	0.6637123	0.6802407
1.362297	1.072684	1.619741	0.6199075	1.166228
1.26434	0.6159078	0.6235822	1.104144	1.096876
1.602523	0.6194	1.173206	1.262974	0.6115554
0.6213347	1.112073	1.392599	0.4690953	1.069784
1.06433	0.4612864	0.4695884	0.9739531	0.797208
1.514891	1.679547	0.7914931	0.7937277	1.394192
0.5132876	0.5654021	0.1651285	0.1735873	0.5029443
1.170358	0.5046037	0.5139404	1.056713	0.5589659
0.5663363	1.128099	0.1685708	0.4888201	0.5057361
1.234893	1.872597	0.723117	1.334934	1.46063
0.7184065	0.7234058	1.229106	1.639844	0.5499835
1.208683	1.239158	0.5453087	0.5488307	1.068158
1.010153	1.785847	1.986432	1.007572	1.005027
1.620453	0.6178865	0.7059296	0.2148504	0.2185293
0.5628487	1.368897	0.6123366	0.6168934	1.174629
0.7026274	0.7052178	1.281943	0.2166469	0.5518586
0.5639946	1.645685	0.5725345	1.23872	1.26085
0.5640148	0.5696417	1.099145	0.9912954	1.774475
1.966715	0.9848698	0.9844294	1.610032	0.6232247
0.702923	0.2088577	0.2146415	0.5691373	1.373376
0.61383	0.6204917	1.188403	0.6957761	0.7004714
1.287373	0.2089143	0.5543024	0.5685433	0.8978495
1.727912	1.82493	0.8914595	0.8895418	1.528771
0.6362812	0.6207583	0.1750676	0.179374	0.5474965
1.338094	0.6269221	0.6321064	1.213645	0.6136469
0.6168649	1.217393	0.1736824	0.5326972	0.5454607
0.9945014	1.149089	0.4183876	0.4166267	0.8808484
1.983419	0.9872364	0.9863533	1.663991	1.144071
1.141222	1.83785	0.4130292	0.8681432	0.8748394
0.7011464	0.1927445	0.1980857	0.6046161	0.2370378
0.2404126	0.6659334	0	0.184007	0.1969274
0.6931601	0.6974128	1.336349	0.1915191	0.5889418
0.6027401	0.2360937	0.6525068	0.6643388	0.1849205
