	Cult1_0h	Cult1_6h	Cult1_24h	Cult2_0h	Cult2_6h	Cult2_24h	Cult3_0h	Cult3_6h	Cult3_24h
Vitvi10g04114	0	0	1	0	0	0	0	0	0
Vitvi10g04115	0	0	0	0	0	0	0	-1	0
Vitvi10g04118	0	0	1	0	0	0	0	0	0
Vitvi10g04122	0	0	0	0	-1	0	0	0	0
Vitvi10g04123	0	0	1	0	0	0	0	-1	0
Vitvi10g04132	0	-1	-1	0	0	0	0	0	0
Vitvi10g04160	0	0	0	1	0	0	0	0	0
Vitvi10g04179	0	0	0	0	1	0	0	0	0
Vitvi10g04202	0	0	1	1	0	0	0	0	0
Vitvi10g04212	0	0	-1	0	0	0	0	0	-1
Vitvi10g04213	0	0	1	0	0	0	0	0	1
Vitvi10g04216	0	-1	0	0	-1	0	0	0	0
Vitvi10g04223	0	0	0	0	-1	0	0	0	0
Vitvi10g04227	0	0	0	-1	0	0	0	0	0
Vitvi10g04236	0	0	0	0	0	0	0	0	-1
Vitvi10g04242	0	0	0	0	-1	0	0	-1	0
Vitvi10g04258	0	0	0	0	0	0	0	0	-1
Vitvi10g04276	0	0	1	0	0	0	-1	-1	0
Vitvi10g04281	0	0	0	0	0	0	0	1	0
Vitvi10g04282	0	0	0	0	1	0	1	1	0
Vitvi10g04284	0	0	0	0	-1	0	0	0	0
Vitvi10g04289	0	-1	0	0	0	0	0	-1	0
Vitvi10g04292	0	-1	0	0	0	0	0	-1	0
Vitvi10g04295	0	0	0	0	0	0	0	-1	0
Vitvi10g04319	0	0	1	0	0	0	0	0	0
Vitvi10g04321	0	0	1	0	0	0	0	0	0
Vitvi10g04326	0	0	0	0	0	0	0	1	0
Vitvi10g04371	0	0	0	0	0	0	0	-1	0
Vitvi10g04372	0	-1	0	0	0	0	0	0	0
Vitvi10g04381	0	0	0	0	1	0	0	0	0
Vitvi10g04388	0	0	0	0	0	0	-1	0	0
Vitvi10g04412	0	0	-1	0	0	0	0	0	0
Vitvi10g04435	0	-1	0	0	0	0	0	-1	0
Vitvi10g04437	0	-1	0	0	0	0	0	0	0
Vitvi10g04463	0	0	-1	0	-1	0	0	0	0
Vitvi10g04464	0	0	-1	-1	-1	0	0	0	0
Vitvi10g04469	0	-1	0	0	0	0	0	0	0
Vitvi10g04473	0	0	0	0	1	0	0	1	0
Vitvi10g04490	0	0	0	0	0	0	0	-1	0
Vitvi10g04504	0	0	0	0	0	0	-1	-1	-1
Vitvi10g04508	1	0	0	0	0	0	0	0	0
Vitvi10g04511	1	0	0	0	0	0	0	0	0
Vitvi10g04613	0	0	0	0	0	0	0	-1	0
Vitvi10g04623	0	0	-1	0	0	0	0	0	0
Vitvi10g04650	0	0	1	0	0	0	0	-1	0
Vitvi10g04699	0	0	0	0	0	0	0	-1	0
Vitvi10g04709	0	0	0	0	-1	0	0	0	0
Vitvi10g04735	0	0	0	0	0	0	0	1	0
Vitvi11g00013	0	0	0	0	0	0	0	-1	0
Vitvi11g00014	0	0	0	0	0	0	0	-1	0
Vitvi11g00016	0	0	0	0	0	0	0	-1	0
Vitvi11g00030	0	0	0	0	-1	0	0	-1	0
Vitvi11g00033	0	0	0	0	0	0	0	-1	0
Vitvi11g00035	0	0	0	0	1	0	0	0	0
Vitvi11g00038	0	0	0	0	-1	0	0	-1	0
Vitvi11g00040	0	-1	0	0	0	0	0	0	0
Vitvi11g00050	0	0	-1	0	0	0	0	0	0
Vitvi11g00074	0	0	-1	0	0	0	0	-1	0
Vitvi11g00075	0	0	0	0	1	0	1	1	0
Vitvi11g00098	0	0	0	0	0	0	0	-1	0
Vitvi11g00099	0	-1	0	0	0	0	0	-1	0
Vitvi11g00139	0	-1	0	0	0	0	0	0	0
Vitvi11g00156	0	0	0	0	0	0	0	-1	0
Vitvi11g00165	0	-1	-1	0	0	0	0	0	0
Vitvi11g00175	0	-1	0	0	0	0	0	-1	0
Vitvi11g00192	0	0	-1	0	0	0	0	0	0
Vitvi11g00199	0	0	0	0	0	0	-1	-1	0
Vitvi11g00217	0	0	0	0	0	0	-1	-1	-1
Vitvi11g00231	0	0	0	0	-1	0	0	-1	0
Vitvi11g00241	0	0	0	0	0	0	0	-1	0
Vitvi11g00245	0	-1	0	0	0	0	0	0	0
Vitvi11g00249	0	0	0	0	0	0	0	-1	0
Vitvi11g00256	0	-1	0	0	-1	0	0	-1	0
Vitvi11g00257	0	0	0	-1	0	0	0	0	0
Vitvi11g00269	0	0	0	0	0	0	0	-1	0
Vitvi11g00273	0	0	0	0	-1	0	0	0	0
Vitvi11g00285	0	0	0	1	0	0	-1	-1	0
Vitvi11g00286	0	-1	0	1	0	0	-1	-1	-1
Vitvi11g00304	1	0	-1	0	0	-1	0	0	0
Vitvi11g00309	0	-1	0	0	0	0	0	0	0
Vitvi11g00339	0	0	0	0	0	0	0	1	0
Vitvi11g00342	0	0	0	1	0	0	0	0	0
Vitvi11g00346	0	-1	0	0	0	0	0	0	0
Vitvi11g00356	0	-1	0	0	0	0	0	-1	0
Vitvi11g00365	0	0	0	0	0	0	0	-1	0
Vitvi11g00380	0	-1	0	0	0	0	0	0	0
Vitvi11g00394	0	0	0	0	0	0	0	1	0
Vitvi11g00398	0	-1	0	0	0	0	0	0	0
Vitvi11g00413	0	0	0	0	0	0	0	-1	0
Vitvi11g00417	0	0	0	0	0	0	0	-1	0
Vitvi11g00420	0	0	0	0	0	0	0	-1	0
Vitvi11g00427	0	0	0	0	-1	0	0	0	0
Vitvi11g00438	0	0	0	0	-1	0	0	0	0
Vitvi11g00460	0	0	0	0	-1	0	0	0	0
Vitvi11g00467	0	0	0	0	0	0	0	-1	0
Vitvi11g00469	0	0	0	0	-1	0	0	-1	0
Vitvi11g00518	0	-1	0	0	0	0	0	-1	0
Vitvi11g00539	0	0	0	0	0	0	-1	-1	0
Vitvi11g00583	0	0	0	0	1	0	0	0	0
Vitvi11g00584	0	0	0	0	0	0	-1	0	0
Vitvi11g00598	0	-1	0	0	-1	0	0	0	0
Vitvi11g00619	0	0	0	0	-1	0	0	0	0
Vitvi11g00635	0	0	-1	0	0	0	0	0	0
Vitvi11g00641	0	0	0	0	-1	0	0	0	0
Vitvi11g00668	0	0	0	0	0	0	0	-1	0
Vitvi11g00708	0	0	0	0	0	0	0	-1	0
Vitvi11g00712	0	-1	0	0	0	0	0	-1	0
Vitvi11g00726	0	0	0	0	-1	0	0	-1	0
Vitvi11g00728	0	0	0	0	0	0	0	1	0
Vitvi11g00730	0	-1	0	0	0	0	0	-1	0
Vitvi11g00742	0	0	0	0	0	0	0	1	0
Vitvi11g00798	0	0	0	1	0	0	0	0	0
Vitvi11g00838	0	0	0	0	0	0	0	-1	0
Vitvi11g00865	0	0	0	0	-1	0	0	0	0
Vitvi11g00900	0	0	0	0	1	0	0	1	0
Vitvi11g00924	0	-1	-1	0	0	0	0	0	0
Vitvi11g00936	0	-1	0	0	-1	0	0	0	0
Vitvi11g01075	0	0	0	0	0	0	0	-1	0
Vitvi11g01098	0	-1	0	0	0	0	0	0	0
Vitvi11g01134	0	0	0	0	0	0	0	-1	0
Vitvi11g01182	0	0	0	0	0	0	0	1	0
Vitvi11g01197	0	0	0	0	0	0	0	-1	0
Vitvi11g01205	0	0	0	0	0	0	1	1	0
Vitvi11g01222	0	-1	0	0	-1	0	0	0	0
Vitvi11g01224	0	-1	0	0	-1	0	0	-1	0
Vitvi11g01227	0	0	0	0	-1	0	0	-1	0
Vitvi11g01228	1	0	0	0	0	0	-1	0	0
Vitvi11g01231	0	-1	0	0	0	0	0	0	0
Vitvi11g01243	0	-1	0	0	0	0	0	0	0
Vitvi11g01251	0	0	0	0	0	0	0	1	0
Vitvi11g01258	-1	0	0	0	0	0	0	-1	0
Vitvi11g01268	0	0	0	1	0	0	0	0	0
Vitvi11g01281	1	0	0	0	0	0	0	0	0
Vitvi11g01293	0	-1	0	0	0	0	0	0	0
Vitvi11g01295	1	0	0	0	0	0	-1	0	0
Vitvi11g01307	0	-1	0	0	0	0	0	0	0
Vitvi11g01328	-1	0	0	0	0	0	0	0	0
Vitvi11g01329	-1	0	0	0	0	0	0	0	0
Vitvi11g01334	0	0	0	0	-1	0	0	-1	0
Vitvi11g01372	0	0	-1	0	0	0	0	0	0
Vitvi11g01385	0	0	0	0	0	0	0	-1	0
Vitvi11g01393	0	0	0	0	1	0	0	0	0
Vitvi11g01394	0	0	0	0	0	0	-1	-1	0
Vitvi11g01411	0	0	0	0	0	0	0	-1	0
Vitvi11g01415	0	0	0	0	-1	0	0	0	0
Vitvi11g01446	0	-1	0	0	0	1	0	-1	0
Vitvi11g01457	1	0	0	0	0	0	0	0	0
Vitvi11g01463	0	-1	0	0	0	0	0	0	0
Vitvi11g01468	0	0	0	1	0	0	0	-1	0
Vitvi11g01474	0	0	0	0	0	0	0	-1	0
Vitvi11g01475	0	0	0	0	1	0	0	0	0
Vitvi11g01488	0	0	0	0	0	0	0	-1	0
Vitvi11g01516	1	0	0	0	-1	0	-1	0	0
Vitvi11g01564	0	0	0	0	-1	0	0	0	0
Vitvi11g01623	1	0	0	0	0	0	0	0	0
Vitvi11g01637	0	0	1	1	1	1	0	0	0
Vitvi11g01645	0	0	0	0	0	0	-1	-1	0
Vitvi11g01650	0	0	0	0	0	0	0	-1	0
Vitvi11g01677	0	-1	0	0	0	0	0	0	0
Vitvi11g01686	1	0	-1	0	0	0	0	0	0
Vitvi11g04001	0	0	0	0	0	0	0	-1	0
Vitvi11g04015	0	0	0	0	0	0	0	-1	0
Vitvi11g04023	0	0	0	0	0	0	0	-1	0
Vitvi11g04068	0	0	0	0	0	1	0	0	0
Vitvi11g04099	0	0	0	0	0	0	0	-1	0
Vitvi11g04123	0	0	0	1	1	0	0	0	0
Vitvi11g04169	0	0	0	0	-1	0	0	0	0
Vitvi11g04200	0	0	0	0	0	0	0	-1	0
Vitvi11g04203	0	0	1	0	0	0	0	0	1
Vitvi11g04204	0	0	1	0	0	0	0	0	0
Vitvi11g04217	0	0	0	0	0	0	0	-1	0
Vitvi11g04266	0	0	0	0	0	0	0	-1	0
Vitvi11g04267	0	0	0	-1	-1	0	-1	-1	0
Vitvi11g04269	0	0	0	0	0	0	0	1	0
Vitvi11g04307	0	0	0	0	0	0	0	-1	0
Vitvi11g04331	0	0	0	0	-1	0	0	0	0
Vitvi11g04345	0	0	0	0	0	0	0	1	0
Vitvi11g04368	0	0	0	0	1	0	0	0	0
Vitvi12g00019	0	1	0	0	1	0	0	1	0
Vitvi12g00025	0	0	0	0	0	0	0	-1	0
Vitvi12g00036	-1	0	0	0	0	0	0	-1	0
Vitvi12g00048	0	0	0	0	1	0	0	0	0
Vitvi12g00050	0	0	0	0	0	0	-1	-1	0
Vitvi12g00056	0	0	0	0	0	0	0	-1	0
Vitvi12g00065	0	0	0	0	0	0	0	0	-1
Vitvi12g00076	0	0	0	0	1	0	0	0	0
Vitvi12g00080	0	0	0	0	0	0	0	1	0
Vitvi12g00082	0	0	0	0	-1	0	0	0	0
Vitvi12g00086	0	0	0	0	1	0	0	0	0
Vitvi12g00116	0	0	0	0	0	0	0	-1	0
Vitvi12g00146	0	0	0	0	0	0	0	-1	0
Vitvi12g00183	0	-1	0	0	0	0	0	-1	0
Vitvi12g00193	0	-1	0	0	0	0	0	-1	0
Vitvi12g00208	0	0	0	0	0	0	0	1	0
Vitvi12g00213	0	-1	0	0	-1	0	0	-1	0
Vitvi12g00226	0	-1	0	0	0	0	0	-1	0
Vitvi12g00231	0	0	0	0	-1	0	0	0	0
Vitvi12g00248	0	0	0	0	0	0	0	-1	0
Vitvi12g00252	0	-1	0	0	0	0	0	-1	0
Vitvi12g00269	0	-1	0	0	-1	0	0	0	0
Vitvi12g00270	0	0	0	0	0	0	0	1	0
Vitvi12g00278	0	-1	0	0	0	0	0	0	0
Vitvi12g00280	0	0	0	0	0	0	0	-1	0
Vitvi12g00297	0	0	0	0	0	0	0	-1	0
Vitvi12g00300	0	0	0	0	0	0	1	1	0
Vitvi12g00342	0	-1	0	0	-1	0	0	-1	0
Vitvi12g00349	0	0	0	0	0	0	0	-1	0
Vitvi12g00368	0	0	0	1	1	0	0	-1	0
Vitvi12g00381	0	0	0	0	0	0	0	-1	0
Vitvi12g00382	0	-1	0	0	-1	0	0	0	0
Vitvi12g00401	0	-1	0	0	-1	0	0	-1	0
Vitvi12g00405	0	0	-1	0	0	0	0	0	0
Vitvi12g00406	0	-1	0	0	-1	0	0	0	0
Vitvi12g00430	0	-1	0	0	-1	0	0	-1	0
Vitvi12g00440	0	0	0	0	0	0	0	-1	0
Vitvi12g00445	0	0	0	0	0	0	0	-1	0
Vitvi12g00456	0	0	0	0	0	0	0	-1	0
Vitvi12g00462	0	0	0	1	0	0	0	0	0
Vitvi12g00472	0	-1	0	0	0	0	0	-1	0
Vitvi12g00473	0	-1	0	0	0	0	0	0	0
Vitvi12g00478	0	0	0	0	1	0	0	0	0
Vitvi12g00482	0	0	0	0	0	0	0	-1	0
Vitvi12g00483	0	0	0	0	0	0	0	-1	0
Vitvi12g00493	0	-1	0	0	-1	0	0	-1	0
Vitvi12g00522	0	0	0	0	0	0	0	-1	0
Vitvi12g00533	0	-1	0	0	0	0	0	0	0
Vitvi12g00543	0	0	-1	1	0	0	1	1	0
Vitvi12g00554	1	0	0	0	0	0	0	0	0
Vitvi12g00571	0	0	0	0	0	0	1	1	0
Vitvi12g00572	0	0	0	0	0	0	0	-1	0
Vitvi12g00586	0	-1	0	0	0	0	0	0	0
Vitvi12g00606	0	0	0	0	0	0	0	-1	0
Vitvi12g00625	0	0	0	0	0	0	0	1	0
Vitvi12g00627	0	-1	0	0	-1	0	0	0	0
Vitvi12g00631	0	-1	0	0	0	0	0	0	0
Vitvi12g00654	0	0	0	0	-1	0	0	0	0
Vitvi12g00656	0	0	0	0	0	0	0	-1	0
Vitvi12g00657	0	0	0	0	-1	0	0	0	0
Vitvi12g00691	0	1	0	0	0	0	0	0	0
Vitvi12g00710	0	0	0	0	0	0	0	-1	0
Vitvi12g00721	0	-1	0	0	0	0	0	0	0
Vitvi12g00722	0	-1	0	0	-1	0	0	0	0
Vitvi12g00765	1	0	0	0	0	0	0	0	0
Vitvi12g00774	0	0	0	0	-1	0	0	0	0
Vitvi12g00921	0	0	0	0	0	0	1	0	0
Vitvi12g01053	0	-1	0	0	0	0	0	-1	0
Vitvi12g01115	0	0	0	0	-1	0	0	-1	0
Vitvi12g01553	0	0	0	0	0	0	-1	-1	0
Vitvi12g01605	0	-1	0	0	0	0	0	-1	0
Vitvi12g01610	1	0	0	0	0	0	0	0	0
Vitvi12g01624	0	0	0	0	0	0	0	-1	0
Vitvi12g01655	0	-1	0	0	0	0	0	-1	0
Vitvi12g01776	0	-1	-1	0	-1	0	0	-1	-1
Vitvi12g01802	0	0	1	0	0	0	0	0	0
Vitvi12g01809	0	0	-1	0	0	0	0	0	-1
Vitvi12g01813	0	-1	0	0	0	0	0	0	0
Vitvi12g01881	0	0	0	0	0	0	1	1	1
Vitvi12g01882	0	0	0	0	0	0	1	1	1
Vitvi12g01885	0	1	1	0	0	0	0	1	1
Vitvi12g01921	1	1	1	0	0	0	0	1	1
Vitvi12g01939	0	1	1	0	1	0	0	1	0
Vitvi12g01984	0	0	0	0	0	0	0	-1	0
Vitvi12g02011	1	1	1	0	0	0	1	1	1
Vitvi12g02015	0	0	1	0	0	0	0	0	0
Vitvi12g02016	0	0	0	0	-1	0	0	-1	0
Vitvi12g02028	0	0	0	0	0	0	0	-1	0
Vitvi12g02066	-1	-1	-1	0	-1	0	0	-1	0
Vitvi12g02071	0	0	0	0	-1	0	0	0	0
Vitvi12g02085	0	0	1	0	0	0	1	0	0
Vitvi12g02135	0	0	0	0	-1	0	0	0	0
Vitvi12g02137	0	0	0	0	0	0	-1	-1	0
Vitvi12g02142	0	0	0	0	0	0	0	-1	0
Vitvi12g02168	0	0	0	0	-1	0	0	0	0
Vitvi12g02191	0	1	0	0	0	0	1	1	0
Vitvi12g02204	0	0	0	1	0	0	0	0	0
Vitvi12g02223	1	0	0	0	0	0	0	0	0
Vitvi12g02239	0	0	1	0	0	0	0	0	0
Vitvi12g02240	1	0	0	0	0	0	-1	-1	0
Vitvi12g02243	0	0	0	0	0	0	0	-1	0
Vitvi12g02245	0	0	0	0	-1	0	0	-1	0
Vitvi12g02247	0	-1	0	0	0	0	0	0	0
Vitvi12g02266	0	0	0	0	0	0	0	-1	0
Vitvi12g02316	1	0	1	0	0	0	0	0	0
Vitvi12g02318	0	0	0	0	0	0	0	0	1
Vitvi12g02324	0	0	0	0	0	1	0	0	1
Vitvi12g02332	0	0	0	0	0	0	0	-1	0
Vitvi12g02371	-1	0	0	0	0	0	0	0	0
Vitvi12g02375	0	-1	0	0	0	0	0	-1	0
Vitvi12g02389	0	0	0	0	0	0	0	1	0
Vitvi12g02394	0	-1	0	0	-1	0	0	-1	0
Vitvi12g02419	0	0	0	0	0	0	1	0	0
Vitvi12g02424	0	0	0	0	-1	0	0	0	0
Vitvi12g02444	0	0	0	1	0	0	0	-1	0
Vitvi12g02450	1	0	1	0	0	0	0	0	0
Vitvi12g02451	1	0	0	0	-1	0	0	-1	0
Vitvi12g02454	0	0	0	0	0	0	-1	0	0
Vitvi12g02459	0	0	0	0	0	0	0	1	0
Vitvi12g02465	0	0	0	0	0	0	0	1	1
Vitvi12g02474	0	0	-1	0	-1	0	0	-1	0
Vitvi12g02485	0	0	0	0	0	0	-1	-1	0
Vitvi12g02491	1	1	0	0	0	0	0	0	0
Vitvi12g02500	-1	0	0	0	0	0	0	0	0
Vitvi12g02536	-1	0	0	0	0	0	0	0	0
Vitvi12g02545	0	1	1	0	0	0	0	0	0
Vitvi12g02607	1	1	0	0	0	0	0	0	0
Vitvi12g02621	0	-1	-1	0	-1	0	0	0	0
Vitvi12g02633	0	1	1	0	0	0	1	1	1
Vitvi12g02678	1	0	1	0	0	0	0	1	0
Vitvi12g02681	0	0	0	0	0	0	-1	-1	0
Vitvi12g02682	0	0	1	0	0	0	0	0	0
Vitvi12g02698	0	0	1	0	0	0	0	1	0
Vitvi12g02701	0	-1	0	0	-1	0	0	-1	0
Vitvi12g02703	0	0	1	0	0	0	0	0	1
Vitvi12g02705	0	0	-1	0	0	0	0	0	0
Vitvi12g02718	0	0	0	0	-1	0	0	-1	0
Vitvi12g02724	-1	0	0	0	0	0	0	0	0
Vitvi12g02735	0	-1	-1	0	0	0	0	-1	0
Vitvi12g02743	0	0	1	1	0	0	0	0	0
Vitvi12g02753	0	0	-1	0	-1	0	0	-1	-1
Vitvi12g02755	0	-1	0	0	0	0	0	-1	0
Vitvi12g04028	0	0	-1	0	-1	0	0	0	0
Vitvi12g04044	0	0	0	0	0	0	0	-1	0
Vitvi12g04046	0	0	0	0	0	0	0	-1	0
Vitvi12g04076	0	0	0	0	-1	0	0	-1	0
Vitvi12g04084	0	0	0	0	-1	0	0	0	0
Vitvi12g04093	0	0	0	0	0	0	0	-1	0
Vitvi12g04094	0	0	0	0	0	0	0	-1	0
Vitvi12g04106	0	0	0	0	0	0	1	1	0
Vitvi12g04108	1	1	1	0	0	0	1	1	1
Vitvi12g04138	0	0	0	0	-1	0	0	-1	0
Vitvi12g04147	0	0	0	0	0	0	0	-1	0
Vitvi12g04173	0	-1	0	0	0	0	0	-1	0
Vitvi12g04180	0	0	0	0	0	0	0	-1	0
Vitvi12g04185	0	0	0	0	-1	0	0	-1	0
Vitvi12g04190	0	0	-1	0	0	0	0	0	0
Vitvi12g04208	0	0	0	0	0	0	0	1	0
Vitvi12g04215	0	0	0	0	0	0	0	-1	0
Vitvi12g04227	0	1	0	0	0	0	0	0	0
Vitvi12g04285	0	1	0	0	0	0	0	0	0
Vitvi12g04320	0	-1	0	0	-1	0	0	0	0
Vitvi12g04342	0	0	0	0	1	0	0	0	0
Vitvi12g04351	0	0	0	1	0	0	0	0	0
Vitvi12g04365	1	0	1	0	0	0	0	0	0
Vitvi12g04373	0	0	0	1	0	0	0	0	0
Vitvi12g04374	0	0	1	0	0	0	0	0	0
Vitvi12g04375	0	-1	0	0	0	0	0	0	0
Vitvi12g04386	0	0	0	0	1	0	0	0	0
Vitvi12g04404	1	1	1	0	0	0	1	1	0
Vitvi12g04421	0	0	0	-1	-1	0	0	0	0
Vitvi12g04427	0	0	1	0	0	0	0	0	0
Vitvi12g04432	0	0	1	0	0	0	0	0	0
Vitvi12g04440	1	0	0	0	0	0	0	0	1
Vitvi12g04444	0	1	0	0	0	0	0	1	0
Vitvi12g04462	0	0	1	0	0	0	0	0	0
Vitvi12g04463	1	1	1	0	0	0	1	1	1
Vitvi12g04464	0	0	0	0	0	0	0	1	0
Vitvi12g04467	0	1	1	0	0	0	1	0	0
Vitvi12g04477	0	0	-1	0	0	0	0	0	-1
Vitvi12g04479	0	0	1	0	0	0	0	0	0
Vitvi12g04497	0	0	0	0	-1	0	0	0	0
Vitvi12g04498	1	1	1	0	0	0	1	1	1
Vitvi12g04505	0	1	0	0	0	0	0	1	0
Vitvi12g04510	0	0	0	0	1	0	0	-1	0
Vitvi12g04511	0	0	0	0	0	0	0	-1	0
Vitvi12g04512	0	0	0	1	1	0	0	0	0
Vitvi12g04514	0	0	1	0	0	0	0	0	0
Vitvi12g04515	1	1	1	0	0	0	0	0	0
Vitvi12g04517	0	0	1	0	0	1	0	0	0
Vitvi12g04518	0	0	1	1	1	0	0	0	0
Vitvi12g04523	1	0	1	0	0	0	1	1	0
Vitvi12g04526	0	0	0	0	0	0	-1	-1	0
Vitvi12g04532	0	0	0	1	0	0	0	0	0
Vitvi12g04534	1	1	0	0	0	0	0	0	0
Vitvi12g04536	0	0	1	0	1	0	0	0	0
Vitvi12g04543	1	1	1	0	0	0	1	1	0
Vitvi12g04545	1	1	1	0	0	0	1	1	0
Vitvi12g04548	1	1	1	0	0	0	1	1	0
Vitvi12g04558	0	0	0	0	0	0	-1	0	0
Vitvi12g04561	0	0	0	0	0	0	0	-1	0
Vitvi12g04563	0	-1	-1	0	-1	0	0	-1	0
Vitvi12g04565	0	0	1	0	0	0	0	0	0
Vitvi12g04566	0	0	1	0	0	0	0	0	1
Vitvi12g04567	0	0	1	0	0	0	0	0	0
Vitvi12g04581	0	0	0	0	1	0	0	0	0
Vitvi12g04582	0	0	0	0	0	0	0	-1	0
Vitvi12g04590	0	0	0	0	0	0	0	-1	0
Vitvi12g04594	-1	0	0	0	0	0	0	0	0
Vitvi12g04595	0	-1	-1	0	0	0	0	-1	-1
Vitvi12g04596	0	0	1	0	1	0	0	1	0
Vitvi12g04597	0	1	1	0	1	0	0	1	0
Vitvi12g04598	1	1	1	0	0	0	1	1	1
Vitvi12g04607	1	1	1	0	0	0	1	1	1
Vitvi12g04626	0	0	-1	0	0	0	0	0	-1
Vitvi12g04630	0	-1	-1	0	-1	-1	0	-1	-1
Vitvi12g04631	0	-1	0	0	0	0	0	-1	0
Vitvi12g04641	0	1	0	0	0	0	0	1	0
Vitvi13g00004	0	0	1	0	0	0	-1	-1	0
Vitvi13g00012	0	-1	0	0	0	0	0	0	0
Vitvi13g00022	0	-1	0	0	-1	0	0	0	0
Vitvi13g00037	0	-1	0	0	0	0	0	-1	0
Vitvi13g00062	0	0	0	0	0	0	0	0	-1
Vitvi13g00066	0	0	0	0	-1	0	0	0	0
Vitvi13g00082	0	-1	0	0	-1	0	0	0	0
Vitvi13g00095	0	0	0	0	0	0	0	-1	0
Vitvi13g00109	0	0	0	1	0	0	0	0	0
Vitvi13g00117	0	-1	0	0	0	0	0	0	0
Vitvi13g00120	0	-1	0	0	-1	0	0	0	0
Vitvi13g00126	0	0	0	0	1	0	0	1	0
Vitvi13g00134	0	0	0	0	0	0	0	-1	0
Vitvi13g00139	0	-1	0	0	-1	0	0	-1	0
Vitvi13g00143	0	0	0	0	0	0	0	-1	0
Vitvi13g00156	0	0	0	0	0	0	-1	-1	0
Vitvi13g00172	1	0	0	0	0	0	0	-1	0
Vitvi13g00182	0	-1	0	0	-1	0	0	0	0
Vitvi13g00189	1	0	0	0	0	0	0	0	0
Vitvi13g00233	0	0	0	0	0	0	-1	-1	0
Vitvi13g00235	0	0	0	0	0	0	0	1	0
Vitvi13g00242	0	0	1	0	0	0	0	0	0
Vitvi13g00255	0	-1	0	0	0	0	0	0	0
Vitvi13g00258	0	0	0	0	1	0	0	1	0
Vitvi13g00260	0	0	0	0	-1	0	0	0	0
Vitvi13g00262	0	0	0	0	1	0	0	0	0
Vitvi13g00272	0	0	0	0	0	0	0	-1	0
Vitvi13g00274	0	0	1	0	0	0	0	0	1
Vitvi13g00329	0	0	0	0	0	0	1	1	0
Vitvi13g00330	0	-1	0	0	0	0	0	0	0
Vitvi13g00339	0	0	0	0	0	0	0	-1	0
Vitvi13g00341	0	0	0	0	-1	0	0	0	0
Vitvi13g00342	0	0	0	0	-1	0	0	0	0
Vitvi13g00343	-1	0	0	0	0	0	0	0	0
Vitvi13g00387	0	-1	1	0	0	0	0	-1	0
Vitvi13g00388	0	-1	0	0	0	0	0	0	0
Vitvi13g00390	0	-1	0	0	-1	0	0	0	0
Vitvi13g00417	1	0	0	0	0	0	0	0	0
Vitvi13g00432	0	0	0	0	-1	0	0	0	0
Vitvi13g00452	0	0	1	0	0	0	0	0	0
Vitvi13g00516	0	0	0	0	0	0	0	1	0
Vitvi13g00517	0	-1	0	0	0	0	0	-1	0
Vitvi13g00536	0	-1	0	0	0	0	0	0	0
Vitvi13g00549	0	0	0	0	0	0	0	-1	0
Vitvi13g00551	1	0	1	1	0	0	0	0	0
Vitvi13g00590	0	0	0	0	0	0	-1	-1	0
Vitvi13g00600	0	0	0	-1	0	0	0	0	0
Vitvi13g00605	0	0	-1	0	0	0	0	0	0
Vitvi13g00618	0	0	0	0	-1	0	0	-1	0
Vitvi13g00646	0	0	0	0	0	0	0	-1	0
Vitvi13g00657	0	0	0	0	-1	0	0	0	0
Vitvi13g00680	0	1	0	0	1	0	0	1	0
Vitvi13g00683	0	0	0	0	1	0	0	0	0
Vitvi13g00694	0	0	0	0	0	0	1	0	0
Vitvi13g00714	0	0	0	0	-1	0	0	1	0
Vitvi13g00738	0	0	0	0	-1	0	0	-1	0
Vitvi13g00754	0	0	0	0	-1	0	0	0	0
Vitvi13g00766	0	0	0	0	1	0	0	1	0
Vitvi13g00777	0	0	0	0	-1	0	0	-1	0
Vitvi13g00794	0	0	0	0	0	0	0	1	0
Vitvi13g00807	0	0	1	0	-1	0	0	0	0
Vitvi13g00818	0	0	1	0	-1	0	0	0	0
Vitvi13g00925	0	-1	0	0	0	0	0	0	0
Vitvi13g00991	0	-1	0	0	0	0	0	-1	0
Vitvi13g01009	0	0	0	0	1	0	0	0	0
Vitvi13g01044	0	0	0	0	0	0	0	0	1
Vitvi13g01091	0	0	0	0	0	0	0	1	0
Vitvi13g01098	0	0	0	0	1	0	1	1	0
Vitvi13g01114	0	0	0	0	0	0	0	-1	0
Vitvi13g01164	0	0	0	0	0	0	0	-1	0
Vitvi13g01171	0	0	0	0	0	0	0	-1	0
Vitvi13g01177	0	0	1	0	0	0	0	1	1
Vitvi13g01200	0	0	-1	0	0	0	0	0	-1
Vitvi13g01259	0	0	0	0	1	0	0	0	0
Vitvi13g01272	0	0	0	0	0	0	-1	-1	0
Vitvi13g01327	0	0	1	0	0	0	0	0	1
Vitvi13g01337	0	-1	0	0	-1	0	0	0	0
Vitvi13g01379	0	0	0	0	0	0	0	-1	0
Vitvi13g01387	0	0	0	0	0	0	0	0	-1
Vitvi13g01389	0	0	0	0	0	0	0	-1	0
Vitvi13g01396	0	0	0	0	-1	0	0	0	0
Vitvi13g01423	0	0	0	0	0	0	0	-1	0
Vitvi13g01435	0	0	1	0	-1	0	0	0	1
Vitvi13g01468	-1	0	0	0	0	0	-1	-1	-1
