#node	identifier	x_position	y_position	color	annotation
ACD6	3702.Q8LPS2	0.4755384615384615	0.8362359550561798	rgb(132,101,255)	Protein ACCELERATED CELL DEATH 6; Dose-dependent activator of the defense response against virulent pathogens, including bacteria, fungi and oomycetes, that acts in a positive feedback loop with the defense signal salicylic acid (SA). Regulates the salicylic acid (SA) signaling pathway leading to cell death and modulating cell fate (e.g. cell enlargement and/or cell division). In response to SA signaling, triggers the accumulation of FLS2 at the plasma membrane, thus priming defenses. Involved in SA-dependent freezing signaling and tolerance.
EDS1	3702.Q9SU72	0.5253846153846154	0.48483146067415733	rgb(255,0,0)	Protein EDS1; Positive regulator of basal resistance and of effector- triggered immunity specifically mediated by TIR-NB-LRR (TNL) resistance proteins. Disruption by bacterial effector of EDS1-TIR-NB-LRR resistance protein interactions constitutes the first step in resistance activation. Acts redundantly with salicylic acid to regulate resistance gene-mediated signaling. Triggers early plant defenses and hypersensitive response independently of PAD4, and then recruits PAD4 to potentiate plant defenses through the accumulation of salicylic acid. Nuclear localization is essential for bas [...] 
MIK2	3702.Q8VZG8	0.3112307692307692	0.37865168539325844	rgb(101,254,255)	MDIS1-interacting receptor like kinase 2; Involved in the pollen tube perception of the female signal. Belongs to the protein kinase superfamily. Ser/Thr protein kinase family.
SAG101	3702.Q4F883	0.5456923076923077	0.7199438202247191	rgb(255,193,101)	Senescence-associated carboxylesterase 101; Acyl hydrolase that triggers the leaf senescence onset. Can use triolein as substrate to produce oleic acids.
SARD4	3702.Q9FLY0	0.554923076923077	0.1764044943820225	rgb(142,178,0)	Protein SAR DEFICIENT 4; Involved in the biosynthesis of pipecolate (Pip), a metabolite that orchestrates defense amplification, positive regulation of salicylic acid (SA) biosynthesis, and priming to guarantee effective local resistance induction and the establishment of systemic acquired resistance (SAR). Converts delta-(1)-piperideine-2-carboxylate (P2C) to Pip. Mediates reduction of P2C and biosynthesis of Pip in systemic tissue and contributes to SAR establishment. Does not possess ornithine cyclodeaminase activity in vitro.
SOBIR1	3702.Q9SKB2	0.4183076923076923	0.46207865168539325	rgb(0,71,178)	Leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1; Dual specificity kinase acting on both serine/threonine- and tyrosine-containing substrates. Acting as a counterplayer of BIR1, promotes the activation of plant defense and cell death. Component of the RLP23-SOBIR1-BAK1 complex that mediates NLP-triggered immunity. Functions as an inhibitor/regulator of abscission, probably by regulating membrane trafficking during abscission.
WRKY51	3702.Q93WU9	0.6823076923076923	0.5025280898876404	rgb(0,178,71)	Probable WRKY transcription factor 51; Transcription factor. Interacts specifically with the W box (5'-(T)TGAC[CT]-3'), a frequently occurring elicitor-responsive cis- acting element (By similarity). Involved in defense responses. May act as positive regulator of salicylic acid (SA)-mediated signaling and negative regulator of jasmonic acid (JA)-mediated signaling ; Belongs to the WRKY group II-c family.
WRKY55	3702.Q9SHB5	0.44969230769230767	0.32808988764044944	rgb(132,255,101)	WRKY transcription factor 55; Transcription factor. Interacts specifically with the W box (5'-(T)TGAC[CT]-3'), a frequently occurring elicitor-responsive cis- acting element (By similarity).
