"GeneID","Immunity_Class"
"Vitvi18g00956","Other"
"Vitvi18g04227","Other"
"Vitvi18g00957","Other"
"Vitvi18g00958","Other"
"Vitvi18g04228","Other"
"Vitvi18g02748","Other"
"Vitvi18g00959","Other"
"Vitvi18g00960","Other"
"Vitvi18g00961","Other"
"Vitvi18g00962","Other"
"Vitvi18g00963","Other"
"Vitvi18g00964","Other"
"Vitvi18g00966","Other"
"Vitvi18g00967","Other"
"Vitvi18g00968","Other"
"Vitvi18g00969","Other"
"Vitvi18g00970","Other"
"Vitvi18g00971","Other"
"Vitvi18g00972","Other"
"Vitvi18g02749","Other"
"Vitvi18g02750","Other"
"Vitvi18g00973","Other"
"Vitvi18g00974","Other"
"Vitvi18g04229","Other"
"Vitvi18g00975","Other"
"Vitvi18g02752","Other"
"Vitvi18g02753","Other"
"Vitvi18g00976","Other"
"Vitvi18g04230","Other"
"Vitvi18g02754","Other"
"Vitvi18g00979","Other"
"Vitvi18g02756","Other"
"Vitvi18g00980","Other"
"Vitvi18g00981","Other"
"Vitvi18g02757","Other"
"Vitvi18g00982","Other"
"Vitvi18g00983","Other"
"Vitvi18g00986","Other"
"Vitvi18g00988","Other"
"Vitvi18g00989","Other"
"Vitvi18g00991","Other"
"Vitvi18g02758","Other"
"Vitvi18g02759","Other"
"Vitvi18g04234","Other"
"Vitvi18g02760","Other"
"Vitvi18g00992","Other"
"Vitvi18g00993","Other"
"Vitvi18g02761","Other"
"Vitvi18g02763","Other"
"Vitvi18g00994","Other"
"Vitvi18g00995","Other"
"Vitvi18g04235","Other"
"Vitvi18g00996","Other"
"Vitvi18g00997","Other"
"Vitvi18g00998","Other"
"Vitvi18g00999","Other"
"Vitvi18g01000","Other"
"Vitvi18g01001","Other"
"Vitvi18g04236","Other"
"Vitvi18g01002","Other"
"Vitvi18g04237","Other"
"Vitvi18g01004","Other"
"Vitvi18g01005","Other"
"Vitvi18g01006","Other"
"Vitvi18g04238","Other"
"Vitvi18g02767","Other"
"Vitvi18g01008","Other"
"Vitvi18g01010","Other"
"Vitvi18g01011","Other"
"Vitvi18g01012","Other"
"Vitvi18g01013","Other"
"Vitvi18g01014","Other"
"Vitvi18g01015","Other"
"Vitvi18g02768","Other"
"Vitvi18g01016","Other"
"Vitvi18g04239","Other"
"Vitvi18g04240","Other"
"Vitvi18g01019","Other"
"Vitvi18g02773","Other"
"Vitvi18g04241","Other"
"Vitvi18g01020","Other"
"Vitvi18g01022","Other"
"Vitvi18g02775","Other"
"Vitvi18g01023","Other"
"Vitvi18g01024","Other"
"Vitvi18g01025","Other"
"Vitvi18g01027","Other"
"Vitvi18g02776","Other"
"Vitvi18g01028","Other"
"Vitvi18g01029","Other"
"Vitvi18g02777","Other"
"Vitvi18g02778","Other"
"Vitvi18g01031","Other"
"Vitvi18g01032","Other"
"Vitvi18g01034","Other"
"Vitvi18g01035","Other"
"Vitvi18g01036","Other"
"Vitvi18g01037","Other"
"Vitvi18g02779","Other"
"Vitvi18g01038","Other"
"Vitvi18g01041","Other"
"Vitvi18g01042","Other"
"Vitvi18g01043","Other"
"Vitvi18g01045","Other"
"Vitvi18g01047","Other"
"Vitvi18g01048","Other"
"Vitvi18g01049","Other"
"Vitvi18g02780","Other"
"Vitvi18g04243","Other"
"Vitvi18g01050","Other"
"Vitvi18g01051","Other"
"Vitvi18g01052","Other"
"Vitvi18g01055","Other"
"Vitvi18g01056","Other"
"Vitvi18g01057","Other"
"Vitvi18g01058","Other"
"Vitvi18g04245","Other"
"Vitvi18g01059","Other"
"Vitvi18g04246","Other"
"Vitvi18g04247","Other"
"Vitvi18g01061","Other"
"Vitvi18g01063","Other"
"Vitvi18g04248","Other"
"Vitvi18g04249","Other"
"Vitvi18g04250","Other"
"Vitvi18g01067","Other"
"Vitvi18g01068","Other"
"Vitvi18g01069","Other"
"Vitvi18g01070","Other"
"Vitvi18g01072","Other"
"Vitvi18g01073","Other"
"Vitvi18g01078","Other"
"Vitvi18g01080","Other"
"Vitvi18g01081","Other"
"Vitvi18g01082","Other"
"Vitvi18g01083","Other"
"Vitvi18g01084","Other"
"Vitvi18g01085","Other"
"Vitvi18g01086","Other"
"Vitvi18g01088","Other"
"Vitvi18g01090","Other"
"Vitvi18g01091","Other"
"Vitvi18g04257","Other"
"Vitvi18g01092","Other"
"Vitvi18g01093","Other"
"Vitvi18g04258","Other"
"Vitvi18g01094","Other"
"Vitvi18g01095","Other"
"Vitvi18g01096","Other"
"Vitvi18g01097","Other"
"Vitvi18g01098","Other"
"Vitvi18g04259","Other"
"Vitvi18g04260","Other"
"Vitvi18g01101","Other"
"Vitvi18g04261","Other"
"Vitvi18g01102","Other"
"Vitvi18g04262","Other"
"Vitvi18g01103","Other"
"Vitvi18g01104","Other"
"Vitvi18g01105","Other"
"Vitvi18g01106","Other"
"Vitvi18g01107","Other"
"Vitvi18g01109","Other"
"Vitvi18g02788","Other"
"Vitvi18g01110","Other"
"Vitvi18g01111","Other"
"Vitvi18g04263","Other"
"Vitvi18g04264","Other"
"Vitvi18g02792","Other"
"Vitvi18g01114","Other"
"Vitvi18g02794","Other"
"Vitvi18g01115","Other"
"Vitvi18g04266","Other"
"Vitvi18g02797","Other"
"Vitvi18g01116","Other"
"Vitvi18g04267","Other"
"Vitvi18g01119","Other"
"Vitvi18g02798","Other"
"Vitvi18g02799","Other"
"Vitvi18g02800","Other"
"Vitvi18g02801","Other"
"Vitvi18g04268","Other"
"Vitvi18g02802","Other"
"Vitvi18g01120","Other"
"Vitvi18g01122","Other"
"Vitvi18g01123","Other"
"Vitvi18g01126","Other"
"Vitvi18g02803","Other"
"Vitvi18g01128","Other"
"Vitvi18g01129","Other"
"Vitvi18g01130","Other"
"Vitvi18g02805","Other"
"Vitvi18g01131","Other"
"Vitvi18g04270","Other"
"Vitvi18g01132","Other"
"Vitvi18g01133","Other"
"Vitvi18g01134","Other"
"Vitvi18g01135","Other"
"Vitvi18g01136","Other"
"Vitvi18g01137","Other"
"Vitvi18g01139","Other"
"Vitvi18g01142","Other"
"Vitvi18g01144","Other"
"Vitvi18g01146","Other"
"Vitvi18g01147","Other"
"Vitvi18g02812","Other"
"Vitvi18g02813","Other"
"Vitvi18g01148","Other"
"Vitvi18g01149","Other"
"Vitvi18g01150","Other"
"Vitvi18g01152","Other"
"Vitvi18g02814","Other"
"Vitvi18g01153","Other"
"Vitvi18g01155","Other"
"Vitvi18g01156","Other"
"Vitvi18g01157","Other"
"Vitvi18g04272","Other"
"Vitvi18g02816","Other"
"Vitvi18g02817","Other"
"Vitvi18g02818","Other"
"Vitvi18g02819","Other"
"Vitvi18g02820","Other"
"Vitvi18g01159","Other"
"Vitvi18g01160","Other"
"Vitvi18g01161","Other"
"Vitvi18g01162","Other"
"Vitvi18g01163","Other"
"Vitvi18g01165","Other"
"Vitvi18g01166","Other"
"Vitvi18g01167","Other"
"Vitvi18g01168","Other"
"Vitvi18g04273","Other"
"Vitvi18g01169","Other"
"Vitvi18g01170","Other"
"Vitvi18g01171","Other"
"Vitvi18g01172","Other"
"Vitvi18g01173","Other"
"Vitvi18g01174","Other"
"Vitvi18g01175","Other"
"Vitvi18g01177","Other"
"Vitvi18g01180","Other"
"Vitvi18g01181","Other"
"Vitvi18g01182","Other"
"Vitvi18g01183","Other"
"Vitvi18g01184","Other"
"Vitvi18g02821","Other"
"Vitvi18g01187","Other"
"Vitvi18g02823","Other"
"Vitvi18g02824","Other"
"Vitvi18g04274","Other"
"Vitvi18g02825","Other"
"Vitvi18g04275","Other"
"Vitvi18g01202","Other"
"Vitvi18g01203","Other"
"Vitvi18g01209","Other"
"Vitvi18g04278","Other"
"Vitvi18g01210","Other"
"Vitvi18g01211","Other"
"Vitvi18g01212","Other"
"Vitvi18g01213","Other"
"Vitvi18g01214","Other"
"Vitvi18g04281","Other"
"Vitvi18g01215","Other"
"Vitvi18g01216","Other"
"Vitvi18g01217","Other"
"Vitvi18g01218","Other"
"Vitvi18g01219","Other"
"Vitvi18g01220","Other"
"Vitvi18g02832","Other"
"Vitvi18g01223","Other"
"Vitvi18g01224","Other"
"Vitvi18g04282","Other"
"Vitvi18g01226","Other"
"Vitvi18g01231","Other"
"Vitvi18g02833","Other"
"Vitvi18g01232","Other"
"Vitvi18g01235","Other"
"Vitvi18g01237","Other"
"Vitvi18g01238","Other"
"Vitvi18g01239","Other"
"Vitvi18g01240","Other"
"Vitvi18g01242","Other"
"Vitvi18g01243","Other"
"Vitvi18g01244","Other"
"Vitvi18g01245","Other"
"Vitvi18g01247","Other"
"Vitvi18g02836","Other"
"Vitvi18g01248","Other"
"Vitvi18g02837","Other"
"Vitvi18g01249","Other"
"Vitvi18g01250","Other"
"Vitvi18g01251","Other"
"Vitvi18g01252","Other"
"Vitvi18g01253","Other"
"Vitvi18g01254","Other"
"Vitvi18g04284","Other"
"Vitvi18g01256","Other"
"Vitvi18g04286","Other"
"Vitvi18g04290","Other"
"Vitvi18g04291","Other"
"Vitvi18g01262","Other"
"Vitvi18g04293","Other"
"Vitvi18g01264","Other"
"Vitvi18g01265","Other"
"Vitvi18g01266","Other"
"Vitvi18g04294","Other"
"Vitvi18g01267","Other"
"Vitvi18g01268","Other"
"Vitvi18g02846","Other"
"Vitvi18g01275","Other"
"Vitvi18g01276","Other"
"Vitvi18g01277","Other"
"Vitvi18g04296","Other"
"Vitvi18g01281","Other"
"Vitvi18g01284","Other"
"Vitvi18g01285","Other"
"Vitvi18g02848","Other"
"Vitvi18g01290","Other"
"Vitvi18g01292","Other"
"Vitvi18g04301","Other"
"Vitvi18g04302","Other"
"Vitvi18g01295","Other"
"Vitvi18g01297","Other"
"Vitvi18g01299","Other"
"Vitvi18g04304","Other"
"Vitvi18g04306","Other"
"Vitvi18g01301","Other"
"Vitvi18g01304","Other"
"Vitvi18g01305","Other"
"Vitvi18g01307","Other"
"Vitvi18g01309","Other"
"Vitvi18g04307","Other"
"Vitvi18g01313","Other"
"Vitvi18g02853","Other"
"Vitvi18g04308","Other"
"Vitvi18g01314","Other"
"Vitvi18g01315","Other"
"Vitvi18g01321","Other"
"Vitvi18g01322","Other"
"Vitvi18g04314","Other"
"Vitvi18g01427","Other"
"Vitvi18g02890","Other"
"Vitvi18g01426","Other"
"Vitvi18g04322","Other"
"Vitvi18g02885","Other"
"Vitvi18g02884","Other"
"Vitvi18g02883","Other"
"Vitvi18g02881","Other"
"Vitvi18g04331","Other"
"Vitvi18g04332","Other"
"Vitvi18g04333","Other"
"Vitvi18g01405","Other"
"Vitvi18g02872","Other"
"Vitvi18g04335","Other"
"Vitvi18g02869","Other"
"Vitvi18g01392","Other"
"Vitvi18g01391","Other"
"Vitvi18g01390","Other"
"Vitvi18g04338","Other"
"Vitvi18g04339","Other"
"Vitvi18g01385","Other"
"Vitvi18g01384","Other"
"Vitvi18g01381","Other"
"Vitvi18g01380","Other"
"Vitvi18g01376","Other"
"Vitvi18g04342","Other"
"Vitvi18g01436","Other"
"Vitvi18g01433","Other"
"Vitvi18g01432","Other"
"Vitvi18g01431","Other"
"Vitvi18g01430","Other"
"Vitvi18g01429","Other"
"Vitvi18g01488","Other"
"Vitvi18g04367","Other"
"Vitvi18g04368","Other"
"Vitvi18g04369","Other"
"Vitvi18g02909","Other"
"Vitvi18g04370","Other"
"Vitvi18g04371","Other"
"Vitvi18g04372","Other"
"Vitvi18g03350","Other"
"Vitvi18g04391","Other"
"Vitvi18g01501","Other"
"Vitvi18g01504","Other"
"Vitvi18g01507","Other"
"Vitvi18g01510","Other"
"Vitvi18g01512","Other"
"Vitvi18g01517","Other"
"Vitvi18g01518","Other"
"Vitvi18g01520","Other"
"Vitvi18g01522","Other"
"Vitvi18g01524","Other"
"Vitvi18g01526","Other"
"Vitvi18g01527","Other"
"Vitvi18g02917","Other"
"Vitvi18g01528","Other"
"Vitvi18g02918","Other"
"Vitvi18g02920","Other"
"Vitvi18g01531","Other"
"Vitvi18g01535","Other"
"Vitvi18g02921","Other"
"Vitvi18g02924","Other"
"Vitvi18g02922","Other"
"Vitvi18g02927","Other"
"Vitvi18g02928","Other"
"Vitvi18g01539","Other"
"Vitvi18g04407","Other"
"Vitvi18g01541","Other"
"Vitvi18g01542","Other"
"Vitvi18g01543","Other"
"Vitvi18g02931","Other"
"Vitvi18g01544","Other"
"Vitvi18g01545","Other"
"Vitvi18g01546","Other"
"Vitvi18g01548","Other"
"Vitvi18g01574","Other"
"Vitvi18g01573","Other"
"Vitvi18g01572","Other"
"Vitvi18g01571","Other"
"Vitvi18g01570","Other"
"Vitvi18g01567","Other"
"Vitvi18g01562","Other"
"Vitvi18g01561","Other"
"Vitvi18g01558","Other"
"Vitvi18g01557","Other"
"Vitvi18g01555","Other"
"Vitvi18g04411","Other"
"Vitvi18g01553","Other"
"Vitvi18g04412","Other"
"Vitvi18g04413","Other"
"Vitvi18g04414","Other"
"Vitvi18g01602","Other"
"Vitvi18g04415","Other"
"Vitvi18g01603","Other"
"Vitvi18g01604","Other"
"Vitvi18g02961","Other"
"Vitvi18g01605","Other"
"Vitvi18g01607","Other"
"Vitvi18g04416","Other"
"Vitvi18g04417","Other"
"Vitvi18g01608","Other"
"Vitvi18g01610","Other"
"Vitvi18g02963","Other"
"Vitvi18g02964","Other"
"Vitvi18g02965","Other"
"Vitvi18g04418","Other"
"Vitvi18g01614","Other"
"Vitvi18g01617","Other"
"Vitvi18g01618","Other"
"Vitvi18g04423","Other"
"Vitvi18g01620","Other"
"Vitvi18g01621","Other"
"Vitvi18g01624","Other"
"Vitvi18g01625","Other"
"Vitvi18g04424","Other"
"Vitvi18g02971","Other"
"Vitvi18g01628","Other"
"Vitvi18g02973","Other"
"Vitvi18g01629","Other"
"Vitvi18g02974","Other"
"Vitvi18g02975","Other"
"Vitvi18g01631","Other"
"Vitvi18g01632","Other"
"Vitvi18g02977","Other"
"Vitvi18g01634","Other"
"Vitvi18g02978","Other"
"Vitvi18g01636","Other"
"Vitvi18g01637","Other"
"Vitvi18g02979","Other"
"Vitvi18g02980","Other"
"Vitvi18g02981","Other"
"Vitvi18g01639","Other"
"Vitvi18g01640","Other"
"Vitvi18g01641","Other"
"Vitvi18g01643","Other"
"Vitvi18g01647","Other"
"Vitvi18g01648","Other"
"Vitvi18g01649","Other"
"Vitvi18g04425","Other"
"Vitvi18g01654","Other"
"Vitvi18g01655","Other"
"Vitvi18g04426","Other"
"Vitvi18g01657","Other"
"Vitvi18g01659","Other"
"Vitvi18g02990","Other"
"Vitvi18g04427","Other"
"Vitvi18g04428","Other"
"Vitvi18g02993","Other"
"Vitvi18g01661","Other"
"Vitvi18g01662","Other"
"Vitvi18g01664","Other"
"Vitvi18g01665","Other"
"Vitvi18g01666","Other"
"Vitvi18g01667","Other"
"Vitvi18g01669","Other"
"Vitvi18g01670","Other"
"Vitvi18g02995","Other"
"Vitvi18g01671","Other"
"Vitvi18g01674","Other"
"Vitvi18g01675","Other"
"Vitvi18g01676","Other"
"Vitvi18g01677","Other"
"Vitvi18g01678","Other"
"Vitvi18g01679","Other"
"Vitvi18g01681","Other"
"Vitvi18g01682","Other"
"Vitvi18g01683","Other"
"Vitvi18g01684","Other"
"Vitvi18g01687","Other"
"Vitvi18g02996","Other"
"Vitvi18g04433","Other"
"Vitvi18g04434","Other"
"Vitvi18g01691","Other"
"Vitvi18g01692","Other"
"Vitvi18g01694","Other"
"Vitvi18g04435","Other"
"Vitvi18g01696","Other"
"Vitvi18g01699","Other"
"Vitvi18g01700","Other"
"Vitvi18g01703","Other"
"Vitvi18g04438","Other"
"Vitvi18g04440","Other"
"Vitvi18g04441","Other"
"Vitvi18g04442","Other"
"Vitvi18g03004","Other"
"Vitvi18g03005","Other"
"Vitvi18g03006","Other"
"Vitvi18g04443","Other"
"Vitvi18g01719","Other"
"Vitvi18g01721","Other"
"Vitvi18g01725","Other"
"Vitvi18g01726","Other"
"Vitvi18g01729","Other"
"Vitvi18g04444","Other"
"Vitvi18g01735","Other"
"Vitvi18g01736","Other"
"Vitvi18g03009","Other"
"Vitvi18g04446","Other"
"Vitvi18g01739","Other"
"Vitvi18g04447","Other"
"Vitvi18g01744","Other"
"Vitvi18g04448","Other"
"Vitvi18g01745","Other"
"Vitvi18g03014","Other"
"Vitvi18g03015","Other"
"Vitvi18g01746","Other"
"Vitvi18g03016","Other"
"Vitvi18g04449","Other"
"Vitvi18g01750","Other"
"Vitvi18g01751","Other"
"Vitvi18g04450","Other"
"Vitvi18g04451","Other"
"Vitvi18g01761","Other"
"Vitvi18g04453","Other"
"Vitvi18g04454","Other"
"Vitvi18g01765","Other"
"Vitvi18g04457","Other"
"Vitvi18g01766","Other"
"Vitvi18g01767","Other"
"Vitvi18g04458","Other"
"Vitvi18g01769","Other"
"Vitvi18g04462","Other"
"Vitvi18g04469","Other"
"Vitvi18g01785","Other"
"Vitvi18g01788","Other"
"Vitvi18g04474","Other"
"Vitvi18g01799","Other"
"Vitvi18g03034","Other"
"Vitvi18g01806","Other"
"Vitvi18g01807","Other"
"Vitvi18g01812","Other"
"Vitvi18g01827","Other"
"Vitvi18g01912","Other"
"Vitvi18g03056","Other"
"Vitvi18g04494","Other"
"Vitvi18g01884","Other"
"Vitvi18g04496","Other"
"Vitvi18g04497","Other"
"Vitvi18g04498","Other"
"Vitvi18g01875","Other"
"Vitvi18g01874","Other"
"Vitvi18g03054","Other"
"Vitvi18g04499","Other"
"Vitvi18g01873","Other"
"Vitvi18g01872","Other"
"Vitvi18g03051","Other"
"Vitvi18g04500","Other"
"Vitvi18g01871","Other"
"Vitvi18g01870","Other"
"Vitvi18g01869","Other"
"Vitvi18g01868","Other"
"Vitvi18g01867","Other"
"Vitvi18g01866","Other"
"Vitvi18g01861","Other"
"Vitvi18g03050","Other"
"Vitvi18g01860","Other"
"Vitvi18g01859","Other"
"Vitvi18g04503","Other"
"Vitvi18g03049","Other"
"Vitvi18g01853","Other"
"Vitvi18g03048","Other"
"Vitvi18g01849","Other"
"Vitvi18g04505","Other"
"Vitvi18g04506","Other"
"Vitvi18g04507","Other"
"Vitvi18g04508","Other"
"Vitvi18g03358","Other"
"Vitvi18g04510","Other"
"Vitvi18g03366","Other"
"Vitvi18g04516","Other"
"Vitvi18g04518","Other"
"Vitvi18g01924","Other"
"Vitvi18g04519","Other"
"Vitvi18g04520","Other"
"Vitvi18g04523","Other"
"Vitvi18g04524","Other"
"Vitvi18g04526","Other"
"Vitvi18g04529","Other"
"Vitvi18g04534","Other"
"Vitvi18g04535","Other"
"Vitvi18g01937","Other"
"Vitvi18g03085","Other"
"Vitvi18g03087","Other"
"Vitvi18g01946","Other"
"Vitvi18g01947","Other"
"Vitvi18g01948","Other"
"Vitvi18g04538","Other"
"Vitvi18g01949","Other"
"Vitvi18g01950","Other"
"Vitvi18g03090","Other"
"Vitvi18g04543","Other"
"Vitvi18g04544","Other"
"Vitvi18g04545","Other"
"Vitvi18g03093","Other"
"Vitvi18g04546","Other"
"Vitvi18g01958","Other"
"Vitvi18g04548","Other"
"Vitvi18g04549","Other"
"Vitvi18g04550","Other"
"Vitvi18g01959","Other"
"Vitvi18g04551","Other"
"Vitvi18g03097","Other"
"Vitvi18g03098","Other"
"Vitvi18g01966","Other"
"Vitvi18g01967","Other"
"Vitvi18g01968","Other"
"Vitvi18g03099","Other"
"Vitvi18g01970","Other"
"Vitvi18g01971","Other"
"Vitvi18g03100","Other"
"Vitvi18g01973","Other"
"Vitvi18g03101","Other"
"Vitvi18g01977","Other"
"Vitvi18g01978","Other"
"Vitvi18g04553","Other"
"Vitvi18g04554","Other"
"Vitvi18g03104","Other"
"Vitvi18g01980","Other"
"Vitvi18g01981","Other"
"Vitvi18g04555","Other"
"Vitvi18g01982","Other"
"Vitvi18g04556","Other"
"Vitvi18g01987","Other"
"Vitvi18g01988","Other"
"Vitvi18g01991","Other"
"Vitvi18g01992","Other"
"Vitvi18g01994","Other"
"Vitvi18g01995","Other"
"Vitvi18g01997","Other"
"Vitvi18g04559","Other"
"Vitvi18g02003","Other"
"Vitvi18g02004","Other"
"Vitvi18g03111","Other"
"Vitvi18g03112","Other"
"Vitvi18g02006","Other"
"Vitvi18g02008","Other"
"Vitvi18g02011","Other"
"Vitvi18g02013","Other"
"Vitvi18g04560","Other"
"Vitvi18g02024","Other"
"Vitvi18g02033","Other"
"Vitvi18g02052","Other"
"Vitvi18g04569","Other"
"Vitvi18g04570","Other"
"Vitvi18g02059","Other"
"Vitvi18g03125","Other"
"Vitvi18g02060","Other"
"Vitvi18g02061","Other"
"Vitvi18g02063","Other"
"Vitvi18g02066","Other"
"Vitvi18g02067","Other"
"Vitvi18g03130","Other"
"Vitvi18g02072","Other"
"Vitvi18g04574","Other"
"Vitvi18g02075","Other"
"Vitvi18g04575","Other"
"Vitvi18g04576","Other"
"Vitvi18g02077","Other"
"Vitvi18g03133","Other"
"Vitvi18g04577","Other"
"Vitvi18g04578","Other"
"Vitvi18g02080","Other"
"Vitvi18g04579","Other"
"Vitvi18g02081","Other"
"Vitvi18g04580","Other"
"Vitvi18g02085","Other"
"Vitvi18g04584","Other"
"Vitvi18g04585","Other"
"Vitvi18g04586","Other"
"Vitvi18g04587","Other"
"Vitvi18g02091","Other"
"Vitvi18g02092","Other"
"Vitvi18g04588","Other"
"Vitvi18g03141","Other"
"Vitvi18g04591","Other"
"Vitvi18g04593","Other"
"Vitvi18g04594","Other"
"Vitvi18g04595","Other"
"Vitvi18g04596","Other"
"Vitvi18g03147","Other"
"Vitvi18g04597","Other"
"Vitvi18g04598","Other"
"Vitvi18g04599","Other"
"Vitvi18g04600","Other"
"Vitvi18g04601","Other"
"Vitvi18g03149","Other"
"Vitvi18g04602","Other"
"Vitvi18g04603","Other"
"Vitvi18g03152","Other"
"Vitvi18g04604","Other"
"Vitvi18g04605","Other"
"Vitvi18g04606","Other"
"Vitvi18g02114","Other"
"Vitvi18g02118","Other"
"Vitvi18g04607","Other"
"Vitvi18g04609","Other"
"Vitvi18g02124","Other"
"Vitvi18g02128","Other"
"Vitvi18g03153","Other"
"Vitvi18g02130","Other"
"Vitvi18g02131","Other"
"Vitvi18g02132","Other"
"Vitvi18g04611","Other"
"Vitvi18g04612","Other"
"Vitvi18g04613","Other"
"Vitvi18g04614","Other"
"Vitvi18g04615","Other"
"Vitvi18g04616","Other"
"Vitvi18g04618","Other"
"Vitvi18g04619","Other"
"Vitvi18g02135","Other"
"Vitvi18g04620","Other"
"Vitvi18g04621","Other"
"Vitvi18g03157","Other"
"Vitvi18g02138","Other"
"Vitvi18g02139","Other"
"Vitvi18g04622","Other"
"Vitvi18g03162","Other"
"Vitvi18g02144","Other"
"Vitvi18g02145","Other"
"Vitvi18g02146","Other"
"Vitvi18g02147","Other"
"Vitvi18g02148","Other"
"Vitvi18g02149","Other"
"Vitvi18g04625","Other"
"Vitvi18g04626","Other"
"Vitvi18g03166","Other"
"Vitvi18g03167","Other"
"Vitvi18g04627","Other"
"Vitvi18g04628","Other"
"Vitvi18g03169","Other"
"Vitvi18g02152","Other"
"Vitvi18g02153","Other"
"Vitvi18g04629","Other"
"Vitvi18g04632","Other"
"Vitvi18g02156","Other"
"Vitvi18g04633","Other"
"Vitvi18g02159","Other"
"Vitvi18g04637","Other"
"Vitvi18g02167","Other"
"Vitvi18g02171","Other"
"Vitvi18g02180","Other"
"Vitvi18g03383","Other"
"Vitvi18g04639","Other"
"Vitvi18g03385","Other"
"Vitvi18g04640","Other"
"Vitvi18g04642","Other"
"Vitvi18g04643","Other"
"Vitvi18g02183","Other"
"Vitvi18g02184","Other"
"Vitvi18g02185","Other"
"Vitvi18g02186","Other"
"Vitvi18g02187","Other"
"Vitvi18g02188","Other"
"Vitvi18g02190","Other"
"Vitvi18g02191","Other"
"Vitvi18g02192","Other"
"Vitvi18g04646","Other"
"Vitvi18g04647","Other"
"Vitvi18g04649","Other"
"Vitvi18g04650","Other"
"Vitvi18g04651","Other"
"Vitvi18g03185","Other"
"Vitvi18g04652","Other"
"Vitvi18g03191","Other"
"Vitvi18g04655","Other"
"Vitvi18g02210","Other"
"Vitvi18g04656","Other"
"Vitvi18g04658","Other"
"Vitvi18g04659","Other"
"Vitvi18g04660","Other"
"Vitvi18g04661","Other"
"Vitvi18g04662","Other"
"Vitvi18g04663","Other"
"Vitvi18g02221","Other"
"Vitvi18g02222","Other"
"Vitvi18g02223","Other"
"Vitvi18g04665","Other"
"Vitvi18g04666","Other"
"Vitvi18g04669","Other"
"Vitvi18g02228","Other"
"Vitvi18g02230","Other"
"Vitvi18g02231","Other"
"Vitvi18g04671","Other"
"Vitvi18g02236","Other"
"Vitvi18g02237","Other"
"Vitvi18g02238","Other"
"Vitvi18g02240","Other"
"Vitvi18g02241","Other"
"Vitvi18g04672","Other"
"Vitvi18g02242","Other"
"Vitvi18g04673","Other"
"Vitvi18g02244","Other"
"Vitvi18g02246","Other"
"Vitvi18g04674","Other"
"Vitvi18g02248","Other"
"Vitvi18g02249","Other"
"Vitvi18g04675","Other"
"Vitvi18g04676","Other"
"Vitvi18g04678","PTI_specific"
"Vitvi18g02251","Other"
"Vitvi18g02253","Other"
"Vitvi18g04681","Other"
"Vitvi18g04684","Other"
"Vitvi18g02451","Other"
"Vitvi18g03207","Other"
"Vitvi18g04688","Other"
"Vitvi18g04692","Other"
"Vitvi18g04694","Other"
"Vitvi18g02276","Other"
"Vitvi18g04697","Other"
"Vitvi18g02446","Other"
"Vitvi18g04712","Other"
"Vitvi18g04716","Other"
"Vitvi18g04717","Other"
"Vitvi18g04719","Other"
"Vitvi18g04721","Other"
"Vitvi18g02305","Other"
"Vitvi18g04722","Other"
"Vitvi18g04723","Other"
"Vitvi18g03214","Other"
"Vitvi18g04724","Other"
"Vitvi18g03215","Other"
"Vitvi18g04725","Other"
"Vitvi18g03217","Other"
"Vitvi18g02311","Other"
"Vitvi18g02312","Other"
"Vitvi18g02316","Other"
"Vitvi18g02319","Other"
"Vitvi18g02320","Other"
"Vitvi18g02321","Other"
"Vitvi18g02322","Other"
"Vitvi18g02323","Other"
"Vitvi18g02324","Other"
"Vitvi18g04729","Other"
"Vitvi18g04730","Other"
"Vitvi18g02327","Other"
"Vitvi18g04731","Other"
"Vitvi18g04732","Other"
"Vitvi18g02328","Other"
"Vitvi18g02329","Other"
"Vitvi18g04733","Other"
"Vitvi18g04734","Other"
"Vitvi18g02333","Other"
"Vitvi18g04735","Other"
"Vitvi18g04736","Other"
"Vitvi18g02337","Other"
"Vitvi18g04739","Other"
"Vitvi18g02345","Other"
"Vitvi18g02346","Other"
"Vitvi18g04742","Other"
"Vitvi18g02350","Other"
"Vitvi18g02352","Other"
"Vitvi18g04744","Other"
"Vitvi18g03231","Other"
"Vitvi18g04745","Other"
"Vitvi18g04746","Other"
"Vitvi18g04748","Other"
"Vitvi18g04749","Other"
"Vitvi18g02358","Other"
"Vitvi18g02359","Other"
"Vitvi18g02360","Other"
"Vitvi18g02361","Other"
"Vitvi18g02363","Other"
"Vitvi18g02364","Other"
"Vitvi18g02365","Other"
"Vitvi18g03236","Other"
"Vitvi18g04752","Other"
"Vitvi18g04753","Other"
"Vitvi18g04754","Other"
"Vitvi18g04755","Other"
"Vitvi18g04756","Other"
"Vitvi18g04757","Other"
"Vitvi18g04758","Other"
"Vitvi18g04760","Other"
"Vitvi18g04761","Other"
"Vitvi18g04762","Other"
"Vitvi18g02375","Other"
"Vitvi18g02378","Other"
"Vitvi18g04763","Other"
"Vitvi18g04764","Other"
"Vitvi18g04765","Other"
"Vitvi18g04766","Other"
"Vitvi18g02379","Other"
"Vitvi18g02380","Other"
"Vitvi18g02381","Other"
"Vitvi18g03244","Other"
"Vitvi18g03246","Other"
"Vitvi18g04767","Other"
"Vitvi18g04768","Other"
"Vitvi18g04769","Other"
"Vitvi18g03248","Other"
