"GeneID","Immunity_Class"
"Vitvi13g04744","Other"
"Vitvi13g04745","Other"
"Vitvi13g02502","Other"
"Vitvi13g04746","Other"
"Vitvi13g04747","ETI_specific"
"Vitvi13g01727","Other"
"Vitvi13g04748","Other"
"Vitvi13g01728","Other"
"Vitvi13g01729","Other"
"Vitvi13g02503","Other"
"Vitvi13g04749","Other"
"Vitvi13g04750","Other"
"Vitvi13g01731","Other"
"Vitvi13g04751","Other"
"Vitvi13g02505","Other"
"Vitvi13g01732","Other"
"Vitvi13g01735","Other"
"Vitvi13g04752","Other"
"Vitvi13g01736","Other"
"Vitvi13g01737","Other"
"Vitvi13g01738","Other"
"Vitvi13g01739","Other"
"Vitvi13g01740","Other"
"Vitvi13g01743","Other"
"Vitvi13g01744","Other"
"Vitvi13g02506","Other"
"Vitvi13g01745","Other"
"Vitvi13g01748","Other"
"Vitvi13g02507","Other"
"Vitvi13g01749","Other"
"Vitvi13g01750","Other"
"Vitvi13g02508","Other"
"Vitvi13g02509","Other"
"Vitvi13g02510","Other"
"Vitvi13g04755","Other"
"Vitvi13g04758","Other"
"Vitvi13g02577","Other"
"Vitvi13g04759","Other"
"Vitvi13g01842","Other"
"Vitvi13g01841","Other"
"Vitvi13g01840","Other"
"Vitvi13g01839","Other"
"Vitvi13g02576","Other"
"Vitvi13g01837","Other"
"Vitvi13g01836","Other"
"Vitvi13g01834","Other"
"Vitvi13g02574","Other"
"Vitvi13g02573","Other"
"Vitvi13g02571","Other"
"Vitvi13g01833","Other"
"Vitvi13g01832","Other"
"Vitvi13g04763","Other"
"Vitvi13g01831","Other"
"Vitvi13g01828","Other"
"Vitvi13g01827","Other"
"Vitvi13g04767","Other"
"Vitvi13g01825","Other"
"Vitvi13g01824","Other"
"Vitvi13g01823","Other"
"Vitvi13g01822","Other"
"Vitvi13g01820","Other"
"Vitvi13g01819","Other"
"Vitvi13g01818","Other"
"Vitvi13g02569","Other"
"Vitvi13g01817","Other"
"Vitvi13g01816","Other"
"Vitvi13g02568","Other"
"Vitvi13g02566","Other"
"Vitvi13g04770","Other"
"Vitvi13g04771","Other"
"Vitvi13g04772","Other"
"Vitvi13g04773","Other"
"Vitvi13g04774","Other"
"Vitvi13g02560","Other"
"Vitvi13g04776","Other"
"Vitvi13g04777","Other"
"Vitvi13g01813","Other"
"Vitvi13g04778","Other"
"Vitvi13g01812","Other"
"Vitvi13g01811","Other"
"Vitvi13g04780","Other"
"Vitvi13g04781","Other"
"Vitvi13g04782","Other"
"Vitvi13g04783","Other"
"Vitvi13g04784","Other"
"Vitvi13g04785","Other"
"Vitvi13g04786","Other"
"Vitvi13g04787","Other"
"Vitvi13g04788","Other"
"Vitvi13g02554","Other"
"Vitvi13g02553","Other"
"Vitvi13g02552","Other"
"Vitvi13g02551","Other"
"Vitvi13g04790","Other"
"Vitvi13g02549","Other"
"Vitvi13g02548","Other"
"Vitvi13g04792","Other"
"Vitvi13g01805","Other"
"Vitvi13g01803","Other"
"Vitvi13g01849","Other"
"Vitvi13g01851","Other"
"Vitvi13g01852","Other"
"Vitvi13g01853","Other"
"Vitvi13g01854","Other"
"Vitvi13g01855","Other"
"Vitvi13g01857","Other"
"Vitvi13g04794","Other"
"Vitvi14g00026","Other"
"Vitvi14g00028","Other"
"Vitvi14g00029","Other"
"Vitvi14g04000","Other"
"Vitvi14g00030","Other"
"Vitvi14g00031","Other"
"Vitvi14g00033","Other"
"Vitvi14g04001","Other"
"Vitvi14g04002","Other"
"Vitvi14g00034","Other"
"Vitvi14g00035","Other"
"Vitvi14g04003","Other"
"Vitvi14g00036","Other"
"Vitvi14g00037","Other"
"Vitvi14g00038","Other"
"Vitvi14g00039","Other"
"Vitvi14g00040","Other"
"Vitvi14g00041","Other"
"Vitvi14g00042","Other"
"Vitvi14g00043","Other"
"Vitvi14g02444","Other"
"Vitvi14g00047","Other"
"Vitvi14g00050","Other"
"Vitvi14g00051","Other"
"Vitvi14g04004","Other"
"Vitvi14g00052","Other"
"Vitvi14g04005","Other"
"Vitvi14g00053","Other"
"Vitvi14g02452","Other"
"Vitvi14g04006","Other"
"Vitvi14g00055","Other"
"Vitvi14g00056","Other"
"Vitvi14g04007","Other"
"Vitvi14g00057","Other"
"Vitvi14g02453","Other"
"Vitvi14g04008","Other"
"Vitvi14g00058","Other"
"Vitvi14g00059","Other"
"Vitvi14g04009","Other"
"Vitvi14g00061","Other"
"Vitvi14g02456","Other"
"Vitvi14g00062","Other"
"Vitvi14g02457","Other"
"Vitvi14g00063","Other"
"Vitvi14g04012","Other"
"Vitvi14g00065","Other"
"Vitvi14g00066","Other"
"Vitvi14g00067","Other"
"Vitvi14g00068","Other"
"Vitvi14g00069","Other"
"Vitvi14g00070","Other"
"Vitvi14g00071","Other"
"Vitvi14g02462","Other"
"Vitvi14g00072","Other"
"Vitvi14g02463","Other"
"Vitvi14g00073","Other"
"Vitvi14g00074","Other"
"Vitvi14g00075","Other"
"Vitvi14g04016","Other"
"Vitvi14g00076","Other"
"Vitvi14g00079","Other"
"Vitvi14g02465","Other"
"Vitvi14g00080","Other"
"Vitvi14g02466","Other"
"Vitvi14g04018","Other"
"Vitvi14g04019","Other"
"Vitvi14g02469","Other"
"Vitvi14g00082","Other"
"Vitvi14g00084","Other"
"Vitvi14g00086","Other"
"Vitvi14g00087","Other"
"Vitvi14g00088","Other"
"Vitvi14g00089","Other"
"Vitvi14g00090","Other"
"Vitvi14g00091","Other"
"Vitvi14g00092","Other"
"Vitvi14g02473","Other"
"Vitvi14g00093","Other"
"Vitvi14g02474","Other"
"Vitvi14g02475","Other"
"Vitvi14g00094","Other"
"Vitvi14g04023","Other"
"Vitvi14g04024","Other"
"Vitvi14g00095","Other"
"Vitvi14g00096","Other"
"Vitvi14g04025","Other"
"Vitvi14g00097","Other"
"Vitvi14g00098","Other"
"Vitvi14g00099","Other"
"Vitvi14g00100","Other"
"Vitvi14g00101","Other"
"Vitvi14g00102","Other"
"Vitvi14g02476","Other"
"Vitvi14g04026","Other"
"Vitvi14g00104","Other"
"Vitvi14g04028","Other"
"Vitvi14g02477","Other"
"Vitvi14g04029","Other"
"Vitvi14g00109","Other"
"Vitvi14g00110","Other"
"Vitvi14g00111","Other"
"Vitvi14g00112","Other"
"Vitvi14g02478","Other"
"Vitvi14g00113","Other"
"Vitvi14g00114","Other"
"Vitvi14g04030","Other"
"Vitvi14g00115","Other"
"Vitvi14g02479","Other"
"Vitvi14g00116","Other"
"Vitvi14g00117","Other"
"Vitvi14g00118","Other"
"Vitvi14g00119","Other"
"Vitvi14g00121","Other"
"Vitvi14g00122","Other"
"Vitvi14g04033","Other"
"Vitvi14g00123","Other"
"Vitvi14g00124","Other"
"Vitvi14g00125","Other"
"Vitvi14g00126","Other"
"Vitvi14g02481","Other"
"Vitvi14g00127","Other"
"Vitvi14g00128","Other"
"Vitvi14g00131","Other"
"Vitvi14g00132","Other"
"Vitvi14g04038","Other"
"Vitvi14g00137","Other"
"Vitvi14g00138","Other"
"Vitvi14g00141","Other"
"Vitvi14g00142","Other"
"Vitvi14g00143","Other"
"Vitvi14g00144","Other"
"Vitvi14g02487","Other"
"Vitvi14g00146","Other"
"Vitvi14g02489","Other"
"Vitvi14g02490","Other"
"Vitvi14g02491","Other"
"Vitvi14g04042","Other"
"Vitvi14g04043","Other"
"Vitvi14g02493","Other"
"Vitvi14g02494","Other"
"Vitvi14g02495","Other"
"Vitvi14g02497","Other"
"Vitvi14g04045","Other"
"Vitvi14g00149","Other"
"Vitvi14g00150","Other"
"Vitvi14g00151","Other"
"Vitvi14g00152","Other"
"Vitvi14g00153","Other"
"Vitvi14g02500","Other"
"Vitvi14g02501","Other"
"Vitvi14g04048","Other"
"Vitvi14g00155","Other"
"Vitvi14g00156","Other"
"Vitvi14g00157","Other"
"Vitvi14g02502","Other"
"Vitvi14g00159","Other"
"Vitvi14g00160","Other"
"Vitvi14g02504","Other"
"Vitvi14g00161","Other"
"Vitvi14g00163","Other"
"Vitvi14g00164","Other"
"Vitvi14g00165","Other"
"Vitvi14g00166","Other"
"Vitvi14g00167","Other"
"Vitvi14g00168","Other"
"Vitvi14g02506","Other"
"Vitvi14g00169","Other"
"Vitvi14g00171","Other"
"Vitvi14g00172","Other"
"Vitvi14g00173","Other"
"Vitvi14g00174","Other"
"Vitvi14g00175","Other"
"Vitvi14g00176","Other"
"Vitvi14g00178","Other"
"Vitvi14g00179","Other"
"Vitvi14g00180","Other"
"Vitvi14g02509","Other"
"Vitvi14g02510","Other"
"Vitvi14g00182","Other"
"Vitvi14g00183","PTI_ETI_shared"
"Vitvi14g00184","Other"
"Vitvi14g00185","Other"
"Vitvi14g00186","Other"
"Vitvi14g04053","Other"
"Vitvi14g00189","Other"
"Vitvi14g00190","Other"
"Vitvi14g00191","Other"
"Vitvi14g00193","Other"
"Vitvi14g00194","Other"
"Vitvi14g00195","Other"
"Vitvi14g00196","Other"
"Vitvi14g02511","Other"
"Vitvi14g00197","Other"
"Vitvi14g04054","Other"
"Vitvi14g02513","Other"
"Vitvi14g02514","Other"
"Vitvi14g04055","Other"
"Vitvi14g04056","Other"
"Vitvi14g04057","Other"
"Vitvi14g04058","Other"
"Vitvi14g04059","Other"
"Vitvi14g02516","Other"
"Vitvi14g04062","Other"
"Vitvi14g04063","Other"
"Vitvi14g04064","Other"
"Vitvi14g00206","Other"
"Vitvi14g04065","Other"
"Vitvi14g04068","Other"
"Vitvi14g04070","Other"
"Vitvi14g02521","Other"
"Vitvi14g02522","Other"
"Vitvi14g02523","Other"
"Vitvi14g02524","Other"
"Vitvi14g00215","Other"
"Vitvi14g00216","Other"
"Vitvi14g00217","Other"
"Vitvi14g02526","Other"
"Vitvi14g04078","Other"
"Vitvi14g04081","Other"
"Vitvi14g00229","Other"
"Vitvi14g00230","Other"
"Vitvi14g00231","Other"
"Vitvi14g00232","Other"
"Vitvi14g00233","Other"
"Vitvi14g00234","Other"
"Vitvi14g00235","Other"
"Vitvi14g00236","Other"
"Vitvi14g00237","Other"
"Vitvi14g00238","Other"
"Vitvi14g04084","Other"
"Vitvi14g02541","Other"
"Vitvi14g00239","Other"
"Vitvi14g00240","Other"
"Vitvi14g04086","Other"
"Vitvi14g04088","Other"
"Vitvi14g02557","Other"
"Vitvi14g00242","Other"
"Vitvi14g00244","Other"
"Vitvi14g00245","Other"
"Vitvi14g00246","Other"
"Vitvi14g02558","Other"
"Vitvi14g02559","Other"
"Vitvi14g00247","Other"
"Vitvi14g00248","Other"
"Vitvi14g00250","Other"
"Vitvi14g00251","Other"
"Vitvi14g00253","Other"
"Vitvi14g00254","Other"
"Vitvi14g00255","Other"
"Vitvi14g00256","Other"
"Vitvi14g00258","Other"
"Vitvi14g00259","Other"
"Vitvi14g00260","Other"
"Vitvi14g04089","Other"
"Vitvi14g00261","Other"
"Vitvi14g00262","Other"
"Vitvi14g02562","Other"
"Vitvi14g00263","Other"
"Vitvi14g00264","Other"
"Vitvi14g04090","Other"
"Vitvi14g00265","Other"
"Vitvi14g00266","Other"
"Vitvi14g00267","Other"
"Vitvi14g00268","Other"
"Vitvi14g00269","Other"
"Vitvi14g00270","Other"
"Vitvi14g00271","Other"
"Vitvi14g00272","Other"
"Vitvi14g00273","Other"
"Vitvi14g00274","Other"
"Vitvi14g00275","Other"
"Vitvi14g00277","Other"
"Vitvi14g04092","Other"
"Vitvi14g00281","Other"
"Vitvi14g00278","Other"
"Vitvi14g00282","Other"
"Vitvi14g00283","Other"
"Vitvi14g02563","Other"
"Vitvi14g00284","Other"
"Vitvi14g00285","Other"
"Vitvi14g00286","Other"
"Vitvi14g00288","Other"
"Vitvi14g02566","Other"
"Vitvi14g04093","Other"
"Vitvi14g00289","Other"
"Vitvi14g02568","Other"
"Vitvi14g00291","Other"
"Vitvi14g00292","Other"
"Vitvi14g02569","Other"
"Vitvi14g04096","Other"
"Vitvi14g04098","Other"
"Vitvi14g02572","Other"
"Vitvi14g00297","Other"
"Vitvi14g04103","Other"
"Vitvi14g00300","Other"
"Vitvi14g00301","Other"
"Vitvi14g00303","Other"
"Vitvi14g00304","Other"
"Vitvi14g00305","Other"
"Vitvi14g02580","Other"
"Vitvi14g02581","Other"
"Vitvi14g02582","Other"
"Vitvi14g04107","Other"
"Vitvi14g00311","Other"
"Vitvi14g00314","Other"
"Vitvi14g04108","Other"
"Vitvi14g04109","Other"
"Vitvi14g02586","Other"
"Vitvi14g00315","Other"
"Vitvi14g00316","Other"
"Vitvi14g00317","Other"
"Vitvi14g00318","Other"
"Vitvi14g00319","Other"
"Vitvi14g04111","Other"
"Vitvi14g04112","Other"
"Vitvi14g00321","Other"
"Vitvi14g00322","Other"
"Vitvi14g00323","Other"
"Vitvi14g04113","Other"
"Vitvi14g04114","Other"
"Vitvi14g00325","Other"
"Vitvi14g02588","Other"
"Vitvi14g00326","Other"
"Vitvi14g02589","Other"
"Vitvi14g00327","Other"
"Vitvi14g02593","Other"
"Vitvi14g04117","Other"
"Vitvi14g02597","Other"
"Vitvi14g02599","Other"
"Vitvi14g04122","Other"
"Vitvi14g04125","Other"
"Vitvi14g04126","Other"
"Vitvi14g00334","Other"
"Vitvi14g00335","Other"
"Vitvi14g00336","Other"
"Vitvi14g00337","Other"
"Vitvi14g00338","Other"
"Vitvi14g00339","Other"
"Vitvi14g00340","Other"
"Vitvi14g00343","Other"
"Vitvi14g00345","Other"
"Vitvi14g00346","Other"
"Vitvi14g02605","Other"
"Vitvi14g00347","Other"
"Vitvi14g00348","Other"
"Vitvi14g00349","Other"
"Vitvi14g00352","Other"
"Vitvi14g04131","Other"
"Vitvi14g02607","Other"
"Vitvi14g02608","Other"
"Vitvi14g04134","Other"
"Vitvi14g04135","Other"
"Vitvi14g02614","Other"
"Vitvi14g02615","Other"
"Vitvi14g04138","Other"
"Vitvi14g02617","Other"
"Vitvi14g04139","Other"
"Vitvi14g00363","Other"
"Vitvi14g04143","Other"
"Vitvi14g00366","Other"
"Vitvi14g00367","Other"
"Vitvi14g04145","Other"
"Vitvi14g04146","Other"
"Vitvi14g00369","Other"
"Vitvi14g04148","Other"
"Vitvi14g04149","Other"
"Vitvi14g04151","Other"
"Vitvi14g00374","Other"
"Vitvi14g04152","Other"
"Vitvi14g04153","Other"
"Vitvi14g02633","Other"
"Vitvi14g00377","Other"
"Vitvi14g04154","Other"
"Vitvi14g04155","Other"
"Vitvi14g04156","Other"
"Vitvi14g00381","Other"
"Vitvi14g00382","Other"
"Vitvi14g00383","Other"
"Vitvi14g00385","Other"
"Vitvi14g04158","Other"
"Vitvi14g00386","Other"
"Vitvi14g04160","Other"
"Vitvi14g00387","Other"
"Vitvi14g02637","Other"
"Vitvi14g00388","Other"
"Vitvi14g00389","Other"
"Vitvi14g00391","Other"
"Vitvi14g00392","Other"
"Vitvi14g00396","Other"
"Vitvi14g02640","Other"
"Vitvi14g04164","Other"
"Vitvi14g02642","Other"
"Vitvi14g02643","Other"
"Vitvi14g00397","Other"
"Vitvi14g00398","Other"
"Vitvi14g00399","Other"
"Vitvi14g04165","Other"
"Vitvi14g04166","Other"
"Vitvi14g02645","Other"
"Vitvi14g04167","Other"
"Vitvi14g04168","Other"
"Vitvi14g04169","Other"
"Vitvi14g02646","Other"
"Vitvi14g02647","Other"
"Vitvi14g00402","Other"
"Vitvi14g00404","Other"
"Vitvi14g00405","Other"
"Vitvi14g00406","Other"
"Vitvi14g00407","Other"
"Vitvi14g00409","Other"
"Vitvi14g00410","Other"
"Vitvi14g04171","Other"
"Vitvi14g00413","Other"
"Vitvi14g00415","Other"
"Vitvi14g04172","Other"
"Vitvi14g00416","Other"
"Vitvi14g00417","Other"
"Vitvi14g00418","Other"
"Vitvi14g00419","Other"
"Vitvi14g00421","Other"
"Vitvi14g00422","Other"
"Vitvi14g02653","Other"
"Vitvi14g00423","Other"
"Vitvi14g00424","Other"
"Vitvi14g02655","Other"
"Vitvi14g00425","Other"
"Vitvi14g04174","Other"
"Vitvi14g00427","Other"
"Vitvi14g00428","Other"
"Vitvi14g00429","Other"
"Vitvi14g00430","Other"
"Vitvi14g00431","Other"
"Vitvi14g00432","Other"
"Vitvi14g00433","Other"
"Vitvi14g04175","Other"
"Vitvi14g00434","Other"
"Vitvi14g00437","Other"
"Vitvi14g00438","Other"
"Vitvi14g00439","Other"
"Vitvi14g00440","Other"
"Vitvi14g00441","Other"
"Vitvi14g02657","Other"
"Vitvi14g00445","Other"
"Vitvi14g00446","Other"
"Vitvi14g04177","Other"
"Vitvi14g02659","Other"
"Vitvi14g04185","Other"
"Vitvi14g02663","Other"
"Vitvi14g04186","Other"
"Vitvi14g00456","Other"
"Vitvi14g02660","Other"
"Vitvi14g00458","Other"
"Vitvi14g00459","Other"
"Vitvi14g04187","Other"
"Vitvi14g00461","Other"
"Vitvi14g00466","Other"
"Vitvi14g00468","Other"
"Vitvi14g00470","Other"
"Vitvi14g00471","Other"
"Vitvi14g00472","Other"
"Vitvi14g04189","Other"
"Vitvi14g00473","Other"
"Vitvi14g00475","Other"
"Vitvi14g00476","Other"
"Vitvi14g00477","Other"
"Vitvi14g00478","Other"
"Vitvi14g00479","Other"
"Vitvi14g04190","Other"
"Vitvi14g00480","Other"
"Vitvi14g02666","Other"
"Vitvi14g00481","Other"
"Vitvi14g00482","Other"
"Vitvi14g00483","Other"
"Vitvi14g00484","Other"
"Vitvi14g00487","Other"
"Vitvi14g00488","Other"
"Vitvi14g00489","Other"
"Vitvi14g00490","Other"
"Vitvi14g00491","Other"
"Vitvi14g02667","Other"
"Vitvi14g04192","Other"
"Vitvi14g00493","Other"
"Vitvi14g00495","Other"
"Vitvi14g04193","Other"
"Vitvi14g02670","Other"
"Vitvi14g00497","Other"
"Vitvi14g00499","Other"
"Vitvi14g00500","Other"
"Vitvi14g02674","Other"
"Vitvi14g02675","Other"
"Vitvi14g02676","Other"
"Vitvi14g04202","Other"
"Vitvi14g00503","Other"
"Vitvi14g02679","Other"
"Vitvi14g02680","Other"
"Vitvi14g00507","Other"
"Vitvi14g00508","Other"
"Vitvi14g04205","Other"
"Vitvi14g00509","Other"
"Vitvi14g00510","Other"
"Vitvi14g00511","Other"
"Vitvi14g04206","Other"
"Vitvi14g00518","Other"
"Vitvi14g04211","Other"
"Vitvi14g02690","Other"
"Vitvi14g00521","Other"
"Vitvi14g00528","Other"
"Vitvi14g00535","Other"
"Vitvi14g00536","Other"
"Vitvi14g00537","Other"
"Vitvi14g02049","Other"
"Vitvi14g02693","Other"
"Vitvi14g02695","Other"
"Vitvi14g00540","Other"
"Vitvi14g02696","Other"
"Vitvi14g00544","Other"
"Vitvi14g00545","Other"
"Vitvi14g00546","Other"
"Vitvi14g00547","Other"
"Vitvi14g00551","Other"
"Vitvi14g00555","Other"
"Vitvi14g00557","Other"
"Vitvi14g00558","Other"
"Vitvi14g00560","Other"
"Vitvi14g00561","Other"
"Vitvi14g00562","Other"
"Vitvi14g00564","Other"
"Vitvi14g02699","Other"
"Vitvi14g02703","Other"
"Vitvi14g04224","Other"
"Vitvi14g04225","Other"
"Vitvi14g00569","Other"
"Vitvi14g04226","Other"
"Vitvi14g04227","ETI_specific"
"Vitvi14g02706","Other"
"Vitvi14g04228","Other"
"Vitvi14g04229","Other"
"Vitvi14g04231","Other"
"Vitvi14g02707","Other"
"Vitvi14g04232","Other"
"Vitvi14g04234","Other"
"Vitvi14g00574","Other"
"Vitvi14g02710","Other"
"Vitvi14g02711","Other"
"Vitvi14g02714","Other"
"Vitvi14g02719","Other"
"Vitvi14g00576","Other"
"Vitvi14g04237","Other"
"Vitvi14g02720","Other"
"Vitvi14g02721","Other"
"Vitvi14g04239","Other"
"Vitvi14g04240","Other"
"Vitvi14g04241","Other"
"Vitvi14g04242","Other"
"Vitvi14g04243","Other"
"Vitvi14g00581","Other"
"Vitvi14g04244","Other"
"Vitvi14g04246","Other"
"Vitvi14g04247","Other"
"Vitvi14g04248","Other"
"Vitvi14g04249","Other"
"Vitvi14g04252","Other"
"Vitvi14g04253","Other"
"Vitvi14g00592","Other"
"Vitvi14g00593","Other"
"Vitvi14g04254","Other"
"Vitvi14g04255","Other"
"Vitvi14g02729","Other"
"Vitvi14g00598","Other"
"Vitvi14g00600","Other"
"Vitvi14g00605","Other"
"Vitvi14g00608","Other"
"Vitvi14g04260","Other"
"Vitvi14g04261","Other"
"Vitvi14g04262","Other"
"Vitvi14g00614","Other"
"Vitvi14g00615","Other"
"Vitvi14g00618","Other"
"Vitvi14g00619","Other"
"Vitvi14g00623","Other"
"Vitvi14g00627","Other"
"Vitvi14g04267","Other"
"Vitvi14g00632","Other"
"Vitvi14g00637","Other"
"Vitvi14g00638","Other"
"Vitvi14g00640","Other"
"Vitvi14g00643","Other"
"Vitvi14g04271","Other"
"Vitvi14g00647","Other"
"Vitvi14g00648","Other"
"Vitvi14g00651","Other"
"Vitvi14g00654","Other"
"Vitvi14g00656","Other"
"Vitvi14g04277","Other"
"Vitvi14g00658","Other"
"Vitvi14g00663","Other"
"Vitvi14g00666","Other"
"Vitvi14g00667","Other"
"Vitvi14g00668","Other"
"Vitvi14g00672","Other"
"Vitvi14g04284","Other"
"Vitvi14g00674","Other"
"Vitvi14g00679","Other"
"Vitvi14g04285","Other"
"Vitvi14g00685","Other"
"Vitvi14g04290","Other"
"Vitvi14g00695","Other"
"Vitvi14g00696","Other"
"Vitvi14g04291","Other"
"Vitvi14g04293","Other"
"Vitvi14g00701","Other"
"Vitvi14g02748","Other"
"Vitvi14g02749","ETI_specific"
"Vitvi14g04294","Other"
"Vitvi14g00707","Other"
"Vitvi14g04296","Other"
"Vitvi14g04299","Other"
"Vitvi14g04300","Other"
"Vitvi14g04301","Other"
"Vitvi14g02757","Other"
"Vitvi14g02758","Other"
"Vitvi14g04302","Other"
"Vitvi14g02761","Other"
"Vitvi14g02762","Other"
"Vitvi14g00736","Other"
"Vitvi14g00737","Other"
"Vitvi14g00738","Other"
"Vitvi14g00742","Other"
"Vitvi14g00743","Other"
"Vitvi14g00746","Other"
"Vitvi14g04315","Other"
"Vitvi14g04316","Other"
"Vitvi14g00762","Other"
"Vitvi14g00763","Other"
"Vitvi14g00768","Other"
"Vitvi14g00770","Other"
"Vitvi14g00772","Other"
"Vitvi14g00775","Other"
"Vitvi14g04321","Other"
"Vitvi14g04322","Other"
"Vitvi14g00786","Other"
"Vitvi14g00791","Other"
"Vitvi14g00798","Other"
"Vitvi14g02784","Other"
"Vitvi14g00800","Other"
"Vitvi14g00803","Other"
"Vitvi14g02430","Other"
"Vitvi14g00821","Other"
"Vitvi14g00831","Other"
"Vitvi14g04332","Other"
"Vitvi14g04333","Other"
"Vitvi14g04334","Other"
"Vitvi14g04335","Other"
"Vitvi14g00840","Other"
"Vitvi14g00841","Other"
"Vitvi14g00842","Other"
"Vitvi14g04338","Other"
"Vitvi14g04339","Other"
"Vitvi14g04340","Other"
"Vitvi14g04341","Other"
"Vitvi14g04342","Other"
"Vitvi14g00871","Other"
"Vitvi14g04346","Other"
"Vitvi14g04347","Other"
"Vitvi14g00877","Other"
"Vitvi14g00879","Other"
"Vitvi14g00881","Other"
"Vitvi14g04351","Other"
"Vitvi14g00883","Other"
"Vitvi14g04353","Other"
"Vitvi14g00887","Other"
"Vitvi14g00888","Other"
"Vitvi14g00891","Other"
"Vitvi14g00893","Other"
"Vitvi14g00894","Other"
"Vitvi14g02812","Other"
"Vitvi14g00900","Other"
"Vitvi14g00901","Other"
"Vitvi14g04360","Other"
"Vitvi14g00902","Other"
"Vitvi14g00907","Other"
"Vitvi14g00914","Other"
"Vitvi14g00919","Other"
"Vitvi14g04368","Other"
"Vitvi14g00920","Other"
"Vitvi14g00925","Other"
"Vitvi14g00930","Other"
"Vitvi14g00940","Other"
"Vitvi14g04379","Other"
"Vitvi14g00948","Other"
"Vitvi14g02821","Other"
"Vitvi14g00949","Other"
"Vitvi14g00950","Other"
"Vitvi14g00952","Other"
"Vitvi14g00953","Other"
"Vitvi14g00954","Other"
"Vitvi14g00961","Other"
"Vitvi14g00964","Other"
"Vitvi14g00969","Other"
"Vitvi14g02829","Other"
"Vitvi14g04387","Other"
"Vitvi14g00972","Other"
"Vitvi14g00973","Other"
"Vitvi14g00974","Other"
"Vitvi14g00977","Other"
"Vitvi14g00980","Other"
"Vitvi14g04389","Other"
"Vitvi14g00986","Other"
"Vitvi14g02834","Other"
"Vitvi14g00987","Other"
"Vitvi14g00992","Other"
"Vitvi14g00994","Other"
"Vitvi14g00995","Other"
"Vitvi14g00996","Other"
"Vitvi14g00997","Other"
"Vitvi14g02836","Other"
"Vitvi14g00998","Other"
"Vitvi14g00999","Other"
"Vitvi14g01003","Other"
"Vitvi14g01004","Other"
"Vitvi14g01005","Other"
"Vitvi14g01006","Other"
"Vitvi14g01007","Other"
"Vitvi14g04393","Other"
"Vitvi14g01011","Other"
"Vitvi14g02844","Other"
"Vitvi14g02845","Other"
"Vitvi14g01023","Other"
"Vitvi14g04397","Other"
"Vitvi14g01025","Other"
"Vitvi14g01026","Other"
"Vitvi14g04398","Other"
"Vitvi14g04399","Other"
"Vitvi14g01031","Other"
"Vitvi14g01032","Other"
"Vitvi14g01033","Other"
"Vitvi14g02849","Other"
"Vitvi14g01035","Other"
"Vitvi14g01037","Other"
"Vitvi14g01040","Other"
"Vitvi14g01044","Other"
"Vitvi14g01046","Other"
"Vitvi14g01048","Other"
"Vitvi14g01052","Other"
"Vitvi14g02857","Other"
"Vitvi14g01055","Other"
"Vitvi14g01057","Other"
"Vitvi14g01060","Other"
"Vitvi14g01061","Other"
"Vitvi14g02858","ETI_specific"
"Vitvi14g01062","Other"
"Vitvi14g01064","Other"
"Vitvi14g01066","Other"
"Vitvi14g01067","Other"
"Vitvi14g04408","Other"
"Vitvi14g04410","Other"
"Vitvi14g01114","Other"
"Vitvi14g02866","Other"
"Vitvi14g01118","Other"
"Vitvi14g01119","Other"
"Vitvi14g01120","Other"
"Vitvi14g04411","Other"
"Vitvi14g01122","Other"
"Vitvi14g04413","Other"
"Vitvi14g01124","Other"
"Vitvi14g01125","Other"
"Vitvi14g02869","Other"
"Vitvi14g04414","Other"
"Vitvi14g01128","Other"
"Vitvi14g04415","Other"
"Vitvi14g04416","Other"
"Vitvi14g04418","Other"
"Vitvi14g04419","Other"
"Vitvi14g01139","Other"
"Vitvi14g01141","Other"
"Vitvi14g01143","Other"
"Vitvi14g01144","Other"
"Vitvi14g04420","Other"
"Vitvi14g04423","Other"
"Vitvi14g04425","Other"
"Vitvi14g04426","Other"
"Vitvi14g01151","Other"
"Vitvi14g01152","Other"
"Vitvi14g02871","Other"
"Vitvi14g01157","Other"
"Vitvi14g02872","Other"
"Vitvi14g01160","Other"
"Vitvi14g01161","Other"
"Vitvi14g01162","Other"
"Vitvi14g04428","Other"
"Vitvi14g01164","Other"
"Vitvi14g01165","Other"
"Vitvi14g01166","Other"
"Vitvi14g01174","Other"
"Vitvi14g01176","Other"
"Vitvi14g01177","Other"
"Vitvi14g01178","Other"
"Vitvi14g01179","Other"
"Vitvi14g01180","Other"
"Vitvi14g01181","Other"
"Vitvi14g04429","Other"
"Vitvi14g02875","Other"
"Vitvi14g01184","Other"
"Vitvi14g01185","Other"
"Vitvi14g04430","Other"
"Vitvi14g01186","Other"
"Vitvi14g01187","Other"
"Vitvi14g01188","Other"
"Vitvi14g02876","Other"
"Vitvi14g01193","Other"
"Vitvi14g01194","Other"
"Vitvi14g01195","Other"
"Vitvi14g01198","Other"
"Vitvi14g01201","Other"
"Vitvi14g01208","Other"
"Vitvi14g04437","Other"
"Vitvi14g01211","Other"
"Vitvi14g01212","Other"
"Vitvi14g01213","Other"
"Vitvi14g04438","Other"
"Vitvi14g04439","Other"
"Vitvi14g02886","Other"
"Vitvi14g01221","Other"
