"method","combat","module","size","bin_size_used","n_mapped_genes","physical_ppi_n_covered","physical_ppi_mean_score","physical_ppi_null_mean_of_means","physical_ppi_p_enrichment","detailed_coexpr_n_covered","detailed_coexpr_mean_score","detailed_coexpr_null_mean_of_means","detailed_coexpr_p_enrichment","detailed_combined_n_covered","detailed_combined_mean_score","detailed_combined_null_mean_of_means","detailed_combined_p_enrichment"
"WGCNA","unprotected","black",768,759,443,208,342.115384615385,350.836072964527,0.676616915422886,1902,108.543638275499,85.1665906088633,0.00497512437810945,1902,289.468980021031,289.798024284509,0.502487562189055
"WGCNA","unprotected","red",807,759,538,120,299.95,350.836072964527,1,2130,55.0178403755869,85.1665906088633,1,2130,254.797183098592,289.798024284509,1
"WGCNA","unprotected","floralwhite",77,71,38,0,NA,357.577000616919,NA,18,40.4444444444444,82.4974689396933,0.920398009950249,18,241.888888888889,286.508573033137,0.855721393034826
"WGCNA","unprotected","blue",4275,4801,3274,28268,390.590703268714,351.829218140145,0.00497512437810945,191854,126.951734131162,84.7124614206869,0.00497512437810945,191854,327.554338194669,289.749599958433,0.00497512437810945
"WGCNA","unprotected","yellow",1105,988,862,8268,424.309143686502,352.79111303089,0.00497512437810945,32518,170.752629312996,85.2052039570005,0.00497512437810945,32518,388.421674149702,290.503868750273,0.00497512437810945
"WGCNA","unprotected","pink",701,759,421,208,342.567307692308,350.836072964527,0.671641791044776,2586,54.061098221191,85.1665906088633,1,2586,258.244392884764,289.798024284509,1
"WGCNA","unprotected","skyblue3",109,120,81,8,505.5,347.876205335917,0.04,102,69.6078431372549,83.9709386086409,0.701492537313433,102,321.156862745098,286.379146520562,0.0845771144278607
"WGCNA","unprotected","steelblue",147,156,116,30,463.8,341.294104189601,0.0149253731343284,380,104.663157894737,82.6083119625857,0.169154228855721,380,302.178947368421,284.317467360485,0.199004975124378
"WGCNA","unprotected","green",854,759,446,182,340.032967032967,350.836072964527,0.721393034825871,2152,84.8615241635688,85.1665906088633,0.512437810945274,2152,283.826208178439,289.798024284509,0.756218905472637
"WGCNA","unprotected","yellowgreen",121,120,91,8,474.25,347.876205335917,0.06,72,78.4722222222222,83.9709386086409,0.557213930348259,72,293.666666666667,286.379146520562,0.343283582089552
"WGCNA","unprotected","darkorange",191,203,151,28,329.928571428571,350.127770229196,0.656716417910448,592,107.344594594595,84.2859398615658,0.109452736318408,592,291.219594594595,289.294846688071,0.432835820895522
"WGCNA","unprotected","darkgrey",203,203,131,6,340.666666666667,350.127770229196,0.582089552238806,164,95.8536585365854,84.2859398615658,0.243781094527363,164,268.878048780488,289.294846688071,0.890547263681592
"WGCNA","unprotected","lightcyan",300,265,230,990,380.163636363636,345.666798066866,0.159203980099502,3462,175.95436164067,83.0089354248649,0.00497512437810945,3462,406.00577700751,288.789493550338,0.00497512437810945
"WGCNA","unprotected","grey60",272,265,137,12,380.833333333333,345.666798066866,0.159203980099502,206,57.621359223301,83.0089354248649,0.945273631840796,206,283.135922330097,288.789493550338,0.631840796019901
"WGCNA","unprotected","skyblue",176,156,83,10,312,341.294104189601,0.736318407960199,76,56.6315789473684,82.6083119625857,0.935323383084577,76,259.315789473684,284.317467360485,0.890547263681592
"WGCNA","unprotected","paleturquoise",139,156,81,2,199,341.294104189601,0.995024875621891,72,77.9166666666667,82.6083119625857,0.517412935323383,72,236.25,284.317467360485,0.995024875621891
"WGCNA","unprotected","mediumpurple3",103,92,69,10,678.4,330.185634296459,0.00505050505050505,42,48.3333333333333,86.0477364795512,0.885572139303483,42,398.380952380952,286.903427936747,0.00497512437810945
"WGCNA","unprotected","darkgreen",224,203,171,346,433.913294797688,350.127770229196,0.054726368159204,1328,189.388554216867,84.2859398615658,0.00497512437810945,1328,382.972891566265,289.294846688071,0.00497512437810945
"WGCNA","unprotected","purple",474,448,237,72,246.222222222222,351.372500318086,1,584,64.8561643835616,84.0404451810603,0.960199004975124,584,260.705479452055,289.468937543945,1
"WGCNA","unprotected","cyan",379,344,277,180,509.533333333333,348.091169151929,0.00497512437810945,1504,51.7446808510638,83.2138972480946,1,1504,315.449468085106,288.083500130173,0.0248756218905473
"WGCNA","unprotected","darkmagenta",132,120,107,184,464.695652173913,347.876205335917,0.07,590,227.725423728814,83.9709386086409,0.00497512437810945,590,423.932203389831,286.379146520562,0.00497512437810945
"WGCNA","unprotected","white",190,203,102,0,NA,350.127770229196,NA,70,52.0571428571429,84.2859398615658,0.990049751243781,70,218.6,289.294846688071,1
"WGCNA","unprotected","thistle2",67,71,45,2,900,357.577000616919,0.00543478260869565,12,25.8333333333333,82.4974689396933,0.985074626865672,12,523.166666666667,286.508573033137,0.00497512437810945
"WGCNA","unprotected","sienna3",127,120,82,28,448.285714285714,347.876205335917,0.085,242,65.4545454545455,83.9709386086409,0.800995024875622,242,284.669421487603,286.379146520562,0.492537313432836
"WGCNA","unprotected","lightyellow",267,265,164,150,410.053333333333,345.666798066866,0.0447761194029851,1730,50.0751445086705,83.0089354248649,1,1730,305.181502890173,288.789493550338,0.154228855721393
"WGCNA","unprotected","maroon",51,54,42,2,946,338.656672932331,0.0065359477124183,20,33,83.1117834073636,0.90547263681592,20,368.3,289.087957385556,0.0646766169154229
"WGCNA","unprotected","midnightblue",343,344,199,36,335.777777777778,348.091169151929,0.651741293532338,324,89.0617283950617,83.2138972480946,0.333333333333333,324,281.277777777778,288.083500130173,0.716417910447761
"WGCNA","unprotected","navajowhite2",54,54,31,0,NA,338.656672932331,NA,10,101.6,83.1117834073636,0.293532338308458,10,230.6,289.087957385556,0.915422885572139
"WGCNA","unprotected","saddlebrown",165,156,114,190,665.926315789474,341.294104189601,0.00497512437810945,680,212.285294117647,82.6083119625857,0.00497512437810945,680,430.923529411765,284.317467360485,0.00497512437810945
"WGCNA","unprotected","lightgreen",270,265,157,38,443.473684210526,345.666798066866,0.00497512437810945,382,96.5497382198953,83.0089354248649,0.194029850746269,382,285.837696335079,288.789493550338,0.552238805970149
"WGCNA","unprotected","lightcyan1",97,92,66,6,226,330.185634296459,0.868686868686869,112,100.857142857143,86.0477364795512,0.298507462686567,112,286.75,286.903427936747,0.507462686567164
"WGCNA","unprotected","thistle1",65,71,44,0,NA,357.577000616919,NA,8,50.25,82.4974689396933,0.840796019900497,8,194,286.508573033137,1
"WGCNA","unprotected","bisque4",73,71,49,2,317,357.577000616919,0.581521739130435,34,29.7058823529412,82.4974689396933,0.970149253731343,34,246.882352941176,286.508573033137,0.835820895522388
"WGCNA","unprotected","honeydew1",44,42,22,0,NA,347.684413580247,NA,18,34.2222222222222,78.4171053940454,0.82,18,187.333333333333,281.000825939103,0.975
"WGCNA","unprotected","orange",201,203,123,12,249.666666666667,350.127770229196,0.995024875621891,192,77.4479166666667,84.2859398615658,0.626865671641791,192,243.677083333333,289.294846688071,1
"WGCNA","unprotected","brown4",75,71,38,2,163,357.577000616919,0.967391304347826,8,41,82.4974689396933,0.91044776119403,8,225.5,286.508573033137,0.950248756218905
"WGCNA","unprotected","lightpink4",45,42,27,0,NA,347.684413580247,NA,2,66,78.4171053940454,0.51,2,169,281.000825939103,0.995
"WGCNA","unprotected","plum1",109,120,60,4,186,347.876205335917,0.995,26,35.1538461538462,83.9709386086409,0.990049751243781,26,257.153846153846,286.379146520562,0.890547263681592
"WGCNA","unprotected","darkred",246,265,122,8,300,345.666798066866,0.915422885572139,160,60.0375,83.0089354248649,0.91044776119403,160,255.7,288.789493550338,0.980099502487562
"WGCNA","unprotected","ivory",78,71,45,4,166.5,357.577000616919,0.967391304347826,32,51,82.4974689396933,0.840796019900497,32,239.875,286.508573033137,0.870646766169154
"WGCNA","unprotected","darkslateblue",70,71,51,4,539,357.577000616919,0.114130434782609,20,53.8,82.4974689396933,0.81592039800995,20,387.7,286.508573033137,0.0348258706467662
"WGCNA","unprotected","violet",133,120,63,2,200,347.876205335917,0.985,40,59.25,83.9709386086409,0.860696517412935,40,226.1,286.379146520562,1
"WGCNA","unprotected","salmon4",63,71,49,20,468.8,357.577000616919,0.179347826086957,160,142.5125,82.4974689396933,0.0646766169154229,160,313.4375,286.508573033137,0.223880597014925
"WGCNA","unprotected","plum2",68,71,44,2,278,357.577000616919,0.71195652173913,36,43.8888888888889,82.4974689396933,0.890547263681592,36,246.777777777778,286.508573033137,0.835820895522388
"WGCNA","unprotected","darkturquoise",207,203,111,8,360.75,350.127770229196,0.412935323383085,180,89.3777777777778,84.2859398615658,0.333333333333333,180,277,289.294846688071,0.741293532338308
"WGCNA","unprotected","lightsteelblue1",98,92,59,0,NA,330.185634296459,NA,10,73.6,86.0477364795512,0.611940298507463,10,260.2,286.903427936747,0.791044776119403
"WGCNA","unprotected","orangered4",105,92,45,2,561,330.185634296459,0.0151515151515152,26,64.3846153846154,86.0477364795512,0.73134328358209,26,245.923076923077,286.903427936747,0.90547263681592
"WGCNA","unprotected","palevioletred3",56,54,44,0,NA,338.656672932331,NA,20,123.9,83.1117834073636,0.159203980099502,20,345.7,289.087957385556,0.129353233830846
"WGCNA","unprotected","darkolivegreen",133,120,95,16,521.25,347.876205335917,0.04,70,118.371428571429,83.9709386086409,0.0945273631840796,70,441.457142857143,286.379146520562,0.00497512437810945
"WGCNA","unprotected","coral1",38,42,25,0,NA,347.684413580247,NA,4,0,78.4171053940454,1,4,154.5,281.000825939103,0.995
"WGCNA","unprotected","darkseagreen4",41,42,32,0,NA,347.684413580247,NA,8,14,78.4171053940454,0.955,8,215.25,281.000825939103,0.9
"WGCNA","unprotected","lavenderblush3",45,42,30,0,NA,347.684413580247,NA,2,0,78.4171053940454,1,2,188,281.000825939103,0.975
"WGCNA","unprotected","darkorange2",76,71,43,0,NA,357.577000616919,NA,10,76,82.4974689396933,0.497512437810945,10,233.8,286.508573033137,0.890547263681592
"WGCNA","protected","paleturquoise",136,120,68,4,585.5,347.876205335917,0.02,40,52.75,83.9709386086409,0.915422885572139,40,278.85,286.379146520562,0.587064676616915
"WGCNA","protected","red",892,988,611,792,349.315656565657,352.79111303089,0.567164179104478,8186,71.9076472025409,85.2052039570005,0.950248756218905,8186,283.727339359883,290.503868750273,0.805970149253731
"WGCNA","protected","tan",533,583,279,86,401.93023255814,351.408902971471,0.0149253731343284,668,90,85.9986014018406,0.353233830845771,668,312.562874251497,291.103023847867,0.0348258706467662
"WGCNA","protected","turquoise",5499,4801,3967,11384,334.43605059733,351.829218140145,1,154114,67.146800420468,84.7124614206869,1,154114,269.331988008877,289.749599958433,1
"WGCNA","protected","lightgreen",363,344,273,226,460.026548672566,348.091169151929,0.00497512437810945,1278,57.9233176838811,83.2138972480946,0.990049751243781,1278,338.702660406886,288.083500130173,0.00497512437810945
"WGCNA","protected","magenta",672,759,446,598,465.682274247492,350.836072964527,0.00497512437810945,3246,112.696241528035,85.1665906088633,0.00497512437810945,3246,330.069008009858,289.798024284509,0.00497512437810945
"WGCNA","protected","green",943,988,580,220,339.227272727273,352.79111303089,0.835820895522388,2926,78.9835953520164,85.2052039570005,0.776119402985075,2926,266.61995898838,290.503868750273,1
"WGCNA","protected","grey60",364,344,176,16,309,348.091169151929,0.925373134328358,340,51.9764705882353,83.2138972480946,1,340,240.894117647059,288.083500130173,1
"WGCNA","protected","greenyellow",545,583,378,314,404.356687898089,351.408902971471,0.00995024875621891,3060,42.3934640522876,85.9986014018406,1,3060,302.961437908497,291.103023847867,0.139303482587065
"WGCNA","protected","brown",1651,1673,1019,820,375.082926829268,350.957187280447,0.0149253731343284,12036,54.3999667663676,84.4269603529028,1,12036,267.922731804586,289.068326646824,1
"WGCNA","protected","thistle1",41,42,19,0,NA,347.684413580247,NA,4,25.5,78.4171053940454,0.89,4,280.5,281.000825939103,0.445
"WGCNA","protected","yellow",1334,1286,1038,12806,428.047946275184,351.375367160908,0.00497512437810945,44860,174.889077128845,84.8469624758338,0.00497512437810945,44860,402.376638430673,290.022841792367,0.00497512437810945
"WGCNA","protected","blue",3896,3689,3006,19830,383.826727181039,352.200845157935,0.00497512437810945,163940,124.087129437599,85.1128260030423,0.00497512437810945,163940,319.259204587044,290.227555698819,0.00497512437810945
"WGCNA","protected","darkorange",165,156,122,10,279.2,341.294104189601,0.890547263681592,170,49.4352941176471,82.6083119625857,0.980099502487562,170,256.176470588235,284.317467360485,0.940298507462687
"WGCNA","protected","salmon4",40,42,24,2,194,347.684413580247,0.871559633027523,8,32.75,78.4171053940454,0.825,8,298.25,281.000825939103,0.345
"WGCNA","protected","skyblue",148,156,100,20,401.3,341.294104189601,0.144278606965174,224,77.1785714285714,82.6083119625857,0.532338308457711,224,297.116071428571,284.317467360485,0.258706467661692
"WGCNA","protected","darkgreen",259,265,172,76,387.815789473684,345.666798066866,0.139303482587065,520,85.0307692307692,83.0089354248649,0.467661691542289,520,297.369230769231,288.789493550338,0.27363184079602
"WGCNA","protected","darkmagenta",116,120,80,6,179.666666666667,347.876205335917,0.995,60,97.2333333333333,83.9709386086409,0.26865671641791,60,284.733333333333,286.379146520562,0.492537313432836
"WGCNA","protected","salmon",390,344,306,2272,508.633802816901,348.091169151929,0.00497512437810945,5440,138.198161764706,83.2138972480946,0.00497512437810945,5440,449.104411764706,288.083500130173,0.00497512437810945
"WGCNA","protected","orange",188,203,139,22,273.636363636364,350.127770229196,0.955223880597015,334,77.8023952095808,84.2859398615658,0.616915422885572,334,284.203592814371,289.294846688071,0.592039800995025
"WGCNA","protected","darkolivegreen",131,120,89,16,338.125,347.876205335917,0.51,98,113.714285714286,83.9709386086409,0.119402985074627,98,309.428571428571,286.379146520562,0.189054726368159
"WGCNA","protected","bisque4",53,54,31,0,NA,338.656672932331,NA,12,70,83.1117834073636,0.572139303482587,12,326.333333333333,289.087957385556,0.203980099502488
"WGCNA","protected","brown4",54,54,42,16,793.25,338.656672932331,0.0196078431372549,154,152.12987012987,83.1117834073636,0.0845771144278607,154,372.181818181818,289.087957385556,0.054726368159204
"WGCNA","protected","black",848,759,450,462,355.632034632035,350.836072964527,0.393034825870647,3248,110.575738916256,85.1665906088633,0.00497512437810945,3248,314.31342364532,289.798024284509,0.00497512437810945
"WGCNA","protected","pink",771,759,454,150,335.706666666667,350.836072964527,0.805970149253731,1476,87.3523035230352,85.1665906088633,0.437810945273632,1476,277.307588075881,289.798024284509,0.900497512437811
"WGCNA","protected","royalblue",295,265,178,4,238.5,345.666798066866,1,280,63.7142857142857,83.0089354248649,0.885572139303483,280,242.857142857143,288.789493550338,1
"WGCNA","protected","sienna3",111,120,82,76,366.973684210526,347.876205335917,0.38,446,164.421524663677,83.9709386086409,0.00497512437810945,446,382.551569506726,286.379146520562,0.00497512437810945
"WGCNA","protected","plum1",95,92,71,2,231,330.185634296459,0.868686868686869,54,51.5925925925926,86.0477364795512,0.865671641791045,54,291.925925925926,286.903427936747,0.45273631840796
"WGCNA","protected","darkturquoise",253,265,209,758,421.68073878628,345.666798066866,0.0248756218905473,2070,192.952657004831,83.0089354248649,0.00497512437810945,2070,427.989371980676,288.789493550338,0.00497512437810945
"WGCNA","protected","purple",661,583,438,40,243.05,351.408902971471,1,1466,63.4120054570259,85.9986014018406,1,1466,244.199181446112,291.103023847867,1
"WGCNA","protected","lightsteelblue1",79,71,48,10,577.6,357.577000616919,0.0815217391304348,186,82.6989247311828,82.4974689396933,0.388059701492537,186,282.47311827957,286.508573033137,0.527363184079602
"WGCNA","protected","lightyellow",320,344,225,30,302.2,348.091169151929,0.950248756218905,434,70.9769585253456,83.2138972480946,0.81592039800995,434,250.73732718894,288.083500130173,1
"WGCNA","protected","ivory",68,71,41,14,302.857142857143,357.577000616919,0.635869565217391,130,26.4461538461538,82.4974689396933,0.985074626865672,130,306.430769230769,286.508573033137,0.26865671641791
"WGCNA","protected","midnightblue",375,344,221,60,364.033333333333,348.091169151929,0.26865671641791,576,75.1805555555556,83.2138972480946,0.711442786069652,576,276.364583333333,288.083500130173,0.835820895522388
"WGCNA","protected","orangered4",93,92,77,18,406.222222222222,330.185634296459,0.202020202020202,154,108.116883116883,86.0477364795512,0.243781094527363,154,299.207792207792,286.903427936747,0.358208955223881
"WGCNA","protected","lightcyan",364,344,189,18,446.333333333333,348.091169151929,0.00497512437810945,286,47.965034965035,83.2138972480946,1,286,286.314685314685,288.083500130173,0.532338308457711
"WGCNA","protected","darkred",292,265,149,6,361.333333333333,345.666798066866,0.288557213930348,214,108.168224299065,83.0089354248649,0.0497512437810945,214,258.046728971963,288.789493550338,0.970149253731343
"WGCNA","protected","violet",133,120,111,136,559.779411764706,347.876205335917,0.03,1006,170.58449304175,83.9709386086409,0.00497512437810945,1006,364.821073558648,286.379146520562,0.00995024875621891
"WGCNA","protected","cyan",384,344,197,52,301.423076923077,348.091169151929,0.950248756218905,510,80.6235294117647,83.2138972480946,0.54726368159204,510,287.439215686275,288.083500130173,0.502487562189055
"WGCNA","protected","yellowgreen",108,120,82,290,415.096551724138,347.876205335917,0.155,848,201.231132075472,83.9709386086409,0.00497512437810945,848,451.948113207547,286.379146520562,0.00497512437810945
"WGCNA","protected","skyblue3",104,92,68,0,NA,330.185634296459,NA,14,90,86.0477364795512,0.417910447761194,14,236.428571428571,286.903427936747,0.940298507462687
"WGCNA","protected","lightcyan1",75,71,58,6,489.666666666667,357.577000616919,0.146739130434783,90,107.244444444444,82.4974689396933,0.18407960199005,90,297.355555555556,286.508573033137,0.343283582089552
"WGCNA","protected","saddlebrown",145,156,66,0,NA,341.294104189601,NA,20,47.2,82.6083119625857,0.985074626865672,20,255.4,284.317467360485,0.955223880597015
"WGCNA","protected","thistle2",47,42,26,0,NA,347.684413580247,NA,6,78,78.4171053940454,0.425,6,232.666666666667,281.000825939103,0.815
"WGCNA","protected","darkorange2",58,54,34,0,NA,338.656672932331,NA,56,46.1785714285714,83.1117834073636,0.82089552238806,56,307.285714285714,289.087957385556,0.313432835820896
"WGCNA","protected","darkslateblue",49,54,28,0,NA,338.656672932331,NA,10,53.8,83.1117834073636,0.72636815920398,10,290.8,289.087957385556,0.417910447761194
"WGCNA","protected","darkgrey",221,203,138,4,186,350.127770229196,1,126,69.4603174603175,84.2859398615658,0.791044776119403,126,285.269841269841,289.294846688071,0.567164179104478
"WGCNA","protected","steelblue",136,120,80,0,NA,347.876205335917,NA,56,39.5357142857143,83.9709386086409,0.990049751243781,56,252.25,286.379146520562,0.915422885572139
"WGCNA","protected","mediumpurple3",91,92,66,12,569.166666666667,330.185634296459,0.0151515151515152,52,76.5769230769231,86.0477364795512,0.582089552238806,52,346.730769230769,286.903427936747,0.0447761194029851
"WGCNA","protected","white",165,156,101,12,358.333333333333,341.294104189601,0.368159203980099,108,88.5185185185185,82.6083119625857,0.333333333333333,108,277.481481481481,284.317467360485,0.582089552238806
"WGCNA","protected","plum2",49,54,41,6,429.666666666667,338.656672932331,0.196078431372549,60,72.6666666666667,83.1117834073636,0.552238805970149,60,284.9,289.087957385556,0.472636815920398
"WGCNA","protected","floralwhite",67,71,44,0,NA,357.577000616919,NA,6,31.3333333333333,82.4974689396933,0.960199004975124,6,256,286.508573033137,0.751243781094527
"WGCNA","protected","palevioletred3",30,32,15,0,NA,359.213003663004,NA,0,NA,81.6212033011656,NA,0,NA,284.404831147356,NA
