"method","combat","module","size","bin_size_used","n_mapped_genes","physical_ppi_n_covered","physical_ppi_mean_score","physical_ppi_null_mean_of_means","physical_ppi_p_enrichment","detailed_coexpr_n_covered","detailed_coexpr_mean_score","detailed_coexpr_null_mean_of_means","detailed_coexpr_p_enrichment","detailed_combined_n_covered","detailed_combined_mean_score","detailed_combined_null_mean_of_means","detailed_combined_p_enrichment"
"hub_anchored","unprotected","Vitvi19g01484",550,583,456,622,424.234726688103,351.408902971471,0.00497512437810945,5182,145.280200694712,85.9986014018406,0.00497512437810945,5182,332.926283288306,291.103023847867,0.00497512437810945
"hub_anchored","unprotected","Vitvi19g01610",100,92,40,0,NA,330.185634296459,NA,36,162.111111111111,86.0477364795512,0.0248756218905473,36,238.777777777778,286.903427936747,0.940298507462687
"hub_anchored","unprotected","Vitvi19g01612",89,92,39,2,151,330.185634296459,1,28,56.9285714285714,86.0477364795512,0.810945273631841,28,189.142857142857,286.903427936747,1
"hub_anchored","unprotected","Vitvi19g01720",103,92,45,2,158,330.185634296459,0.984848484848485,26,40.9230769230769,86.0477364795512,0.960199004975124,26,219.615384615385,286.903427936747,0.985074626865672
"hub_anchored","unprotected","Vitvi19g01790",73,71,42,0,NA,357.577000616919,NA,4,0,82.4974689396933,1,4,153.5,286.508573033137,1
"hub_anchored","unprotected","Vitvi19g04572",92,92,39,0,NA,330.185634296459,NA,32,158.5625,86.0477364795512,0.0348258706467662,32,244.875,286.903427936747,0.915422885572139
"hub_anchored","protected","Vitvi00g04005",31,32,19,0,NA,359.213003663004,NA,4,23,81.6212033011656,0.87,4,159,284.404831147356,0.995
"hub_anchored","protected","Vitvi00g04500",31,32,13,0,NA,359.213003663004,NA,2,287,81.6212033011656,0.025,2,353,284.404831147356,0.21
"hub_anchored","protected","Vitvi00g04634",37,32,18,0,NA,359.213003663004,NA,6,284,81.6212033011656,0.025,6,305.666666666667,284.404831147356,0.335
"hub_anchored","protected","Vitvi00g04728",36,32,18,0,NA,359.213003663004,NA,0,NA,81.6212033011656,NA,0,NA,284.404831147356,NA
"hub_anchored","protected","Vitvi01g00463",80,71,40,0,NA,357.577000616919,NA,6,37.6666666666667,82.4974689396933,0.940298507462687,6,250,286.508573033137,0.82089552238806
"hub_anchored","protected","Vitvi01g00508",453,448,363,282,390.879432624113,351.372500318086,0.0796019900497512,2524,123.427892234548,84.0404451810603,0.00497512437810945,2524,315.876386687797,289.468937543945,0.0248756218905473
"hub_anchored","protected","Vitvi01g00612",120,120,94,0,NA,347.876205335917,NA,58,61.0344827586207,83.9709386086409,0.830845771144279,58,219.034482758621,286.379146520562,1
"hub_anchored","protected","Vitvi01g00656",1346,1286,1084,426,294.225352112676,351.375367160908,1,11494,55.1063163389595,84.8469624758338,1,11494,253.589002958065,290.022841792367,1
"hub_anchored","protected","Vitvi01g01038",215,203,176,74,442.189189189189,350.127770229196,0.0398009950248756,474,57.3037974683544,84.2859398615658,0.970149253731343,474,294.544303797468,289.294846688071,0.348258706467662
"hub_anchored","protected","Vitvi01g01701",53,54,34,2,151,338.656672932331,0.993464052287582,14,58,83.1117834073636,0.666666666666667,14,231,289.087957385556,0.91044776119403
"hub_anchored","protected","Vitvi01g04056",162,156,94,2,218,341.294104189601,0.980099502487562,168,38.9761904761905,82.6083119625857,0.995024875621891,168,215.77380952381,284.317467360485,1
"hub_anchored","protected","Vitvi01g04115",73,71,35,0,NA,357.577000616919,NA,6,70.3333333333333,82.4974689396933,0.587064676616915,6,282,286.508573033137,0.532338308457711
"hub_anchored","protected","Vitvi01g04132",17,15,9,0,NA,388.722222222222,NA,0,NA,85.8698717948718,NA,0,NA,286.36217948718,NA
"hub_anchored","protected","Vitvi02g00032",1042,988,826,286,275.524475524476,352.79111303089,1,6250,46.4,85.2052039570005,1,6250,244.27392,290.503868750273,1
"hub_anchored","protected","Vitvi02g00056",52,54,23,0,NA,338.656672932331,NA,4,116.5,83.1117834073636,0.199004975124378,4,272.5,289.087957385556,0.626865671641791
"hub_anchored","protected","Vitvi02g00086",83,92,54,2,566,330.185634296459,0.0151515151515152,28,101.5,86.0477364795512,0.293532338308458,28,384.928571428571,286.903427936747,0.00995024875621891
"hub_anchored","protected","Vitvi02g00429",469,448,388,370,375.345945945946,351.372500318086,0.169154228855721,3366,119.655971479501,84.0404451810603,0.00497512437810945,3366,311.341057635175,289.468937543945,0.054726368159204
"hub_anchored","protected","Vitvi02g00446",366,344,290,142,443.056338028169,348.091169151929,0.00497512437810945,1142,70.353765323993,83.2138972480946,0.835820895522388,1142,306.54465849387,288.083500130173,0.0945273631840796
"hub_anchored","protected","Vitvi02g01355",308,344,229,36,412.222222222222,348.091169151929,0.0199004975124378,526,82.787072243346,83.2138972480946,0.482587064676617,526,290.368821292776,288.083500130173,0.422885572139304
"hub_anchored","protected","Vitvi02g01360",20,19,16,0,NA,307.826086956522,NA,2,99,77.4408630328442,0.325,2,274,277.562136867326,0.43125
"hub_anchored","protected","Vitvi02g04106",424,448,338,298,409.885906040268,351.372500318086,0.0199004975124378,2744,123.380466472303,84.0404451810603,0.00497512437810945,2744,325.617346938775,289.468937543945,0.00995024875621891
"hub_anchored","protected","Vitvi03g00318",3,3,2,0,NA,351,NA,0,NA,95.4285714285714,NA,0,NA,311.428571428571,NA
"hub_anchored","protected","Vitvi03g00692",402,448,325,34,356.235294117647,351.372500318086,0.388059701492537,1022,50.8982387475538,84.0404451810603,1,1022,265.103718199609,289.468937543945,0.995024875621891
"hub_anchored","protected","Vitvi03g00752",66,71,20,0,NA,357.577000616919,NA,4,0,82.4974689396933,1,4,158,286.508573033137,1
"hub_anchored","protected","Vitvi03g01258",43,42,16,0,NA,347.684413580247,NA,0,NA,78.4171053940454,NA,0,NA,281.000825939103,NA
"hub_anchored","protected","Vitvi03g01809",88,92,36,0,NA,330.185634296459,NA,8,90.75,86.0477364795512,0.398009950248756,8,203.25,286.903427936747,1
"hub_anchored","protected","Vitvi03g04266",72,71,30,0,NA,357.577000616919,NA,18,40.2222222222222,82.4974689396933,0.925373134328358,18,234.777777777778,286.508573033137,0.890547263681592
"hub_anchored","protected","Vitvi03g04466",25,25,7,0,NA,329.83,NA,0,NA,80.3537652316819,NA,0,NA,282.967302388969,NA
"hub_anchored","protected","Vitvi04g00017",74,71,48,0,NA,357.577000616919,NA,12,7.16666666666667,82.4974689396933,1,12,194,286.508573033137,1
"hub_anchored","protected","Vitvi04g01254",30,32,13,0,NA,359.213003663004,NA,2,240,81.6212033011656,0.03,2,243,284.404831147356,0.65
"hub_anchored","protected","Vitvi04g01325",44,42,23,2,893,347.684413580247,0.018348623853211,12,249.666666666667,78.4171053940454,0.015,12,430.166666666667,281.000825939103,0.005
"hub_anchored","protected","Vitvi04g01375",41,42,18,0,NA,347.684413580247,NA,4,287,78.4171053940454,0.005,4,319.5,281.000825939103,0.28
"hub_anchored","protected","Vitvi04g01550",799,759,661,962,394.130977130977,350.836072964527,0.0149253731343284,9044,127.94427244582,85.1665906088633,0.00497512437810945,9044,315.66032728881,289.798024284509,0.00497512437810945
"hub_anchored","protected","Vitvi04g01555",59,54,24,0,NA,338.656672932331,NA,0,NA,83.1117834073636,NA,0,NA,289.087957385556,NA
"hub_anchored","protected","Vitvi04g01887",309,344,247,90,424.088888888889,348.091169151929,0.0199004975124378,892,84.3094170403587,83.2138972480946,0.447761194029851,892,308.116591928251,288.083500130173,0.0945273631840796
"hub_anchored","protected","Vitvi04g02114",25,25,22,0,NA,329.83,NA,0,NA,80.3537652316819,NA,0,NA,282.967302388969,NA
"hub_anchored","protected","Vitvi04g04009",87,92,40,0,NA,330.185634296459,NA,12,63.8333333333333,86.0477364795512,0.741293532338308,12,276.333333333333,286.903427936747,0.626865671641791
"hub_anchored","protected","Vitvi04g04010",52,54,23,0,NA,338.656672932331,NA,12,106.333333333333,83.1117834073636,0.263681592039801,12,206.666666666667,289.087957385556,0.965174129353234
"hub_anchored","protected","Vitvi04g04011",60,54,29,2,405,338.656672932331,0.215686274509804,18,110.555555555556,83.1117834073636,0.223880597014925,18,248.222222222222,289.087957385556,0.825870646766169
"hub_anchored","protected","Vitvi04g04029",15,15,3,0,NA,388.722222222222,NA,0,NA,85.8698717948718,NA,0,NA,286.36217948718,NA
"hub_anchored","protected","Vitvi05g00028",187,203,163,58,467.172413793103,350.127770229196,0.0199004975124378,682,125.281524926686,84.2859398615658,0.0248756218905473,682,338.076246334311,289.294846688071,0.0149253731343284
"hub_anchored","protected","Vitvi05g00108",353,344,287,144,418.222222222222,348.091169151929,0.0199004975124378,1374,117.372634643377,83.2138972480946,0.00995024875621891,1374,305.055312954876,288.083500130173,0.109452736318408
"hub_anchored","protected","Vitvi05g00145",62,54,50,6,556.666666666667,338.656672932331,0.0980392156862745,64,88.1875,83.1117834073636,0.398009950248756,64,329.90625,289.087957385556,0.189054726368159
"hub_anchored","protected","Vitvi05g00726",51,54,40,0,NA,338.656672932331,NA,18,56.3333333333333,83.1117834073636,0.691542288557214,18,246,289.087957385556,0.845771144278607
"hub_anchored","protected","Vitvi05g01400",57,54,29,2,540,338.656672932331,0.124183006535948,4,21,83.1117834073636,0.955223880597015,4,347.5,289.087957385556,0.114427860696517
"hub_anchored","protected","Vitvi05g01579",72,71,22,0,NA,357.577000616919,NA,2,0,82.4974689396933,1,2,281,286.508573033137,0.532338308457711
"hub_anchored","protected","Vitvi05g01674",104,92,85,12,460.5,330.185634296459,0.111111111111111,146,66.6027397260274,86.0477364795512,0.711442786069652,146,268.178082191781,286.903427936747,0.706467661691542
"hub_anchored","protected","Vitvi05g04232",34,32,17,0,NA,359.213003663004,NA,6,213.666666666667,81.6212033011656,0.03,6,270.666666666667,284.404831147356,0.465
"hub_anchored","protected","Vitvi06g01410",97,92,76,0,NA,330.185634296459,NA,20,58.2,86.0477364795512,0.800995024875622,20,243.5,286.903427936747,0.925373134328358
"hub_anchored","protected","Vitvi06g01618",104,92,50,0,NA,330.185634296459,NA,22,163.545454545455,86.0477364795512,0.0248756218905473,22,238.454545454545,286.903427936747,0.940298507462687
"hub_anchored","protected","Vitvi06g04121",71,71,36,2,151,357.577000616919,0.994565217391304,26,195.153846153846,82.4974689396933,0.00995024875621891,26,270.230769230769,286.508573033137,0.631840796019901
"hub_anchored","protected","Vitvi07g00283",34,32,26,2,172,359.213003663004,0.923913043478261,6,16,81.6212033011656,0.9,6,269.666666666667,284.404831147356,0.475
"hub_anchored","protected","Vitvi07g00523",584,583,477,500,389.188,351.408902971471,0.0348258706467662,4958,131.325534489714,85.9986014018406,0.00497512437810945,4958,314.672851956434,291.103023847867,0.0248756218905473
"hub_anchored","protected","Vitvi07g01267",686,759,553,160,311.275,350.836072964527,0.985074626865672,2832,37.6024011299435,85.1665906088633,1,2832,239.554378531073,289.798024284509,1
"hub_anchored","protected","Vitvi07g01315",91,92,34,0,NA,330.185634296459,NA,6,79.3333333333333,86.0477364795512,0.512437810945274,6,175.333333333333,286.903427936747,1
"hub_anchored","protected","Vitvi07g01342",315,344,236,340,539.029411764706,348.091169151929,0.00497512437810945,1138,115.521968365554,83.2138972480946,0.00995024875621891,1138,398.425307557118,288.083500130173,0.00497512437810945
"hub_anchored","protected","Vitvi07g01407",54,54,40,0,NA,338.656672932331,NA,8,120.25,83.1117834073636,0.17910447761194,8,266.75,289.087957385556,0.676616915422886
"hub_anchored","protected","Vitvi07g01718",56,54,20,0,NA,338.656672932331,NA,4,0,83.1117834073636,1,4,172.5,289.087957385556,1
"hub_anchored","protected","Vitvi07g01719",39,42,18,0,NA,347.684413580247,NA,2,0,78.4171053940454,1,2,192,281.000825939103,0.97
"hub_anchored","protected","Vitvi07g02832",142,156,72,10,361.6,341.294104189601,0.343283582089552,60,40.0666666666667,82.6083119625857,0.995024875621891,60,393.7,284.317467360485,0.00497512437810945
"hub_anchored","protected","Vitvi07g03086",100,92,42,2,270,330.185634296459,0.707070707070707,36,171.944444444444,86.0477364795512,0.0149253731343284,36,274,286.903427936747,0.63681592039801
"hub_anchored","protected","Vitvi08g00957",23,25,19,0,NA,329.83,NA,12,79.3333333333333,80.3537652316819,0.425414364640884,12,226.666666666667,282.967302388969,0.718232044198895
"hub_anchored","protected","Vitvi08g01333",51,54,23,4,194,338.656672932331,0.92156862745098,20,79.3,83.1117834073636,0.487562189054726,20,249.6,289.087957385556,0.82089552238806
"hub_anchored","protected","Vitvi08g01617",36,32,19,2,330,359.213003663004,0.434782608695652,4,49.5,81.6212033011656,0.62,4,297.5,284.404831147356,0.345
"hub_anchored","protected","Vitvi08g01846",16,15,11,0,NA,388.722222222222,NA,2,49,85.8698717948718,0.557251908396947,2,218,286.36217948718,0.618320610687023
"hub_anchored","protected","Vitvi08g01897",33,32,26,0,NA,359.213003663004,NA,2,44,81.6212033011656,0.695,2,184,284.404831147356,0.92
"hub_anchored","protected","Vitvi08g02218",79,71,36,0,NA,357.577000616919,NA,18,61.1111111111111,82.4974689396933,0.716417910447761,18,191.777777777778,286.508573033137,1
"hub_anchored","protected","Vitvi08g02288",60,54,28,0,NA,338.656672932331,NA,8,97,83.1117834073636,0.308457711442786,8,215.5,289.087957385556,0.940298507462687
"hub_anchored","protected","Vitvi09g00419",98,92,41,2,293,330.185634296459,0.611111111111111,12,60.5,86.0477364795512,0.776119402985075,12,251.333333333333,286.903427936747,0.855721393034826
"hub_anchored","protected","Vitvi09g00867",74,71,33,0,NA,357.577000616919,NA,10,43.2,82.4974689396933,0.895522388059702,10,291.6,286.508573033137,0.417910447761194
"hub_anchored","protected","Vitvi09g01646",8,7,3,0,NA,403,NA,0,NA,74.3455284552846,NA,0,NA,314.008130081301,NA
"hub_anchored","protected","Vitvi09g01698",24,25,7,0,NA,329.83,NA,2,290,80.3537652316819,0.0220994475138122,2,306,282.967302388969,0.314917127071823
"hub_anchored","protected","Vitvi09g04280",53,54,24,2,151,338.656672932331,0.993464052287582,8,39.75,83.1117834073636,0.870646766169154,8,260.75,289.087957385556,0.716417910447761
"hub_anchored","protected","Vitvi09g04564",89,92,30,0,NA,330.185634296459,NA,26,55.8461538461538,86.0477364795512,0.810945273631841,26,262.384615384615,286.903427936747,0.776119402985075
"hub_anchored","protected","Vitvi10g00984",80,71,29,0,NA,357.577000616919,NA,4,79.5,82.4974689396933,0.447761194029851,4,160,286.508573033137,1
"hub_anchored","protected","Vitvi10g01812",309,344,243,42,285.666666666667,348.091169151929,0.980099502487562,672,67.6190476190476,83.2138972480946,0.890547263681592,672,291.47619047619,288.083500130173,0.368159203980099
"hub_anchored","protected","Vitvi10g04044",77,71,34,2,154,357.577000616919,0.989130434782609,10,188.8,82.4974689396933,0.0149253731343284,10,236,286.508573033137,0.885572139303483
"hub_anchored","protected","Vitvi10g04085",37,32,30,2,214,359.213003663004,0.815217391304348,6,14.3333333333333,81.6212033011656,0.915,6,336,284.404831147356,0.23
"hub_anchored","protected","Vitvi10g04282",41,42,30,0,NA,347.684413580247,NA,2,0,78.4171053940454,1,2,201,281.000825939103,0.945
"hub_anchored","protected","Vitvi10g04504",102,92,46,0,NA,330.185634296459,NA,10,56.4,86.0477364795512,0.810945273631841,10,201,286.903427936747,1
"hub_anchored","protected","Vitvi11g00075",221,203,170,28,312.071428571429,350.127770229196,0.800995024875622,336,64.6190476190476,84.2859398615658,0.880597014925373,336,275.166666666667,289.294846688071,0.796019900497512
"hub_anchored","protected","Vitvi11g00217",128,120,60,0,NA,347.876205335917,NA,10,59.8,83.9709386086409,0.850746268656716,10,235.4,286.379146520562,1
"hub_anchored","protected","Vitvi11g00285",253,265,196,0,NA,345.666798066866,NA,208,31.1826923076923,83.0089354248649,1,208,199.048076923077,288.789493550338,1
"hub_anchored","protected","Vitvi11g00286",189,203,127,0,NA,350.127770229196,NA,96,71.625,84.2859398615658,0.756218905472637,96,278.479166666667,289.294846688071,0.701492537313433
"hub_anchored","protected","Vitvi11g01637",29,32,12,0,NA,359.213003663004,NA,0,NA,81.6212033011656,NA,0,NA,284.404831147356,NA
"hub_anchored","protected","Vitvi12g00368",60,54,32,0,NA,338.656672932331,NA,0,NA,83.1117834073636,NA,0,NA,289.087957385556,NA
"hub_anchored","protected","Vitvi12g01881",126,120,109,14,405.142857142857,347.876205335917,0.19,164,68.0731707317073,83.9709386086409,0.73134328358209,164,286.731707317073,286.379146520562,0.45771144278607
"hub_anchored","protected","Vitvi12g01882",47,42,45,2,183,347.684413580247,0.908256880733945,32,32.5625,78.4171053940454,0.825,32,265.625,281.000825939103,0.56
"hub_anchored","protected","Vitvi12g01921",53,54,14,0,NA,338.656672932331,NA,2,0,83.1117834073636,1,2,281,289.087957385556,0.502487562189055
"hub_anchored","protected","Vitvi12g02011",45,42,19,0,NA,347.684413580247,NA,2,75,78.4171053940454,0.445,2,176,281.000825939103,0.985
"hub_anchored","protected","Vitvi12g04108",96,92,42,0,NA,330.185634296459,NA,18,50.7777777777778,86.0477364795512,0.875621890547264,18,227.444444444444,286.903427936747,0.970149253731343
"hub_anchored","protected","Vitvi12g04404",96,92,41,2,293,330.185634296459,0.611111111111111,12,60.5,86.0477364795512,0.776119402985075,12,251.333333333333,286.903427936747,0.855721393034826
"hub_anchored","protected","Vitvi12g04463",63,71,26,0,NA,357.577000616919,NA,4,37.5,82.4974689396933,0.945273631840796,4,171.5,286.508573033137,1
"hub_anchored","protected","Vitvi12g04498",55,54,16,0,NA,338.656672932331,NA,0,NA,83.1117834073636,NA,0,NA,289.087957385556,NA
"hub_anchored","protected","Vitvi12g04515",31,32,9,0,NA,359.213003663004,NA,0,NA,81.6212033011656,NA,0,NA,284.404831147356,NA
"hub_anchored","protected","Vitvi12g04543",67,71,20,0,NA,357.577000616919,NA,14,180.285714285714,82.4974689396933,0.0199004975124378,14,261.857142857143,286.508573033137,0.691542288557214
"hub_anchored","protected","Vitvi12g04545",53,54,19,0,NA,338.656672932331,NA,0,NA,83.1117834073636,NA,0,NA,289.087957385556,NA
"hub_anchored","protected","Vitvi12g04595",31,32,13,0,NA,359.213003663004,NA,4,79.5,81.6212033011656,0.405,4,308,284.404831147356,0.32
"hub_anchored","protected","Vitvi12g04598",79,71,36,2,293,357.577000616919,0.66304347826087,10,72.6,82.4974689396933,0.557213930348259,10,270.8,286.508573033137,0.631840796019901
"hub_anchored","protected","Vitvi12g04607",85,92,33,0,NA,330.185634296459,NA,6,79,86.0477364795512,0.527363184079602,6,186,286.903427936747,1
"hub_anchored","protected","Vitvi13g00551",84,92,44,0,NA,330.185634296459,NA,6,0,86.0477364795512,1,6,213.666666666667,286.903427936747,0.990049751243781
"hub_anchored","protected","Vitvi13g01098",433,448,352,166,391.096385542169,351.372500318086,0.0796019900497512,2006,82.8683948155533,84.0404451810603,0.537313432835821,2006,299.356929212363,289.468937543945,0.213930348258706
"hub_anchored","protected","Vitvi13g01468",113,120,50,0,NA,347.876205335917,NA,16,152.875,83.9709386086409,0.0149253731343284,16,215.875,286.379146520562,1
"hub_anchored","protected","Vitvi13g01608",30,32,16,2,151,359.213003663004,1,4,0,81.6212033011656,1,4,357.5,284.404831147356,0.19
"hub_anchored","protected","Vitvi13g01616",50,54,18,0,NA,338.656672932331,NA,6,53,83.1117834073636,0.741293532338308,6,258.333333333333,289.087957385556,0.751243781094527
"hub_anchored","protected","Vitvi13g01638",60,54,26,6,310.333333333333,338.656672932331,0.477124183006536,24,86.5,83.1117834073636,0.412935323383085,24,294.166666666667,289.087957385556,0.388059701492537
"hub_anchored","protected","Vitvi13g01984",52,54,27,2,151,338.656672932331,0.993464052287582,14,113.857142857143,83.1117834073636,0.208955223880597,14,175.714285714286,289.087957385556,1
"hub_anchored","protected","Vitvi13g02083",91,92,43,0,NA,330.185634296459,NA,18,168.888888888889,86.0477364795512,0.0149253731343284,18,244.888888888889,286.903427936747,0.915422885572139
"hub_anchored","protected","Vitvi13g02285",68,71,31,2,540,357.577000616919,0.114130434782609,4,21.5,82.4974689396933,1,4,414,286.508573033137,0.0199004975124378
"hub_anchored","protected","Vitvi13g04289",100,92,44,0,NA,330.185634296459,NA,14,159.142857142857,86.0477364795512,0.0298507462686567,14,222.428571428571,286.903427936747,0.985074626865672
"hub_anchored","protected","Vitvi13g04528",128,120,53,0,NA,347.876205335917,NA,22,139.727272727273,83.9709386086409,0.0149253731343284,22,214.454545454545,286.379146520562,1
"hub_anchored","protected","Vitvi13g04529",117,120,50,0,NA,347.876205335917,NA,18,160.555555555556,83.9709386086409,0.0149253731343284,18,216.555555555556,286.379146520562,1
"hub_anchored","protected","Vitvi13g04540",58,54,21,2,154,338.656672932331,0.993464052287582,4,0,83.1117834073636,1,4,220,289.087957385556,0.930348258706468
"hub_anchored","protected","Vitvi13g04677",46,42,19,2,375,347.684413580247,0.339449541284404,10,40.4,78.4171053940454,0.78,10,294.2,281.000825939103,0.36
"hub_anchored","protected","Vitvi13g04698",69,71,36,0,NA,357.577000616919,NA,12,107.666666666667,82.4974689396933,0.18407960199005,12,245.833333333333,286.508573033137,0.840796019900497
"hub_anchored","protected","Vitvi13g04706",86,92,31,0,NA,330.185634296459,NA,8,39.75,86.0477364795512,0.965174129353234,8,235,286.903427936747,0.940298507462687
"hub_anchored","protected","Vitvi14g00679",683,759,551,134,357.492537313433,350.836072964527,0.358208955223881,3194,61.5341264871634,85.1665906088633,1,3194,259.372573575454,289.798024284509,1
"hub_anchored","protected","Vitvi14g01926",6,5,6,0,NA,300.5,NA,0,NA,72.6875,NA,0,NA,270.041666666667,NA
"hub_anchored","protected","Vitvi14g02663",74,71,34,0,NA,357.577000616919,NA,14,55.1428571428571,82.4974689396933,0.800995024875622,14,304.285714285714,286.508573033137,0.27363184079602
"hub_anchored","protected","Vitvi14g04416",30,32,9,0,NA,359.213003663004,NA,0,NA,81.6212033011656,NA,0,NA,284.404831147356,NA
"hub_anchored","protected","Vitvi16g00160",36,32,11,0,NA,359.213003663004,NA,4,79.5,81.6212033011656,0.405,4,175,284.404831147356,0.945
"hub_anchored","protected","Vitvi16g00901",6,5,3,0,NA,300.5,NA,0,NA,72.6875,NA,0,NA,270.041666666667,NA
"hub_anchored","protected","Vitvi16g04295",535,583,400,68,293.5,351.408902971471,1,1610,45.5490683229814,85.9986014018406,1,1610,253.72298136646,291.103023847867,1
"hub_anchored","protected","Vitvi16g04388",103,92,48,0,NA,330.185634296459,NA,20,151.3,86.0477364795512,0.0398009950248756,20,231.1,286.903427936747,0.955223880597015
"hub_anchored","protected","Vitvi16g04448",27,25,11,0,NA,329.83,NA,2,0,80.3537652316819,1,2,179,282.967302388969,0.92817679558011
"hub_anchored","protected","Vitvi17g00339",9,9,7,2,164,386.285714285714,0.933333333333333,6,25,87.6890547263682,0.647058823529412,6,296,316.312189054726,0.367647058823529
"hub_anchored","protected","Vitvi17g00461",44,42,12,0,NA,347.684413580247,NA,0,NA,78.4171053940454,NA,0,NA,281.000825939103,NA
"hub_anchored","protected","Vitvi17g00704",453,448,347,34,341.470588235294,351.372500318086,0.646766169154229,916,53.6200873362445,84.0404451810603,1,916,257.718340611354,289.468937543945,1
"hub_anchored","protected","Vitvi17g00936",652,583,536,1010,407.394059405941,351.408902971471,0.00497512437810945,7626,157.44846577498,85.9986014018406,0.00497512437810945,7626,338.634408602151,291.103023847867,0.00497512437810945
"hub_anchored","protected","Vitvi17g01373",88,92,74,16,532.625,330.185634296459,0.0252525252525253,78,35.5897435897436,86.0477364795512,0.970149253731343,78,307.820512820513,286.903427936747,0.248756218905473
"hub_anchored","protected","Vitvi17g04171",110,120,51,0,NA,347.876205335917,NA,26,134.307692307692,83.9709386086409,0.0248756218905473,26,246,286.379146520562,0.960199004975124
"hub_anchored","protected","Vitvi18g00174",81,71,34,0,NA,357.577000616919,NA,2,0,82.4974689396933,1,2,151,286.508573033137,1
"hub_anchored","protected","Vitvi18g00191",41,42,21,0,NA,347.684413580247,NA,10,22.4,78.4171053940454,0.91,10,268,281.000825939103,0.545
"hub_anchored","protected","Vitvi18g00462",70,71,37,0,NA,357.577000616919,NA,4,99.5,82.4974689396933,0.238805970149254,4,276.5,286.508573033137,0.572139303482587
"hub_anchored","protected","Vitvi18g00473",127,120,98,10,150,347.876205335917,1,138,85.9565217391304,83.9709386086409,0.45273631840796,138,252.231884057971,286.379146520562,0.915422885572139
"hub_anchored","protected","Vitvi18g02825",11,11,3,0,NA,314.75,NA,0,NA,104.15,NA,0,NA,304.997222222222,NA
"hub_anchored","protected","Vitvi19g00270",670,583,546,644,417.267080745342,351.408902971471,0.00497512437810945,6320,131.528164556962,85.9986014018406,0.00497512437810945,6320,320.063291139241,291.103023847867,0.00995024875621891
"hub_anchored","protected","Vitvi19g00476",65,71,27,2,151,357.577000616919,0.994565217391304,12,35.8333333333333,82.4974689396933,0.955223880597015,12,229.833333333333,286.508573033137,0.930348258706468
"hub_anchored","protected","Vitvi19g00709",68,71,35,0,NA,357.577000616919,NA,12,132.833333333333,82.4974689396933,0.104477611940299,12,160.333333333333,286.508573033137,1
"hub_anchored","protected","Vitvi19g01484",505,448,421,438,419.538812785388,351.372500318086,0.00995024875621891,4142,147.0236600676,84.0404451810603,0.00497512437810945,4142,328.440366972477,289.468937543945,0.00995024875621891
"hub_anchored","protected","Vitvi19g01610",103,92,45,2,151,330.185634296459,1,36,144,86.0477364795512,0.0497512437810945,36,241.944444444444,286.903427936747,0.930348258706468
"hub_anchored","protected","Vitvi19g01612",72,71,28,2,151,357.577000616919,0.994565217391304,18,88.5555555555556,82.4974689396933,0.353233830845771,18,205.888888888889,286.508573033137,0.995024875621891
"hub_anchored","protected","Vitvi19g01720",98,92,44,0,NA,330.185634296459,NA,22,45.9090909090909,86.0477364795512,0.90547263681592,22,218.727272727273,286.903427936747,0.985074626865672
"hub_anchored","protected","Vitvi19g01790",78,71,40,0,NA,357.577000616919,NA,6,39,82.4974689396933,0.930348258706468,6,178.666666666667,286.508573033137,1
"hub_anchored","protected","Vitvi19g04259",123,120,49,6,286.666666666667,347.876205335917,0.76,36,77.3888888888889,83.9709386086409,0.557213930348259,36,319.277777777778,286.379146520562,0.0995024875621891
"hub_anchored","protected","Vitvi19g04530",90,92,40,0,NA,330.185634296459,NA,18,93.8888888888889,86.0477364795512,0.373134328358209,18,243.555555555556,286.903427936747,0.925373134328358
"hub_anchored","protected","Vitvi19g04572",90,92,42,2,151,330.185634296459,1,34,149.235294117647,86.0477364795512,0.0398009950248756,34,246.235294117647,286.903427936747,0.90547263681592
"WGCNA","unprotected","salmon",387,344,216,56,287.285714285714,348.091169151929,0.980099502487562,544,68.2095588235294,83.2138972480946,0.865671641791045,544,272.584558823529,288.083500130173,0.880597014925373
"WGCNA","unprotected","brown",1288,1286,926,2094,363.100286532951,351.375367160908,0.169154228855721,20110,105.122526106415,84.8469624758338,0.00995024875621891,20110,306.362605668821,290.022841792367,0.0199004975124378
"WGCNA","unprotected","magenta",496,448,247,42,309.238095238095,351.372500318086,0.960199004975124,554,82.4873646209386,84.0404451810603,0.54228855721393,554,263.227436823105,289.468937543945,1
"WGCNA","unprotected","turquoise",6249,6249,4508,15810,340.30449082859,351.98922367268,0.995024875621891,204748,64.2270107644519,84.8636891001297,1,204748,270.288608435736,289.871629408802,1
"WGCNA","unprotected","greenyellow",407,448,327,312,436.179487179487,351.372500318086,0.00497512437810945,1894,65.5131995776135,84.0404451810603,0.955223880597015,1894,328.049630411827,289.468937543945,0.00995024875621891
"WGCNA","unprotected","royalblue",264,265,194,252,541.642857142857,345.666798066866,0.00497512437810945,952,144.689075630252,83.0089354248649,0.00497512437810945,952,377.504201680672,288.789493550338,0.00497512437810945
"WGCNA","unprotected","tan",404,448,257,4,154,351.372500318086,1,512,97.25390625,84.0404451810603,0.139303482587065,512,255.5859375,289.468937543945,1
