"gene","module_size","spearman_rho","pvalue","padj_bonferroni","padj_BH","selected_bonferroni"
"Vitvi09g00293",9,0.437672562033847,0.00759614356666715,1,0.00985496987058472,FALSE
"Vitvi09g00301",1281,-0.39182592248032,0.0181099832764267,1,0.0214564969610922,FALSE
"Vitvi09g00303",24,0.645746403000758,2.10820008752171e-05,0.14219809590334,5.83018023383926e-05,FALSE
"Vitvi09g00307",4,0.449874207292219,0.00590725996608226,1,0.00783877011041214,FALSE
"Vitvi09g00308",57,-0.478898349698169,0.00312849885508842,1,0.00453410502311375,FALSE
"Vitvi09g00311",1365,-0.725588629880729,5.53108756705168e-07,0.00373071856397636,2.31147370754421e-06,TRUE
"Vitvi09g00314",1371,-0.478898349698169,0.00312849885508842,1,0.00453410502311375,FALSE
"Vitvi09g00323",613,-0.745986927832182,1.77160876753437e-07,0.00119495011370193,9.07327345255831e-07,TRUE
"Vitvi09g00333",49,0.279823441300328,0.0983522347340232,1,0.104750643183481,FALSE
"Vitvi09g00334",4,-0.668887432540332,8.21576561896632e-06,0.0554153390999278,2.53733237637032e-05,FALSE
"Vitvi09g00335",18,0.130608640826773,0.447699103241463,1,0.453276861507606,FALSE
"Vitvi09g00336",349,-0.631396482934074,3.63959573998368e-05,0.245490732661899,9.35559194595666e-05,FALSE
"Vitvi09g00340",847,-0.815136371687158,1.42497213795173e-09,9.6114370704844e-06,2.13239146083458e-08,TRUE
"Vitvi09g00350",1559,-0.814115601609632,1.55170655744904e-09,1.04662607299938e-05,2.1579919030915e-08,TRUE
"Vitvi09g00352",1688,-0.631396482934074,3.63959573998368e-05,0.245490732661899,9.35559194595666e-05,FALSE
"Vitvi09g00356",507,-0.525199272499759,0.00100563707404638,1,0.00173434468535996,FALSE
"Vitvi09g00359",28,-0.440199493156902,0.00721598030084795,1,0.00939972713967158,FALSE
"Vitvi09g00361",95,-0.495072242300581,0.00214236521236232,1,0.00347612541673895,FALSE
"Vitvi09g00372",1222,-0.850602307891857,5.09271888776356e-11,3.43503888979652e-07,1.86686896184594e-09,TRUE
"Vitvi09g00373",1759,-0.751276489993108,1.29581405736025e-07,0.000874026581689488,7.28270458125407e-07,TRUE
"Vitvi09g00377",422,0.478898349698169,0.00312849885508842,1,0.00453410502311375,FALSE
"Vitvi09g00378",195,0.478898349698169,0.00312849885508842,1,0.00453410502311375,FALSE
"Vitvi09g00384",35,-0.750289519408583,1.37448227308175e-07,0.000927088293193644,7.28270458125407e-07,TRUE
