"gene","module_size","spearman_rho","pvalue","padj_bonferroni","padj_BH","selected_bonferroni"
"Vitvi00g04747",26,-0.714710298520184,9.75165171487901e-07,0.00686126214658887,3.6054977123431e-06,TRUE
"Vitvi00g04748",950,-0.775015709937128,2.877549264785e-08,0.000202464366270273,2.03073587031367e-07,TRUE
"Vitvi00g04752",66,-0.816811769737353,1.23759826433008e-09,8.70774138782648e-06,1.26935005653447e-08,TRUE
"Vitvi00g04763",76,-0.861011812544602,1.62270868075849e-11,1.14173782778167e-07,4.9857547064702e-10,TRUE
"Vitvi00g04765",334,0.285404066991838,0.0915479263669639,1,0.0970661859430317,FALSE
"Vitvi00g04799",192,-0.715801337822652,9.22331580427716e-07,0.00648952499988941,3.42816957204934e-06,TRUE
"Vitvi00g04812",35,0.72100171972297,7.04759400618664e-07,0.00495868714275292,2.69347481952905e-06,TRUE
"Vitvi00g04817",7,0.330048161533721,0.049312508098681,1,0.053851126335918,FALSE
"Vitvi00g04822",566,0.411175350750953,0.0127285678576514,1,0.0152881876829012,FALSE
"Vitvi00g04823",15,0.453878845074328,0.00542856662126948,1,0.00703025855830151,FALSE
"Vitvi00g04837",3,0.101584498420824,0.555509279837126,1,0.560367497194841,FALSE
"Vitvi00g04849",48,0.478898349698169,0.00312849885508842,1,0.00423472834636439,FALSE
"Vitvi00g04860",983,-0.517435182162141,0.00123020463625639,1,0.00201765030785547,FALSE
"Vitvi00g04867",4,0.700887740352874,1.9332321858187e-06,0.0136022216594204,6.46493424877393e-06,TRUE
"Vitvi00g04868",25,0.737939074644656,2.81075640112032e-07,0.00197764820382825,1.20661879428203e-06,TRUE
"Vitvi00g04869",12,-0.56089242694149,0.000373148624783426,1,0.000680350796573253,FALSE
"Vitvi00g04874",30,-0.401500636615636,0.0152203400780548,1,0.017965158998355,FALSE
"Vitvi01g00002",1423,-0.884224678378342,8.74713631353133e-13,6.15448511020064e-09,8.4308015208228e-11,TRUE
"Vitvi01g00012",81,-0.478898349698169,0.00312849885508842,1,0.00423472834636439,FALSE
"Vitvi01g00025",461,0.478898349698169,0.00312849885508842,1,0.00423472834636439,FALSE
"Vitvi01g00033",364,-0.411175350750953,0.0127285678576514,1,0.0152881876829012,FALSE
