"PC1","PC2","PC3","PC4","PC5","PC6","sampleID","genotype","timepoint"
-78.2830636351106,-45.0385876527121,32.0277474568576,6.32852664222495,-24.6176770154577,20.5566142964177,"Rpv12.0.A","Rpv12","0"
2.32540492892894,-29.1587212250383,25.1250995522769,12.8689765389729,1.60783329894713,21.0170091569463,"Rpv12.6.A","Rpv12","6"
-40.5781317060952,3.74006051449269,11.8401661213448,-44.659662315327,38.740253331499,-4.66502337820533,"Rpv12.24.A","Rpv12","24"
-72.2779233562494,-18.498029035733,-44.9394158508379,14.7125165516019,0.303610630903539,-8.05723524731113,"Rpv12.1.0.A","Rpv12+1","0"
43.1395418270313,1.79391868423742,-38.2539512071571,-0.899465405592848,-4.30202108289221,13.4307479023276,"Rpv12.1.6.A","Rpv12+1","6"
-46.0867671662365,-7.44696996954371,-36.210623410506,-4.88898476971449,1.16164838775864,-15.1060153385585,"Rpv12.1.24.A","Rpv12+1","24"
57.0123452162795,-19.6603220021924,14.5069716371792,1.53430676896809,-3.91662289396036,-24.8579628507804,"Rpv12.1.3.0.A","Rpv12+1+3","0"
52.9995245017454,-19.0830012516139,12.9196789988146,3.73386100667392,-3.98491747583758,-37.1136766890389,"Rpv12.1.3.6.A","Rpv12+1+3","6"
46.4723492472399,-18.2530198512183,7.21946676349908,26.8516562860404,11.3323036561725,9.02380411716969,"Rpv12.1.3.24.A","Rpv12+1+3","24"
-29.886122683966,39.7472131022125,8.36491799827575,-6.82748910239883,-24.2447511935007,-5.20594862654959,"Susceptible.0.A","Susceptible","0"
-28.8918165842969,38.2579101253092,5.83536337568334,-10.5314362392724,-28.2983193324758,-6.57732178696602,"Susceptible.6.A","Susceptible","6"
31.5440106246688,56.0817096290959,15.5629587971869,49.3498132540162,30.2778841591113,12.2619291775649,"Susceptible.24.A","Susceptible","24"
-78.2104345610236,-48.9569617834124,35.5439738501484,9.88945445417573,-10.4993067027128,15.5207867075787,"Rpv12.0.B","Rpv12","0"
41.5660716859812,-5.44336166052423,15.2564964640906,-25.0717524008761,-1.09962854770333,31.3974476192651,"Rpv12.6.B","Rpv12","6"
-38.9844928184854,2.06208365385623,15.1742481465348,-44.8306172049391,46.2487579191189,-6.63219665862541,"Rpv12.24.B","Rpv12","24"
-64.6799597192546,-19.6456665967452,-46.4307507337323,27.8750759564417,14.0344604213951,-14.0120120826284,"Rpv12.1.0.B","Rpv12+1","0"
40.4850768544188,4.1631069266338,-49.6718331985755,-8.80320807548914,-7.24211901331036,12.9465569859703,"Rpv12.1.6.B","Rpv12+1","6"
40.7236338998973,2.39426284910127,-47.7049458763078,-7.19352194208324,-0.419557511955948,10.5957768542,"Rpv12.1.24.B","Rpv12+1","24"
62.8639456654405,-19.9073113423202,15.8465408535368,-4.96823005466145,-3.65908316451421,-14.581219849551,"Rpv12.1.3.0.B","Rpv12+1+3","0"
58.8731365965237,-15.7443677206527,11.4013553230239,-4.32730221396332,-11.0169763328976,-14.5422888835776,"Rpv12.1.3.6.B","Rpv12+1+3","6"
44.6219309978691,-18.9569811757824,7.64619516365232,27.7358249937325,15.3434983171827,7.56115263339196,"Rpv12.1.3.24.B","Rpv12+1+3","24"
22.650717480659,50.7226798821773,11.2226665028331,5.52088446771192,3.40102961375524,30.0811713510738,"Susceptible.0.B","Susceptible","0"
-29.951862953226,37.5548918822784,5.11885560511586,-10.4615778915039,-27.3401086238378,-7.86011145303025,"Susceptible.6.B","Susceptible","6"
-50.2030345007496,42.4771791779801,18.2664649740453,0.514200075100718,-3.58927051945987,-19.4835161915227,"Susceptible.24.B","Susceptible","24"
-81.6255149994554,-47.0447456632348,34.472116413135,11.8747921727514,-12.5698103143319,11.3225759459233,"Rpv12.0.C","Rpv12","0"
24.3191067207556,-1.21740074071955,12.8921679299029,-35.952127191478,-2.32321378569907,25.0783987333632,"Rpv12.6.C","Rpv12","6"
-40.1921018229305,2.90188607133085,13.3558224322463,-44.4136183755171,43.8180330061968,-6.20761953634139,"Rpv12.24.C","Rpv12","24"
-48.9809796068802,-15.1974619440713,-48.6713918657522,17.8087207573505,7.67027512460371,-9.11038506984035,"Rpv12.1.0.C","Rpv12+1","0"
2.78043955770711,-4.67877938221058,-47.2395950118399,-7.13464929071583,-7.88331389213174,12.6813430591633,"Rpv12.1.6.C","Rpv12+1","6"
3.51341943018605,-6.09901364461776,-46.2450422480453,-6.23067076260973,-1.47828116565648,11.7635452887576,"Rpv12.1.24.C","Rpv12+1","24"
60.6470985592283,-21.2394335783903,16.5470252006731,2.8519783222687,-0.653931571156566,-28.4462365565688,"Rpv12.1.3.0.C","Rpv12+1+3","0"
120.92058567505,-1.61468860596261,4.06602102469577,-5.72059338407862,-1.87442814276235,7.89898627656415,"Rpv12.1.3.6.C","Rpv12+1+3","6"
56.2621965885837,-18.2970150203051,14.8934633495136,4.80441241128663,-9.09611144048661,-17.4998234576882,"Rpv12.1.3.24.C","Rpv12+1+3","24"
-28.4917596727971,39.4466142478282,11.1609631700118,-6.53878088929591,-21.1550442185034,-6.09309969261568,"Susceptible.0.C","Susceptible","0"
-27.6934965991281,38.7648259800388,5.34755592892109,-11.8022731708696,-30.5093041334682,-5.95071805960662,"Susceptible.6.C","Susceptible","6"
-28.703073672309,41.0734971204282,23.7532463695552,67.0009600210683,27.834210208068,-1.13543469667146,"Susceptible.24.C","Susceptible","24"
