"gene","baseMean","log2FC_MLE","log2FC_apeglm","lfcSE_apeglm","statistic_zero_null","pvalue_zero_null","padj_zero_null","pvalue_threshold_test","padj_threshold_test","FSOS_svalue","DE_primary_threshold_test","DE_zero_null_plus_effect_filter","DE_primary","leading_signal","genotype","timing","contrast"
"Vitvi14g00668",1586.18302192233,7.17828821549638,7.15084006791487,0.272473827040219,26.3254723434808,9.80121200174769e-153,2.3649344439017e-148,5.8043702853369e-114,1.51836522294128e-109,3.54329679310915e-114,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi09g01592",1319.12350099015,5.7892200608262,5.7581803449491,0.266568595777367,21.6531801007695,5.67278496537134e-104,6.84393142147226e-100,4.67483958604578e-72,6.11445643656857e-68,1.20992035499786e-72,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi12g04597",563.172656042939,8.17122110420748,8.09894430377892,0.456428910188518,17.6522510954499,9.77798665487216e-70,7.86443466651368e-66,1.96573323285924e-54,1.71405385461217e-50,5.81836130933056e-56,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi10g01585",2445.40316547127,-4.87961176109481,-4.8438581957576,0.290858989898647,-16.7444428340448,6.21698327195667e-63,3.75023973422606e-59,9.73450153922519e-41,6.3661206441148e-37,0,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi00g04449",431.192404629011,5.8498160520902,5.79246795560951,0.374638196565124,15.5242532854683,2.37755572878118e-54,1.14736084359522e-50,3.30076360501457e-38,1.72689350287152e-34,6.46916844792804e-39,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi18g04646",349.800421484365,4.91586550731213,4.86890800819483,0.321098788947029,15.2047683922027,3.2879153473577e-52,1.3222351569399e-48,4.57495496984763e-34,1.70966067223206e-30,6.54730272826565e-35,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi05g04506",288.555861360031,-5.8220579595076,-5.76346344291452,0.407488665488636,-14.2169722988657,7.1896897478942e-46,2.47828605609913e-42,2.62408014094986e-32,8.58041405088843e-29,0,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi15g01247",1047.70838963293,3.25582734101866,3.22343803212396,0.22855881813426,14.1564880705182,1.70294387919831e-45,5.13629160764699e-42,5.17776311942884e-23,7.96735914359641e-20,6.5252237317211e-24,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi12g04563",250.397708439849,-7.63522742849352,-7.54495974437489,0.545202957368862,-13.9535501768973,2.99326801045803e-44,8.02495153603797e-41,3.84447988580452e-34,1.67612915554601e-30,0,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi01g00271",1013.19590707524,3.99398158279252,3.94698707122843,0.297881631663628,13.5988476183226,4.06792466102114e-42,9.81549541457792e-39,1.05438012475154e-24,1.83876864555837e-21,1.12957815590339e-24,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi18g01980",183.894601017101,5.77120364300879,5.69742007146312,0.424590528683333,13.5182328735337,1.22072974321498e-41,2.67772617945766e-38,2.67605939188223e-29,7.77811529247192e-26,8.94394229086116e-30,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi18g01959",205.744192164665,6.17718414334949,6.0858689255597,0.47012058020563,12.9805567137586,1.57729911733078e-38,3.17155420017286e-35,7.24257007361769e-28,1.57881992129804e-24,8.68353693284928e-29,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi11g00460",434.36046618337,-7.41701605434259,-7.32132147181688,0.574585618195136,-12.8436656852932,9.33475441769971e-38,1.73260222572828e-34,5.48271048872127e-29,1.4342222367446e-25,0,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi18g04660",217.321042314486,5.72202512324829,5.63525024183358,0.449360885116672,12.6145400265373,1.75579778565698e-36,3.02611748357981e-33,1.11632673299404e-25,2.24630700064548e-22,1.59117315180596e-26,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi14g02707",681.35117560579,1.88229945199052,1.8593392270998,0.151649605176978,12.510727907946,6.52237801608784e-36,1.04918972766789e-32,2.25631446943154e-09,5.56820096281695e-07,6.06203007660177e-10,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi03g00610",403.403796088796,2.58173746046445,2.55014972972897,0.211944669047099,12.2974778554197,9.34466212242559e-35,1.40923345220004e-31,2.45628742700807e-14,1.38702567245122e-11,8.40243330727495e-15,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi16g04012",654.824049740443,9.95085560817818,9.76884777124954,0.789451339224038,12.2058792526042,2.89167760943633e-34,4.1043111198876e-31,2.40414720048283e-28,5.71728060158457e-25,3.60367894433173e-30,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi09g02033",194.739291436794,3.95825109551994,3.90052190115142,0.327110755224813,12.0669284512696,1.57919234713136e-33,2.11690734132959e-30,9.54473829835165e-20,1.05569311895203e-16,1.70697176223994e-20,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi00g04737",101.846453234561,-4.54332539957086,-4.47210370084025,0.384909250103174,-11.9227751806301,9.00578539173262e-33,1.14368734587956e-29,7.11967563620308e-21,9.31217974837181e-18,0,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi12g04536",1033.1032665114,1.85345967072861,1.82841288113155,0.157920327068369,11.7709448115661,5.51038792052653e-32,6.64800750671924e-29,2.97747718148222e-08,5.68524274382434e-06,5.8926662909385e-09,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi09g04416",99.6014200168754,4.34588010295859,4.27516143079237,0.371447142279344,11.6668074848471,1.88359798413324e-31,2.16425408376909e-28,1.32654415707645e-19,1.38804274419851e-16,4.18169574390808e-20,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi15g01574",263.535205570998,-7.99344723094571,-7.87401861928662,0.67546016177251,-11.5614017871231,6.46447923554498e-31,7.09006452156658e-28,2.36907227555946e-24,3.8732851035225e-21,0,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi14g02663",1747.02925709077,4.43329529626071,4.36053064850033,0.393554089505438,11.2856615421712,1.54475012655764e-29,1.62057720885692e-26,1.16553398931474e-18,1.17266167794171e-15,3.22305675415438e-19,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi09g01214",1440.24996613048,13.352357703386,13.3963965842504,1.95710385581689,11.0542904819612,2.08982668821247e-28,2.10105950666161e-25,7.55148739835692e-25,1.41099542038299e-21,8.2077215340568e-12,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi06g04250",274.272110948946,-7.62228382685564,-7.49091776005039,0.689252887015738,-10.7550559900399,5.60999405222508e-27,5.41454185944556e-24,4.63571804647429e-21,6.38240780935374e-18,0,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi12g02621",124.136194917438,-7.67505712968569,-7.53539811011546,0.704500808912169,-10.7478106819547,6.06849002173684e-27,5.63179214363416e-24,4.48910452816433e-21,6.38240780935374e-18,0,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi12g02701",606.122514189718,-2.84801070990125,-2.79857179954549,0.263553856229328,-10.7299704288499,7.3619730836663e-27,6.57914994576978e-24,1.67215948758315e-12,7.17082295667012e-10,3.95920625441408e-13,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi12g01939",2171.35288391684,3.90590829396779,3.83159198995602,0.375174975551641,10.4215751283063,1.97652307921652e-25,1.70326876351484e-22,4.47256062124801e-15,2.99994136644171e-12,1.83532422612998e-15,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi01g01990",3253.53670087597,-4.53272181620439,-4.44361513637015,0.442119849367133,-10.4150370143904,2.11715212491647e-25,1.76154357317619e-22,2.38349583098397e-16,1.88938992250635e-13,1.56307649879211e-16,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi19g00339",1138.65266118752,1.49886943883791,1.47629736692947,0.144941627889966,10.3651138911773,3.57332524893626e-25,2.87402549771943e-22,0.000280474137779146,0.0203238863439465,6.07484410876951e-05,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi17g04097",768.224015464982,2.1897299394176,2.15858961337056,0.21812538682395,10.1567334088492,3.09264863239774e-24,2.40717802745565e-21,1.71065968547195e-08,3.55151958033814e-06,4.40439666696327e-09,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
"Vitvi07g04339",331.099305015827,-5.44555962442088,-5.34022678481399,0.538634247743781,-10.1323202259067,3.97112713405399e-24,2.99435395679965e-21,6.60516685059507e-17,5.60363209039977e-14,1.98562576980207e-17,TRUE,TRUE,TRUE,TRUE,"Rpv12+1",6,"Rpv12+1|6"
