"gene","baseMean","log2FC_MLE","log2FC_apeglm","lfcSE_apeglm","statistic_zero_null","pvalue_zero_null","padj_zero_null","pvalue_threshold_test","padj_threshold_test","FSOS_svalue","DE_primary_threshold_test","DE_zero_null_plus_effect_filter","DE_primary","leading_signal","genotype","timing","contrast"
"Vitvi14g00668",1586.18302192233,7.06885305132461,7.04230439132403,0.265713905691098,26.562651181845,1.83447937352741e-155,4.33340717614646e-151,2.04751722870619e-115,5.35610031857253e-111,1.80690686211743e-115,TRUE,TRUE,TRUE,TRUE,"Rpv12",6,"Rpv12|6"
"Vitvi09g01592",1319.12350099015,6.0005619624196,5.97162391846114,0.258952897374331,23.4038869277644,3.90135411014063e-121,4.6078893394871e-117,5.11558007854784e-85,6.69092296373664e-81,3.14703167135533e-83,TRUE,TRUE,TRUE,TRUE,"Rpv12",6,"Rpv12|6"
"Vitvi18g04646",349.800421484365,4.99934168807811,4.95620037846689,0.309811236164714,16.1123814644491,2.08824136624257e-58,1.6442812517794e-54,2.57949660778627e-38,2.24923505876937e-34,1.72890859201394e-38,TRUE,TRUE,TRUE,TRUE,"Rpv12",6,"Rpv12|6"
"Vitvi00g04449",431.192404629011,5.48122094695882,5.42375246900483,0.364173370326376,14.9664585858167,1.21627726192521e-50,7.18272537029936e-47,9.98629918461263e-35,4.35386000617136e-31,3.31357639097648e-35,TRUE,TRUE,TRUE,TRUE,"Rpv12",6,"Rpv12|6"
"Vitvi12g04597",563.172656042939,6.71974733133804,6.63817756089785,0.449181110491057,14.7239166615528,4.52665592579595e-49,2.13857332558304e-45,2.47015668096011e-36,1.29233657234471e-32,2.56991830407454e-37,TRUE,TRUE,TRUE,TRUE,"Rpv12",6,"Rpv12|6"
"Vitvi12g04563",250.397708439849,-7.97554511722889,-7.88957390175069,0.550890522186122,-14.4181405590127,3.97919036451592e-47,1.56660724650992e-43,9.25881698917646e-37,6.05503484049667e-33,0,TRUE,TRUE,TRUE,TRUE,"Rpv12",6,"Rpv12|6"
"Vitvi15g01247",1047.70838963293,3.01561366240219,2.98310881080034,0.220817332329234,13.7070215494331,9.21641466553732e-43,3.11014496041889e-39,2.55499378994423e-20,4.17725515944695e-17,8.99376319971618e-21,TRUE,TRUE,TRUE,TRUE,"Rpv12",6,"Rpv12|6"
"Vitvi13g04706",900.109303159414,-2.58045526447216,-2.55197382532661,0.191333557914384,-13.4332400789011,3.86139619332052e-41,1.14017376098272e-37,9.55993267968361e-17,8.33594263226145e-14,2.49428724855981e-17,TRUE,TRUE,TRUE,TRUE,"Rpv12",6,"Rpv12|6"
"Vitvi18g01959",205.744192164665,6.24583681110555,6.15823408371346,0.461657527869435,13.3757472683751,8.38071684061634e-41,2.19965881343377e-37,1.38493849602443e-29,5.17551515964328e-26,2.75505597564963e-30,TRUE,TRUE,TRUE,TRUE,"Rpv12",6,"Rpv12|6"
"Vitvi03g00610",403.403796088796,2.59068878765656,2.56367882149991,0.20144426392898,12.9821724710471,1.54437021314806e-38,3.64811131749834e-35,7.8644706179022e-16,6.05078490863834e-13,1.9069850687311e-16,TRUE,TRUE,TRUE,TRUE,"Rpv12",6,"Rpv12|6"
"Vitvi14g02707",681.35117560579,1.86163998178067,1.83459590917564,0.144277092271149,12.9743102485317,1.71129917124871e-38,3.67493718393064e-35,9.5654438317843e-10,2.6905639268349e-07,2.7493752756085e-10,TRUE,TRUE,TRUE,TRUE,"Rpv12",6,"Rpv12|6"
"Vitvi00g04737",101.846453234561,-4.70820519324147,-4.64865306537575,0.3644035404908,-12.9280511127618,3.1264359950786e-38,6.15438925631223e-35,1.1906342426538e-24,2.59548342946507e-21,0,TRUE,TRUE,TRUE,TRUE,"Rpv12",6,"Rpv12|6"
