"gene","baseMean","log2FC_MLE","log2FC_apeglm","lfcSE_apeglm","statistic_zero_null","pvalue_zero_null","padj_zero_null","pvalue_threshold_test","padj_threshold_test","FSOS_svalue","DE_primary_threshold_test","DE_zero_null_plus_effect_filter","DE_primary","leading_signal","genotype","timing","contrast"
"Vitvi14g00668",1586.18302192233,7.67651953926935,7.63863112485143,0.321409973302405,23.7317220044164,1.69700532690177e-124,4.00866598320737e-120,5.97178505651435e-95,1.56215925293359e-90,3.68931692703377e-96,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",0,"Rpv12+1+3|0"
"Vitvi09g01592",1319.12350099015,6.02358847884994,5.99135524318084,0.279244219030118,21.5637942579335,3.9302655785066e-103,4.64203667477414e-99,1.30247548370475e-72,1.70357280891163e-68,7.16481416991688e-73,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",0,"Rpv12+1+3|0"
"Vitvi18g04646",349.800421484365,5.67814261152899,5.62472320594163,0.363010194328665,15.6540531441048,3.11718072741578e-55,2.45446810476719e-51,2.33507272067242e-38,1.52707918250174e-34,1.26688825183256e-38,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",0,"Rpv12+1+3|0"
"Vitvi15g01247",1047.70838963293,3.50026954759034,3.47011872762534,0.230989529981952,15.2457484014213,1.75708055519005e-52,1.03764392186748e-48,6.42102462150715e-28,2.09959478842507e-24,3.40649387778871e-28,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",0,"Rpv12+1+3|0"
"Vitvi00g04449",431.192404629011,6.34679259432992,6.27670242414184,0.422740680079233,15.0959485737171,1.72193613903068e-51,8.13511509523654e-48,2.36576639192103e-37,1.23772166092524e-33,3.23349190913319e-37,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",0,"Rpv12+1+3|0"
"Vitvi12g04563",250.397708439849,-7.42263599525487,-7.34779183833662,0.493639441805309,-15.0035425976168,6.96030118017937e-51,2.74027057463662e-47,7.71706985652943e-39,6.72902767923178e-35,0,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",0,"Rpv12+1+3|0"
"Vitvi17g01495",680.194387402857,3.4050908009502,3.36571799278772,0.264418860250854,13.2402556041666,5.13736891437775e-40,1.73364183564902e-36,4.30497528719881e-21,5.36256421608732e-18,1.35191401761222e-20,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",0,"Rpv12+1+3|0"
"Vitvi03g00610",403.403796088796,2.88152741218903,2.85067346668714,0.223206276819249,13.0093043414581,1.08323699668341e-38,3.19852804195694e-35,9.93256747627973e-18,6.49565081530004e-15,3.35630750942582e-18,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",0,"Rpv12+1+3|0"
"Vitvi14g02707",681.35117560579,1.93716383538506,1.9161724850436,0.153987315218574,12.779480720064,2.13490131138001e-37,5.60340430860207e-34,3.1552134742499e-10,6.9946804468562e-08,1.15472790915418e-10,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",0,"Rpv12+1+3|0"
"Vitvi18g04660",217.321042314486,4.51586187241274,4.45686181704174,0.358788680869183,12.5352572968061,4.78804961910748e-36,1.13103308102557e-32,8.40495143411829e-23,1.29332426214765e-19,1.79089905447807e-23,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",0,"Rpv12+1+3|0"
"Vitvi03g04400",163.478435473646,6.23641893758478,6.13702401620481,0.504803583078288,12.3409898616431,5.44819164690785e-35,1.16997439166597e-31,1.84326898756483e-25,4.38346122233712e-22,9.5161173859888e-26,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",0,"Rpv12+1+3|0"
"Vitvi19g01610",498.600911900096,-6.55218442857884,-6.45656817719032,0.539725163606679,-12.2363876733818,1.98680005847902e-34,3.91101591511595e-31,1.71800155632139e-25,4.38346122233712e-22,0,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",0,"Rpv12+1+3|0"
