"gene","baseMean","log2FC_MLE","log2FC_apeglm","lfcSE_apeglm","statistic_zero_null","pvalue_zero_null","padj_zero_null","pvalue_threshold_test","padj_threshold_test","FSOS_svalue","DE_primary_threshold_test","DE_zero_null_plus_effect_filter","DE_primary","leading_signal","genotype","timing","contrast"
"Vitvi14g00668",1586.18302192233,6.56503781401188,6.54412658087299,0.236281138359261,27.7535173033987,1.58023148646829e-169,3.89305829006329e-165,1.1042272026693e-122,2.66438981732075e-118,2.96516892677263e-123,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi09g01592",1319.12350099015,5.60246141371144,5.57729089090823,0.249553071447554,22.3666256420575,8.31967921373555e-111,1.02481808554794e-106,1.05428281017858e-75,1.27193949633994e-71,1.12585207952711e-76,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi17g01495",680.194387402857,5.8369933938234,5.79477042787564,0.299087391876594,19.507718238637,9.44027577792532e-85,7.75235446883227e-81,4.40626488614316e-59,3.54395884792494e-55,2.14458587375226e-59,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi12g04563",250.397708439849,-7.70409973937842,-7.64392075444167,0.449005659705997,-17.158601128657,5.42035168818046e-66,3.33839460475034e-62,1.02953005622246e-50,6.21038268164791e-47,0,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi19g01612",600.724189931291,-4.73768539109016,-4.70179667552194,0.288107607211036,-16.4671208748368,6.32079042498316e-61,3.1143798581977e-57,6.84968201867631e-39,2.75459962381068e-35,0,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi00g04449",431.192404629011,5.79763213196525,5.73684247704003,0.371911029494751,15.5645334622395,1.26791238862593e-54,5.20604826769809e-51,2.92066566299643e-38,8.80909272280512e-35,9.32652696288579e-39,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi03g00610",403.403796088796,3.11952389058058,3.09203640804086,0.209784369517285,14.8877783473282,3.95701003067046e-50,1.39264141593711e-46,2.36220188625638e-24,3.16653162852668e-21,5.23619077308942e-25,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi18g00878",1529.41845691349,8.66352910991316,8.55167851445347,0.575379970445666,14.8524306322933,6.7091279766223e-50,2.06607596040084e-46,9.96246055866863e-40,4.80768421640231e-36,6.25742629372494e-41,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi04g04011",668.477911206416,-10.4217744156895,-10.2822578765536,0.750621997762633,-14.3090352766406,1.92160482002649e-46,4.73406563461726e-43,1.40889904854272e-38,4.85647502032677e-35,0,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi18g04646",349.800421484365,7.07812204451826,6.98382124434888,0.487577070496499,14.3138903092883,1.79201745546062e-46,4.73406563461726e-43,5.02373188701005e-35,1.34686251890739e-31,3.03650825485698e-36,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi15g01247",1047.70838963293,2.85035059659583,2.82085326507081,0.211793279180525,13.5073739586593,1.41478594472858e-41,3.16860604857575e-38,9.05090195944856e-19,6.0663670383204e-16,1.25517904663534e-19,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi13g01327",1971.33046464737,4.58004016464959,4.52669939940318,0.344039778468585,13.4638513329308,2.55256899713641e-41,5.24042415112106e-38,3.34234300342208e-26,5.37649295530476e-23,3.52533638645402e-26,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi12g04108",321.261135650976,8.89974116624962,8.80497966572242,0.653510933858555,13.4366185550413,3.68912934625074e-41,6.99118389032563e-38,4.28827632327724e-33,1.03471819404357e-29,1.63127861117106e-34,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi19g01610",498.600911900096,-8.58310973205562,-8.47255464953786,0.664276773956841,-12.814941535455,1.35240264775708e-37,2.22118610867623e-34,5.11160718663835e-30,1.12125427096724e-26,0,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi18g01959",205.744192164665,5.41582924619133,5.35014925510969,0.419836193984214,12.8178290670844,1.30297797540131e-37,2.22118610867623e-34,7.24217774994385e-26,1.09216566830247e-22,1.22826603599612e-26,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi13g04706",900.109303159414,-2.42876468312129,-2.4006469631617,0.190701946829257,-12.8076507090976,1.48564652259007e-37,2.28752423315806e-34,2.45420854538845e-14,8.45965685595399e-12,7.25244712427119e-15,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi18g04642",446.507887389829,-6.23747515356251,-6.14913174799995,0.498630801028139,-12.5959100987242,2.22380051260184e-36,3.22267937814464e-33,1.91463424924525e-26,3.29987212857419e-23,0,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi09g00419",172.279207339225,5.18917730049082,5.1173040317341,0.416448657605637,12.5084797674991,6.70960356940409e-36,9.18321075199107e-33,2.81941720758242e-24,3.58051146325033e-21,1.35390068651176e-24,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi18g02228",3939.21412619546,1.4803703840697,1.47040506118013,0.11857808881409,12.5002032864574,7.44606343857275e-36,9.65480099329885e-33,2.49352378135642e-05,0.00133702745156331,3.55287169615753e-06,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi05g01116",1427.25442191671,4.02639084072454,3.97352763931841,0.325924545285709,12.4198422988146,2.03963146600864e-35,2.51241803982944e-32,5.03846435668535e-21,5.06554610260253e-18,2.21856756900227e-21,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi18g04660",217.321042314486,4.11111851304312,4.05348863744519,0.336656655548717,12.2313046938335,2.11513752360632e-34,2.48135847769359e-31,1.05990248054691e-20,9.83630267427556e-18,5.06274319723643e-21,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi12g02066",432.249431784711,-8.51481230212706,-8.36307347969931,0.702422054039473,-12.140166982069,6.46938787590768e-34,7.24453816867552e-31,4.35617438906451e-27,8.75917765281147e-24,0,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi11g00217",198.512370918082,-4.06346840565221,-4.00837634598912,0.341251842017561,-11.9141737398493,9.9851112975331e-33,1.06953566054794e-29,1.32759663303116e-19,1.03334126317448e-16,0,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi19g00283",1409.33829949023,9.66229985795866,9.44221946509682,0.810817798474192,11.8702836060701,1.68894107648132e-32,1.73369801500807e-29,9.52398272280065e-27,1.76772445475736e-23,4.7527024913441e-27,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi12g04536",1033.1032665114,1.76247435920886,1.74406966213842,0.150194836455308,11.7820819846717,4.82854613820482e-32,4.75824250643256e-29,1.72433947422068e-07,1.57005989333852e-05,2.80053824046011e-08,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi12g02735",166.174325654525,-2.7233171275558,-2.68291104512259,0.233743413635119,-11.7278072440499,9.18061912312657e-32,8.69898971989793e-29,5.79595764348799e-14,1.9157624928729e-11,2.1117399447636e-14,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi08g02412",552.087218410513,2.82984673117701,2.79508363921151,0.243613535981472,11.7207613572962,9.97712674655802e-32,9.10357387141494e-29,1.74214580971391e-14,6.18179944743925e-12,3.51028433864373e-15,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi13g01323",953.403912895684,2.70741373198015,2.66999223664921,0.233416817680857,11.6956821778903,1.34105215334186e-31,1.17993431606179e-28,8.16746261600611e-14,2.62763607282149e-11,2.79902022669732e-14,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi06g04231",382.039920495479,1.86753048853552,1.84541130423561,0.160659257479512,11.6783675873985,1.64422825451957e-31,1.39680025097738e-28,2.89783960243955e-08,3.12151659675285e-06,4.19789314015195e-09,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi12g01939",2171.35288391684,4.07606189662505,4.02410982059167,0.357759166117286,11.6096198124212,3.68249274020517e-31,3.02406303825649e-28,9.64409964434033e-19,6.28925622481859e-16,8.46655470355381e-19,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi09g00994",1377.41314627945,1.32080129954714,1.30666550740948,0.114477203579031,11.5581893055919,6.7108926629419e-31,5.33321134336247e-28,0.0024979541789099,0.059440962902285,0.000593835378558362,FALSE,TRUE,TRUE,FALSE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi09g01376",153.805367086232,4.83333094465206,4.75284521010024,0.414137857019333,11.5498069478954,7.39864394617503e-31,5.6960310080615e-28,2.59028825183173e-20,2.23218090101599e-17,6.80037855535943e-21,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi13g04421",151.268744359079,5.6737570974416,5.56998354656527,0.496004639775452,11.4884682297862,1.5076140937561e-30,1.12550244890228e-27,1.48724174797373e-21,1.63116618803901e-18,5.45091899825111e-22,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi15g04365",138.954696871606,3.29053697183675,3.24038008526881,0.287999598321114,11.4798925356845,1.66487321176298e-30,1.20634754249978e-27,6.68521575545899e-16,2.98717724006426e-13,1.28334484909013e-16,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi09g02033",194.739291436794,3.33420705313144,3.28264564930135,0.294941314918815,11.3664049513604,6.14674537204472e-30,4.32660625673411e-27,8.78623139140572e-16,3.65522374557291e-13,2.34184582891901e-16,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi12g04595",2265.54290645006,-3.56194302227173,-3.50418374988162,0.318408564025119,-11.2827535734935,1.59668578117249e-29,1.09266530291571e-26,2.42553381620572e-16,1.17051410902456e-13,4.82540432441615e-17,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi13g04419",512.280684444505,2.95972564002188,2.9051415523183,0.266691795630047,11.1980872866536,4.16631654256543e-29,2.77409119844979e-26,6.09966757824784e-14,1.98890377021003e-11,3.5220254687887e-14,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi12g04597",563.172656042939,8.36229625330209,8.15634828283578,0.709526686362137,11.1144666874192,1.06686169231645e-28,6.91663280313367e-26,6.50720497046614e-23,7.85061743661887e-20,1.56313445700864e-25,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi18g01980",183.894601017101,5.77024714075117,5.65613221479004,0.510738750470159,11.100515184966,1.24722862588304e-28,7.87864728903966e-26,2.22118613891737e-20,1.98500001281249e-17,3.36196040377673e-21,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi00g04006",595.012791277058,4.16729949325003,4.0995581998932,0.378473949473511,11.0921418317888,1.36968431557704e-28,8.43588569963898e-26,1.7219566027072e-17,9.23313130371602e-15,5.48369211349623e-18,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi07g02402",514.098133269058,5.10093841224829,5.01042574711614,0.467141272080733,11.0009540762002,3.78110026913513e-28,2.27198015196129e-25,4.60514805887945e-19,3.17478907179149e-16,2.44836491368069e-19,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi09g01214",1440.24996613048,13.228871022593,13.3066415021066,1.96472295119081,10.9971889169775,3.94230342016721e-28,2.31244254902951e-25,1.40774122925019e-24,1.99808165415164e-21,2.01899902540733e-11,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi13g00274",1404.93924340262,2.62087728030764,2.57957315014423,0.239971036677953,10.9866766661394,4.42936520531146e-28,2.53771723716403e-25,5.42719842032456e-12,1.25916221811549e-09,2.30341435432958e-12,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi13g02251",1182.44790284718,2.19383737031346,2.16101279290368,0.201550243845258,10.9755557222276,5.00968605731481e-28,2.80496876609108e-25,1.16713278216816e-09,1.63731086633347e-07,4.37346850974627e-10,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi01g00083",104.52413287097,-4.83091729839342,-4.73975613051272,0.444789247392628,-10.9434881027612,7.13989611145753e-28,3.90885512448595e-25,2.0106586660645e-18,1.21287957383676e-15,0,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi13g04442",148.374872133838,2.58449413803219,2.54396110521476,0.238424096308382,10.9363591279639,7.72398059740487e-28,4.13669534777536e-25,1.00819660099734e-11,2.24156360903257e-09,4.65778944231457e-12,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi03g04400",163.478435473646,4.76859793065535,4.67963716625995,0.435827812519891,10.926254981375,8.6338528330753e-28,4.52560847650304e-25,2.93732820616438e-18,1.68749505444143e-15,1.2125413624385e-18,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi15g01617",748.705954721831,2.11848700057648,2.09224407879866,0.196244104611971,10.8772552114459,1.47951049548189e-27,7.59358761806082e-25,4.65590667249267e-09,5.76114728720901e-07,9.47335324881213e-10,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi17g00340",717.391385883987,7.52473166175697,7.36912577278482,0.712985998018253,10.8168055269306,2.86592983932626e-27,1.44091933717636e-24,3.32044988936347e-21,3.48344066871526e-18,1.25274360982387e-20,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi00g04737",101.846453234561,-3.68694013209155,-3.61571003964387,0.342831252753684,-10.8048857322852,3.26363099693757e-27,1.60805626481108e-24,1.71324799399917e-15,6.88982680786765e-13,6.29195702999327e-16,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi13g01413",1325.23543045501,1.04561299631266,1.03550976751662,0.0969758100642465,10.796133985356,3.59003044754522e-27,1.73419588442596e-24,0.318833924926443,1,0.111464909789477,FALSE,TRUE,TRUE,FALSE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi13g04528",303.590632009697,-8.52902281087554,-8.36591690058447,0.792279998939461,-10.741227126447,6.51723041923889e-27,3.08766324246864e-24,1.24903006287132e-21,1.43513554223915e-18,0,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi12g02701",606.122514189718,-2.59212941740618,-2.54672123575869,0.246706185785204,-10.5929392755302,3.21340347857514e-26,1.49368694524863e-23,3.84964901385256e-11,7.37207786152766e-09,1.6701695185796e-11,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi14g02707",681.35117560579,1.45724968168357,1.43836041919972,0.138387078080389,10.5639541394881,4.37821658591071e-26,1.99743970019437e-23,0.000458686066386836,0.0156987509451075,9.27925494251187e-05,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
"Vitvi03g04050",193.218273389643,7.1115963527814,6.94150972169822,0.645228174595383,10.5247984857126,6.64033795459756e-26,2.97438846999028e-23,7.49356118042509e-20,6.0270712574159e-17,1.0787005363775e-21,TRUE,TRUE,TRUE,TRUE,"Rpv12+1+3",24,"Rpv12+1+3|24"
