"gene","baseMean","log2FC_MLE","log2FC_apeglm","lfcSE_apeglm","statistic_zero_null","pvalue_zero_null","padj_zero_null","pvalue_threshold_test","padj_threshold_test","FSOS_svalue","DE_primary_threshold_test","DE_zero_null_plus_effect_filter","DE_primary","leading_signal","genotype","timing","contrast"
"Vitvi14g00668",1586.18302192233,6.24471830659553,6.22253728051785,0.239349203050704,26.0838305390605,5.56270646333449e-150,1.34222544253798e-145,1.11665748735344e-106,2.92106432116787e-102,7.53575491744241e-107,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi09g01592",1319.12350099015,5.72763428495181,5.69896347755471,0.25087905935828,22.6173296768662,2.92665895111167e-113,3.53086769156868e-109,4.46453613127614e-78,5.83939003290263e-74,1.28156140435082e-79,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi12g04563",250.397708439849,-6.71630031177886,-6.6633675175222,0.397593248912737,-16.7716046055705,3.93730978186843e-63,3.16677825755678e-59,1.57872577331007e-46,1.37659625013393e-42,0,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi19g01612",600.724189931291,-4.74045417251582,-4.70446082061935,0.287693966449895,-16.5509873331769,1.57498373113633e-61,9.50069561214713e-58,2.8028202445288e-39,1.22198291294381e-35,0,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi00g04449",431.192404629011,5.96928267868354,5.90935078642099,0.376454066067,15.8163547234852,2.39991343278319e-56,1.15815022439251e-52,6.81881559321078e-40,3.56746794205601e-36,2.97832190390617e-40,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi04g04011",668.477911206416,-9.80079513718625,-9.66788509499914,0.705937051699741,-14.4528425510226,2.40549730245475e-47,9.67370740182176e-44,8.13479448576489e-39,3.03997269933034e-35,0,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi17g01495",680.194387402857,4.3564965306833,4.3085658695446,0.30701456695427,14.2667706277085,3.52529338354926e-46,1.21516862930943e-42,2.08914000485942e-28,6.07220148745751e-25,1.59653112312882e-28,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi03g00610",403.403796088796,2.99328100320185,2.9637917502078,0.212465280527352,14.0981382283919,3.89921340220217e-45,1.1760515022717e-41,3.05142333138065e-21,3.19288731702346e-18,7.21387549921843e-22,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi10g00734",1713.52161990177,-2.69721897154488,-2.67173372048609,0.192443058591471,-14.0404418957925,8.81611882240889e-45,2.36360145628782e-41,5.00865343315067e-19,4.51797810888925e-16,0,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi10g01678",458.586974382677,-25.000750505745,-12.6628563728834,3.57107490399687,-13.8096895192372,2.22789734366517e-43,5.37569350052968e-40,2.04634963709082e-40,1.33826150391647e-36,7.78931039018724e-05,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi09g00419",172.279207339225,5.60175651869917,5.53029285270913,0.422823112003799,13.3196264279389,1.77995908678913e-40,3.90442116410317e-37,3.63434976677236e-28,9.50709555489982e-25,4.39433601764327e-28,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi18g04646",349.800421484365,6.59986237138177,6.50007505244098,0.489785101155588,13.2886286019977,2.69471847452493e-40,5.418405172651e-37,8.70328840394727e-30,2.84586651698571e-26,1.12270203692326e-30,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi09g00994",1377.41314627945,1.51456005811642,1.50030884916563,0.115895487768458,13.068651240356,4.97396097643769e-39,9.23205418465115e-36,4.49850579486702e-06,0.000317187097272039,8.30321732294648e-07,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi18g01959",205.744192164665,5.52536272890503,5.44838965574179,0.423080062310093,12.974975594193,1.69650375799362e-38,2.92392422690201e-35,1.11926100133718e-26,2.09133918099852e-23,2.73171633805566e-27,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi08g01631",612.561478975572,4.61902052472605,4.56274888724161,0.364928037970244,12.8816279532295,5.71179028344426e-38,9.18798584994843e-35,2.9722881045685e-24,4.57365203102397e-21,4.37563983615442e-24,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi14g04248",347.979848571058,2.48627312783232,2.45455672235591,0.196683074214427,12.8094940884256,1.45077337210194e-37,2.18785691846549e-34,9.48618477551815e-15,4.06801815643901e-12,6.22695585863384e-15,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi19g04572",176.014923859102,-4.43519063089738,-4.37675412484087,0.354871524585593,-12.5889681704189,2.42826744732456e-36,3.4465685433232e-33,9.17444271992203e-23,1.14282974814495e-19,0,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi12g01885",121.949812435513,3.89004615071276,3.83797753418667,0.316940333296256,12.3585483177211,4.37994936658907e-35,5.87132212591265e-32,2.12403349505701e-20,2.05787378508135e-17,7.81446721877897e-21,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi12g02735",166.174325654525,-2.93240017840266,-2.893968289041,0.240577109591333,-12.2845671694238,1.09630197166748e-34,1.39224580391393e-31,2.85584469744074e-16,1.62404437913809e-13,1.07145717759635e-16,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi09g04564",192.04388470492,5.39176777126597,5.31393177782925,0.447276915146655,12.1995218938667,3.12654316068599e-34,3.77201799620962e-31,1.43816974730323e-23,1.98005696945817e-20,1.70748675697344e-23,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi12g02066",432.249431784711,-9.02873926142316,-8.8449446558556,0.741828113267511,-12.1105263707303,9.28960956460536e-34,1.06737613897316e-30,2.40593559352857e-27,5.24473909925948e-24,0,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi09g01698",483.799673874431,2.68841220971831,2.65375660463068,0.223681535775738,12.0799893192117,1.34737231944936e-33,1.47776121345426e-30,1.64160460371016e-14,6.50647497400819e-12,7.64779889486468e-15,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi14g02707",681.35117560579,1.68733785229246,1.6672209218522,0.140760533270936,12.0410792778164,2.16109595080526e-33,2.26717757378174e-30,4.67281423606714e-07,4.41285731412565e-05,1.19644187453577e-07,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi00g04728",693.374023655188,-8.01503080788519,-7.88571353032149,0.679402407508968,-12.032459573599,2.39905623287581e-33,2.41195116012752e-30,3.10117643733177e-26,5.40824496161079e-23,0,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi00g04737",101.846453234561,-4.68252848603156,-4.61424167435279,0.393604033708294,-11.9880946748147,4.10232768708301e-33,3.95940259046504e-30,2.0915233951009e-21,2.37878958662802e-18,0,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi01g01701",1004.23021711952,-2.3871895164071,-2.3526213470246,0.202432439753007,-11.8983458724379,1.207161781751e-32,1.12029256276423e-29,2.35425917209501e-12,6.41511100862847e-10,9.28469067230304e-13,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi19g00740",3378.10010278693,1.35912895600455,1.35056063664286,0.114625804369908,11.8851962793204,1.41302752040836e-32,1.2627755940716e-29,0.000843354365624538,0.0283200344677436,0.000161074924551527,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi09g01376",153.805367086232,4.96102522720212,4.8822147389696,0.414707540663602,11.7823608777266,4.8125933398958e-32,4.14725231065521e-29,2.54338980112747e-21,2.7721889086539e-18,2.08852703197824e-22,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi18g04660",217.321042314486,4.00924637850957,3.94761114086571,0.343602824532781,11.7104842611839,1.12634458577396e-31,9.37157534832409e-29,7.50366389035598e-19,6.33188205509103e-16,2.61784441220606e-19,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi09g01214",1440.24996613048,13.9958179664767,14.1162639156925,1.9883810204416,11.6234477114347,3.13235244024299e-31,2.51935106768743e-28,1.85825274626888e-27,4.41909396269523e-24,1.85976566181064e-12,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi03g04050",193.218273389643,7.78413207738191,7.624549283554,0.647007037378383,11.5082434987883,1.19895518631904e-30,9.3321257066749e-28,5.63609330785713e-24,8.19080915779082e-21,4.16681225631259e-26,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi09g02033",194.739291436794,3.38941121713313,3.33479946765535,0.301275891994555,11.3705033246162,5.86484137662151e-30,4.42227367426564e-27,5.47157162228349e-16,2.92103759321049e-13,2.32094220524494e-16,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi12g04595",2265.54290645006,-3.63558915842156,-3.57769053671827,0.321654814041895,-11.3066041603781,1.21709343586847e-29,8.89916591335462e-27,1.23614422776727e-16,7.18584374536976e-14,3.28959049238436e-17,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi19g00339",1138.65266118752,1.5401803046794,1.52022083983252,0.138178756660853,11.2181849921525,3.32014627677861e-29,2.35622969154091e-26,4.16846762864903e-05,0.0021940230321495,1.10847712528537e-05,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi12g04597",563.172656042939,8.44973060982417,8.24468296349632,0.711513406166245,11.2042387187055,3.88680846825724e-29,2.67956575801654e-26,2.58639115496602e-23,3.3828703111378e-20,1.05581535283488e-25,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi13g00274",1404.93924340262,2.66973810243031,2.63084191713104,0.243960403388191,11.0051070724392,3.61086750799198e-28,2.35477357027942e-25,2.93149075971825e-12,7.90565636942986e-10,7.5863253678415e-13,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi19g00283",1409.33829949023,8.98081070837836,8.75840590056244,0.806145278381816,10.9505728446316,6.60287085927028e-28,4.08514540931622e-25,1.10932811058208e-22,1.31904154748712e-19,3.13263333333845e-23,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi15g04365",138.954696871606,3.1603719085274,3.10655433585528,0.291927969965585,10.9071418009747,1.06553943744575e-27,6.42760027153212e-25,4.46211612537536e-14,1.62117355171797e-11,2.02053431176629e-14,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi12g01939",2171.35288391684,3.84826744772188,3.77716170324659,0.368814755090375,10.7619016807291,5.2084102896392e-27,3.06521297265132e-24,8.23823507382786e-16,4.22556845678947e-13,1.79568767982488e-15,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi03g04163",339.221994741107,5.7268023929001,5.61794411570827,0.544623225767091,10.6967272625134,1.05436599923262e-26,6.05733266559141e-24,5.28591844871096e-19,4.60914468999433e-16,1.00604500281851e-18,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi16g00351",733.226348859029,1.23808368596469,1.27933705647811,0.115736665116486,10.665660911623,1.47347710557184e-26,8.26826257682391e-24,0.0201330713133513,0.334109445524709,0.00116632336028648,FALSE,TRUE,TRUE,FALSE,"Rpv12",24,"Rpv12|24"
"Vitvi13g04699",206.016038144622,-8.07723250608512,-7.93215754681863,0.750708310419642,-10.6180161589021,2.45727764262872e-26,1.3341882112537e-23,6.79772379008578e-21,6.83929448557131e-18,0,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi18g02228",3939.21412619546,1.28108434699495,1.26397615027827,0.121522295649009,10.6168474405956,2.48822866701548e-26,1.3341882112537e-23,0.00991746044648669,0.200487517634965,0.00263344902950818,FALSE,TRUE,TRUE,FALSE,"Rpv12",24,"Rpv12|24"
"Vitvi12g02545",883.526412898456,1.99353346128252,1.96559231942405,0.187926985279785,10.5878866024022,3.39162613184207e-26,1.7790553681569e-23,6.57399978297549e-08,7.44455672393315e-06,1.40972590849975e-08,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi18g01980",183.894601017101,5.53338107153169,5.41359867947198,0.515277654409398,10.5499856584985,5.08048490573369e-26,2.60823447426486e-23,2.7287449211023e-18,1.98281217753097e-15,4.51403061593932e-19,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi13g01200",548.249257805434,-1.86475525830789,-1.8344280333891,0.177178239461875,-10.5349022255628,5.96452268240377e-26,2.99829099591085e-23,5.16043789732805e-07,4.78694662965264e-05,1.47010244308666e-07,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi02g01355",1668.86867747077,2.40968636033877,2.36906311470275,0.233377870752839,10.485378261384,1.00841327753889e-25,4.96571509668079e-23,4.28394715124715e-10,7.78220649510238e-08,1.96929618426819e-10,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi12g04536",1033.1032665114,1.5913685691195,1.56959635092729,0.153636108951771,10.4336716625353,1.74030702246411e-25,8.39837362900731e-23,5.28202999350178e-05,0.00267558782947243,1.47464181431019e-05,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi18g00878",1529.41845691349,6.16247867977058,6.01218519508686,0.593270040314792,10.3479582077956,4.27505525037847e-25,2.02260408110553e-22,2.18405621454404e-18,1.68037430930169e-15,1.46469521818972e-18,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi12g02011",1846.01616412669,3.03909824633551,2.98203525058801,0.301887152674853,10.3405461646966,4.61897491232987e-25,2.14329318576168e-22,1.98786565108095e-12,5.47374500701333e-10,3.09104088044211e-12,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi02g01621",311.265416714878,2.07577456685855,2.03774067738545,0.203390848042131,10.3066327301604,6.57653020256478e-25,2.99405843882426e-22,4.61070319722683e-08,5.36050599716696e-06,1.97100143097596e-08,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi05g00563",778.635446674307,-4.09026878711718,-4.00316903053437,0.419387518564235,-10.2130266934745,1.73370744103623e-24,7.74678274903022e-22,5.99630303372657e-15,2.61428818432089e-12,3.89468030947304e-14,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi01g00812",320.376271519773,-2.94630540248386,-2.89269049233173,0.291330326296296,-10.1360355388393,3.82301174797837e-24,1.67719000849036e-21,1.07260152026035e-11,2.59797992300839e-09,3.60394648264447e-12,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi10g00977",88.0675823290235,-5.4734502530322,-5.34069147158095,0.545639916439016,-10.1193188032837,4.5356123797847e-24,1.95428198413973e-21,6.66890747282026e-17,4.10404255120013e-14,5.80512730054989e-17,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi12g04108",321.261135650976,6.77257477286518,6.64506176657554,0.659473242896749,10.0931945115025,5.92106046535267e-24,2.50647838541219e-21,3.88665234435375e-18,2.7478632074581e-15,6.36908070632138e-19,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi04g00109",2309.90280164767,-1.80357495623283,-1.7721509522729,0.180785569236357,-10.0709554821788,7.42531804836508e-24,3.08906033084485e-21,3.61046275496342e-06,0.000262350264464133,1.14508063342707e-06,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi03g04400",163.478435473646,4.45830762646103,4.36095846162501,0.441513294604662,10.0593719160073,8.35295352523104e-24,3.41607484085254e-21,3.02140125520124e-15,1.36270405922085e-12,8.4138132712354e-16,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi01g00083",104.52413287097,-4.5451054031154,-4.44462004748789,0.45358000609066,-10.0279824264322,1.14839142373212e-23,4.61825611053873e-21,2.60662859599245e-15,1.21762138290297e-12,1.20614929500269e-15,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi19g01610",498.600911900096,-4.2066144037003,-4.11575757873149,0.425893098839737,-10.0185746057386,1.26311411028137e-23,4.99634104376706e-21,1.11213551486076e-14,4.69231498923267e-12,1.02063072680977e-14,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi12g04523",87.6436947067246,4.76227528374864,4.65871301734329,0.492542461715049,9.95729305579461,2.34356803327221e-23,9.12063759271374e-21,1.82460827297553e-15,8.83887552088277e-13,4.76680709729129e-15,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
"Vitvi13g02475",537.631171113266,-3.04220095872073,-2.97755605477668,0.315261735134411,-9.91645831684288,3.53062321387905e-23,1.35222869091568e-20,1.39902602433164e-11,3.29703799734156e-09,1.44921961465458e-11,TRUE,TRUE,TRUE,TRUE,"Rpv12",24,"Rpv12|24"
