"gene","Rpv12_pattern","Rpv12_1_pattern","Rpv12_1_3_pattern","combined_pattern"
"Vitvi07g01407","EDD","EDD","DDD","EDD|EDD|DDD"
"Vitvi07g01412","EEE","UEE","DEE","EEE|UEE|DEE"
"Vitvi07g01414","EUE","EUE","EUE","EUE|EUE|EUE"
"Vitvi07g01415","UDE","UEE","DDD","UDE|UEE|DDD"
"Vitvi07g01428","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g01433","EDE","EEE","DED","EDE|EEE|DED"
"Vitvi07g01439","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi07g01451","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g01457","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g01471","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g01473","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi07g01476","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi07g01494","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g01495","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g01499","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g01502","EUD","EEE","EEE","EUD|EEE|EEE"
"Vitvi07g01506","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi07g01508","EED","EEE","EED","EED|EEE|EED"
"Vitvi07g01511","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g01520","UEE","UEE","UUE","UEE|UEE|UUE"
"Vitvi07g01529","EEE","EEE","UEE","EEE|EEE|UEE"
"Vitvi07g01530","EED","EEE","EDD","EED|EEE|EDD"
"Vitvi07g01535","UEU","UEE","EDE","UEU|UEE|EDE"
"Vitvi07g01543","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi07g01578","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g01591","EEE","UEE","EDE","EEE|UEE|EDE"
"Vitvi07g01595","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g01598","EDD","EEE","EEE","EDD|EEE|EEE"
"Vitvi07g01599","UEE","UEE","EDD","UEE|UEE|EDD"
"Vitvi07g01600","EDE","EEE","EED","EDE|EEE|EED"
"Vitvi07g01602","UUD","EED","EED","UUD|EED|EED"
"Vitvi07g01604","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi07g01612","UEU","UEE","DDD","UEU|UEE|DDD"
"Vitvi07g01614","UEE","UED","DED","UEE|UED|DED"
"Vitvi07g01622","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g01624","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi07g01627","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi07g01635","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g01636","UEE","EEE","EED","UEE|EEE|EED"
"Vitvi07g01637","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g01642","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi07g01644","DDE","EEE","EEE","DDE|EEE|EEE"
"Vitvi07g01645","UEU","EEU","EEE","UEU|EEU|EEE"
"Vitvi07g01662","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi07g01663","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g01665","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi07g01669","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g01671","EEE","UEE","UEU","EEE|UEE|UEU"
"Vitvi07g01678","EEE","EED","DEE","EEE|EED|DEE"
"Vitvi07g01679","EED","EEE","EED","EED|EEE|EED"
"Vitvi07g01683","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi07g01686","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi07g01697","UEE","EED","DDD","UEE|EED|DDD"
"Vitvi07g01698","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi07g01699","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi07g01709","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi07g01711","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi07g01714","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi07g01718","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi07g01719","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi07g01723","EED","EED","EEE","EED|EED|EEE"
"Vitvi07g01729","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi07g01731","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g01732","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi07g01733","UEE","EEE","EED","UEE|EEE|EED"
"Vitvi07g01734","EEE","UEE","EED","EEE|UEE|EED"
"Vitvi07g01735","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi07g01736","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi07g01737","EED","UEE","EED","EED|UEE|EED"
"Vitvi07g01739","EEE","EEE","DED","EEE|EEE|DED"
"Vitvi07g01742","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g01749","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g01752","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g01753","EEU","EEU","EEU","EEU|EEU|EEU"
"Vitvi07g01769","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi07g01777","EEE","EED","EED","EEE|EED|EED"
"Vitvi07g01779","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi07g01784","EED","EED","EEE","EED|EED|EEE"
"Vitvi07g01790","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g01791","UED","UED","EEE","UED|UED|EEE"
"Vitvi07g01794","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g01796","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi07g01805","EEE","EEU","EDE","EEE|EEU|EDE"
"Vitvi07g01807","DED","EEE","EEE","DED|EEE|EEE"
"Vitvi07g01813","EUE","EUE","EUE","EUE|EUE|EUE"
"Vitvi07g01814","DUD","EUE","EUE","DUD|EUE|EUE"
"Vitvi07g01823","UEE","EEU","EEU","UEE|EEU|EEU"
"Vitvi07g01829","EUE","EUU","UUU","EUE|EUU|UUU"
"Vitvi07g01846","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g01847","UED","EED","EEE","UED|EED|EEE"
"Vitvi07g01860","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g01866","DEE","EEE","DEE","DEE|EEE|DEE"
"Vitvi07g01869","EED","EED","EED","EED|EED|EED"
"Vitvi07g01874","EEE","EEE","UUE","EEE|EEE|UUE"
"Vitvi07g01875","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi07g01880","DDE","DDD","DDE","DDE|DDD|DDE"
"Vitvi07g01881","DED","EED","DED","DED|EED|DED"
"Vitvi07g01887","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi07g01888","DED","DEE","EED","DED|DEE|EED"
"Vitvi07g01893","EDE","UEE","EEE","EDE|UEE|EEE"
"Vitvi07g01896","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi07g01898","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi07g01901","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi07g01905","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g01906","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi07g01908","UED","EEE","EEE","UED|EEE|EEE"
"Vitvi07g01909","EUE","EUE","UUE","EUE|EUE|UUE"
"Vitvi07g01916","UEE","UEE","DDE","UEE|UEE|DDE"
"Vitvi07g01920","UEE","EED","EEE","UEE|EED|EEE"
"Vitvi07g01921","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi07g01927","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi07g01929","EEE","EUE","EUE","EEE|EUE|EUE"
"Vitvi07g01930","UEE","EEE","EED","UEE|EEE|EED"
"Vitvi07g01948","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi07g01951","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi07g01954","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g01959","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g01965","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi07g01970","UEE","EDD","DDD","UEE|EDD|DDD"
"Vitvi07g01977","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi07g01985","DEE","EEE","UEU","DEE|EEE|UEU"
"Vitvi07g01989","EUE","EUE","EUE","EUE|EUE|EUE"
"Vitvi07g01990","EED","UED","UUD","EED|UED|UUD"
"Vitvi07g02000","DDD","DED","DDD","DDD|DED|DDD"
"Vitvi07g02005","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi07g02006","EDE","UEE","DDE","EDE|UEE|DDE"
"Vitvi07g02029","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi07g02034","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi07g02041","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi07g02042","DED","EEE","EED","DED|EEE|EED"
"Vitvi07g02062","UUE","UUU","UUU","UUE|UUU|UUU"
"Vitvi07g02065","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi07g02066","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g02067","EED","UUE","UUE","EED|UUE|UUE"
"Vitvi07g02070","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi07g02092","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi07g02094","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi07g02095","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g02102","UEE","UUU","UUU","UEE|UUU|UUU"
"Vitvi07g02110","UEE","EDE","DDD","UEE|EDE|DDD"
"Vitvi07g02111","EEE","EDE","EDE","EEE|EDE|EDE"
"Vitvi07g02114","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi07g02119","UDE","EDE","DDD","UDE|EDE|DDD"
"Vitvi07g02121","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g02122","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi07g02123","EEE","EDE","DDD","EEE|EDE|DDD"
"Vitvi07g02130","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi07g02131","DDD","EEE","DDE","DDD|EEE|DDE"
"Vitvi07g02132","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi07g02137","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi07g02141","UED","EEE","EUE","UED|EEE|EUE"
"Vitvi07g02144","DED","EEE","EUE","DED|EEE|EUE"
"Vitvi07g02147","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi07g02148","EED","EEE","EED","EED|EEE|EED"
"Vitvi07g02156","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g02158","UEE","EEE","DED","UEE|EEE|DED"
"Vitvi07g02167","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g02178","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g02185","DUD","EUE","EUE","DUD|EUE|EUE"
"Vitvi07g02188","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi07g02190","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi07g02198","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi07g02207","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi07g02208","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g02211","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi07g02212","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g02213","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi07g02220","EDE","UEE","EEE","EDE|UEE|EEE"
"Vitvi07g02221","EEE","UUU","DEE","EEE|UUU|DEE"
"Vitvi07g02226","EEE","EDE","EEE","EEE|EDE|EEE"
"Vitvi07g02229","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi07g02231","UEE","UEE","EED","UEE|UEE|EED"
"Vitvi07g02233","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi07g02243","UEE","EED","EEE","UEE|EED|EEE"
"Vitvi07g02244","UEE","EED","EEE","UEE|EED|EEE"
"Vitvi07g02246","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi07g02247","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g02249","EDE","EDD","DDD","EDE|EDD|DDD"
"Vitvi07g02251","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g02267","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g02277","EED","EUE","UUE","EED|EUE|UUE"
"Vitvi07g02278","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g02279","EEE","EUE","EUE","EEE|EUE|EUE"
"Vitvi07g02281","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi07g02285","EED","EEE","EUE","EED|EEE|EUE"
"Vitvi07g02289","EED","EUE","EEE","EED|EUE|EEE"
"Vitvi07g02290","UED","EUE","EEE","UED|EUE|EEE"
"Vitvi07g02291","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi07g02294","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi07g02295","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi07g02298","UEE","UUU","EUE","UEE|UUU|EUE"
"Vitvi07g02309","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi07g02323","DDD","DDD","DDD","DDD|DDD|DDD"
"Vitvi07g02345","UEE","UEE","EDD","UEE|UEE|EDD"
"Vitvi07g02355","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g02357","EDE","EEE","EDE","EDE|EEE|EDE"
"Vitvi07g02362","UUE","UUU","UUU","UUE|UUU|UUU"
"Vitvi07g02382","DUE","DEE","EEU","DUE|DEE|EEU"
"Vitvi07g02389","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi07g02402","UUE","UUU","UUU","UUE|UUU|UUU"
"Vitvi07g02403","UEE","UUU","UUU","UEE|UUU|UUU"
"Vitvi07g02412","EUD","EUE","UUE","EUD|EUE|UUE"
"Vitvi07g02425","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi07g02430","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g02450","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g02461","EED","EEE","DEE","EED|EEE|DEE"
"Vitvi07g02498","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g02513","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi07g02516","DEE","EEU","EEU","DEE|EEU|EEU"
"Vitvi07g02538","UED","EED","DDD","UED|EED|DDD"
"Vitvi07g02558","DEE","EUE","EUE","DEE|EUE|EUE"
"Vitvi07g02561","EEE","EEE","UUE","EEE|EEE|UUE"
"Vitvi07g02572","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi07g02577","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g02588","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi07g02589","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi07g02605","UED","UED","EEE","UED|UED|EEE"
"Vitvi07g02608","EEE","DDE","DDE","EEE|DDE|DDE"
"Vitvi07g02610","EEU","EEE","EEU","EEU|EEE|EEU"
"Vitvi07g02613","EDE","UEE","EDE","EDE|UEE|EDE"
"Vitvi07g02637","UEE","UEE","DDE","UEE|UEE|DDE"
"Vitvi07g02648","UEE","EEE","EEU","UEE|EEE|EEU"
"Vitvi07g02649","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi07g02650","UED","UED","EEE","UED|UED|EEE"
"Vitvi07g02674","UUE","EEE","UUE","UUE|EEE|UUE"
"Vitvi07g02675","EEU","EEU","EEU","EEU|EEU|EEU"
"Vitvi07g02676","UED","EED","EED","UED|EED|EED"
"Vitvi07g02681","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g02682","EEU","EEE","EDE","EEU|EEE|EDE"
"Vitvi07g02686","EUU","EUU","UUU","EUU|EUU|UUU"
"Vitvi07g02696","EEE","UEE","EDD","EEE|UEE|EDD"
"Vitvi07g02697","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi07g02711","EDE","EEE","DDE","EDE|EEE|DDE"
"Vitvi07g02717","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi07g02734","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi07g02752","UEE","EEE","EED","UEE|EEE|EED"
"Vitvi07g02759","UEE","EEE","DEE","UEE|EEE|DEE"
"Vitvi07g02789","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi07g02817","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi07g02832","EDE","DDD","DDD","EDE|DDD|DDD"
"Vitvi07g02853","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi07g02896","EEE","EDE","EDD","EEE|EDE|EDD"
"Vitvi07g02900","DDE","EED","EEE","DDE|EED|EEE"
"Vitvi07g02901","DDE","EED","EEE","DDE|EED|EEE"
"Vitvi07g02902","EEE","DEE","DDD","EEE|DEE|DDD"
"Vitvi07g02920","EEE","EDD","DDD","EEE|EDD|DDD"
"Vitvi07g02951","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi07g02979","DED","DED","DED","DED|DED|DED"
"Vitvi07g02983","EDE","EDE","EED","EDE|EDE|EED"
"Vitvi07g02990","UED","EED","EEE","UED|EED|EEE"
"Vitvi07g03049","EEE","EED","EED","EEE|EED|EED"
"Vitvi07g03055","EED","UEE","EEE","EED|UEE|EEE"
"Vitvi07g03061","EEE","UEE","DDE","EEE|UEE|DDE"
"Vitvi07g03063","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g03072","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi07g03083","DDD","DDD","EDD","DDD|DDD|EDD"
"Vitvi07g03086","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi07g03099","EEU","EEU","EEU","EEU|EEU|EEU"
"Vitvi07g03132","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g03194","UED","EED","EED","UED|EED|EED"
"Vitvi07g04017","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi07g04019","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi07g04020","EDD","EEE","EED","EDD|EEE|EED"
"Vitvi07g04023","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g04026","EDE","EDE","EDD","EDE|EDE|EDD"
"Vitvi07g04028","EDE","EEE","EDD","EDE|EEE|EDD"
"Vitvi07g04030","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g04033","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g04040","UDE","UEE","DDD","UDE|UEE|DDD"
"Vitvi07g04049","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi07g04054","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi07g04056","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g04061","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g04067","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g04076","EUE","EUE","EEE","EUE|EUE|EEE"
"Vitvi07g04088","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g04089","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g04091","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi07g04101","EEE","EDE","EEE","EEE|EDE|EEE"
"Vitvi07g04118","EEE","UUU","EEE","EEE|UUU|EEE"
"Vitvi07g04123","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g04124","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi07g04128","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi07g04129","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi07g04137","EEU","UEU","UEU","EEU|UEU|UEU"
"Vitvi07g04159","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi07g04167","UUE","UUU","UUE","UUE|UUU|UUE"
"Vitvi07g04214","EEE","EDD","EEE","EEE|EDD|EEE"
"Vitvi07g04226","EEU","EEU","EEE","EEU|EEU|EEE"
"Vitvi07g04229","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi07g04239","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi07g04245","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi07g04254","EEU","EEU","EEE","EEU|EEU|EEE"
"Vitvi07g04259","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi07g04261","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi07g04265","EEE","DDE","DDD","EEE|DDE|DDD"
"Vitvi07g04268","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi07g04291","EEE","DEE","EEU","EEE|DEE|EEU"
"Vitvi07g04295","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g04304","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi07g04310","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi07g04311","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g04312","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g04313","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi07g04326","EEE","EED","DDD","EEE|EED|DDD"
"Vitvi07g04330","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi07g04337","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi07g04338","DEE","DDD","DDD","DEE|DDD|DDD"
"Vitvi07g04339","DEE","DDD","DDD","DEE|DDD|DDD"
"Vitvi07g04340","DEE","DDD","DDD","DEE|DDD|DDD"
"Vitvi07g04343","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g04364","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g04365","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g04366","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi07g04371","DEE","DDD","DDD","DEE|DDD|DDD"
"Vitvi07g04372","DEE","DDD","DDD","DEE|DDD|DDD"
"Vitvi07g04373","DEE","EDD","DDD","DEE|EDD|DDD"
"Vitvi07g04375","EDE","EDD","DDD","EDE|EDD|DDD"
"Vitvi07g04376","EEE","DDE","EEE","EEE|DDE|EEE"
"Vitvi07g04379","EEE","DDE","EDD","EEE|DDE|EDD"
"Vitvi07g04380","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g04381","EEE","DEE","DDE","EEE|DEE|DDE"
"Vitvi07g04382","EEE","EED","DDE","EEE|EED|DDE"
"Vitvi07g04389","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g04390","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi07g04391","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g04392","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi07g04398","UEE","EEE","DDE","UEE|EEE|DDE"
"Vitvi07g04401","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi07g04402","EEU","EEE","EDE","EEU|EEE|EDE"
"Vitvi07g04405","EEE","DED","EEE","EEE|DED|EEE"
"Vitvi07g04409","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi07g04427","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi07g04433","DED","EUE","EEE","DED|EUE|EEE"
"Vitvi07g04434","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi07g04435","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi07g04438","EUD","EUE","EUE","EUD|EUE|EUE"
"Vitvi07g04439","UUD","EEE","EEE","UUD|EEE|EEE"
"Vitvi07g04441","UED","EEE","EEE","UED|EEE|EEE"
"Vitvi07g04445","UUE","UUU","UUU","UUE|UUU|UUU"
"Vitvi07g04457","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi07g04460","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi07g04462","UEE","EDE","EED","UEE|EDE|EED"
"Vitvi07g04464","DEU","DDE","EDE","DEU|DDE|EDE"
"Vitvi07g04468","EEE","DDE","EEE","EEE|DDE|EEE"
"Vitvi07g04469","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi07g04470","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi07g04480","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi07g04482","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g04483","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi07g04487","EEU","EEU","EEE","EEU|EEU|EEE"
"Vitvi07g04488","EDE","EDE","EDE","EDE|EDE|EDE"
"Vitvi07g04493","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi07g04521","EDE","DDD","DDE","EDE|DDD|DDE"
"Vitvi07g04530","EDU","DDE","EDE","EDU|DDE|EDE"
"Vitvi07g04541","UEU","EEE","EDD","UEU|EEE|EDD"
"Vitvi07g04543","DED","EEE","EEE","DED|EEE|EEE"
"Vitvi07g04548","UEE","EEE","DDE","UEE|EEE|DDE"
"Vitvi07g04549","UEE","EEE","DDE","UEE|EEE|DDE"
"Vitvi07g04553","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi07g04554","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi07g04561","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi07g04568","UEE","EED","EEE","UEE|EED|EEE"
"Vitvi07g04569","UEE","UEE","EED","UEE|UEE|EED"
"Vitvi07g04573","UEE","EEE","EED","UEE|EEE|EED"
"Vitvi07g04575","EEE","EDE","DDE","EEE|EDE|DDE"
"Vitvi07g04587","DEE","EUE","EUE","DEE|EUE|EUE"
"Vitvi07g04591","DUD","EUE","EUU","DUD|EUE|EUU"
"Vitvi07g04598","EDE","EEE","EED","EDE|EEE|EED"
"Vitvi07g04599","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g04611","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi07g04612","UEU","UUU","EEU","UEU|UUU|EEU"
"Vitvi07g04613","UEE","EEU","EEU","UEE|EEU|EEU"
"Vitvi07g04617","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi07g04619","DEE","EUE","EUE","DEE|EUE|EUE"
"Vitvi07g04620","EEE","EUE","EUE","EEE|EUE|EUE"
"Vitvi07g04623","UEE","UUE","UUU","UEE|UUE|UUU"
"Vitvi07g04631","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi07g04634","EDE","EEE","EDE","EDE|EEE|EDE"
"Vitvi07g04640","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g04646","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi07g04650","EEE","EEE","UEE","EEE|EEE|UEE"
"Vitvi07g04652","EEE","UEE","EDE","EEE|UEE|EDE"
"Vitvi07g04653","UEE","EEE","DEE","UEE|EEE|DEE"
"Vitvi07g04654","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi07g04655","UEE","EDE","EDD","UEE|EDE|EDD"
"Vitvi07g04656","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi07g04658","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi07g04660","EUE","EEU","UUU","EUE|EEU|UUU"
"Vitvi07g04661","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi07g04662","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi07g04663","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi07g04664","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g04668","DDD","DDD","DDE","DDD|DDD|DDE"
