"term","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",7.51785657527577,0.214908189682121,34.9817128253498,4.2684745724186e-268
"genotypeRpv12+1",-0.132963486398613,0.215046193555179,-0.618301975963579,0.53637629962393
"genotypeRpv12+1+3",0.277744790208336,0.214929847059064,1.29225788790521,0.196267850523015
"factor(timing)6",-0.509624219097234,0.214989919295201,-2.37045634868802,0.0177661416706149
"factor(timing)24",-0.251334466063223,0.214905773170666,-1.16951007111209,0.242198186007295
"directionUp",-0.167469854594854,0.175532809607312,-0.9540658237597,0.340050324303214
