"geneID","spearman_rho","pvalue","padj","fdr","module_size"
"Vitvi00g00786",0.478898349698169,0.00312849885508842,0.0042658160178013,0.0042658160178013,11
"Vitvi00g00859",-0.824392187992147,6.42105911361328e-10,9.02449342290294e-09,9.02449342290294e-09,1440
"Vitvi00g01805",-0.534789945679877,0.000778748352653707,0.00133460535947861,0.00133460535947861,31
"Vitvi00g04005",0.854242196177249,3.4485174125585e-11,7.65067738427492e-10,7.65067738427492e-10,41
"Vitvi00g04006",-0.799794857867825,4.8678475750908e-09,4.19485471671643e-08,4.19485471671643e-08,105
"Vitvi00g04011",0.599325477318007,0.000112275268449246,0.000233275600458595,0.000233275600458595,6
"Vitvi00g04017",0.816811769737353,1.23759826433005e-09,1.2978778349634e-08,1.2978778349634e-08,70
"Vitvi00g04018",-0.545296962533973,0.000583320667650517,0.00102200133297675,0.00102200133297675,30
"Vitvi00g04022",0.854242196177249,3.4485174125585e-11,7.65067738427492e-10,7.65067738427492e-10,88
"Vitvi00g04024",0.866359712001401,8.69442361037607e-12,2.92445151760991e-10,2.92445151760991e-10,69
"Vitvi00g04030",0.645746403000758,2.10820008752171e-05,5.3973175863981e-05,5.3973175863981e-05,61
"Vitvi00g04032",0.695506609407448,2.49770503451919e-06,8.26416547912764e-06,8.26416547912764e-06,37
"Vitvi00g04035",-0.850316013631005,5.24901265229646e-11,1.12024980552959e-09,1.12024980552959e-09,45
"Vitvi00g04037",-0.861011812544602,1.62270868075849e-11,5.10523735381734e-10,5.10523735381734e-10,65
"Vitvi00g04039",-0.612392549778845,7.20067527787288e-05,0.000159944396996939,0.000159944396996939,60
"Vitvi00g04040",-0.372476494209687,0.0252748166470032,0.0288567005641289,0.0288567005641289,76
"Vitvi00g04044",-0.478898349698169,0.00312849885508842,0.0042658160178013,0.0042658160178013,252
"Vitvi00g04045",0.589483118918895,0.000154932061894313,0.00031110017049975,0.00031110017049975,594
"Vitvi00g04049",-0.631396482934074,3.63959573998368e-05,8.69286953734989e-05,8.69286953734989e-05,1018
"Vitvi00g04146",0.420850064886269,0.010590608809886,0.012989556999388,0.012989556999388,187
"Vitvi00g04231",0.208006353909306,0.223466571725695,0.230574287111372,0.230574287111372,62
"Vitvi00g04236",-0.343452351803737,0.0402822983143647,0.0446161601512213,0.0446161601512213,25
"Vitvi00g04245",0.478898349698169,0.00312849885508842,0.0042658160178013,0.0042658160178013,19
"Vitvi00g04249",-0.689879029927042,3.24615319581958e-06,1.04607824177869e-05,1.04607824177869e-05,28
"Vitvi00g04250",-0.589733737477529,0.000153686635287772,0.000310650443357922,0.000310650443357922,10
"Vitvi00g04251",-0.816275876347149,1.29488393267206e-09,1.33682571776143e-08,1.33682571776143e-08,6
"Vitvi00g04274",-0.750289519408583,1.37448227308175e-07,6.62638448561673e-07,6.62638448561673e-07,48
"Vitvi00g04275",0.750289519408583,1.37448227308174e-07,6.62638448561673e-07,6.62638448561673e-07,74
"Vitvi00g04280",-0.563283869189166,0.00034775734695725,0.000641952674618353,0.000641952674618353,292
"Vitvi00g04303",-0.478898349698169,0.00312849885508842,0.0042658160178013,0.0042658160178013,29
"Vitvi00g04313",0.771433338085278,3.65240298083622e-08,2.57822914478958e-07,2.57822914478958e-07,23
"Vitvi00g04315",-0.53094704246729,0.000863545476365859,0.00146786642570899,0.00146786642570899,622
"Vitvi00g04316",-0.546507180803783,0.00056388190945942,0.00099486924272282,0.00099486924272282,9
"Vitvi00g04336",0.440199493156902,0.00721598030084792,0.00915671770095431,0.00915671770095431,74
"Vitvi00g04337",-0.684288760868618,4.18769069394475e-06,1.31071845519308e-05,1.31071845519308e-05,1562
"Vitvi00g04360",-0.333561238507307,0.0468023594919455,0.0514628535600648,0.0514628535600648,98
"Vitvi00g04361",-0.750289519408583,1.37448227308175e-07,6.62638448561673e-07,6.62638448561673e-07,221
"Vitvi00g04369",-0.82902360477862,4.23397938922474e-10,6.82203434038662e-09,6.82203434038662e-09,941
"Vitvi00g04376",-0.478136307567548,0.00318339348719661,0.00433095788686823,0.00433095788686823,158
"Vitvi00g04411",-0.163643393122037,0.340256556534442,0.346813658168537,0.346813658168537,3
"Vitvi00g04412",-0.0435362136089244,0.800949927206222,0.803702710843857,0.803702710843857,5
"Vitvi00g04449",-0.750289519408583,1.37448227308175e-07,6.62638448561673e-07,6.62638448561673e-07,127
"Vitvi00g04463",-0.171132782617561,0.318305543108026,0.325439439577739,0.325439439577739,12
"Vitvi00g04469",0.530534807027005,0.000873110001630482,0.00147690148363868,0.00147690148363868,64
"Vitvi00g04498",-0.816811769737353,1.23759826433008e-09,1.2978778349634e-08,1.2978778349634e-08,26
"Vitvi00g04499",-0.707800676832578,1.37960969568663e-06,4.96047840828408e-06,4.96047840828408e-06,16
"Vitvi00g04500",0.816811769737353,1.23759826433005e-09,1.2978778349634e-08,1.2978778349634e-08,39
"Vitvi00g04501",0.816811769737353,1.23759826433005e-09,1.2978778349634e-08,1.2978778349634e-08,35
"Vitvi00g04505",-0.0401389454827637,0.816205782314801,0.818673355107288,0.818673355107288,20
"Vitvi00g04507",-0.707800676832578,1.37960969568663e-06,4.96047840828408e-06,4.96047840828408e-06,26
"Vitvi00g04508",0.225395616941673,0.186258374686829,0.193440506095498,0.193440506095498,8
"Vitvi00g04509",-0.416827510782546,0.0114392506999706,0.0140115943713854,0.0140115943713854,60
"Vitvi00g04522",0.39864635821605,0.0160294202957568,0.01904276346659,0.01904276346659,19
"Vitvi00g04557",0.39182592248032,0.0181099832764267,0.0211834563997818,0.0211834563997818,46
"Vitvi00g04563",-0.523984994594573,0.00103817108302138,0.00173878171981943,0.00173878171981943,72
"Vitvi00g04564",-0.624667316958334,4.65806478869314e-05,0.000109745690421792,0.000109745690421792,202
"Vitvi00g04567",-0.622232181081055,5.08592315170758e-05,0.000117104583862189,0.000117104583862189,11
"Vitvi00g04570",-0.478898349698169,0.00312849885508842,0.0042658160178013,0.0042658160178013,21
"Vitvi00g04584",0.680681876953935,4.92121579230629e-06,1.51789514666556e-05,1.51789514666556e-05,32
"Vitvi00g04594",0.712176598320604,1.10874829493115e-06,4.09138210551185e-06,4.09138210551185e-06,7
"Vitvi00g04598",-0.750289519408583,1.37448227308175e-07,6.62638448561673e-07,6.62638448561673e-07,52
"Vitvi00g04599",-0.478898349698169,0.00312849885508842,0.0042658160178013,0.0042658160178013,4
"Vitvi00g04602",-0.855663913087804,2.95293710251311e-11,7.65067738427492e-10,7.65067738427492e-10,62
"Vitvi00g04610",-0.595908959859492,0.00012570381227052,0.000257655750003517,0.000257655750003517,22
"Vitvi00g04617",-0.320940809189176,0.0563243300813253,0.0614424279276033,0.0614424279276033,42
"Vitvi00g04625",-0.854242196177249,3.44851741255845e-11,7.65067738427492e-10,7.65067738427492e-10,49
"Vitvi00g04629",-0.200898880933569,0.240043483019144,0.247363741713501,0.247363741713501,11
"Vitvi00g04632",-0.623953435216034,4.77998991152752e-05,0.000110688916130202,0.000110688916130202,5
"Vitvi00g04634",0.816811769737353,1.23759826433005e-09,1.2978778349634e-08,1.2978778349634e-08,41
"Vitvi00g04636",-0.816811769737353,1.23759826433008e-09,1.2978778349634e-08,1.2978778349634e-08,43
"Vitvi00g04664",0.444847522067189,0.00655916257134087,0.00842282329490095,0.00842282329490095,23
"Vitvi00g04671",-0.169818615504,0.322091724033235,0.32912606659927,0.32912606659927,12
"Vitvi00g04688",0.861011812544602,1.62270868075847e-11,5.10523735381734e-10,5.10523735381734e-10,82
